Net generation from petroleum for New York (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390113&sdid=EBA.NY-ALL.NG.OIL.H
19:17:46 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.NG.OIL.H megawatthours
06/25/2019 17H,0
06/25/2019 16H,902
06/25/2019 15H,0
06/25/2019 14H,0
06/25/2019 13H,0
06/25/2019 12H,0
06/25/2019 11H,0
06/25/2019 10H,0
06/25/2019 09H,0
06/25/2019 08H,0
06/25/2019 07H,0
06/25/2019 06H,0
06/25/2019 05H,0
06/25/2019 04H,0
06/25/2019 03H,0
06/25/2019 02H,0
06/25/2019 01H,0
06/25/2019 00H,0
06/24/2019 23H,0
06/24/2019 22H,0
06/24/2019 21H,0
06/24/2019 20H,0
06/24/2019 19H,0
06/24/2019 18H,0
06/24/2019 17H,0
06/24/2019 16H,0
06/24/2019 15H,0
06/24/2019 14H,0
06/24/2019 13H,0
06/24/2019 12H,0
06/24/2019 11H,0
06/24/2019 10H,0
06/24/2019 09H,0
06/24/2019 08H,0
06/24/2019 07H,0
06/24/2019 06H,0
06/24/2019 05H,0
06/24/2019 04H,0
06/24/2019 03H,0
06/24/2019 02H,0
06/24/2019 01H,0
06/24/2019 00H,0
06/23/2019 23H,0
06/23/2019 22H,0
06/23/2019 21H,0
06/23/2019 20H,0
06/23/2019 19H,0
06/23/2019 18H,0
06/23/2019 17H,0
06/23/2019 16H,0
06/23/2019 15H,0
06/23/2019 14H,0
06/23/2019 13H,0
06/23/2019 12H,0
06/23/2019 11H,0
06/23/2019 10H,0
06/23/2019 09H,0
06/23/2019 08H,0
06/23/2019 07H,0
06/23/2019 06H,0
06/23/2019 05H,0
06/23/2019 04H,0
06/23/2019 03H,0
06/23/2019 02H,0
06/23/2019 01H,0
06/23/2019 00H,0
06/22/2019 23H,0
06/22/2019 22H,0
06/22/2019 21H,0
06/22/2019 20H,0
06/22/2019 19H,0
06/22/2019 18H,0
06/22/2019 17H,0
06/22/2019 16H,0
06/22/2019 15H,0
06/22/2019 14H,0
06/22/2019 13H,0
06/22/2019 12H,0
06/22/2019 11H,0
06/22/2019 10H,0
06/22/2019 09H,0
06/22/2019 08H,0
06/22/2019 07H,0
06/22/2019 06H,0
06/22/2019 05H,0
06/22/2019 04H,0
06/22/2019 03H,0
06/22/2019 02H,0
06/22/2019 01H,0
06/22/2019 00H,0
06/21/2019 23H,0
06/21/2019 22H,0
06/21/2019 21H,0
06/21/2019 20H,0
06/21/2019 19H,0
06/21/2019 18H,0
06/21/2019 17H,0
06/21/2019 16H,0
06/21/2019 15H,0
06/21/2019 14H,0
06/21/2019 13H,0
06/21/2019 12H,0
06/21/2019 11H,0
06/21/2019 10H,0
06/21/2019 09H,0
06/21/2019 08H,0
06/21/2019 07H,0
06/21/2019 06H,0
06/21/2019 05H,0
06/21/2019 04H,0
06/21/2019 03H,0
06/21/2019 02H,0
06/21/2019 01H,0
06/21/2019 00H,922
06/20/2019 23H,952
06/20/2019 22H,948
06/20/2019 21H,941
06/20/2019 20H,944
06/20/2019 19H,939
06/20/2019 18H,893
06/20/2019 17H,0
06/20/2019 16H,0
06/20/2019 15H,0
06/20/2019 14H,0
06/20/2019 13H,0
06/20/2019 12H,0
06/20/2019 11H,0
06/20/2019 10H,0
06/20/2019 09H,0
06/20/2019 08H,0
06/20/2019 07H,0
06/20/2019 06H,0
06/20/2019 05H,0
06/20/2019 04H,0
06/20/2019 03H,0
06/20/2019 02H,0
06/20/2019 01H,0
06/20/2019 00H,0
06/19/2019 23H,0
06/19/2019 22H,0
06/19/2019 21H,899
06/19/2019 20H,0
06/19/2019 19H,916
06/19/2019 18H,915
06/19/2019 17H,0
06/19/2019 16H,894
06/19/2019 15H,856
06/19/2019 14H,0
06/19/2019 13H,827
06/19/2019 12H,0
06/19/2019 11H,0
06/19/2019 10H,0
06/19/2019 09H,0
06/19/2019 08H,0
06/19/2019 07H,0
06/19/2019 06H,0
06/19/2019 05H,0
06/19/2019 04H,0
06/19/2019 03H,0
06/19/2019 02H,0
06/19/2019 01H,0
06/19/2019 00H,0
06/18/2019 23H,934
06/18/2019 22H,982
06/18/2019 21H,1008
06/18/2019 20H,981
06/18/2019 19H,887
06/18/2019 18H,0
06/18/2019 17H,797
06/18/2019 16H,962
06/18/2019 15H,879
06/18/2019 14H,686
06/18/2019 13H,685
06/18/2019 12H,671
06/18/2019 11H,648
06/18/2019 10H,0
06/18/2019 09H,0
06/18/2019 08H,0
06/18/2019 07H,0
06/18/2019 06H,0
06/18/2019 05H,0
06/18/2019 04H,0
06/18/2019 03H,0
06/18/2019 02H,0
06/18/2019 01H,0
06/18/2019 00H,0
06/17/2019 23H,0
06/17/2019 22H,0
06/17/2019 21H,0
06/17/2019 20H,893
06/17/2019 19H,0
06/17/2019 18H,0
06/17/2019 17H,0
06/17/2019 16H,0
06/17/2019 15H,0
06/17/2019 14H,0
06/17/2019 13H,0
06/17/2019 12H,0
06/17/2019 11H,0
06/17/2019 10H,0
06/17/2019 09H,0
06/17/2019 08H,0
06/17/2019 07H,0
06/17/2019 06H,0
06/17/2019 05H,0
06/17/2019 04H,0
06/17/2019 03H,0
06/17/2019 02H,0
06/17/2019 01H,0
06/17/2019 00H,0
06/16/2019 23H,0
06/16/2019 22H,0
06/16/2019 21H,0
06/16/2019 20H,0
06/16/2019 19H,0
06/16/2019 18H,0
06/16/2019 17H,0
06/16/2019 16H,0
06/16/2019 15H,0
06/16/2019 14H,0
06/16/2019 13H,0
06/16/2019 12H,0
06/16/2019 11H,0
06/16/2019 10H,0
06/16/2019 09H,0
06/16/2019 08H,0
06/16/2019 07H,0
06/16/2019 06H,0
06/16/2019 05H,0
06/16/2019 04H,0
06/16/2019 03H,0
06/16/2019 02H,0
06/16/2019 01H,0
06/16/2019 00H,0
06/15/2019 23H,0
06/15/2019 22H,0
06/15/2019 21H,0
06/15/2019 20H,0
06/15/2019 19H,0
06/15/2019 18H,0
06/15/2019 17H,0
06/15/2019 16H,0
06/15/2019 15H,0
06/15/2019 14H,0
06/15/2019 13H,0
06/15/2019 12H,0
06/15/2019 11H,0
06/15/2019 10H,0
06/15/2019 09H,0
06/15/2019 08H,0
06/15/2019 07H,0
06/15/2019 06H,0
06/15/2019 05H,0
06/15/2019 04H,0
06/15/2019 03H,0
06/15/2019 02H,0
06/15/2019 01H,0
06/15/2019 00H,0
06/14/2019 23H,0
06/14/2019 22H,0
06/14/2019 21H,0
06/14/2019 20H,0
06/14/2019 19H,0
06/14/2019 18H,0
06/14/2019 17H,0
06/14/2019 16H,0
06/14/2019 15H,0
06/14/2019 14H,0
06/14/2019 13H,0
06/14/2019 12H,0
06/14/2019 11H,0
06/14/2019 10H,0
06/14/2019 09H,0
06/14/2019 08H,0
06/14/2019 07H,0
06/14/2019 06H,0
06/14/2019 05H,0
06/14/2019 04H,0
06/14/2019 03H,0
06/14/2019 02H,0
06/14/2019 01H,0
06/14/2019 00H,0
06/13/2019 23H,0
06/13/2019 22H,0
06/13/2019 21H,0
06/13/2019 20H,0
06/13/2019 19H,0
06/13/2019 18H,0
06/13/2019 17H,0
06/13/2019 16H,0
06/13/2019 15H,0
06/13/2019 14H,0
06/13/2019 13H,0
06/13/2019 12H,0
06/13/2019 11H,0
06/13/2019 10H,0
06/13/2019 09H,0
06/13/2019 08H,0
06/13/2019 07H,0
06/13/2019 06H,0
06/13/2019 05H,0
06/13/2019 04H,0
06/13/2019 03H,0
06/13/2019 02H,0
06/13/2019 01H,0
06/13/2019 00H,0
06/12/2019 23H,0
06/12/2019 22H,0
06/12/2019 21H,0
06/12/2019 20H,0
06/12/2019 19H,0
06/12/2019 18H,0
06/12/2019 17H,0
06/12/2019 16H,0
06/12/2019 15H,0
06/12/2019 14H,0
06/12/2019 13H,0
06/12/2019 12H,0
06/12/2019 11H,0
06/12/2019 10H,0
06/12/2019 09H,0
06/12/2019 08H,0
06/12/2019 07H,0
06/12/2019 06H,0
06/12/2019 05H,0
06/12/2019 04H,0
06/12/2019 03H,0
06/12/2019 02H,0
06/12/2019 01H,0
06/12/2019 00H,0
06/11/2019 23H,0
06/11/2019 22H,0
06/11/2019 21H,0
06/11/2019 20H,0
06/11/2019 19H,0
06/11/2019 18H,0
06/11/2019 17H,393
06/11/2019 16H,0
06/11/2019 15H,0
06/11/2019 14H,0
06/11/2019 13H,0
06/11/2019 12H,0
06/11/2019 11H,0
06/11/2019 10H,0
06/11/2019 09H,0
06/11/2019 08H,0
06/11/2019 07H,0
06/11/2019 06H,0
06/11/2019 05H,0
06/11/2019 04H,0
06/11/2019 03H,0
06/11/2019 02H,0
06/11/2019 01H,0
06/11/2019 00H,0
06/10/2019 23H,0
06/10/2019 22H,0
06/10/2019 21H,0
06/10/2019 20H,0
06/10/2019 19H,0
06/10/2019 18H,0
06/10/2019 17H,0
06/10/2019 16H,0
06/10/2019 15H,0
06/10/2019 14H,0
06/10/2019 13H,0
06/10/2019 12H,0
06/10/2019 11H,0
06/10/2019 10H,0
06/10/2019 09H,0
06/10/2019 08H,0
06/10/2019 07H,0
06/10/2019 06H,0
06/10/2019 05H,0
06/10/2019 04H,0
06/10/2019 03H,0
06/10/2019 02H,0
06/10/2019 01H,0
06/10/2019 00H,0
06/9/2019 23H,0
06/9/2019 22H,0
06/9/2019 21H,0
06/9/2019 20H,0
06/9/2019 19H,0
06/9/2019 18H,0
06/9/2019 17H,0
06/9/2019 16H,0
06/9/2019 15H,0
06/9/2019 14H,0
06/9/2019 13H,0
06/9/2019 12H,0
06/9/2019 11H,0
06/9/2019 10H,0
06/9/2019 09H,0
06/9/2019 08H,0
06/9/2019 07H,0
06/9/2019 06H,0
06/9/2019 05H,0
06/9/2019 04H,0
06/9/2019 03H,0
06/9/2019 02H,0
06/9/2019 01H,0
06/9/2019 00H,0
06/8/2019 23H,0
06/8/2019 22H,0
06/8/2019 21H,0
06/8/2019 20H,0
06/8/2019 19H,0
06/8/2019 18H,0
06/8/2019 17H,0
06/8/2019 16H,0
06/8/2019 15H,0
06/8/2019 14H,0
06/8/2019 13H,0
06/8/2019 12H,0
06/8/2019 11H,0
06/8/2019 10H,0
06/8/2019 09H,0
06/8/2019 08H,0
06/8/2019 07H,0
06/8/2019 06H,0
06/8/2019 05H,0
06/8/2019 04H,0
06/8/2019 03H,0
06/8/2019 02H,0
06/8/2019 01H,0
06/8/2019 00H,0
06/7/2019 23H,0
06/7/2019 22H,0
06/7/2019 21H,0
06/7/2019 20H,0
06/7/2019 19H,0
06/7/2019 18H,0
06/7/2019 17H,0
06/7/2019 16H,0
06/7/2019 15H,0
06/7/2019 14H,0
06/7/2019 13H,0
06/7/2019 12H,0
06/7/2019 11H,0
06/7/2019 10H,0
06/7/2019 09H,0
06/7/2019 08H,0
06/7/2019 07H,0
06/7/2019 06H,0
06/7/2019 05H,0
06/7/2019 04H,0
06/7/2019 03H,0
06/7/2019 02H,0
06/7/2019 01H,0
06/7/2019 00H,0
06/6/2019 23H,0
06/6/2019 22H,0
06/6/2019 21H,0
06/6/2019 20H,0
06/6/2019 19H,0
06/6/2019 18H,0
06/6/2019 17H,0
06/6/2019 16H,0
06/6/2019 15H,0
06/6/2019 14H,0
06/6/2019 13H,0
06/6/2019 12H,0
06/6/2019 11H,0
06/6/2019 10H,0
06/6/2019 09H,0
06/6/2019 08H,0
06/6/2019 07H,0
06/6/2019 06H,0
06/6/2019 05H,0
06/6/2019 04H,0
06/6/2019 03H,0
06/6/2019 02H,0
06/6/2019 01H,0
06/6/2019 00H,0
06/5/2019 23H,0
06/5/2019 22H,0
06/5/2019 21H,0
06/5/2019 20H,0
06/5/2019 19H,0
06/5/2019 18H,0
06/5/2019 17H,0
06/5/2019 16H,0
06/5/2019 15H,0
06/5/2019 14H,0
06/5/2019 13H,0
06/5/2019 12H,0
06/5/2019 11H,0
06/5/2019 10H,0
06/5/2019 09H,0
06/5/2019 08H,0
06/5/2019 07H,0
06/5/2019 06H,0
06/5/2019 05H,0
06/5/2019 04H,0
06/5/2019 03H,0
06/5/2019 02H,0
06/5/2019 01H,0
06/5/2019 00H,0
06/4/2019 23H,0
06/4/2019 22H,0
06/4/2019 21H,0
06/4/2019 20H,0
06/4/2019 19H,0
06/4/2019 18H,0
06/4/2019 17H,0
06/4/2019 16H,0
06/4/2019 15H,0
06/4/2019 14H,0
06/4/2019 13H,0
06/4/2019 12H,0
06/4/2019 11H,0
06/4/2019 10H,0
06/4/2019 09H,0
06/4/2019 08H,0
06/4/2019 07H,0
06/4/2019 06H,0
06/4/2019 05H,0
06/4/2019 04H,0
06/4/2019 03H,0
06/4/2019 02H,0
06/4/2019 01H,0
06/4/2019 00H,0
06/3/2019 23H,0
06/3/2019 22H,0
06/3/2019 21H,0
06/3/2019 20H,0
06/3/2019 19H,0
06/3/2019 18H,0
06/3/2019 17H,0
06/3/2019 16H,0
06/3/2019 15H,0
06/3/2019 14H,0
06/3/2019 13H,0
06/3/2019 12H,0
06/3/2019 11H,0
06/3/2019 10H,0
06/3/2019 09H,0
06/3/2019 08H,0
06/3/2019 07H,0
06/3/2019 06H,0
06/3/2019 05H,0
06/3/2019 04H,0
06/3/2019 03H,0
06/3/2019 02H,0
06/3/2019 01H,0
06/3/2019 00H,0
06/2/2019 23H,399
06/2/2019 22H,429
06/2/2019 21H,0
06/2/2019 20H,0
06/2/2019 19H,0
06/2/2019 18H,0
06/2/2019 17H,0
06/2/2019 16H,0
06/2/2019 15H,0
06/2/2019 14H,0
06/2/2019 13H,0
06/2/2019 12H,0
06/2/2019 11H,0
06/2/2019 10H,0
06/2/2019 09H,0
06/2/2019 08H,0
06/2/2019 07H,0
06/2/2019 06H,0
06/2/2019 05H,0
06/2/2019 04H,0
06/2/2019 03H,0
06/2/2019 02H,0
06/2/2019 01H,0
06/2/2019 00H,0
06/1/2019 23H,0
06/1/2019 22H,0
06/1/2019 21H,0
06/1/2019 20H,0
06/1/2019 19H,0
06/1/2019 18H,0
06/1/2019 17H,0
06/1/2019 16H,0
06/1/2019 15H,0
06/1/2019 14H,0
06/1/2019 13H,0
06/1/2019 12H,0
06/1/2019 11H,0
06/1/2019 10H,0
06/1/2019 09H,0
06/1/2019 08H,0
06/1/2019 07H,0
06/1/2019 06H,0
06/1/2019 05H,0
06/1/2019 04H,0
06/1/2019 03H,0
06/1/2019 02H,0
06/1/2019 01H,0
06/1/2019 00H,0
05/31/2019 23H,0
05/31/2019 22H,0
05/31/2019 21H,0
05/31/2019 20H,0
05/31/2019 19H,0
05/31/2019 18H,0
05/31/2019 17H,0
05/31/2019 16H,0
05/31/2019 15H,728
05/31/2019 14H,0
05/31/2019 13H,821
05/31/2019 12H,0
05/31/2019 11H,0
05/31/2019 10H,0
05/31/2019 09H,0
05/31/2019 08H,0
05/31/2019 07H,0
05/31/2019 06H,0
05/31/2019 05H,0
05/31/2019 04H,0
05/31/2019 03H,0
05/31/2019 02H,0
05/31/2019 01H,0
05/31/2019 00H,0
05/30/2019 23H,0
05/30/2019 22H,0
05/30/2019 21H,0
05/30/2019 20H,0
05/30/2019 19H,0
05/30/2019 18H,0
05/30/2019 17H,0
05/30/2019 16H,0
05/30/2019 15H,0
05/30/2019 14H,0
05/30/2019 13H,0
05/30/2019 12H,0
05/30/2019 11H,0
05/30/2019 10H,0
05/30/2019 09H,0
05/30/2019 08H,0
05/30/2019 07H,0
05/30/2019 06H,0
05/30/2019 05H,0
05/30/2019 04H,0
05/30/2019 03H,0
05/30/2019 02H,0
05/30/2019 01H,0
05/30/2019 00H,0
05/29/2019 23H,0
05/29/2019 22H,0
05/29/2019 21H,0
05/29/2019 20H,0
05/29/2019 19H,0
05/29/2019 18H,0
05/29/2019 17H,0
05/29/2019 16H,669
05/29/2019 15H,0
05/29/2019 14H,0
05/29/2019 13H,0
05/29/2019 12H,0
05/29/2019 11H,0
05/29/2019 10H,0
05/29/2019 09H,0
05/29/2019 08H,0
05/29/2019 07H,0
05/29/2019 06H,0
05/29/2019 05H,0
05/29/2019 04H,0
05/29/2019 03H,0
05/29/2019 02H,0
05/29/2019 01H,0
05/29/2019 00H,0
05/28/2019 23H,0
05/28/2019 22H,0
05/28/2019 21H,0
05/28/2019 20H,0
05/28/2019 19H,0
05/28/2019 18H,0
05/28/2019 17H,0
05/28/2019 16H,0
05/28/2019 15H,0
05/28/2019 14H,0
05/28/2019 13H,0
05/28/2019 12H,0
05/28/2019 11H,0
05/28/2019 10H,0
05/28/2019 09H,0
05/28/2019 08H,0
05/28/2019 07H,0
05/28/2019 06H,0
05/28/2019 05H,0
05/28/2019 04H,0
05/28/2019 03H,0
05/28/2019 02H,0
05/28/2019 01H,0
05/28/2019 00H,0
05/27/2019 23H,0
05/27/2019 22H,0
05/27/2019 21H,0
05/27/2019 20H,0
05/27/2019 19H,0
05/27/2019 18H,0
05/27/2019 17H,0
05/27/2019 16H,0
05/27/2019 15H,0
05/27/2019 14H,0
05/27/2019 13H,0
05/27/2019 12H,0
05/27/2019 11H,0
05/27/2019 10H,0
05/27/2019 09H,0
05/27/2019 08H,0
05/27/2019 07H,0
05/27/2019 06H,0
05/27/2019 05H,0
05/27/2019 04H,0
05/27/2019 03H,0
05/27/2019 02H,0
05/27/2019 01H,0
05/27/2019 00H,0
05/26/2019 23H,0
05/26/2019 22H,0
05/26/2019 21H,0
05/26/2019 20H,0
05/26/2019 19H,0
05/26/2019 18H,0
05/26/2019 17H,0
05/26/2019 16H,0
05/26/2019 15H,0
05/26/2019 14H,0
05/26/2019 13H,0
05/26/2019 12H,0
05/26/2019 11H,0
05/26/2019 10H,0
05/26/2019 09H,0
05/26/2019 08H,0
05/26/2019 07H,0
05/26/2019 06H,0
05/26/2019 05H,0
05/26/2019 04H,0
05/26/2019 03H,0
05/26/2019 02H,0
05/26/2019 01H,0
05/26/2019 00H,0
05/25/2019 23H,0
05/25/2019 22H,0
05/25/2019 21H,0
05/25/2019 20H,0
05/25/2019 19H,0
05/25/2019 18H,0
05/25/2019 17H,0
05/25/2019 16H,0
05/25/2019 15H,0
05/25/2019 14H,0
05/25/2019 13H,0
05/25/2019 12H,0
05/25/2019 11H,0
05/25/2019 10H,0
05/25/2019 09H,0
05/25/2019 08H,0
05/25/2019 07H,0
05/25/2019 06H,0
05/25/2019 05H,0
05/25/2019 04H,0
05/25/2019 03H,0
05/25/2019 02H,0
05/25/2019 01H,0
05/25/2019 00H,0
05/24/2019 23H,0
05/24/2019 22H,0
05/24/2019 21H,0
05/24/2019 20H,0
05/24/2019 19H,0
05/24/2019 18H,0
05/24/2019 17H,0
05/24/2019 16H,0
05/24/2019 15H,0
05/24/2019 14H,0
05/24/2019 13H,0
05/24/2019 12H,0
05/24/2019 11H,0
05/24/2019 10H,0
05/24/2019 09H,0
05/24/2019 08H,0
05/24/2019 07H,0
05/24/2019 06H,0
05/24/2019 05H,0
05/24/2019 04H,0
05/24/2019 03H,0
05/24/2019 02H,0
05/24/2019 01H,0
05/24/2019 00H,0
05/23/2019 23H,0
05/23/2019 22H,0
05/23/2019 21H,0
05/23/2019 20H,0
05/23/2019 19H,0
05/23/2019 18H,0
05/23/2019 17H,0
05/23/2019 16H,0
05/23/2019 15H,0
05/23/2019 14H,0
05/23/2019 13H,0
05/23/2019 12H,0
05/23/2019 11H,0
05/23/2019 10H,0
05/23/2019 09H,0
05/23/2019 08H,0
05/23/2019 07H,0
05/23/2019 06H,0
05/23/2019 05H,0
05/23/2019 04H,0
05/23/2019 03H,0
05/23/2019 02H,0
05/23/2019 01H,0
05/23/2019 00H,0
05/22/2019 23H,0
05/22/2019 22H,0
05/22/2019 21H,0
05/22/2019 20H,0
05/22/2019 19H,0
05/22/2019 18H,349
05/22/2019 17H,0
05/22/2019 16H,0
05/22/2019 15H,0
05/22/2019 14H,0
05/22/2019 13H,0
05/22/2019 12H,0
05/22/2019 11H,0
05/22/2019 10H,0
05/22/2019 09H,0
05/22/2019 08H,0
05/22/2019 07H,0
05/22/2019 06H,0
05/22/2019 05H,0
05/22/2019 04H,0
05/22/2019 03H,0
05/22/2019 02H,0
05/22/2019 01H,0
05/22/2019 00H,0
05/21/2019 23H,728
05/21/2019 22H,0
05/21/2019 21H,0
05/21/2019 20H,0
05/21/2019 19H,0
05/21/2019 18H,0
05/21/2019 17H,0
05/21/2019 16H,0
05/21/2019 15H,0
05/21/2019 14H,0
05/21/2019 13H,0
05/21/2019 12H,0
05/21/2019 11H,0
05/21/2019 10H,0
05/21/2019 09H,0
05/21/2019 08H,0
05/21/2019 07H,0
05/21/2019 06H,0
05/21/2019 05H,0
05/21/2019 04H,0
05/21/2019 03H,0
05/21/2019 02H,0
05/21/2019 01H,0
05/21/2019 00H,0
05/20/2019 23H,0
05/20/2019 22H,0
05/20/2019 21H,0
05/20/2019 20H,0
05/20/2019 19H,891
05/20/2019 18H,887
05/20/2019 17H,0
05/20/2019 16H,0
05/20/2019 15H,0
05/20/2019 14H,0
05/20/2019 13H,0
05/20/2019 12H,0
05/20/2019 11H,0
05/20/2019 10H,0
05/20/2019 09H,0
05/20/2019 08H,0
05/20/2019 07H,0
05/20/2019 06H,0
05/20/2019 05H,0
05/20/2019 04H,0
05/20/2019 03H,0
05/20/2019 02H,0
05/20/2019 01H,0
05/20/2019 00H,0
05/19/2019 23H,0
05/19/2019 22H,0
05/19/2019 21H,0
05/19/2019 20H,0
05/19/2019 19H,0
05/19/2019 18H,0
05/19/2019 17H,0
05/19/2019 16H,0
05/19/2019 15H,0
05/19/2019 14H,0
05/19/2019 13H,0
05/19/2019 12H,0
05/19/2019 11H,0
05/19/2019 10H,0
05/19/2019 09H,0
05/19/2019 08H,0
05/19/2019 07H,0
05/19/2019 06H,0
05/19/2019 05H,0
05/19/2019 04H,0
05/19/2019 03H,0
05/19/2019 02H,0
05/19/2019 01H,0
05/19/2019 00H,0
05/18/2019 23H,0
05/18/2019 22H,0
05/18/2019 21H,0
05/18/2019 20H,0
05/18/2019 19H,0
05/18/2019 18H,0
05/18/2019 17H,0
05/18/2019 16H,0
05/18/2019 15H,0
05/18/2019 14H,0
05/18/2019 13H,0
05/18/2019 12H,0
05/18/2019 11H,0
05/18/2019 10H,0
05/18/2019 09H,0
05/18/2019 08H,0
05/18/2019 07H,0
05/18/2019 06H,0
05/18/2019 05H,0
05/18/2019 04H,0
05/18/2019 03H,0
05/18/2019 02H,0
05/18/2019 01H,0
05/18/2019 00H,0
05/17/2019 23H,0
05/17/2019 22H,0
05/17/2019 21H,0
05/17/2019 20H,0
05/17/2019 19H,0
05/17/2019 18H,0
05/17/2019 17H,0
05/17/2019 16H,0
05/17/2019 15H,0
05/17/2019 14H,0
05/17/2019 13H,0
05/17/2019 12H,0
05/17/2019 11H,0
05/17/2019 10H,0
05/17/2019 09H,0
05/17/2019 08H,0
05/17/2019 07H,0
05/17/2019 06H,0
05/17/2019 05H,0
05/17/2019 04H,0
05/17/2019 03H,0
05/17/2019 02H,0
05/17/2019 01H,0
05/17/2019 00H,0
05/16/2019 23H,0
05/16/2019 22H,0
05/16/2019 21H,0
05/16/2019 20H,0
05/16/2019 19H,0
05/16/2019 18H,0
05/16/2019 17H,0
05/16/2019 16H,0
05/16/2019 15H,0
05/16/2019 14H,0
05/16/2019 13H,0
05/16/2019 12H,0
05/16/2019 11H,0
05/16/2019 10H,0
05/16/2019 09H,0
05/16/2019 08H,0
05/16/2019 07H,0
05/16/2019 06H,0
05/16/2019 05H,0
05/16/2019 04H,0
05/16/2019 03H,0
05/16/2019 02H,0
05/16/2019 01H,0
05/16/2019 00H,0
05/15/2019 23H,0
05/15/2019 22H,0
05/15/2019 21H,0
05/15/2019 20H,0
05/15/2019 19H,0
05/15/2019 18H,0
05/15/2019 17H,0
05/15/2019 16H,0
05/15/2019 15H,0
05/15/2019 14H,0
05/15/2019 13H,0
05/15/2019 12H,0
05/15/2019 11H,0
05/15/2019 10H,0
05/15/2019 09H,0
05/15/2019 08H,0
05/15/2019 07H,0
05/15/2019 06H,0
05/15/2019 05H,0
05/15/2019 04H,0
05/15/2019 03H,0
05/15/2019 02H,0
05/15/2019 01H,0
05/15/2019 00H,0
05/14/2019 23H,0
05/14/2019 22H,0
05/14/2019 21H,0
05/14/2019 20H,0
05/14/2019 19H,626
05/14/2019 18H,647
05/14/2019 17H,660
05/14/2019 16H,669
05/14/2019 15H,683
05/14/2019 14H,0
05/14/2019 13H,0
05/14/2019 12H,0
05/14/2019 11H,0
05/14/2019 10H,0
05/14/2019 09H,0
05/14/2019 08H,0
05/14/2019 07H,0
05/14/2019 06H,0
05/14/2019 05H,0
05/14/2019 04H,0
05/14/2019 03H,0
05/14/2019 02H,0
05/14/2019 01H,0
05/14/2019 00H,0
05/13/2019 23H,0
05/13/2019 22H,0
05/13/2019 21H,0
05/13/2019 20H,0
05/13/2019 19H,0
05/13/2019 18H,0
05/13/2019 17H,0
05/13/2019 16H,0
05/13/2019 15H,0
05/13/2019 14H,0
05/13/2019 13H,0
05/13/2019 12H,0
05/13/2019 11H,0
05/13/2019 10H,0
05/13/2019 09H,0
05/13/2019 08H,0
05/13/2019 07H,0
05/13/2019 06H,0
05/13/2019 05H,0
05/13/2019 04H,0
05/13/2019 03H,0
05/13/2019 02H,0
05/13/2019 01H,0
05/13/2019 00H,0
05/12/2019 23H,0
05/12/2019 22H,0
05/12/2019 21H,0
05/12/2019 20H,0
05/12/2019 19H,0
05/12/2019 18H,0
05/12/2019 17H,0
05/12/2019 16H,0
05/12/2019 15H,0
05/12/2019 14H,0
05/12/2019 13H,0
05/12/2019 12H,0
05/12/2019 11H,0
05/12/2019 10H,0
05/12/2019 09H,0
05/12/2019 08H,0
05/12/2019 07H,0
05/12/2019 06H,0
05/12/2019 05H,0
05/12/2019 04H,0
05/12/2019 03H,0
05/12/2019 02H,0
05/12/2019 01H,0
05/12/2019 00H,0
05/11/2019 23H,0
05/11/2019 22H,0
05/11/2019 21H,0
05/11/2019 20H,0
05/11/2019 19H,0
05/11/2019 18H,0
05/11/2019 17H,0
05/11/2019 16H,0
05/11/2019 15H,0
05/11/2019 14H,0
05/11/2019 13H,0
05/11/2019 12H,0
05/11/2019 11H,0
05/11/2019 10H,0
05/11/2019 09H,0
05/11/2019 08H,0
05/11/2019 07H,0
05/11/2019 06H,0
05/11/2019 05H,0
05/11/2019 04H,0
05/11/2019 03H,0
05/11/2019 02H,0
05/11/2019 01H,0
05/11/2019 00H,0
05/10/2019 23H,0
05/10/2019 22H,0
05/10/2019 21H,0
05/10/2019 20H,0
05/10/2019 19H,0
05/10/2019 18H,0
05/10/2019 17H,0
05/10/2019 16H,0
05/10/2019 15H,0
05/10/2019 14H,0
05/10/2019 13H,0
05/10/2019 12H,0
05/10/2019 11H,0
05/10/2019 10H,0
05/10/2019 09H,0
05/10/2019 08H,0
05/10/2019 07H,0
05/10/2019 06H,0
05/10/2019 05H,0
05/10/2019 04H,0
05/10/2019 03H,0
05/10/2019 02H,0
05/10/2019 01H,0
05/10/2019 00H,0
05/9/2019 23H,0
05/9/2019 22H,0
05/9/2019 21H,0
05/9/2019 20H,0
05/9/2019 19H,0
05/9/2019 18H,0
05/9/2019 17H,0
05/9/2019 16H,0
05/9/2019 15H,0
05/9/2019 14H,0
05/9/2019 13H,0
05/9/2019 12H,0
05/9/2019 11H,0
05/9/2019 10H,0
05/9/2019 09H,0
05/9/2019 08H,0
05/9/2019 07H,0
05/9/2019 06H,0
05/9/2019 05H,0
05/9/2019 04H,0
05/9/2019 03H,0
05/9/2019 02H,0
05/9/2019 01H,0
05/9/2019 00H,0
05/8/2019 23H,0
05/8/2019 22H,0
05/8/2019 21H,0
05/8/2019 20H,0
05/8/2019 19H,0
05/8/2019 18H,0
05/8/2019 17H,0
05/8/2019 16H,0
