Net generation from natural gas for New York (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390113&sdid=EBA.NY-ALL.NG.NG.H
19:17:26 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.NG.NG.H megawatthours
10/7/2021 16H,7079
10/7/2021 15H,6898
10/7/2021 14H,6991
10/7/2021 13H,6926
10/7/2021 12H,6631
10/7/2021 11H,5747
10/7/2021 10H,4977
10/7/2021 09H,4553
10/7/2021 08H,4224
10/7/2021 07H,4132
10/7/2021 06H,4347
10/7/2021 05H,4745
10/7/2021 04H,6100
10/7/2021 03H,6618
10/7/2021 02H,7386
10/7/2021 01H,8306
10/7/2021 00H,8936
10/6/2021 23H,9141
10/6/2021 22H,8952
10/6/2021 21H,8692
10/6/2021 20H,8121
10/6/2021 19H,7906
10/6/2021 18H,7508
10/6/2021 17H,7334
10/6/2021 16H,7364
10/6/2021 15H,7536
10/6/2021 14H,7549
10/6/2021 13H,7332
10/6/2021 12H,7322
10/6/2021 11H,6058
10/6/2021 10H,4992
10/6/2021 09H,4657
10/6/2021 08H,4419
10/6/2021 07H,4393
10/6/2021 06H,4409
10/6/2021 05H,4740
10/6/2021 04H,5427
10/6/2021 03H,6265
10/6/2021 02H,7168
10/6/2021 01H,8129
10/6/2021 00H,8603
10/5/2021 23H,8417
10/5/2021 22H,8399
10/5/2021 21H,8333
10/5/2021 20H,7975
10/5/2021 19H,7937
10/5/2021 18H,7906
10/5/2021 17H,7755
10/5/2021 16H,7621
10/5/2021 15H,7705
10/5/2021 14H,7780
10/5/2021 13H,7442
10/5/2021 12H,6966
10/5/2021 11H,5957
10/5/2021 10H,5055
10/5/2021 09H,4714
10/5/2021 08H,4702
10/5/2021 07H,4751
10/5/2021 06H,4764
10/5/2021 05H,5030
10/5/2021 04H,5187
10/5/2021 03H,5847
10/5/2021 02H,6661
10/5/2021 01H,7259
10/5/2021 00H,8244
10/4/2021 23H,8459
10/4/2021 22H,8707
10/4/2021 21H,8711
10/4/2021 20H,8588
10/4/2021 19H,8370
10/4/2021 18H,8185
10/4/2021 17H,7862
10/4/2021 16H,7822
10/4/2021 15H,7710
10/4/2021 14H,7623
10/4/2021 13H,7343
10/4/2021 12H,6832
10/4/2021 11H,5791
10/4/2021 10H,4864
10/4/2021 09H,4472
10/4/2021 08H,4324
10/4/2021 07H,4553
10/4/2021 06H,4658
10/4/2021 05H,4837
10/4/2021 04H,5623
10/4/2021 03H,6123
10/4/2021 02H,6580
10/4/2021 01H,6904
10/4/2021 00H,7258
10/3/2021 23H,6953
10/3/2021 22H,6807
10/3/2021 21H,6539
10/3/2021 20H,6268
10/3/2021 19H,5923
10/3/2021 18H,5441
10/3/2021 17H,5258
10/3/2021 16H,5146
10/3/2021 15H,4829
10/3/2021 14H,4708
10/3/2021 13H,4513
10/3/2021 12H,4164
10/3/2021 11H,4290
10/3/2021 10H,4069
10/3/2021 09H,3974
10/3/2021 08H,3735
10/3/2021 07H,3737
10/3/2021 06H,3937
10/3/2021 05H,4104
10/3/2021 04H,4303
10/3/2021 03H,4523
10/3/2021 02H,4753
10/3/2021 01H,5001
10/3/2021 00H,5289
10/2/2021 23H,5335
10/2/2021 22H,5348
10/2/2021 21H,4774
10/2/2021 20H,4351
10/2/2021 19H,4162
10/2/2021 18H,4105
10/2/2021 17H,4024
10/2/2021 16H,4071
10/2/2021 15H,4204
10/2/2021 14H,4245
10/2/2021 13H,4289
10/2/2021 12H,4089
10/2/2021 11H,3912
10/2/2021 10H,3409
10/2/2021 09H,3483
10/2/2021 08H,3572
10/2/2021 07H,3206
10/2/2021 06H,3562
10/2/2021 05H,4032
10/2/2021 04H,4319
10/2/2021 03H,4647
10/2/2021 02H,4962
10/2/2021 01H,5501
10/2/2021 00H,5767
10/1/2021 23H,5665
10/1/2021 22H,5644
10/1/2021 21H,5365
10/1/2021 20H,5032
10/1/2021 19H,4863
10/1/2021 18H,4791
10/1/2021 17H,4846
10/1/2021 16H,4792
10/1/2021 15H,4871
10/1/2021 14H,5026
10/1/2021 13H,5106
10/1/2021 12H,5019
10/1/2021 11H,4423
10/1/2021 10H,4103
10/1/2021 09H,3671
10/1/2021 08H,3528
10/1/2021 07H,3615
10/1/2021 06H,3830
10/1/2021 05H,3868
10/1/2021 04H,4347
10/1/2021 03H,4906
10/1/2021 02H,5384
10/1/2021 01H,6024
10/1/2021 00H,6016
09/30/2021 23H,5757
09/30/2021 22H,5613
09/30/2021 21H,5618
09/30/2021 20H,5457
09/30/2021 19H,5381
09/30/2021 18H,5323
09/30/2021 17H,5069
09/30/2021 16H,4965
09/30/2021 15H,4983
09/30/2021 14H,5069
09/30/2021 13H,5185
09/30/2021 12H,5528
09/30/2021 11H,4726
09/30/2021 10H,4192
09/30/2021 09H,3574
09/30/2021 08H,3253
09/30/2021 07H,3172
09/30/2021 06H,3385
09/30/2021 05H,3683
09/30/2021 04H,3616
09/30/2021 03H,4423
09/30/2021 02H,5099
09/30/2021 01H,5670
09/30/2021 00H,6140
09/29/2021 23H,5970
09/29/2021 22H,5936
09/29/2021 21H,5780
09/29/2021 20H,5781
09/29/2021 19H,5132
09/29/2021 18H,5160
09/29/2021 17H,4816
09/29/2021 16H,4820
09/29/2021 15H,5056
09/29/2021 14H,5106
09/29/2021 13H,5202
09/29/2021 12H,5539
09/29/2021 11H,5072
09/29/2021 10H,4376
09/29/2021 09H,4116
09/29/2021 08H,4086
09/29/2021 07H,4091
09/29/2021 06H,3973
09/29/2021 05H,4341
09/29/2021 04H,5057
09/29/2021 03H,5777
09/29/2021 02H,6561
09/29/2021 01H,7418
09/29/2021 00H,7969
09/28/2021 23H,8149
09/28/2021 22H,8109
09/28/2021 21H,7943
09/28/2021 20H,7876
09/28/2021 19H,8050
09/28/2021 18H,8055
09/28/2021 17H,8022
09/28/2021 16H,7300
09/28/2021 15H,7397
09/28/2021 14H,7191
09/28/2021 13H,6999
09/28/2021 12H,6554
09/28/2021 11H,6196
09/28/2021 10H,5076
09/28/2021 09H,4474
09/28/2021 08H,4220
09/28/2021 07H,4375
09/28/2021 06H,4551
09/28/2021 05H,4625
09/28/2021 04H,5596
09/28/2021 03H,6188
09/28/2021 02H,6841
09/28/2021 01H,7379
09/28/2021 00H,7832
09/27/2021 23H,7753
09/27/2021 22H,8084
09/27/2021 21H,7781
09/27/2021 20H,7282
09/27/2021 19H,6746
09/27/2021 18H,6411
09/27/2021 17H,6216
09/27/2021 16H,6019
09/27/2021 15H,6084
09/27/2021 14H,6036
09/27/2021 13H,5710
09/27/2021 12H,5531
09/27/2021 11H,5052
09/27/2021 10H,4546
09/27/2021 09H,4232
09/27/2021 08H,4204
09/27/2021 07H,4223
09/27/2021 06H,4410
09/27/2021 05H,4670
09/27/2021 04H,4967
09/27/2021 03H,5279
09/27/2021 02H,5678
09/27/2021 01H,6151
09/27/2021 00H,6225
09/26/2021 23H,5969
09/26/2021 22H,5993
09/26/2021 21H,5808
09/26/2021 20H,5532
09/26/2021 19H,5217
09/26/2021 18H,4944
09/26/2021 17H,4736
09/26/2021 16H,4600
09/26/2021 15H,4640
09/26/2021 14H,4728
09/26/2021 13H,4561
09/26/2021 12H,4361
09/26/2021 11H,4620
09/26/2021 10H,4552
09/26/2021 09H,4644
09/26/2021 08H,4814
09/26/2021 07H,4718
09/26/2021 06H,4747
09/26/2021 05H,4967
09/26/2021 04H,5266
09/26/2021 03H,5420
09/26/2021 02H,5818
09/26/2021 01H,5838
09/26/2021 00H,6137
09/25/2021 23H,6048
09/25/2021 22H,6249
09/25/2021 21H,6310
09/25/2021 20H,5791
09/25/2021 19H,5448
09/25/2021 18H,5323
09/25/2021 17H,5180
09/25/2021 16H,4695
09/25/2021 15H,4538
09/25/2021 14H,4868
09/25/2021 13H,4622
09/25/2021 12H,4477
09/25/2021 11H,4892
09/25/2021 10H,4811
09/25/2021 09H,4629
09/25/2021 08H,4502
09/25/2021 07H,4704
09/25/2021 06H,4995
09/25/2021 05H,5144
09/25/2021 04H,5349
09/25/2021 03H,5985
09/25/2021 02H,6448
09/25/2021 01H,6827
09/25/2021 00H,7226
09/24/2021 23H,7252
09/24/2021 22H,7589
09/24/2021 21H,7328
09/24/2021 20H,7160
09/24/2021 19H,6982
09/24/2021 18H,6954
09/24/2021 17H,6983
09/24/2021 16H,6747
09/24/2021 15H,6664
09/24/2021 14H,6719
09/24/2021 13H,6830
09/24/2021 12H,6495
09/24/2021 11H,6107
09/24/2021 10H,5593
09/24/2021 09H,5071
09/24/2021 08H,5127
09/24/2021 07H,5318
09/24/2021 06H,5488
09/24/2021 05H,5961
09/24/2021 04H,7453
09/24/2021 03H,8295
09/24/2021 02H,8899
09/24/2021 01H,9490
09/24/2021 00H,9563
09/23/2021 23H,9591
09/23/2021 22H,9591
09/23/2021 21H,9597
09/23/2021 20H,9511
09/23/2021 19H,9495
09/23/2021 18H,9387
09/23/2021 17H,9200
09/23/2021 16H,8852
09/23/2021 15H,8450
09/23/2021 14H,8392
09/23/2021 13H,8100
09/23/2021 12H,7628
09/23/2021 11H,7267
09/23/2021 10H,6307
09/23/2021 09H,5844
09/23/2021 08H,5839
09/23/2021 07H,5959
09/23/2021 06H,6374
09/23/2021 05H,6678
09/23/2021 04H,7372
09/23/2021 03H,7824
09/23/2021 02H,8783
09/23/2021 01H,9471
09/23/2021 00H,9793
09/22/2021 23H,9708
09/22/2021 22H,9883
09/22/2021 21H,9863
09/22/2021 20H,9635
09/22/2021 19H,9435
09/22/2021 18H,9201
09/22/2021 17H,9122
09/22/2021 16H,8804
09/22/2021 15H,8421
09/22/2021 14H,8129
09/22/2021 13H,7707
09/22/2021 12H,6959
09/22/2021 11H,6390
09/22/2021 10H,5874
09/22/2021 09H,5256
09/22/2021 08H,5111
09/22/2021 07H,5301
09/22/2021 06H,5608
09/22/2021 05H,5843
09/22/2021 04H,6455
09/22/2021 03H,6796
09/22/2021 02H,7293
09/22/2021 01H,7942
09/22/2021 00H,8224
09/21/2021 23H,8149
09/21/2021 22H,8332
09/21/2021 21H,8087
09/21/2021 20H,7496
09/21/2021 19H,7095
09/21/2021 18H,6968
09/21/2021 17H,6504
09/21/2021 16H,6346
09/21/2021 15H,6121
09/21/2021 14H,6184
09/21/2021 13H,6261
09/21/2021 12H,5948
09/21/2021 11H,5734
09/21/2021 10H,5279
09/21/2021 09H,4950
09/21/2021 08H,4734
09/21/2021 07H,4926
09/21/2021 06H,5010
09/21/2021 05H,5348
09/21/2021 04H,5907
09/21/2021 03H,6136
09/21/2021 02H,6509
09/21/2021 01H,7579
09/21/2021 00H,8404
09/20/2021 23H,8525
09/20/2021 22H,8974
09/20/2021 21H,8801
09/20/2021 20H,8559
09/20/2021 19H,8460
09/20/2021 18H,8204
09/20/2021 17H,7913
09/20/2021 16H,7617
09/20/2021 15H,7676
09/20/2021 14H,7390
09/20/2021 13H,6884
09/20/2021 12H,6560
09/20/2021 11H,6115
09/20/2021 10H,5868
09/20/2021 09H,5368
09/20/2021 08H,5279
09/20/2021 07H,5136
09/20/2021 06H,5175
09/20/2021 05H,5668
09/20/2021 04H,6142
09/20/2021 03H,6469
09/20/2021 02H,6739
09/20/2021 01H,7306
09/20/2021 00H,7737
09/19/2021 23H,7750
09/19/2021 22H,7528
09/19/2021 21H,7112
09/19/2021 20H,6657
09/19/2021 19H,6500
09/19/2021 18H,6309
09/19/2021 17H,5817
09/19/2021 16H,5850
09/19/2021 15H,5874
09/19/2021 14H,6005
09/19/2021 13H,5901
09/19/2021 12H,5934
09/19/2021 11H,5678
09/19/2021 10H,5693
09/19/2021 09H,5589
09/19/2021 08H,5743
09/19/2021 07H,5982
09/19/2021 06H,6517
09/19/2021 05H,6917
09/19/2021 04H,7264
09/19/2021 03H,8167
09/19/2021 02H,8584
09/19/2021 01H,9220
09/19/2021 00H,10236
09/18/2021 23H,10277
09/18/2021 22H,10472
09/18/2021 21H,10207
09/18/2021 20H,9875
09/18/2021 19H,9486
09/18/2021 18H,9136
09/18/2021 17H,8578
09/18/2021 16H,8196
09/18/2021 15H,7614
09/18/2021 14H,7296
09/18/2021 13H,6706
09/18/2021 12H,6441
09/18/2021 11H,5971
09/18/2021 10H,5826
09/18/2021 09H,5511
09/18/2021 08H,5547
09/18/2021 07H,5699
09/18/2021 06H,5934
09/18/2021 05H,6396
09/18/2021 04H,7101
09/18/2021 03H,7899
09/18/2021 02H,8477
09/18/2021 01H,9686
09/18/2021 00H,10096
09/17/2021 23H,10118
09/17/2021 22H,10268
09/17/2021 21H,10211
09/17/2021 20H,10198
09/17/2021 19H,10120
09/17/2021 18H,10205
09/17/2021 17H,9756
09/17/2021 16H,9640
09/17/2021 15H,9492
09/17/2021 14H,9191
09/17/2021 13H,8732
09/17/2021 12H,8093
09/17/2021 11H,7555
09/17/2021 10H,6874
09/17/2021 09H,6377
09/17/2021 08H,6172
09/17/2021 07H,6613
09/17/2021 06H,6744
09/17/2021 05H,6964
09/17/2021 04H,7788
09/17/2021 03H,7965
09/17/2021 02H,8757
09/17/2021 01H,9572
09/17/2021 00H,10450
09/16/2021 23H,10818
09/16/2021 22H,11015
09/16/2021 21H,10913
09/16/2021 20H,10904
09/16/2021 19H,10076
09/16/2021 18H,9762
09/16/2021 17H,9295
09/16/2021 16H,8730
09/16/2021 15H,8399
09/16/2021 14H,8578
09/16/2021 13H,8363
09/16/2021 12H,8016
09/16/2021 11H,7817
09/16/2021 10H,6766
09/16/2021 09H,6256
09/16/2021 08H,6333
09/16/2021 07H,6562
09/16/2021 06H,7238
09/16/2021 05H,7809
09/16/2021 04H,8895
09/16/2021 03H,9725
09/16/2021 02H,10745
09/16/2021 01H,11739
09/16/2021 00H,12376
09/15/2021 23H,12779
09/15/2021 22H,12806
09/15/2021 21H,12834
09/15/2021 20H,12846
09/15/2021 19H,12421
09/15/2021 18H,12026
09/15/2021 17H,11729
09/15/2021 16H,11149
09/15/2021 15H,10383
09/15/2021 14H,9889
09/15/2021 13H,9281
09/15/2021 12H,8617
09/15/2021 11H,7720
09/15/2021 10H,6422
09/15/2021 09H,5730
09/15/2021 08H,5592
09/15/2021 07H,5849
09/15/2021 06H,6266
09/15/2021 05H,6660
09/15/2021 04H,7616
09/15/2021 03H,8067
09/15/2021 02H,8806
09/15/2021 01H,10140
09/15/2021 00H,10486
09/14/2021 23H,10722
09/14/2021 22H,10975
09/14/2021 21H,10935
09/14/2021 20H,10866
09/14/2021 19H,10127
09/14/2021 18H,9529
09/14/2021 17H,9275
09/14/2021 16H,8820
09/14/2021 15H,8833
09/14/2021 14H,8657
09/14/2021 13H,8139
09/14/2021 12H,7505
09/14/2021 11H,6803
09/14/2021 10H,6052
09/14/2021 09H,5552
09/14/2021 08H,5600
09/14/2021 07H,5954
09/14/2021 06H,6316
09/14/2021 05H,6715
09/14/2021 04H,7168
09/14/2021 03H,8155
09/14/2021 02H,9475
09/14/2021 01H,10644
09/14/2021 00H,11470
09/13/2021 23H,11876
09/13/2021 22H,12138
09/13/2021 21H,12287
09/13/2021 20H,11850
09/13/2021 19H,11207
09/13/2021 18H,10889
09/13/2021 17H,10253
09/13/2021 16H,9866
09/13/2021 15H,9433
09/13/2021 14H,8970
09/13/2021 13H,8591
09/13/2021 12H,7908
09/13/2021 11H,7147
09/13/2021 10H,6555
09/13/2021 09H,6427
09/13/2021 08H,6126
09/13/2021 07H,5834
09/13/2021 06H,5899
09/13/2021 05H,6306
09/13/2021 04H,7216
09/13/2021 03H,7820
09/13/2021 02H,8487
09/13/2021 01H,8771
09/13/2021 00H,8811
09/12/2021 23H,8934
09/12/2021 22H,8947
09/12/2021 21H,8676
09/12/2021 20H,8218
09/12/2021 19H,7720
09/12/2021 18H,7413
09/12/2021 17H,6864
09/12/2021 16H,6534
09/12/2021 15H,5790
09/12/2021 14H,5463
09/12/2021 13H,4734
09/12/2021 12H,4287
09/12/2021 11H,3868
09/12/2021 10H,3816
09/12/2021 09H,3695
09/12/2021 08H,3535
09/12/2021 07H,3779
09/12/2021 06H,3863
09/12/2021 05H,4222
09/12/2021 04H,4924
09/12/2021 03H,5342
09/12/2021 02H,5777
09/12/2021 01H,6168
09/12/2021 00H,6255
09/11/2021 23H,6394
09/11/2021 22H,6384
09/11/2021 21H,6328
09/11/2021 20H,6043
09/11/2021 19H,5477
09/11/2021 18H,5314
09/11/2021 17H,4869
09/11/2021 16H,4597
09/11/2021 15H,4391
09/11/2021 14H,4040
09/11/2021 13H,3913
09/11/2021 12H,3914
09/11/2021 11H,3740
09/11/2021 10H,3407
09/11/2021 09H,3232
09/11/2021 08H,3187
09/11/2021 07H,3238
09/11/2021 06H,3460
09/11/2021 05H,3961
09/11/2021 04H,4908
09/11/2021 03H,5916
09/11/2021 02H,6559
09/11/2021 01H,7179
09/11/2021 00H,7431
09/10/2021 23H,8041
09/10/2021 22H,7957
09/10/2021 21H,7847
09/10/2021 20H,7789
09/10/2021 19H,7709
09/10/2021 18H,7239
09/10/2021 17H,6965
09/10/2021 16H,6806
09/10/2021 15H,6928
09/10/2021 14H,6966
09/10/2021 13H,6857
09/10/2021 12H,6434
09/10/2021 11H,5732
09/10/2021 10H,4738
09/10/2021 09H,4413
09/10/2021 08H,4576
09/10/2021 07H,4603
09/10/2021 06H,5061
09/10/2021 05H,5269
09/10/2021 04H,6680
09/10/2021 03H,7061
09/10/2021 02H,7490
09/10/2021 01H,7980
09/10/2021 00H,8412
09/9/2021 23H,8569
09/9/2021 22H,8531
09/9/2021 21H,8580
09/9/2021 20H,8586
09/9/2021 19H,8448
09/9/2021 18H,8308
09/9/2021 17H,8224
09/9/2021 16H,7956
09/9/2021 15H,8011
09/9/2021 14H,7998
09/9/2021 13H,7865
09/9/2021 12H,7433
09/9/2021 11H,6765
09/9/2021 10H,5872
09/9/2021 09H,5229
09/9/2021 08H,5196
09/9/2021 07H,5465
09/9/2021 06H,5835
09/9/2021 05H,6205
09/9/2021 04H,7578
09/9/2021 03H,8772
09/9/2021 02H,9550
09/9/2021 01H,9829
09/9/2021 00H,10441
09/8/2021 23H,10893
09/8/2021 22H,11653
09/8/2021 21H,11967
09/8/2021 20H,11698
09/8/2021 19H,11350
09/8/2021 18H,10891
09/8/2021 17H,10025
09/8/2021 16H,9016
09/8/2021 15H,8799
09/8/2021 14H,8294
09/8/2021 13H,7242
09/8/2021 12H,6318
09/8/2021 11H,5854
09/8/2021 10H,5132
09/8/2021 09H,4542
09/8/2021 08H,4484
09/8/2021 07H,4860
09/8/2021 06H,5225
09/8/2021 05H,5856
09/8/2021 04H,6807
09/8/2021 03H,7559
09/8/2021 02H,7986
09/8/2021 01H,8868
09/8/2021 00H,9042
09/7/2021 23H,9608
09/7/2021 22H,9697
09/7/2021 21H,9484
09/7/2021 20H,8930
09/7/2021 19H,8838
09/7/2021 18H,8805
09/7/2021 17H,8438
09/7/2021 16H,7682
09/7/2021 15H,7629
09/7/2021 14H,7538
09/7/2021 13H,6950
09/7/2021 12H,5671
09/7/2021 11H,4717
09/7/2021 10H,4284
09/7/2021 09H,4196
09/7/2021 08H,4081
09/7/2021 07H,4014
09/7/2021 06H,4205
09/7/2021 05H,4614
09/7/2021 04H,5772
09/7/2021 03H,6545
09/7/2021 02H,7428
09/7/2021 01H,7809
09/7/2021 00H,7722
09/6/2021 23H,7989
09/6/2021 22H,7995
09/6/2021 21H,7691
09/6/2021 20H,7513
09/6/2021 19H,7044
09/6/2021 18H,6605
09/6/2021 17H,6757
09/6/2021 16H,6741
09/6/2021 15H,6000
09/6/2021 14H,5388
09/6/2021 13H,4795
09/6/2021 12H,4392
09/6/2021 11H,4138
09/6/2021 10H,3991
09/6/2021 09H,4099
09/6/2021 08H,4159
09/6/2021 07H,4126
09/6/2021 06H,4348
09/6/2021 05H,4732
09/6/2021 04H,5644
09/6/2021 03H,5896
09/6/2021 02H,6321
09/6/2021 01H,6606
09/6/2021 00H,6546
09/5/2021 23H,6741
09/5/2021 22H,6731
09/5/2021 21H,6919
09/5/2021 20H,6562
09/5/2021 19H,6493
09/5/2021 18H,6453
09/5/2021 17H,6250
09/5/2021 16H,5765
09/5/2021 15H,5233
09/5/2021 14H,4471
09/5/2021 13H,4279
09/5/2021 12H,3843
09/5/2021 11H,3721
09/5/2021 10H,3545
09/5/2021 09H,3553
09/5/2021 08H,3533
09/5/2021 07H,3568
09/5/2021 06H,3729
09/5/2021 05H,3945
09/5/2021 04H,4362
09/5/2021 03H,5023
09/5/2021 02H,6013
09/5/2021 01H,6817
09/5/2021 00H,6731
09/4/2021 23H,6665
09/4/2021 22H,6558
09/4/2021 21H,6259
09/4/2021 20H,5914
09/4/2021 19H,5360
09/4/2021 18H,5004
09/4/2021 17H,4625
09/4/2021 16H,4418
09/4/2021 15H,4071
09/4/2021 14H,4054
09/4/2021 13H,3820
09/4/2021 12H,3815
09/4/2021 11H,3512
09/4/2021 10H,3401
09/4/2021 09H,3282
09/4/2021 08H,3286
09/4/2021 07H,3360
09/4/2021 06H,3450
09/4/2021 05H,3648
09/4/2021 04H,4225
09/4/2021 03H,4703
09/4/2021 02H,5750
09/4/2021 01H,6973
09/4/2021 00H,7382
09/3/2021 23H,7602
09/3/2021 22H,7616
09/3/2021 21H,7323
09/3/2021 20H,7177
09/3/2021 19H,7055
09/3/2021 18H,6740
09/3/2021 17H,6484
09/3/2021 16H,6106
09/3/2021 15H,5907
09/3/2021 14H,5507
09/3/2021 13H,5180
09/3/2021 12H,4635
09/3/2021 11H,4042
09/3/2021 10H,3607
09/3/2021 09H,3291
09/3/2021 08H,3222
09/3/2021 07H,3181
09/3/2021 06H,3262
09/3/2021 05H,3431
09/3/2021 04H,3887
09/3/2021 03H,4919
09/3/2021 02H,6511
09/3/2021 01H,7299
09/3/2021 00H,7414
09/2/2021 23H,7627
09/2/2021 22H,7946
09/2/2021 21H,7744
09/2/2021 20H,7469
09/2/2021 19H,7003
09/2/2021 18H,6711
09/2/2021 17H,6332
09/2/2021 16H,6018
09/2/2021 15H,5632
09/2/2021 14H,5958
09/2/2021 13H,5734
09/2/2021 12H,5117
09/2/2021 11H,4659
09/2/2021 10H,4514
09/2/2021 09H,4338
09/2/2021 08H,4221
09/2/2021 07H,4332
09/2/2021 06H,4602
09/2/2021 05H,5127
09/2/2021 04H,6344
09/2/2021 03H,7261
09/2/2021 02H,7909
09/2/2021 01H,8997
09/2/2021 00H,9310
09/1/2021 23H,9368
09/1/2021 22H,9388
09/1/2021 21H,9317
09/1/2021 20H,8790
09/1/2021 19H,8822
09/1/2021 18H,9088
09/1/2021 17H,8929
09/1/2021 16H,8886
09/1/2021 15H,8761
09/1/2021 14H,8397
09/1/2021 13H,8023
09/1/2021 12H,7401
09/1/2021 11H,6947
09/1/2021 10H,5757
09/1/2021 09H,5159
09/1/2021 08H,5118
09/1/2021 07H,5302
09/1/2021 06H,5837
09/1/2021 05H,6421
09/1/2021 04H,7877
09/1/2021 03H,8774
09/1/2021 02H,10015
09/1/2021 01H,10869
09/1/2021 00H,11536
08/31/2021 23H,12189
08/31/2021 22H,12892
08/31/2021 21H,13253
08/31/2021 20H,13049
08/31/2021 19H,12877
08/31/2021 18H,12670
08/31/2021 17H,12191
08/31/2021 16H,11421
08/31/2021 15H,10810
08/31/2021 14H,10071
08/31/2021 13H,9193
08/31/2021 12H,8089
08/31/2021 11H,7605
08/31/2021 10H,7019
08/31/2021 09H,6625
08/31/2021 08H,6919
08/31/2021 07H,7397
08/31/2021 06H,7867
08/31/2021 05H,8178
08/31/2021 04H,9216
08/31/2021 03H,10269
08/31/2021 02H,11172
08/31/2021 01H,12245
08/31/2021 00H,13080
08/30/2021 23H,13556
08/30/2021 22H,13574
08/30/2021 21H,13454
08/30/2021 20H,13129
08/30/2021 19H,12785
08/30/2021 18H,12355
08/30/2021 17H,12007
08/30/2021 16H,11385
08/30/2021 15H,10531
08/30/2021 14H,9888
08/30/2021 13H,9217
08/30/2021 12H,7932
08/30/2021 11H,7357
08/30/2021 10H,6498
08/30/2021 09H,5659
08/30/2021 08H,5515
08/30/2021 07H,5541
08/30/2021 06H,5870
08/30/2021 05H,6235
08/30/2021 04H,6923
08/30/2021 03H,7971
08/30/2021 02H,8412
08/30/2021 01H,8931
08/30/2021 00H,9321
08/29/2021 23H,9326
08/29/2021 22H,9335
08/29/2021 21H,9114
08/29/2021 20H,8414
08/29/2021 19H,7991
08/29/2021 18H,8564
08/29/2021 17H,8202
08/29/2021 16H,7645
08/29/2021 15H,7150
08/29/2021 14H,6485
08/29/2021 13H,5653
08/29/2021 12H,5130
08/29/2021 11H,4790
08/29/2021 10H,4601
08/29/2021 09H,4562
08/29/2021 08H,4554
08/29/2021 07H,4838
08/29/2021 06H,5168
08/29/2021 05H,5724
08/29/2021 04H,6696
08/29/2021 03H,7588
08/29/2021 02H,8172
08/29/2021 01H,8571
08/29/2021 00H,8599
08/28/2021 23H,8944
08/28/2021 22H,9238
08/28/2021 21H,9207
08/28/2021 20H,9295
08/28/2021 19H,9251
08/28/2021 18H,9241
08/28/2021 17H,8828
08/28/2021 16H,8435
08/28/2021 15H,7983
08/28/2021 14H,7657
08/28/2021 13H,7288
08/28/2021 12H,6583
08/28/2021 11H,6830
08/28/2021 10H,6908
08/28/2021 09H,6940
08/28/2021 08H,7170
08/28/2021 07H,7599
08/28/2021 06H,8070
08/28/2021 05H,8934
08/28/2021 04H,10627
08/28/2021 03H,11539
08/28/2021 02H,12962
08/28/2021 01H,14027
08/28/2021 00H,15159
08/27/2021 23H,16004
08/27/2021 22H,16003
08/27/2021 21H,16220
08/27/2021 20H,16205
08/27/2021 19H,16175
08/27/2021 18H,15920
08/27/2021 17H,15516
08/27/2021 16H,14834
08/27/2021 15H,13902
08/27/2021 14H,12798
08/27/2021 13H,11473
08/27/2021 12H,10386
08/27/2021 11H,9497
08/27/2021 10H,8927
08/27/2021 09H,8605
08/27/2021 08H,8713
08/27/2021 07H,9150
08/27/2021 06H,9857
08/27/2021 05H,10791
08/27/2021 04H,11698
08/27/2021 03H,13607
08/27/2021 02H,15336
08/27/2021 01H,16442
08/27/2021 00H,16625
08/26/2021 23H,16734
08/26/2021 22H,16846
08/26/2021 21H,16713
08/26/2021 20H,16590
08/26/2021 19H,16677
08/26/2021 18H,16555
08/26/2021 17H,16156
08/26/2021 16H,15339
08/26/2021 15H,14283
08/26/2021 14H,12801
08/26/2021 13H,11411
08/26/2021 12H,10225
08/26/2021 11H,9079
08/26/2021 10H,8387
08/26/2021 09H,7862
08/26/2021 08H,8122
08/26/2021 07H,8419
08/26/2021 06H,9423
08/26/2021 05H,10443
08/26/2021 04H,11833
08/26/2021 03H,13099
08/26/2021 02H,14372
08/26/2021 01H,15390
08/26/2021 00H,15775
08/25/2021 23H,16151
08/25/2021 22H,16321
08/25/2021 21H,16135
08/25/2021 20H,15967
08/25/2021 19H,15748
08/25/2021 18H,15584
08/25/2021 17H,15005
08/25/2021 16H,13848
08/25/2021 15H,12592
08/25/2021 14H,11578
08/25/2021 13H,10482
08/25/2021 12H,9215
08/25/2021 11H,8457
08/25/2021 10H,7591
08/25/2021 09H,7278
08/25/2021 08H,7558
08/25/2021 07H,8016
08/25/2021 06H,8584
08/25/2021 05H,9476
08/25/2021 04H,10880
08/25/2021 03H,12060
08/25/2021 02H,13237
08/25/2021 01H,14673
08/25/2021 00H,15055
08/24/2021 23H,15446
08/24/2021 22H,15404
08/24/2021 21H,15298
08/24/2021 20H,15185
08/24/2021 19H,14950
08/24/2021 18H,14749
08/24/2021 17H,13944
08/24/2021 16H,13252
08/24/2021 15H,12220
08/24/2021 14H,11117
08/24/2021 13H,10039
08/24/2021 12H,9134
08/24/2021 11H,8163
08/24/2021 10H,7623
08/24/2021 09H,7314
08/24/2021 08H,7358
