Net generation from natural gas for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.NG.H
19:18:52 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.NG.H megawatthours
10/6/2021 21H,6941
10/6/2021 20H,6693
10/6/2021 19H,6402
10/6/2021 18H,6246
10/6/2021 17H,6294
10/6/2021 16H,6657
10/6/2021 15H,7018
10/6/2021 14H,7120
10/6/2021 13H,6829
10/6/2021 12H,6514
10/6/2021 11H,6133
10/6/2021 10H,6285
10/6/2021 09H,6405
10/6/2021 08H,6543
10/6/2021 07H,6963
10/6/2021 06H,7418
10/6/2021 05H,7855
10/6/2021 04H,8535
10/6/2021 03H,9077
10/6/2021 02H,9127
10/6/2021 01H,9013
10/6/2021 00H,8669
10/5/2021 23H,8521
10/5/2021 22H,8309
10/5/2021 21H,8130
10/5/2021 20H,8369
10/5/2021 19H,8231
10/5/2021 18H,8042
10/5/2021 17H,7799
10/5/2021 16H,7898
10/5/2021 15H,7879
10/5/2021 14H,7944
10/5/2021 13H,7002
10/5/2021 12H,6711
10/5/2021 11H,6522
10/5/2021 10H,6714
10/5/2021 09H,7110
10/5/2021 08H,7207
10/5/2021 07H,7620
10/5/2021 06H,8141
10/5/2021 05H,8699
10/5/2021 04H,9120
10/5/2021 03H,9881
10/5/2021 02H,10728
10/5/2021 01H,11527
10/5/2021 00H,11460
10/4/2021 23H,10922
10/4/2021 22H,10384
10/4/2021 21H,9957
10/4/2021 20H,9602
10/4/2021 19H,9163
10/4/2021 18H,11719
10/4/2021 17H,8375
10/4/2021 16H,8237
10/4/2021 15H,8509
10/4/2021 14H,8216
10/4/2021 13H,7531
10/4/2021 12H,7013
10/4/2021 11H,6828
10/4/2021 10H,6745
10/4/2021 09H,6900
10/4/2021 08H,7475
10/4/2021 07H,7766
10/4/2021 06H,8592
10/4/2021 05H,9419
10/4/2021 04H,10138
10/4/2021 03H,10662
10/4/2021 02H,11004
10/4/2021 01H,10925
10/4/2021 00H,9881
10/3/2021 23H,8611
10/3/2021 22H,8076
10/3/2021 21H,7422
10/3/2021 20H,6924
10/3/2021 19H,6301
10/3/2021 18H,5748
10/3/2021 17H,5560
10/3/2021 16H,5762
10/3/2021 15H,6329
10/3/2021 14H,6577
10/3/2021 13H,6694
10/3/2021 12H,6639
10/3/2021 11H,6664
10/3/2021 10H,6769
10/3/2021 09H,6981
10/3/2021 08H,7367
10/3/2021 07H,8210
10/3/2021 06H,8913
10/3/2021 05H,9434
10/3/2021 04H,9829
10/3/2021 03H,10070
10/3/2021 02H,10142
10/3/2021 01H,9865
10/3/2021 00H,8664
10/2/2021 23H,7544
10/2/2021 22H,6992
10/2/2021 21H,6409
10/2/2021 20H,5999
10/2/2021 19H,5860
10/2/2021 18H,5729
10/2/2021 17H,5682
10/2/2021 16H,5702
10/2/2021 15H,6215
10/2/2021 14H,6661
10/2/2021 13H,7025
10/2/2021 12H,7021
10/2/2021 11H,7063
10/2/2021 10H,7409
10/2/2021 09H,7497
10/2/2021 08H,8327
10/2/2021 07H,8652
10/2/2021 06H,9089
10/2/2021 05H,9514
10/2/2021 04H,9935
10/2/2021 03H,10115
10/2/2021 02H,10296
10/2/2021 01H,9974
10/2/2021 00H,9351
10/1/2021 23H,9002
10/1/2021 22H,8453
10/1/2021 21H,8096
10/1/2021 20H,7893
10/1/2021 19H,7628
10/1/2021 18H,7461
10/1/2021 17H,7313
10/1/2021 16H,7456
10/1/2021 15H,8268
10/1/2021 14H,8654
10/1/2021 13H,8213
10/1/2021 12H,7441
10/1/2021 11H,7124
10/1/2021 10H,7021
10/1/2021 09H,7104
10/1/2021 08H,7269
10/1/2021 07H,7970
10/1/2021 06H,8587
10/1/2021 05H,9297
10/1/2021 04H,9917
10/1/2021 03H,10271
10/1/2021 02H,10389
10/1/2021 01H,9611
10/1/2021 00H,7939
09/30/2021 23H,7450
09/30/2021 22H,7336
09/30/2021 21H,7049
09/30/2021 20H,6837
09/30/2021 19H,6688
09/30/2021 18H,6614
09/30/2021 17H,6667
09/30/2021 16H,7007
09/30/2021 15H,7493
09/30/2021 14H,7987
09/30/2021 13H,7498
09/30/2021 12H,7084
09/30/2021 11H,7110
09/30/2021 10H,7069
09/30/2021 09H,6958
09/30/2021 08H,7206
09/30/2021 07H,7694
09/30/2021 06H,8103
09/30/2021 05H,8592
09/30/2021 04H,8927
09/30/2021 03H,9012
09/30/2021 02H,8989
09/30/2021 01H,8605
09/30/2021 00H,7861
09/29/2021 23H,7345
09/29/2021 22H,6976
09/29/2021 21H,7010
09/29/2021 20H,7016
09/29/2021 19H,7152
09/29/2021 18H,7241
09/29/2021 17H,7299
09/29/2021 16H,7242
09/29/2021 15H,7887
09/29/2021 14H,8041
09/29/2021 13H,7566
09/29/2021 12H,7154
09/29/2021 11H,6796
09/29/2021 10H,6632
09/29/2021 09H,6597
09/29/2021 08H,6826
09/29/2021 07H,7385
09/29/2021 06H,8054
09/29/2021 05H,8635
09/29/2021 04H,9126
09/29/2021 03H,9371
09/29/2021 02H,9389
09/29/2021 01H,9130
09/29/2021 00H,8294
09/28/2021 23H,7776
09/28/2021 22H,7609
09/28/2021 21H,7502
09/28/2021 20H,7293
09/28/2021 19H,7070
09/28/2021 18H,6936
09/28/2021 17H,6806
09/28/2021 16H,7235
09/28/2021 15H,7919
09/28/2021 14H,8347
09/28/2021 13H,7871
09/28/2021 12H,7285
09/28/2021 11H,7374
09/28/2021 10H,7567
09/28/2021 09H,7688
09/28/2021 08H,7621
09/28/2021 07H,8390
09/28/2021 06H,8992
09/28/2021 05H,9529
09/28/2021 04H,10235
09/28/2021 03H,10982
09/28/2021 02H,11394
09/28/2021 01H,11501
09/28/2021 00H,10552
09/27/2021 23H,9900
09/27/2021 22H,9261
09/27/2021 21H,8600
09/27/2021 20H,8392
09/27/2021 19H,8103
09/27/2021 18H,7831
09/27/2021 17H,7687
09/27/2021 16H,8054
09/27/2021 15H,8039
09/27/2021 14H,8588
09/27/2021 13H,7781
09/27/2021 12H,7255
09/27/2021 11H,6928
09/27/2021 10H,7049
09/27/2021 09H,7348
09/27/2021 08H,7623
09/27/2021 07H,8168
09/27/2021 06H,9023
09/27/2021 05H,9624
09/27/2021 04H,10407
09/27/2021 03H,11107
09/27/2021 02H,11410
09/27/2021 01H,11649
09/27/2021 00H,10759
09/26/2021 23H,10267
09/26/2021 22H,8990
09/26/2021 21H,8144
09/26/2021 20H,7615
09/26/2021 19H,6966
09/26/2021 18H,6361
09/26/2021 17H,5914
09/26/2021 16H,5906
09/26/2021 15H,6226
09/26/2021 14H,6434
09/26/2021 13H,6336
09/26/2021 12H,6345
09/26/2021 11H,6291
09/26/2021 10H,6433
09/26/2021 09H,6772
09/26/2021 08H,7384
09/26/2021 07H,7869
09/26/2021 06H,8231
09/26/2021 05H,8765
09/26/2021 04H,9280
09/26/2021 03H,9352
09/26/2021 02H,9698
09/26/2021 01H,9951
09/26/2021 00H,9178
09/25/2021 23H,8878
09/25/2021 22H,8349
09/25/2021 21H,7703
09/25/2021 20H,6918
09/25/2021 19H,6422
09/25/2021 18H,6257
09/25/2021 17H,6268
09/25/2021 16H,6686
09/25/2021 15H,6823
09/25/2021 14H,7161
09/25/2021 13H,7302
09/25/2021 12H,7217
09/25/2021 11H,7337
09/25/2021 10H,8294
09/25/2021 09H,7171
09/25/2021 08H,7630
09/25/2021 07H,8719
09/25/2021 06H,8871
09/25/2021 05H,9374
09/25/2021 04H,9681
09/25/2021 03H,9804
09/25/2021 02H,10422
09/25/2021 01H,10835
09/25/2021 00H,10438
09/24/2021 23H,9907
09/24/2021 22H,9191
09/24/2021 21H,8780
09/24/2021 20H,8392
09/24/2021 19H,7940
09/24/2021 18H,7701
09/24/2021 17H,7610
09/24/2021 16H,7820
09/24/2021 15H,7945
09/24/2021 14H,7351
09/24/2021 13H,7170
09/24/2021 12H,6943
09/24/2021 11H,6790
09/24/2021 10H,6965
09/24/2021 09H,7424
09/24/2021 08H,7980
09/24/2021 07H,8935
09/24/2021 06H,9802
09/24/2021 05H,10216
09/24/2021 04H,10614
09/24/2021 03H,10792
09/24/2021 02H,11128
09/24/2021 01H,11278
09/24/2021 00H,10750
09/23/2021 23H,10214
09/23/2021 22H,9229
09/23/2021 21H,8660
09/23/2021 20H,8478
09/23/2021 19H,8074
09/23/2021 18H,7849
09/23/2021 17H,7492
09/23/2021 16H,7819
09/23/2021 15H,8172
09/23/2021 14H,8176
09/23/2021 13H,8004
09/23/2021 12H,7420
09/23/2021 11H,7311
09/23/2021 10H,7234
09/23/2021 09H,7296
09/23/2021 08H,7464
09/23/2021 07H,7773
09/23/2021 06H,8257
09/23/2021 05H,8639
09/23/2021 04H,9619
09/23/2021 03H,10462
09/23/2021 02H,10981
09/23/2021 01H,10968
09/23/2021 00H,9986
09/22/2021 23H,9359
09/22/2021 22H,8855
09/22/2021 21H,8593
09/22/2021 20H,8276
09/22/2021 19H,7766
09/22/2021 18H,7343
09/22/2021 17H,6903
09/22/2021 16H,7146
09/22/2021 15H,7386
09/22/2021 14H,7735
09/22/2021 13H,7893
09/22/2021 12H,7411
09/22/2021 11H,7176
09/22/2021 10H,7204
09/22/2021 09H,7418
09/22/2021 08H,7794
09/22/2021 07H,8255
09/22/2021 06H,8518
09/22/2021 05H,9373
09/22/2021 04H,10241
09/22/2021 03H,11122
09/22/2021 02H,11044
09/22/2021 01H,10799
09/22/2021 00H,9466
09/21/2021 23H,8587
09/21/2021 22H,8108
09/21/2021 21H,7858
09/21/2021 20H,7619
09/21/2021 19H,7308
09/21/2021 18H,6869
09/21/2021 17H,6686
09/21/2021 16H,6851
09/21/2021 15H,6990
09/21/2021 14H,7876
09/21/2021 13H,7594
09/21/2021 12H,7354
09/21/2021 11H,7465
09/21/2021 10H,7497
09/21/2021 09H,7481
09/21/2021 08H,7578
09/21/2021 07H,8066
09/21/2021 06H,8519
09/21/2021 05H,8980
09/21/2021 04H,9749
09/21/2021 03H,9974
09/21/2021 02H,9754
09/21/2021 01H,9244
09/21/2021 00H,8497
09/20/2021 23H,8038
09/20/2021 22H,7772
09/20/2021 21H,7461
09/20/2021 20H,7075
09/20/2021 19H,6883
09/20/2021 18H,6481
09/20/2021 17H,6315
09/20/2021 16H,6309
09/20/2021 15H,6688
09/20/2021 14H,7106
09/20/2021 13H,6712
09/20/2021 12H,6186
09/20/2021 11H,6143
09/20/2021 10H,5907
09/20/2021 09H,6154
09/20/2021 08H,6423
09/20/2021 07H,7109
09/20/2021 06H,8014
09/20/2021 05H,8625
09/20/2021 04H,9734
09/20/2021 03H,10503
09/20/2021 02H,10627
09/20/2021 01H,9857
09/20/2021 00H,8473
09/19/2021 23H,7763
09/19/2021 22H,7448
09/19/2021 21H,7054
09/19/2021 20H,6476
09/19/2021 19H,5856
09/19/2021 18H,5799
09/19/2021 17H,5819
09/19/2021 16H,5877
09/19/2021 15H,6122
09/19/2021 14H,6848
09/19/2021 13H,6795
09/19/2021 12H,6747
09/19/2021 11H,6990
09/19/2021 10H,6595
09/19/2021 09H,6901
09/19/2021 08H,7298
09/19/2021 07H,8062
09/19/2021 06H,8241
09/19/2021 05H,8458
09/19/2021 04H,8617
09/19/2021 03H,9114
09/19/2021 02H,9088
09/19/2021 01H,8715
09/19/2021 00H,7704
09/18/2021 23H,7410
09/18/2021 22H,7373
09/18/2021 21H,7515
09/18/2021 20H,7400
09/18/2021 19H,6734
09/18/2021 18H,6294
09/18/2021 17H,6300
09/18/2021 16H,6220
09/18/2021 15H,6722
09/18/2021 14H,7026
09/18/2021 13H,6631
09/18/2021 12H,6607
09/18/2021 11H,6678
09/18/2021 10H,6761
09/18/2021 09H,7082
09/18/2021 08H,7659
09/18/2021 07H,8823
09/18/2021 06H,9410
09/18/2021 05H,9939
09/18/2021 04H,10795
09/18/2021 03H,10990
09/18/2021 02H,11225
09/18/2021 01H,11222
09/18/2021 00H,10511
09/17/2021 23H,10419
09/17/2021 22H,10025
09/17/2021 21H,9383
09/17/2021 20H,8958
09/17/2021 19H,8948
09/17/2021 18H,8310
09/17/2021 17H,8189
09/17/2021 16H,8034
09/17/2021 15H,8710
09/17/2021 14H,8658
09/17/2021 13H,8531
09/17/2021 12H,8183
09/17/2021 11H,7985
09/17/2021 10H,7911
09/17/2021 09H,8174
09/17/2021 08H,8665
09/17/2021 07H,9393
09/17/2021 06H,10299
09/17/2021 05H,10889
09/17/2021 04H,11626
09/17/2021 03H,12111
09/17/2021 02H,12325
09/17/2021 01H,11584
09/17/2021 00H,10986
09/16/2021 23H,10871
09/16/2021 22H,10516
09/16/2021 21H,10309
09/16/2021 20H,9623
09/16/2021 19H,9102
09/16/2021 18H,8387
09/16/2021 17H,8218
09/16/2021 16H,8135
09/16/2021 15H,8380
09/16/2021 14H,8770
09/16/2021 13H,8504
09/16/2021 12H,8135
09/16/2021 11H,7956
09/16/2021 10H,8039
09/16/2021 09H,8175
09/16/2021 08H,8463
09/16/2021 07H,9188
09/16/2021 06H,10173
09/16/2021 05H,10925
09/16/2021 04H,11725
09/16/2021 03H,12274
09/16/2021 02H,12645
09/16/2021 01H,12342
09/16/2021 00H,11708
09/15/2021 23H,11342
09/15/2021 22H,10651
09/15/2021 21H,9979
09/15/2021 20H,9203
09/15/2021 19H,8571
09/15/2021 18H,7962
09/15/2021 17H,8081
09/15/2021 16H,7692
09/15/2021 15H,7813
09/15/2021 14H,8409
09/15/2021 13H,8037
09/15/2021 12H,7742
09/15/2021 11H,7668
09/15/2021 10H,7563
09/15/2021 09H,7835
09/15/2021 08H,8041
09/15/2021 07H,9171
09/15/2021 06H,9932
09/15/2021 05H,11031
09/15/2021 04H,11813
09/15/2021 03H,12692
09/15/2021 02H,13228
09/15/2021 01H,12662
09/15/2021 00H,12585
09/14/2021 23H,12405
09/14/2021 22H,11970
09/14/2021 21H,11597
09/14/2021 20H,11024
09/14/2021 19H,10430
09/14/2021 18H,9621
09/14/2021 17H,8898
09/14/2021 16H,8761
09/14/2021 15H,9307
09/14/2021 14H,9784
09/14/2021 13H,9207
09/14/2021 12H,8531
09/14/2021 11H,8440
09/14/2021 10H,8438
09/14/2021 09H,8766
09/14/2021 08H,9116
09/14/2021 07H,9939
09/14/2021 06H,10626
09/14/2021 05H,11844
09/14/2021 04H,13118
09/14/2021 03H,13787
09/14/2021 02H,14797
09/14/2021 01H,14616
09/14/2021 00H,13979
09/13/2021 23H,13485
09/13/2021 22H,18182
09/13/2021 21H,11214
09/13/2021 20H,10367
09/13/2021 19H,9830
09/13/2021 18H,9181
09/13/2021 17H,8264
09/13/2021 16H,7961
09/13/2021 15H,8253
09/13/2021 14H,8610
09/13/2021 13H,8323
09/13/2021 12H,8124
09/13/2021 11H,8003
09/13/2021 10H,8166
09/13/2021 09H,8336
09/13/2021 08H,8421
09/13/2021 07H,9260
09/13/2021 06H,10194
09/13/2021 05H,11886
09/13/2021 04H,13382
09/13/2021 03H,13828
09/13/2021 02H,14490
09/13/2021 01H,14139
09/13/2021 00H,13754
09/12/2021 23H,13632
09/12/2021 22H,13744
09/12/2021 21H,12990
09/12/2021 20H,12385
09/12/2021 19H,11541
09/12/2021 18H,9670
09/12/2021 17H,8903
09/12/2021 16H,8545
09/12/2021 15H,8654
09/12/2021 14H,9085
09/12/2021 13H,9058
09/12/2021 12H,8989
09/12/2021 11H,9074
09/12/2021 10H,9178
09/12/2021 09H,9678
09/12/2021 08H,9897
09/12/2021 07H,11208
09/12/2021 06H,12051
09/12/2021 05H,12976
09/12/2021 04H,13643
09/12/2021 03H,14666
09/12/2021 02H,15279
09/12/2021 01H,14965
09/12/2021 00H,14759
09/11/2021 23H,14623
09/11/2021 22H,14100
09/11/2021 21H,13336
09/11/2021 20H,12150
09/11/2021 19H,10741
09/11/2021 18H,9754
09/11/2021 17H,9062
09/11/2021 16H,8728
09/11/2021 15H,9011
09/11/2021 14H,9877
09/11/2021 13H,9695
09/11/2021 12H,9341
09/11/2021 11H,9142
09/11/2021 10H,9084
09/11/2021 09H,9194
09/11/2021 08H,9316
09/11/2021 07H,10135
09/11/2021 06H,11207
09/11/2021 05H,11849
09/11/2021 04H,13018
09/11/2021 03H,13848
09/11/2021 02H,14773
09/11/2021 01H,15333
09/11/2021 00H,15178
09/10/2021 23H,15062
09/10/2021 22H,14254
09/10/2021 21H,14155
09/10/2021 20H,13326
09/10/2021 19H,12627
09/10/2021 18H,12930
09/10/2021 17H,10976
09/10/2021 16H,11419
09/10/2021 15H,11882
09/10/2021 14H,12104
09/10/2021 13H,11660
09/10/2021 12H,11035
09/10/2021 11H,10840
09/10/2021 10H,11096
09/10/2021 09H,11262
09/10/2021 08H,11325
09/10/2021 07H,12048
09/10/2021 06H,13463
09/10/2021 05H,14339
09/10/2021 04H,14966
09/10/2021 03H,16044
09/10/2021 02H,16757
09/10/2021 01H,17003
09/10/2021 00H,16948
09/9/2021 23H,16559
09/9/2021 22H,15865
09/9/2021 21H,15202
09/9/2021 20H,14299
09/9/2021 19H,13452
09/9/2021 18H,12313
09/9/2021 17H,11244
09/9/2021 16H,10888
09/9/2021 15H,10974
09/9/2021 14H,11565
09/9/2021 13H,11451
09/9/2021 12H,10791
09/9/2021 11H,10823
09/9/2021 10H,11142
09/9/2021 09H,11799
09/9/2021 08H,12166
09/9/2021 07H,12676
09/9/2021 06H,13279
09/9/2021 05H,14003
09/9/2021 04H,14798
09/9/2021 03H,15509
09/9/2021 02H,15956
09/9/2021 01H,16218
09/9/2021 00H,16312
09/8/2021 23H,15939
09/8/2021 22H,14876
09/8/2021 21H,14224
09/8/2021 20H,12992
09/8/2021 19H,11719
09/8/2021 18H,10287
09/8/2021 17H,9542
09/8/2021 16H,9280
09/8/2021 15H,9834
09/8/2021 14H,9571
09/8/2021 13H,9334
09/8/2021 12H,9225
09/8/2021 11H,9263
09/8/2021 10H,9428
09/8/2021 09H,9907
09/8/2021 08H,10445
09/8/2021 07H,11596
09/8/2021 06H,13087
09/8/2021 05H,14204
09/8/2021 04H,15605
09/8/2021 03H,16158
09/8/2021 02H,16341
09/8/2021 01H,16260
09/8/2021 00H,16202
09/7/2021 23H,15931
09/7/2021 22H,15182
09/7/2021 21H,14306
09/7/2021 20H,12804
09/7/2021 19H,11596
09/7/2021 18H,10478
09/7/2021 17H,9857
09/7/2021 16H,9664
09/7/2021 15H,10097
09/7/2021 14H,10184
09/7/2021 13H,9812
09/7/2021 12H,9466
09/7/2021 11H,9249
09/7/2021 10H,9639
09/7/2021 09H,10179
09/7/2021 08H,10699
09/7/2021 07H,11254
09/7/2021 06H,12662
09/7/2021 05H,13628
09/7/2021 04H,14720
09/7/2021 03H,15514
09/7/2021 02H,15929
09/7/2021 01H,15815
09/7/2021 00H,15041
09/6/2021 23H,14739
09/6/2021 22H,13729
09/6/2021 21H,12457
09/6/2021 20H,11484
09/6/2021 19H,10274
09/6/2021 18H,9171
09/6/2021 17H,8087
09/6/2021 16H,7572
09/6/2021 15H,7708
09/6/2021 14H,7931
09/6/2021 13H,8148
09/6/2021 12H,8289
09/6/2021 11H,8172
09/6/2021 10H,8041
09/6/2021 09H,8238
09/6/2021 08H,8771
09/6/2021 07H,9511
09/6/2021 06H,11280
09/6/2021 05H,12377
09/6/2021 04H,13666
09/6/2021 03H,14343
09/6/2021 02H,15120
09/6/2021 01H,15016
09/6/2021 00H,14347
09/5/2021 23H,13734
09/5/2021 22H,12758
09/5/2021 21H,11876
09/5/2021 20H,11133
09/5/2021 19H,9619
09/5/2021 18H,8296
09/5/2021 17H,7344
09/5/2021 16H,7145
09/5/2021 15H,7395
09/5/2021 14H,7777
09/5/2021 13H,8187
09/5/2021 12H,8194
09/5/2021 11H,8359
09/5/2021 10H,8379
09/5/2021 09H,8662
09/5/2021 08H,9156
09/5/2021 07H,9953
09/5/2021 06H,10875
09/5/2021 05H,11718
09/5/2021 04H,12606
09/5/2021 03H,13117
09/5/2021 02H,13631
09/5/2021 01H,13691
09/5/2021 00H,13160
09/4/2021 23H,12763
09/4/2021 22H,12263
09/4/2021 21H,11588
09/4/2021 20H,10676
09/4/2021 19H,10101
09/4/2021 18H,9382
09/4/2021 17H,8849
09/4/2021 16H,8159
09/4/2021 15H,8395
09/4/2021 14H,9300
09/4/2021 13H,9819
09/4/2021 12H,9523
09/4/2021 11H,9796
09/4/2021 10H,9920
09/4/2021 09H,10109
09/4/2021 08H,10527
09/4/2021 07H,11001
09/4/2021 06H,11631
09/4/2021 05H,12404
09/4/2021 04H,12224
09/4/2021 03H,12051
09/4/2021 02H,12099
09/4/2021 01H,11678
09/4/2021 00H,11484
09/3/2021 23H,11180
09/3/2021 22H,10660
09/3/2021 21H,10401
09/3/2021 20H,10487
09/3/2021 19H,10265
09/3/2021 18H,9495
09/3/2021 17H,9052
09/3/2021 16H,9025
09/3/2021 15H,9551
09/3/2021 14H,9976
09/3/2021 13H,9775
09/3/2021 12H,9434
09/3/2021 11H,9311
09/3/2021 10H,9328
09/3/2021 09H,9395
09/3/2021 08H,9557
09/3/2021 07H,10215
09/3/2021 06H,10875
09/3/2021 05H,11774
09/3/2021 04H,12538
09/3/2021 03H,13426
09/3/2021 02H,13624
09/3/2021 01H,13166
09/3/2021 00H,12932
09/2/2021 23H,12136
09/2/2021 22H,11373
09/2/2021 21H,10473
09/2/2021 20H,9547
09/2/2021 19H,8854
09/2/2021 18H,8516
09/2/2021 17H,8508
09/2/2021 16H,8490
09/2/2021 15H,9216
09/2/2021 14H,9784
09/2/2021 13H,9574
09/2/2021 12H,9089
09/2/2021 11H,8900
09/2/2021 10H,9122
09/2/2021 09H,9198
09/2/2021 08H,9385
09/2/2021 07H,9755
09/2/2021 06H,10229
09/2/2021 05H,10944
09/2/2021 04H,11404
09/2/2021 03H,11552
09/2/2021 02H,11426
09/2/2021 01H,10745
09/2/2021 00H,10371
09/1/2021 23H,9900
09/1/2021 22H,9815
09/1/2021 21H,9242
09/1/2021 20H,8899
09/1/2021 19H,9200
09/1/2021 18H,9176
09/1/2021 17H,9038
09/1/2021 16H,9245
09/1/2021 15H,9325
09/1/2021 14H,9162
09/1/2021 13H,8875
09/1/2021 12H,8530
09/1/2021 11H,8348
09/1/2021 10H,8105
09/1/2021 09H,8211
09/1/2021 08H,8377
09/1/2021 07H,9036
09/1/2021 06H,9612
09/1/2021 05H,10240
09/1/2021 04H,10775
09/1/2021 03H,11402
09/1/2021 02H,11546
09/1/2021 01H,12248
09/1/2021 00H,13283
08/31/2021 23H,13893
08/31/2021 22H,13430
08/31/2021 21H,12678
08/31/2021 20H,12009
08/31/2021 19H,11340
08/31/2021 18H,10551
08/31/2021 17H,9739
08/31/2021 16H,9398
08/31/2021 15H,9402
08/31/2021 14H,9227
08/31/2021 13H,9446
08/31/2021 12H,9122
08/31/2021 11H,8930
08/31/2021 10H,8960
08/31/2021 09H,9267
08/31/2021 08H,9757
08/31/2021 07H,9874
08/31/2021 06H,10529
08/31/2021 05H,10889
08/31/2021 04H,11647
08/31/2021 03H,12226
08/31/2021 02H,13075
08/31/2021 01H,13560
08/31/2021 00H,13404
08/30/2021 23H,12812
08/30/2021 22H,12235
08/30/2021 21H,11473
08/30/2021 20H,10620
08/30/2021 19H,10120
08/30/2021 18H,9298
08/30/2021 17H,8657
08/30/2021 16H,8167
08/30/2021 15H,8635
08/30/2021 14H,8937
08/30/2021 13H,9074
08/30/2021 12H,9120
08/30/2021 11H,9036
08/30/2021 10H,9257
08/30/2021 09H,9299
08/30/2021 08H,9714
08/30/2021 07H,10544
08/30/2021 06H,11516
08/30/2021 05H,12413
08/30/2021 04H,13394
08/30/2021 03H,13539
08/30/2021 02H,13857
08/30/2021 01H,13990
08/30/2021 00H,13671
08/29/2021 23H,12946
08/29/2021 22H,11979
08/29/2021 21H,11085
08/29/2021 20H,10626
08/29/2021 19H,10003
08/29/2021 18H,9372
08/29/2021 17H,8928
08/29/2021 16H,8129
08/29/2021 15H,8509
08/29/2021 14H,8652
08/29/2021 13H,9515
08/29/2021 12H,9755
08/29/2021 11H,9787
08/29/2021 10H,9733
08/29/2021 09H,9888
08/29/2021 08H,10135
08/29/2021 07H,10291
08/29/2021 06H,11268
08/29/2021 05H,12048
08/29/2021 04H,12530
08/29/2021 03H,12892
08/29/2021 02H,13658
08/29/2021 01H,13836
08/29/2021 00H,13544
08/28/2021 23H,13018
08/28/2021 22H,12404
08/28/2021 21H,11444
08/28/2021 20H,10335
08/28/2021 19H,9692
08/28/2021 18H,8910
08/28/2021 17H,8566
08/28/2021 16H,8209
08/28/2021 15H,8447
08/28/2021 14H,8757
08/28/2021 13H,9105
08/28/2021 12H,9276
08/28/2021 11H,9371
08/28/2021 10H,9446
08/28/2021 09H,9811
08/28/2021 08H,10168
08/28/2021 07H,10430
08/28/2021 06H,10705
08/28/2021 05H,11301
08/28/2021 04H,11833
08/28/2021 03H,12273
08/28/2021 02H,12482
08/28/2021 01H,12325
08/28/2021 00H,12668
08/27/2021 23H,12355
08/27/2021 22H,11981
08/27/2021 21H,11393
08/27/2021 20H,10598
08/27/2021 19H,9741
08/27/2021 18H,9218
08/27/2021 17H,8463
08/27/2021 16H,7982
08/27/2021 15H,8159
08/27/2021 14H,9049
08/27/2021 13H,9229
08/27/2021 12H,9133
08/27/2021 11H,9193
08/27/2021 10H,9152
08/27/2021 09H,9171
08/27/2021 08H,9305
08/27/2021 07H,9680
08/27/2021 06H,10626
08/27/2021 05H,11173
08/27/2021 04H,12083
08/27/2021 03H,12695
08/27/2021 02H,13471
08/27/2021 01H,12542
08/27/2021 00H,12235
08/26/2021 23H,11364
08/26/2021 22H,11027
08/26/2021 21H,10541
08/26/2021 20H,9844
08/26/2021 19H,9397
08/26/2021 18H,9223
08/26/2021 17H,8679
08/26/2021 16H,8580
08/26/2021 15H,8865
08/26/2021 14H,9108
08/26/2021 13H,8766
08/26/2021 12H,8538
08/26/2021 11H,8303
08/26/2021 10H,8415
08/26/2021 09H,8725
08/26/2021 08H,9392
08/26/2021 07H,10411
08/26/2021 06H,11244
08/26/2021 05H,12101
08/26/2021 04H,13132
08/26/2021 03H,13487
08/26/2021 02H,13990
08/26/2021 01H,13374
08/26/2021 00H,13023
08/25/2021 23H,13084
08/25/2021 22H,12801
08/25/2021 21H,12277
08/25/2021 20H,11347
08/25/2021 19H,10462
08/25/2021 18H,9342
08/25/2021 17H,8835
08/25/2021 16H,8764
08/25/2021 15H,9342
08/25/2021 14H,9430
08/25/2021 13H,9563
08/25/2021 12H,9511
08/25/2021 11H,9367
08/25/2021 10H,9418
08/25/2021 09H,9663
08/25/2021 08H,9582
08/25/2021 07H,10180
08/25/2021 06H,10793
08/25/2021 05H,11185
08/25/2021 04H,12070
08/25/2021 03H,13050
08/25/2021 02H,14059
08/25/2021 01H,14536
08/25/2021 00H,14175
08/24/2021 23H,13639
08/24/2021 22H,12940
08/24/2021 21H,11754
08/24/2021 20H,11078
08/24/2021 19H,10333
08/24/2021 18H,9549
08/24/2021 17H,8210
08/24/2021 16H,8150
08/24/2021 15H,8484
08/24/2021 14H,8854
08/24/2021 13H,8728
08/24/2021 12H,8498
08/24/2021 11H,8450
08/24/2021 10H,8601
08/24/2021 09H,8682
08/24/2021 08H,9135
08/24/2021 07H,9624
08/24/2021 06H,10228
08/24/2021 05H,10776
08/24/2021 04H,11887
08/24/2021 03H,12762
08/24/2021 02H,13201
08/24/2021 01H,13002
08/24/2021 00H,12569
08/23/2021 23H,12216
08/23/2021 22H,11881
08/23/2021 21H,11442
08/23/2021 20H,10358
08/23/2021 19H,9865
08/23/2021 18H,9075
08/23/2021 17H,7748
08/23/2021 16H,7301
08/23/2021 15H,7385
08/23/2021 14H,7722
08/23/2021 13H,7752
