Net generation from other for California (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390106&sdid=EBA.CAL-ALL.NG.OTH.H
19:04:42 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAL-ALL.NG.OTH.H megawatthours
10/6/2020 13H,775
10/6/2020 12H,765
10/6/2020 11H,767
10/6/2020 10H,765
10/6/2020 09H,776
10/6/2020 08H,834
10/6/2020 07H,873
10/6/2020 06H,849
10/6/2020 05H,863
10/6/2020 04H,848
10/6/2020 03H,874
10/6/2020 02H,902
10/6/2020 01H,896
10/6/2020 00H,857
10/5/2020 23H,842
10/5/2020 22H,852
10/5/2020 21H,849
10/5/2020 20H,840
10/5/2020 19H,812
10/5/2020 18H,808
10/5/2020 17H,835
10/5/2020 16H,837
10/5/2020 15H,846
10/5/2020 14H,850
10/5/2020 13H,847
10/5/2020 12H,832
10/5/2020 11H,821
10/5/2020 10H,853
10/5/2020 09H,855
10/5/2020 08H,882
10/5/2020 07H,879
10/5/2020 06H,846
10/5/2020 05H,882
10/5/2020 04H,847
10/5/2020 03H,859
10/5/2020 02H,850
10/5/2020 01H,831
10/5/2020 00H,851
10/4/2020 23H,849
10/4/2020 22H,828
10/4/2020 21H,815
10/4/2020 20H,790
10/4/2020 19H,759
10/4/2020 18H,785
10/4/2020 17H,792
10/4/2020 16H,820
10/4/2020 15H,842
10/4/2020 14H,846
10/4/2020 13H,831
10/4/2020 12H,832
10/4/2020 11H,832
10/4/2020 10H,845
10/4/2020 09H,841
10/4/2020 08H,935
10/4/2020 07H,930
10/4/2020 06H,873
10/4/2020 05H,832
10/4/2020 04H,812
10/4/2020 03H,823
10/4/2020 02H,830
10/4/2020 01H,782
10/4/2020 00H,786
10/3/2020 23H,782
10/3/2020 22H,773
10/3/2020 21H,756
10/3/2020 20H,723
10/3/2020 19H,707
10/3/2020 18H,666
10/3/2020 17H,663
10/3/2020 16H,711
10/3/2020 15H,742
10/3/2020 14H,766
10/3/2020 13H,836
10/3/2020 12H,838
10/3/2020 11H,840
10/3/2020 10H,879
10/3/2020 09H,890
10/3/2020 08H,911
10/3/2020 07H,854
10/3/2020 06H,872
10/3/2020 05H,832
10/3/2020 04H,845
10/3/2020 03H,858
10/3/2020 02H,893
10/3/2020 01H,919
10/3/2020 00H,894
10/2/2020 23H,876
10/2/2020 22H,897
10/2/2020 21H,856
10/2/2020 20H,825
10/2/2020 19H,798
10/2/2020 18H,783
10/2/2020 17H,770
10/2/2020 16H,806
10/2/2020 15H,848
10/2/2020 14H,820
10/2/2020 13H,787
10/2/2020 12H,814
10/2/2020 11H,779
10/2/2020 10H,790
10/2/2020 09H,821
10/2/2020 08H,927
10/2/2020 07H,917
10/2/2020 06H,897
10/2/2020 05H,889
10/2/2020 04H,880
10/2/2020 03H,911
10/2/2020 02H,895
10/2/2020 01H,904
10/2/2020 00H,891
10/1/2020 23H,895
10/1/2020 22H,920
10/1/2020 21H,844
10/1/2020 20H,820
10/1/2020 19H,801
10/1/2020 18H,819
10/1/2020 17H,705
10/1/2020 16H,651
10/1/2020 15H,632
10/1/2020 14H,615
10/1/2020 13H,638
10/1/2020 12H,633
10/1/2020 11H,604
10/1/2020 10H,604
10/1/2020 09H,610
10/1/2020 08H,606
10/1/2020 07H,698
10/1/2020 06H,663
10/1/2020 05H,683
10/1/2020 04H,640
10/1/2020 03H,667
10/1/2020 02H,639
10/1/2020 01H,680
10/1/2020 00H,653
09/30/2020 23H,644
09/30/2020 22H,649
09/30/2020 21H,659
09/30/2020 20H,640
09/30/2020 19H,605
09/30/2020 18H,608
09/30/2020 17H,620
09/30/2020 16H,611
09/30/2020 15H,654
09/30/2020 14H,638
09/30/2020 13H,627
09/30/2020 12H,624
09/30/2020 11H,617
09/30/2020 10H,623
09/30/2020 09H,630
09/30/2020 08H,649
09/30/2020 07H,629
09/30/2020 06H,673
09/30/2020 05H,641
09/30/2020 04H,671
09/30/2020 03H,815
09/30/2020 02H,882
09/30/2020 01H,974
09/30/2020 00H,894
09/29/2020 23H,888
09/29/2020 22H,661
09/29/2020 21H,800
09/29/2020 20H,784
09/29/2020 19H,783
09/29/2020 18H,785
09/29/2020 17H,777
09/29/2020 16H,783
09/29/2020 15H,838
09/29/2020 14H,824
09/29/2020 13H,785
09/29/2020 12H,772
09/29/2020 11H,777
09/29/2020 10H,782
09/29/2020 09H,776
09/29/2020 08H,875
09/29/2020 07H,915
09/29/2020 06H,836
09/29/2020 05H,878
09/29/2020 04H,824
09/29/2020 03H,822
09/29/2020 02H,865
09/29/2020 01H,955
09/29/2020 00H,823
09/28/2020 23H,817
09/28/2020 22H,792
09/28/2020 21H,754
09/28/2020 20H,741
09/28/2020 19H,736
09/28/2020 18H,728
09/28/2020 17H,730
09/28/2020 16H,743
09/28/2020 15H,861
09/28/2020 14H,877
09/28/2020 13H,800
09/28/2020 12H,787
09/28/2020 11H,770
09/28/2020 10H,822
09/28/2020 09H,831
09/28/2020 08H,840
09/28/2020 07H,854
09/28/2020 06H,839
09/28/2020 05H,868
09/28/2020 04H,823
09/28/2020 03H,832
09/28/2020 02H,923
09/28/2020 01H,919
09/28/2020 00H,847
09/27/2020 23H,838
09/27/2020 22H,827
09/27/2020 21H,807
09/27/2020 20H,786
09/27/2020 19H,743
09/27/2020 18H,745
09/27/2020 17H,751
09/27/2020 16H,779
09/27/2020 15H,814
09/27/2020 14H,852
09/27/2020 13H,815
09/27/2020 12H,814
09/27/2020 11H,816
09/27/2020 10H,822
09/27/2020 09H,829
09/27/2020 08H,840
09/27/2020 07H,879
09/27/2020 06H,881
09/27/2020 05H,928
09/27/2020 04H,879
09/27/2020 03H,867
09/27/2020 02H,841
09/27/2020 01H,853
09/27/2020 00H,845
09/26/2020 23H,805
09/26/2020 22H,799
09/26/2020 21H,776
09/26/2020 20H,743
09/26/2020 19H,739
09/26/2020 18H,747
09/26/2020 17H,790
09/26/2020 16H,762
09/26/2020 15H,822
09/26/2020 14H,813
09/26/2020 13H,801
09/26/2020 12H,787
09/26/2020 11H,776
09/26/2020 10H,777
09/26/2020 09H,801
09/26/2020 08H,920
09/26/2020 07H,950
09/26/2020 06H,862
09/26/2020 05H,862
09/26/2020 04H,832
09/26/2020 03H,875
09/26/2020 02H,872
09/26/2020 01H,872
09/26/2020 00H,839
09/25/2020 23H,846
09/25/2020 22H,818
09/25/2020 21H,785
09/25/2020 20H,794
09/25/2020 19H,781
09/25/2020 18H,775
09/25/2020 17H,778
09/25/2020 16H,785
09/25/2020 15H,829
09/25/2020 14H,839
09/25/2020 13H,814
09/25/2020 12H,769
09/25/2020 11H,750
09/25/2020 10H,749
09/25/2020 09H,799
09/25/2020 08H,851
09/25/2020 07H,885
09/25/2020 06H,878
09/25/2020 05H,846
09/25/2020 04H,870
09/25/2020 03H,846
09/25/2020 02H,862
09/25/2020 01H,848
09/25/2020 00H,842
09/24/2020 23H,829
09/24/2020 22H,830
09/24/2020 21H,841
09/24/2020 20H,807
09/24/2020 19H,738
09/24/2020 18H,736
09/24/2020 17H,767
09/24/2020 16H,787
09/24/2020 15H,795
09/24/2020 14H,826
09/24/2020 13H,801
09/24/2020 12H,758
09/24/2020 11H,771
09/24/2020 10H,808
09/24/2020 09H,835
09/24/2020 08H,855
09/24/2020 07H,865
09/24/2020 06H,853
09/24/2020 05H,832
09/24/2020 04H,833
09/24/2020 03H,839
09/24/2020 02H,862
09/24/2020 01H,861
09/24/2020 00H,836
09/23/2020 23H,832
09/23/2020 22H,836
09/23/2020 21H,877
09/23/2020 20H,827
09/23/2020 19H,732
09/23/2020 18H,845
09/23/2020 17H,849
09/23/2020 16H,793
09/23/2020 15H,978
09/23/2020 14H,938
09/23/2020 13H,785
09/23/2020 12H,747
09/23/2020 11H,735
09/23/2020 10H,769
09/23/2020 09H,813
09/23/2020 08H,834
09/23/2020 07H,838
09/23/2020 06H,864
09/23/2020 05H,859
09/23/2020 04H,840
09/23/2020 03H,875
09/23/2020 02H,865
09/23/2020 01H,847
09/23/2020 00H,836
09/22/2020 23H,806
09/22/2020 22H,789
09/22/2020 21H,784
09/22/2020 20H,788
09/22/2020 19H,724
09/22/2020 18H,697
09/22/2020 17H,712
09/22/2020 16H,713
09/22/2020 15H,754
09/22/2020 14H,772
09/22/2020 13H,773
09/22/2020 12H,788
09/22/2020 11H,782
09/22/2020 10H,810
09/22/2020 09H,814
09/22/2020 08H,795
09/22/2020 07H,880
09/22/2020 06H,789
09/22/2020 05H,790
09/22/2020 04H,743
09/22/2020 03H,814
09/22/2020 02H,803
09/22/2020 01H,834
09/22/2020 00H,882
09/21/2020 23H,833
09/21/2020 22H,840
09/21/2020 21H,812
09/21/2020 20H,743
09/21/2020 19H,711
09/21/2020 18H,706
09/21/2020 17H,709
09/21/2020 16H,761
09/21/2020 15H,741
09/21/2020 14H,734
09/21/2020 13H,765
09/21/2020 12H,761
09/21/2020 11H,769
09/21/2020 10H,772
09/21/2020 09H,776
09/21/2020 08H,819
09/21/2020 07H,812
09/21/2020 06H,820
09/21/2020 05H,814
09/21/2020 04H,793
09/21/2020 03H,789
09/21/2020 02H,930
09/21/2020 01H,937
09/21/2020 00H,760
09/20/2020 23H,768
09/20/2020 22H,747
09/20/2020 21H,740
09/20/2020 20H,669
09/20/2020 19H,651
09/20/2020 18H,642
09/20/2020 17H,645
09/20/2020 16H,678
09/20/2020 15H,768
09/20/2020 14H,776
09/20/2020 13H,758
09/20/2020 12H,751
09/20/2020 11H,757
09/20/2020 10H,744
09/20/2020 09H,714
09/20/2020 08H,725
09/20/2020 07H,710
09/20/2020 06H,726
09/20/2020 05H,637
09/20/2020 04H,610
09/20/2020 03H,593
09/20/2020 02H,641
09/20/2020 01H,1064
09/20/2020 00H,810
09/19/2020 23H,794
09/19/2020 22H,774
09/19/2020 21H,768
09/19/2020 20H,711
09/19/2020 19H,680
09/19/2020 18H,695
09/19/2020 17H,678
09/19/2020 16H,701
09/19/2020 15H,784
09/19/2020 14H,758
09/19/2020 13H,766
09/19/2020 12H,762
09/19/2020 11H,783
09/19/2020 10H,817
09/19/2020 09H,816
09/19/2020 08H,814
09/19/2020 07H,843
09/19/2020 06H,852
09/19/2020 05H,835
09/19/2020 04H,802
09/19/2020 03H,813
09/19/2020 02H,1020
09/19/2020 01H,1037
09/19/2020 00H,956
09/18/2020 23H,841
09/18/2020 22H,859
09/18/2020 21H,857
09/18/2020 20H,841
09/18/2020 19H,837
09/18/2020 18H,808
09/18/2020 17H,780
09/18/2020 16H,856
09/18/2020 15H,854
09/18/2020 14H,862
09/18/2020 13H,797
09/18/2020 12H,851
09/18/2020 11H,798
09/18/2020 10H,906
09/18/2020 09H,925
09/18/2020 08H,930
09/18/2020 07H,922
09/18/2020 06H,897
09/18/2020 05H,835
09/18/2020 04H,819
09/18/2020 03H,807
09/18/2020 02H,830
09/18/2020 01H,842
09/18/2020 00H,820
09/17/2020 23H,915
09/17/2020 22H,920
09/17/2020 21H,1102
09/17/2020 20H,851
09/17/2020 19H,797
09/17/2020 18H,771
09/17/2020 17H,804
09/17/2020 16H,834
09/17/2020 15H,857
09/17/2020 14H,840
09/17/2020 13H,804
09/17/2020 12H,823
09/17/2020 11H,756
09/17/2020 10H,786
09/17/2020 09H,816
09/17/2020 08H,835
09/17/2020 07H,839
09/17/2020 06H,834
09/17/2020 05H,910
09/17/2020 04H,821
09/17/2020 03H,811
09/17/2020 02H,883
09/17/2020 01H,986
09/17/2020 00H,861
09/16/2020 23H,852
09/16/2020 22H,858
09/16/2020 21H,863
09/16/2020 20H,795
09/16/2020 19H,813
09/16/2020 18H,750
09/16/2020 17H,741
09/16/2020 16H,744
09/16/2020 15H,790
09/16/2020 14H,788
09/16/2020 13H,777
09/16/2020 12H,782
09/16/2020 11H,786
09/16/2020 10H,801
09/16/2020 09H,798
09/16/2020 08H,826
09/16/2020 07H,862
09/16/2020 06H,826
09/16/2020 05H,827
09/16/2020 04H,807
09/16/2020 03H,848
09/16/2020 02H,834
09/16/2020 01H,855
09/16/2020 00H,821
09/15/2020 23H,957
09/15/2020 22H,923
09/15/2020 21H,797
09/15/2020 20H,749
09/15/2020 19H,727
09/15/2020 18H,716
09/15/2020 17H,709
09/15/2020 16H,742
09/15/2020 15H,806
09/15/2020 14H,802
09/15/2020 13H,781
09/15/2020 12H,770
09/15/2020 11H,744
09/15/2020 10H,762
09/15/2020 09H,796
09/15/2020 08H,892
09/15/2020 07H,909
09/15/2020 06H,892
09/15/2020 05H,857
09/15/2020 04H,813
09/15/2020 03H,804
09/15/2020 02H,843
09/15/2020 01H,938
09/15/2020 00H,855
09/14/2020 23H,820
09/14/2020 22H,854
09/14/2020 21H,827
09/14/2020 20H,781
09/14/2020 19H,839
09/14/2020 18H,822
09/14/2020 17H,665
09/14/2020 16H,648
09/14/2020 15H,648
09/14/2020 14H,638
09/14/2020 13H,611
09/14/2020 12H,606
09/14/2020 11H,609
09/14/2020 10H,623
09/14/2020 09H,600
09/14/2020 08H,598
09/14/2020 07H,629
09/14/2020 06H,624
09/14/2020 05H,600
09/14/2020 04H,594
09/14/2020 03H,593
09/14/2020 02H,597
09/14/2020 01H,606
09/14/2020 00H,615
09/13/2020 23H,634
09/13/2020 22H,595
09/13/2020 21H,602
09/13/2020 20H,604
09/13/2020 19H,609
09/13/2020 18H,609
09/13/2020 17H,619
09/13/2020 16H,623
09/13/2020 15H,609
09/13/2020 14H,613
09/13/2020 13H,619
09/13/2020 12H,609
09/13/2020 11H,616
09/13/2020 10H,635
09/13/2020 09H,615
09/13/2020 08H,640
09/13/2020 07H,611
09/13/2020 06H,610
09/13/2020 05H,602
09/13/2020 04H,596
09/13/2020 03H,592
09/13/2020 02H,611
09/13/2020 01H,603
09/13/2020 00H,644
09/12/2020 23H,633
09/12/2020 22H,609
09/12/2020 21H,611
09/12/2020 20H,610
09/12/2020 19H,609
09/12/2020 18H,602
09/12/2020 17H,606
09/12/2020 16H,608
09/12/2020 15H,609
09/12/2020 14H,614
09/12/2020 13H,614
09/12/2020 12H,612
09/12/2020 11H,642
09/12/2020 10H,635
09/12/2020 09H,636
09/12/2020 08H,618
09/12/2020 07H,627
09/12/2020 06H,611
09/12/2020 05H,607
09/12/2020 04H,612
09/12/2020 03H,622
09/12/2020 02H,677
09/12/2020 01H,791
09/12/2020 00H,824
09/11/2020 23H,825
09/11/2020 22H,813
09/11/2020 21H,807
09/11/2020 20H,805
09/11/2020 19H,820
09/11/2020 18H,818
09/11/2020 17H,829
09/11/2020 16H,853
09/11/2020 15H,852
09/11/2020 14H,866
09/11/2020 13H,868
09/11/2020 12H,857
09/11/2020 11H,870
09/11/2020 10H,904
09/11/2020 09H,890
09/11/2020 08H,830
09/11/2020 07H,927
09/11/2020 06H,899
09/11/2020 05H,813
09/11/2020 04H,819
09/11/2020 03H,824
09/11/2020 02H,852
09/11/2020 01H,818
09/11/2020 00H,797
09/10/2020 23H,781
09/10/2020 22H,761
09/10/2020 21H,727
09/10/2020 20H,759
09/10/2020 19H,815
09/10/2020 18H,827
09/10/2020 17H,829
09/10/2020 16H,860
09/10/2020 15H,864
09/10/2020 14H,836
09/10/2020 13H,848
09/10/2020 12H,849
09/10/2020 11H,816
09/10/2020 10H,826
09/10/2020 09H,838
09/10/2020 08H,837
09/10/2020 07H,802
09/10/2020 06H,814
09/10/2020 05H,798
09/10/2020 04H,825
09/10/2020 03H,820
09/10/2020 02H,802
09/10/2020 01H,789
09/10/2020 00H,779
09/9/2020 23H,821
09/9/2020 22H,796
09/9/2020 21H,791
09/9/2020 20H,798
09/9/2020 19H,800
09/9/2020 18H,751
09/9/2020 17H,872
09/9/2020 16H,876
09/9/2020 15H,881
09/9/2020 14H,853
09/9/2020 13H,781
09/9/2020 12H,754
09/9/2020 11H,770
09/9/2020 10H,805
09/9/2020 09H,795
09/9/2020 08H,837
09/9/2020 07H,824
09/9/2020 06H,779
09/9/2020 05H,804
09/9/2020 04H,804
09/9/2020 03H,760
09/9/2020 02H,751
09/9/2020 01H,842
09/9/2020 00H,755
09/8/2020 23H,754
09/8/2020 22H,754
09/8/2020 21H,776
09/8/2020 20H,759
09/8/2020 19H,743
09/8/2020 18H,741
09/8/2020 17H,746
09/8/2020 16H,1026
09/8/2020 15H,1035
09/8/2020 14H,793
09/8/2020 13H,778
09/8/2020 12H,742
09/8/2020 11H,773
09/8/2020 10H,738
09/8/2020 09H,725
09/8/2020 08H,745
09/8/2020 07H,759
09/8/2020 06H,809
09/8/2020 05H,826
09/8/2020 04H,761
09/8/2020 03H,856
09/8/2020 02H,878
09/8/2020 01H,900
09/8/2020 00H,796
09/7/2020 23H,795
09/7/2020 22H,801
09/7/2020 21H,795
09/7/2020 20H,771
09/7/2020 19H,768
09/7/2020 18H,723
09/7/2020 17H,727
09/7/2020 16H,773
09/7/2020 15H,784
09/7/2020 14H,819
09/7/2020 13H,841
09/7/2020 12H,840
09/7/2020 11H,844
09/7/2020 10H,898
09/7/2020 09H,825
09/7/2020 08H,819
09/7/2020 07H,894
09/7/2020 06H,1006
09/7/2020 05H,1031
09/7/2020 04H,900
09/7/2020 03H,972
09/7/2020 02H,1190
09/7/2020 01H,1023
09/7/2020 00H,904
09/6/2020 23H,892
09/6/2020 22H,855
09/6/2020 21H,1026
09/6/2020 20H,841
09/6/2020 19H,774
09/6/2020 18H,795
09/6/2020 17H,858
09/6/2020 16H,668
09/6/2020 15H,633
09/6/2020 14H,617
09/6/2020 13H,615
09/6/2020 12H,605
09/6/2020 11H,613
09/6/2020 10H,628
09/6/2020 09H,627
09/6/2020 08H,607
09/6/2020 07H,610
09/6/2020 06H,629
09/6/2020 05H,659
09/6/2020 04H,661
09/6/2020 03H,671
09/6/2020 02H,689
09/6/2020 01H,891
09/6/2020 00H,736
09/5/2020 23H,707
09/5/2020 22H,640
09/5/2020 21H,834
09/5/2020 20H,720
09/5/2020 19H,797
09/5/2020 18H,751
09/5/2020 17H,742
09/5/2020 16H,742
09/5/2020 15H,748
09/5/2020 14H,756
09/5/2020 13H,737
09/5/2020 12H,736
09/5/2020 11H,731
09/5/2020 10H,752
09/5/2020 09H,753
09/5/2020 08H,758
09/5/2020 07H,874
09/5/2020 06H,868
09/5/2020 05H,885
09/5/2020 04H,816
09/5/2020 03H,921
09/5/2020 02H,945
09/5/2020 01H,1037
09/5/2020 00H,893
09/4/2020 23H,879
09/4/2020 22H,890
09/4/2020 21H,859
09/4/2020 20H,791
09/4/2020 19H,750
09/4/2020 18H,746
09/4/2020 17H,737
09/4/2020 16H,745
09/4/2020 15H,739
09/4/2020 14H,764
09/4/2020 13H,737
09/4/2020 12H,739
09/4/2020 11H,733
09/4/2020 10H,719
09/4/2020 09H,715
09/4/2020 08H,782
09/4/2020 07H,834
09/4/2020 06H,821
09/4/2020 05H,836
09/4/2020 04H,778
09/4/2020 03H,781
09/4/2020 02H,789
09/4/2020 01H,795
09/4/2020 00H,781
09/3/2020 23H,762
09/3/2020 22H,768
09/3/2020 21H,754
09/3/2020 20H,709
09/3/2020 19H,689
09/3/2020 18H,651
09/3/2020 17H,673
09/3/2020 16H,676
09/3/2020 15H,745
09/3/2020 14H,771
09/3/2020 13H,762
09/3/2020 12H,743
09/3/2020 11H,723
09/3/2020 10H,711
09/3/2020 09H,707
09/3/2020 08H,755
09/3/2020 07H,811
09/3/2020 06H,795
09/3/2020 05H,826
09/3/2020 04H,763
09/3/2020 03H,767
09/3/2020 02H,831
09/3/2020 01H,801
09/3/2020 00H,795
09/2/2020 23H,798
09/2/2020 22H,790
09/2/2020 21H,776
09/2/2020 20H,746
09/2/2020 19H,714
09/2/2020 18H,701
09/2/2020 17H,724
09/2/2020 16H,727
09/2/2020 15H,757
09/2/2020 14H,768
09/2/2020 13H,731
09/2/2020 12H,705
09/2/2020 11H,713
09/2/2020 10H,715
09/2/2020 09H,754
09/2/2020 08H,767
09/2/2020 07H,823
09/2/2020 06H,804
09/2/2020 05H,834
09/2/2020 04H,806
09/2/2020 03H,810
09/2/2020 02H,859
09/2/2020 01H,846
09/2/2020 00H,837
09/1/2020 23H,801
09/1/2020 22H,770
09/1/2020 21H,753
09/1/2020 20H,752
09/1/2020 19H,738
09/1/2020 18H,736
09/1/2020 17H,751
09/1/2020 16H,749
09/1/2020 15H,791
09/1/2020 14H,804
09/1/2020 13H,800
09/1/2020 12H,904
09/1/2020 11H,773
09/1/2020 10H,755
09/1/2020 09H,774
09/1/2020 08H,784
09/1/2020 07H,807
09/1/2020 06H,872
09/1/2020 05H,850
09/1/2020 04H,829
09/1/2020 03H,820
09/1/2020 02H,843
09/1/2020 01H,835
09/1/2020 00H,835
08/31/2020 23H,828
08/31/2020 22H,808
08/31/2020 21H,770
08/31/2020 20H,754
08/31/2020 19H,761
08/31/2020 18H,760
08/31/2020 17H,739
08/31/2020 16H,717
08/31/2020 15H,757
08/31/2020 14H,784
08/31/2020 13H,747
08/31/2020 12H,743
08/31/2020 11H,752
08/31/2020 10H,776
08/31/2020 09H,774
08/31/2020 08H,799
08/31/2020 07H,814
08/31/2020 06H,890
08/31/2020 05H,909
08/31/2020 04H,833
08/31/2020 03H,833
08/31/2020 02H,828
08/31/2020 01H,828
08/31/2020 00H,806
08/30/2020 23H,758
08/30/2020 22H,763
08/30/2020 21H,749
08/30/2020 20H,743
08/30/2020 19H,741
08/30/2020 18H,764
08/30/2020 17H,749
08/30/2020 16H,716
08/30/2020 15H,722
08/30/2020 14H,761
08/30/2020 13H,758
08/30/2020 12H,754
08/30/2020 11H,738
08/30/2020 10H,748
08/30/2020 09H,777
08/30/2020 08H,814
08/30/2020 07H,814
08/30/2020 06H,822
08/30/2020 05H,779
08/30/2020 04H,797
08/30/2020 03H,813
08/30/2020 02H,851
08/30/2020 01H,838
08/30/2020 00H,833
08/29/2020 23H,840
08/29/2020 22H,824
08/29/2020 21H,795
08/29/2020 20H,733
08/29/2020 19H,690
08/29/2020 18H,705
08/29/2020 17H,705
08/29/2020 16H,709
08/29/2020 15H,704
08/29/2020 14H,708
08/29/2020 13H,765
08/29/2020 12H,769
08/29/2020 11H,765
08/29/2020 10H,799
08/29/2020 09H,813
08/29/2020 08H,812
08/29/2020 07H,828
08/29/2020 06H,815
08/29/2020 05H,816
08/29/2020 04H,849
08/29/2020 03H,930
08/29/2020 02H,991
08/29/2020 01H,963
08/29/2020 00H,929
08/28/2020 23H,932
08/28/2020 22H,912
08/28/2020 21H,871
08/28/2020 20H,866
08/28/2020 19H,783
08/28/2020 18H,761
08/28/2020 17H,758
08/28/2020 16H,761
08/28/2020 15H,775
08/28/2020 14H,799
08/28/2020 13H,768
08/28/2020 12H,770
08/28/2020 11H,781
08/28/2020 10H,762
08/28/2020 09H,814
08/28/2020 08H,832
08/28/2020 07H,840
08/28/2020 06H,855
08/28/2020 05H,900
08/28/2020 04H,879
08/28/2020 03H,900
08/28/2020 02H,924
08/28/2020 01H,921
08/28/2020 00H,920
08/27/2020 23H,916
08/27/2020 22H,926
08/27/2020 21H,913
08/27/2020 20H,888
08/27/2020 19H,878
08/27/2020 18H,779
08/27/2020 17H,781
08/27/2020 16H,771
08/27/2020 15H,779
08/27/2020 14H,781
08/27/2020 13H,774
08/27/2020 12H,774
08/27/2020 11H,771
08/27/2020 10H,801
08/27/2020 09H,812
08/27/2020 08H,799
08/27/2020 07H,811
08/27/2020 06H,810
08/27/2020 05H,851
08/27/2020 04H,900
08/27/2020 03H,862
08/27/2020 02H,906
08/27/2020 01H,907
08/27/2020 00H,897
08/26/2020 23H,890
08/26/2020 22H,906
08/26/2020 21H,990
08/26/2020 20H,883
08/26/2020 19H,818
08/26/2020 18H,801
08/26/2020 17H,760
08/26/2020 16H,760
08/26/2020 15H,756
08/26/2020 14H,765
08/26/2020 13H,753
08/26/2020 12H,754
08/26/2020 11H,765
08/26/2020 10H,761
08/26/2020 09H,766
08/26/2020 08H,751
08/26/2020 07H,788
08/26/2020 06H,866
08/26/2020 05H,859
08/26/2020 04H,872
08/26/2020 03H,987
08/26/2020 02H,986
08/26/2020 01H,949
08/26/2020 00H,907
08/25/2020 23H,893
08/25/2020 22H,850
08/25/2020 21H,797
08/25/2020 20H,791
08/25/2020 19H,737
08/25/2020 18H,738
08/25/2020 17H,735
08/25/2020 16H,746
08/25/2020 15H,789
08/25/2020 14H,798
08/25/2020 13H,763
08/25/2020 12H,756
08/25/2020 11H,755
08/25/2020 10H,742
08/25/2020 09H,755
08/25/2020 08H,787
08/25/2020 07H,806
08/25/2020 06H,831
08/25/2020 05H,858
08/25/2020 04H,871
08/25/2020 03H,897
08/25/2020 02H,882
08/25/2020 01H,942
08/25/2020 00H,881
08/24/2020 23H,926
08/24/2020 22H,899
08/24/2020 21H,876
08/24/2020 20H,846
08/24/2020 19H,834
08/24/2020 18H,788
08/24/2020 17H,766
08/24/2020 16H,781
08/24/2020 15H,827
08/24/2020 14H,837
08/24/2020 13H,818
08/24/2020 12H,772
08/24/2020 11H,760
08/24/2020 10H,795
08/24/2020 09H,853
08/24/2020 08H,880
08/24/2020 07H,871
08/24/2020 06H,848
08/24/2020 05H,841
08/24/2020 04H,865
08/24/2020 03H,842
08/24/2020 02H,879
08/24/2020 01H,880
08/24/2020 00H,881
08/23/2020 23H,853
08/23/2020 22H,858
08/23/2020 21H,845
08/23/2020 20H,822
08/23/2020 19H,787
08/23/2020 18H,775
08/23/2020 17H,763
08/23/2020 16H,753
08/23/2020 15H,756
08/23/2020 14H,766
08/23/2020 13H,762
08/23/2020 12H,764
08/23/2020 11H,761
08/23/2020 10H,762
08/23/2020 09H,810
08/23/2020 08H,855
08/23/2020 07H,822
08/23/2020 06H,843
08/23/2020 05H,824
08/23/2020 04H,813
08/23/2020 03H,817
08/23/2020 02H,833
08/23/2020 01H,839
08/23/2020 00H,845
08/22/2020 23H,864
08/22/2020 22H,856
08/22/2020 21H,823
08/22/2020 20H,782
08/22/2020 19H,751
08/22/2020 18H,765
08/22/2020 17H,764
08/22/2020 16H,750
08/22/2020 15H,748
08/22/2020 14H,755
08/22/2020 13H,756
08/22/2020 12H,767
08/22/2020 11H,788
08/22/2020 10H,794
08/22/2020 09H,817
08/22/2020 08H,790
08/22/2020 07H,801
08/22/2020 06H,840
08/22/2020 05H,828
08/22/2020 04H,837
08/22/2020 03H,812
08/22/2020 02H,839
08/22/2020 01H,839
08/22/2020 00H,837
08/21/2020 23H,844
08/21/2020 22H,861
08/21/2020 21H,865
08/21/2020 20H,829
08/21/2020 19H,782
08/21/2020 18H,747
08/21/2020 17H,749
08/21/2020 16H,745
08/21/2020 15H,693
08/21/2020 14H,696
08/21/2020 13H,688
08/21/2020 12H,687
08/21/2020 11H,689
08/21/2020 10H,727
08/21/2020 09H,773
08/21/2020 08H,778
08/21/2020 07H,752
08/21/2020 06H,794
08/21/2020 05H,825
08/21/2020 04H,855
08/21/2020 03H,845
08/21/2020 02H,861
08/21/2020 01H,861
08/21/2020 00H,854
08/20/2020 23H,861
08/20/2020 22H,879
08/20/2020 21H,833
08/20/2020 20H,826
08/20/2020 19H,746
08/20/2020 18H,741
08/20/2020 17H,734
08/20/2020 16H,739
08/20/2020 15H,747
08/20/2020 14H,750
