Net generation from hydro for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.WAT.H
19:18:46 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.WAT.H megawatthours
10/8/2021 06H,9847
10/8/2021 05H,12312
10/8/2021 04H,13239
10/8/2021 03H,13471
10/8/2021 02H,13319
10/8/2021 01H,12437
10/8/2021 00H,11325
10/7/2021 23H,10151
10/7/2021 22H,10072
10/7/2021 21H,10445
10/7/2021 20H,10978
10/7/2021 19H,11741
10/7/2021 18H,12461
10/7/2021 17H,12872
10/7/2021 16H,13178
10/7/2021 15H,13546
10/7/2021 14H,12068
10/7/2021 13H,8901
10/7/2021 12H,7297
10/7/2021 11H,6707
10/7/2021 10H,6690
10/7/2021 09H,6769
10/7/2021 08H,7053
10/7/2021 07H,8250
10/7/2021 06H,9413
10/7/2021 05H,10894
10/7/2021 04H,11918
10/7/2021 03H,12915
10/7/2021 02H,12977
10/7/2021 01H,12327
10/7/2021 00H,10424
10/6/2021 23H,9717
10/6/2021 22H,9311
10/6/2021 21H,8953
10/6/2021 20H,8928
10/6/2021 19H,9109
10/6/2021 18H,9856
10/6/2021 17H,10218
10/6/2021 16H,10810
10/6/2021 15H,11352
10/6/2021 14H,9627
10/6/2021 13H,8039
10/6/2021 12H,6978
10/6/2021 11H,6736
10/6/2021 10H,6729
10/6/2021 09H,6784
10/6/2021 08H,7009
10/6/2021 07H,7443
10/6/2021 06H,7697
10/6/2021 05H,9783
10/6/2021 04H,11069
10/6/2021 03H,12039
10/6/2021 02H,11897
10/6/2021 01H,11279
10/6/2021 00H,10538
10/5/2021 23H,9660
10/5/2021 22H,9764
10/5/2021 21H,10284
10/5/2021 20H,10624
10/5/2021 19H,11001
10/5/2021 18H,11074
10/5/2021 17H,10836
10/5/2021 16H,10829
10/5/2021 15H,11433
10/5/2021 14H,10381
10/5/2021 13H,8997
10/5/2021 12H,7677
10/5/2021 11H,7276
10/5/2021 10H,7314
10/5/2021 09H,7159
10/5/2021 08H,7198
10/5/2021 07H,8307
10/5/2021 06H,9455
10/5/2021 05H,11339
10/5/2021 04H,12790
10/5/2021 03H,13934
10/5/2021 02H,13966
10/5/2021 01H,13478
10/5/2021 00H,12470
10/4/2021 23H,11942
10/4/2021 22H,11189
10/4/2021 21H,10395
10/4/2021 20H,10197
10/4/2021 19H,10334
10/4/2021 18H,10627
10/4/2021 17H,10672
10/4/2021 16H,10605
10/4/2021 15H,11823
10/4/2021 14H,10906
10/4/2021 13H,8574
10/4/2021 12H,7190
10/4/2021 11H,6659
10/4/2021 10H,6675
10/4/2021 09H,6920
10/4/2021 08H,7191
10/4/2021 07H,8136
10/4/2021 06H,9104
10/4/2021 05H,10806
10/4/2021 04H,12521
10/4/2021 03H,13474
10/4/2021 02H,13327
10/4/2021 01H,12800
10/4/2021 00H,10911
10/3/2021 23H,9727
10/3/2021 22H,9283
10/3/2021 21H,9317
10/3/2021 20H,9182
10/3/2021 19H,8929
10/3/2021 18H,8665
10/3/2021 17H,8520
10/3/2021 16H,8166
10/3/2021 15H,7729
10/3/2021 14H,7322
10/3/2021 13H,6663
10/3/2021 12H,6251
10/3/2021 11H,6199
10/3/2021 10H,6321
10/3/2021 09H,6383
10/3/2021 08H,7160
10/3/2021 07H,7879
10/3/2021 06H,9047
10/3/2021 05H,10311
10/3/2021 04H,12262
10/3/2021 03H,13563
10/3/2021 02H,13469
10/3/2021 01H,12094
10/3/2021 00H,9929
10/2/2021 23H,9087
10/2/2021 22H,8828
10/2/2021 21H,8783
10/2/2021 20H,8890
10/2/2021 19H,9059
10/2/2021 18H,9278
10/2/2021 17H,9457
10/2/2021 16H,9549
10/2/2021 15H,9479
10/2/2021 14H,8829
10/2/2021 13H,7984
10/2/2021 12H,7441
10/2/2021 11H,7079
10/2/2021 10H,6991
10/2/2021 09H,7323
10/2/2021 08H,7636
10/2/2021 07H,8730
10/2/2021 06H,9770
10/2/2021 05H,11670
10/2/2021 04H,12463
10/2/2021 03H,13439
10/2/2021 02H,13286
10/2/2021 01H,12289
10/2/2021 00H,10697
10/1/2021 23H,9292
10/1/2021 22H,9753
10/1/2021 21H,9553
10/1/2021 20H,9691
10/1/2021 19H,9887
10/1/2021 18H,10134
10/1/2021 17H,10170
10/1/2021 16H,10622
10/1/2021 15H,11958
10/1/2021 14H,11683
10/1/2021 13H,9033
10/1/2021 12H,7859
10/1/2021 11H,7355
10/1/2021 10H,6965
10/1/2021 09H,7262
10/1/2021 08H,7978
10/1/2021 07H,8040
10/1/2021 06H,9096
10/1/2021 05H,11466
10/1/2021 04H,12304
10/1/2021 03H,12148
10/1/2021 02H,11851
10/1/2021 01H,11785
10/1/2021 00H,11184
09/30/2021 23H,10201
09/30/2021 22H,10090
09/30/2021 21H,10349
09/30/2021 20H,10220
09/30/2021 19H,9847
09/30/2021 18H,9861
09/30/2021 17H,10208
09/30/2021 16H,10176
09/30/2021 15H,11411
09/30/2021 14H,11309
09/30/2021 13H,8072
09/30/2021 12H,6439
09/30/2021 11H,6343
09/30/2021 10H,6293
09/30/2021 09H,6633
09/30/2021 08H,7394
09/30/2021 07H,8198
09/30/2021 06H,9808
09/30/2021 05H,11902
09/30/2021 04H,12750
09/30/2021 03H,13964
09/30/2021 02H,13755
09/30/2021 01H,13303
09/30/2021 00H,12190
09/29/2021 23H,11036
09/29/2021 22H,10251
09/29/2021 21H,10206
09/29/2021 20H,9835
09/29/2021 19H,9912
09/29/2021 18H,9926
09/29/2021 17H,10620
09/29/2021 16H,11003
09/29/2021 15H,11965
09/29/2021 14H,11277
09/29/2021 13H,8779
09/29/2021 12H,7287
09/29/2021 11H,6782
09/29/2021 10H,6679
09/29/2021 09H,6610
09/29/2021 08H,6783
09/29/2021 07H,7779
09/29/2021 06H,8511
09/29/2021 05H,10738
09/29/2021 04H,11615
09/29/2021 03H,12358
09/29/2021 02H,11987
09/29/2021 01H,11163
09/29/2021 00H,10244
09/28/2021 23H,8735
09/28/2021 22H,8551
09/28/2021 21H,8615
09/28/2021 20H,8736
09/28/2021 19H,8782
09/28/2021 18H,8965
09/28/2021 17H,9372
09/28/2021 16H,9803
09/28/2021 15H,10510
09/28/2021 14H,9694
09/28/2021 13H,7849
09/28/2021 12H,6742
09/28/2021 11H,6483
09/28/2021 10H,6494
09/28/2021 09H,6688
09/28/2021 08H,7270
09/28/2021 07H,7666
09/28/2021 06H,9164
09/28/2021 05H,11325
09/28/2021 04H,12460
09/28/2021 03H,13391
09/28/2021 02H,14025
09/28/2021 01H,13728
09/28/2021 00H,13031
09/27/2021 23H,11670
09/27/2021 22H,11083
09/27/2021 21H,10511
09/27/2021 20H,10068
09/27/2021 19H,9161
09/27/2021 18H,9453
09/27/2021 17H,10095
09/27/2021 16H,10300
09/27/2021 15H,10739
09/27/2021 14H,10469
09/27/2021 13H,8602
09/27/2021 12H,7470
09/27/2021 11H,7103
09/27/2021 10H,6910
09/27/2021 09H,6831
09/27/2021 08H,7331
09/27/2021 07H,7712
09/27/2021 06H,8794
09/27/2021 05H,10563
09/27/2021 04H,11577
09/27/2021 03H,12948
09/27/2021 02H,12801
09/27/2021 01H,12387
09/27/2021 00H,11353
09/26/2021 23H,10124
09/26/2021 22H,9574
09/26/2021 21H,9351
09/26/2021 20H,9240
09/26/2021 19H,8979
09/26/2021 18H,8828
09/26/2021 17H,8644
09/26/2021 16H,8289
09/26/2021 15H,8293
09/26/2021 14H,8046
09/26/2021 13H,7395
09/26/2021 12H,7154
09/26/2021 11H,7038
09/26/2021 10H,7138
09/26/2021 09H,7380
09/26/2021 08H,8066
09/26/2021 07H,7918
09/26/2021 06H,9008
09/26/2021 05H,11705
09/26/2021 04H,12872
09/26/2021 03H,13609
09/26/2021 02H,13788
09/26/2021 01H,13601
09/26/2021 00H,12752
09/25/2021 23H,10794
09/25/2021 22H,10231
09/25/2021 21H,10269
09/25/2021 20H,10200
09/25/2021 19H,10047
09/25/2021 18H,9989
09/25/2021 17H,9890
09/25/2021 16H,9509
09/25/2021 15H,9840
09/25/2021 14H,9506
09/25/2021 13H,7448
09/25/2021 12H,6860
09/25/2021 11H,6791
09/25/2021 10H,6964
09/25/2021 09H,7263
09/25/2021 08H,7977
09/25/2021 07H,8812
09/25/2021 06H,10168
09/25/2021 05H,12707
09/25/2021 04H,13924
09/25/2021 03H,14626
09/25/2021 02H,14659
09/25/2021 01H,14881
09/25/2021 00H,14175
09/24/2021 23H,13548
09/24/2021 22H,12823
09/24/2021 21H,12137
09/24/2021 20H,12225
09/24/2021 19H,11498
09/24/2021 18H,11597
09/24/2021 17H,11403
09/24/2021 16H,11854
09/24/2021 15H,12607
09/24/2021 14H,12183
09/24/2021 13H,8798
09/24/2021 12H,7389
09/24/2021 11H,7080
09/24/2021 10H,7263
09/24/2021 09H,7555
09/24/2021 08H,8009
09/24/2021 07H,9328
09/24/2021 06H,10583
09/24/2021 05H,13180
09/24/2021 04H,14636
09/24/2021 03H,15213
09/24/2021 02H,15433
09/24/2021 01H,14930
09/24/2021 00H,14527
09/23/2021 23H,13800
09/23/2021 22H,13153
09/23/2021 21H,12711
09/23/2021 20H,12602
09/23/2021 19H,11787
09/23/2021 18H,11216
09/23/2021 17H,10945
09/23/2021 16H,10961
09/23/2021 15H,11715
09/23/2021 14H,10951
09/23/2021 13H,8552
09/23/2021 12H,7292
09/23/2021 11H,6996
09/23/2021 10H,6944
09/23/2021 09H,7197
09/23/2021 08H,7280
09/23/2021 07H,7631
09/23/2021 06H,8166
09/23/2021 05H,11066
09/23/2021 04H,12374
09/23/2021 03H,12603
09/23/2021 02H,12578
09/23/2021 01H,12446
09/23/2021 00H,11737
09/22/2021 23H,11463
09/22/2021 22H,10463
09/22/2021 21H,10615
09/22/2021 20H,9904
09/22/2021 19H,10021
09/22/2021 18H,10637
09/22/2021 17H,10844
09/22/2021 16H,11215
09/22/2021 15H,11791
09/22/2021 14H,11719
09/22/2021 13H,8631
09/22/2021 12H,7471
09/22/2021 11H,7157
09/22/2021 10H,7413
09/22/2021 09H,7625
09/22/2021 08H,8260
09/22/2021 07H,8716
09/22/2021 06H,10019
09/22/2021 05H,12292
09/22/2021 04H,14144
09/22/2021 03H,14837
09/22/2021 02H,14909
09/22/2021 01H,14517
09/22/2021 00H,13475
09/21/2021 23H,12218
09/21/2021 22H,11136
09/21/2021 21H,10761
09/21/2021 20H,10679
09/21/2021 19H,10519
09/21/2021 18H,10604
09/21/2021 17H,10927
09/21/2021 16H,11137
09/21/2021 15H,11739
09/21/2021 14H,11529
09/21/2021 13H,8966
09/21/2021 12H,7536
09/21/2021 11H,6912
09/21/2021 10H,6954
09/21/2021 09H,7191
09/21/2021 08H,7425
09/21/2021 07H,8721
09/21/2021 06H,10024
09/21/2021 05H,11592
09/21/2021 04H,12964
09/21/2021 03H,13735
09/21/2021 02H,13585
09/21/2021 01H,13301
09/21/2021 00H,12381
09/20/2021 23H,11374
09/20/2021 22H,10523
09/20/2021 21H,10574
09/20/2021 20H,9834
09/20/2021 19H,9754
09/20/2021 18H,9691
09/20/2021 17H,9659
09/20/2021 16H,9813
09/20/2021 15H,9846
09/20/2021 14H,9628
09/20/2021 13H,7871
09/20/2021 12H,6888
09/20/2021 11H,6811
09/20/2021 10H,6863
09/20/2021 09H,6816
09/20/2021 08H,7022
09/20/2021 07H,7350
09/20/2021 06H,8107
09/20/2021 05H,9343
09/20/2021 04H,10211
09/20/2021 03H,10783
09/20/2021 02H,10950
09/20/2021 01H,10299
09/20/2021 00H,9563
09/19/2021 23H,8913
09/19/2021 22H,8690
09/19/2021 21H,8644
09/19/2021 20H,8519
09/19/2021 19H,8493
09/19/2021 18H,8652
09/19/2021 17H,8327
09/19/2021 16H,8024
09/19/2021 15H,7667
09/19/2021 14H,7608
09/19/2021 13H,7290
09/19/2021 12H,6882
09/19/2021 11H,6694
09/19/2021 10H,6732
09/19/2021 09H,6990
09/19/2021 08H,7484
09/19/2021 07H,7762
09/19/2021 06H,8580
09/19/2021 05H,10302
09/19/2021 04H,11493
09/19/2021 03H,11812
09/19/2021 02H,12038
09/19/2021 01H,12180
09/19/2021 00H,10839
09/18/2021 23H,9147
09/18/2021 22H,8804
09/18/2021 21H,8243
09/18/2021 20H,8543
09/18/2021 19H,8654
09/18/2021 18H,8559
09/18/2021 17H,8493
09/18/2021 16H,8242
09/18/2021 15H,8301
09/18/2021 14H,8376
09/18/2021 13H,7396
09/18/2021 12H,6374
09/18/2021 11H,6280
09/18/2021 10H,6486
09/18/2021 09H,6485
09/18/2021 08H,6890
09/18/2021 07H,7510
09/18/2021 06H,9266
09/18/2021 05H,11413
09/18/2021 04H,12554
09/18/2021 03H,13027
09/18/2021 02H,13022
09/18/2021 01H,13240
09/18/2021 00H,12787
09/17/2021 23H,11867
09/17/2021 22H,11301
09/17/2021 21H,11029
09/17/2021 20H,10542
09/17/2021 19H,10302
09/17/2021 18H,10089
09/17/2021 17H,10012
09/17/2021 16H,10165
09/17/2021 15H,10525
09/17/2021 14H,10164
09/17/2021 13H,8304
09/17/2021 12H,7329
09/17/2021 11H,6837
09/17/2021 10H,6850
09/17/2021 09H,7223
09/17/2021 08H,7759
09/17/2021 07H,8538
09/17/2021 06H,9459
09/17/2021 05H,11801
09/17/2021 04H,13133
09/17/2021 03H,13785
09/17/2021 02H,13993
09/17/2021 01H,13542
09/17/2021 00H,12574
09/16/2021 23H,11552
09/16/2021 22H,10932
09/16/2021 21H,10614
09/16/2021 20H,10385
09/16/2021 19H,10256
09/16/2021 18H,10547
09/16/2021 17H,10506
09/16/2021 16H,10618
09/16/2021 15H,10791
09/16/2021 14H,10483
09/16/2021 13H,8689
09/16/2021 12H,7399
09/16/2021 11H,6923
09/16/2021 10H,6576
09/16/2021 09H,6650
09/16/2021 08H,6867
09/16/2021 07H,3876
09/16/2021 06H,4182
09/16/2021 05H,5542
09/16/2021 04H,5878
09/16/2021 03H,6360
09/16/2021 02H,6351
09/16/2021 01H,5945
09/16/2021 00H,5603
09/15/2021 23H,5067
09/15/2021 22H,4976
09/15/2021 21H,4966
09/15/2021 20H,4906
09/15/2021 19H,4896
09/15/2021 18H,4668
09/15/2021 17H,4403
09/15/2021 16H,4470
09/15/2021 15H,4546
09/15/2021 14H,4793
09/15/2021 13H,3775
09/15/2021 12H,3269
09/15/2021 11H,2948
09/15/2021 10H,3061
09/15/2021 09H,3234
09/15/2021 08H,7109
09/15/2021 07H,7203
09/15/2021 06H,8402
09/15/2021 05H,10452
09/15/2021 04H,12249
09/15/2021 03H,12902
09/15/2021 02H,13470
09/15/2021 01H,13064
09/15/2021 00H,12330
09/14/2021 23H,11659
09/14/2021 22H,11392
09/14/2021 21H,11095
09/14/2021 20H,10940
09/14/2021 19H,10651
09/14/2021 18H,10294
09/14/2021 17H,10196
09/14/2021 16H,10342
09/14/2021 15H,10563
09/14/2021 14H,10139
09/14/2021 13H,7954
09/14/2021 12H,6753
09/14/2021 11H,6437
09/14/2021 10H,6388
09/14/2021 09H,6538
09/14/2021 08H,6880
09/14/2021 07H,7836
09/14/2021 06H,9023
09/14/2021 05H,10718
09/14/2021 04H,12684
09/14/2021 03H,13822
09/14/2021 02H,14367
09/14/2021 01H,14395
09/14/2021 00H,13137
09/13/2021 23H,12225
09/13/2021 22H,11858
09/13/2021 21H,11527
09/13/2021 20H,11270
09/13/2021 19H,10547
09/13/2021 18H,10238
09/13/2021 17H,9915
09/13/2021 16H,9612
09/13/2021 15H,9994
09/13/2021 14H,9366
09/13/2021 13H,7511
09/13/2021 12H,6514
09/13/2021 11H,6175
09/13/2021 10H,6223
09/13/2021 09H,6032
09/13/2021 08H,6131
09/13/2021 07H,6522
09/13/2021 06H,7440
09/13/2021 05H,8723
09/13/2021 04H,10024
09/13/2021 03H,10958
09/13/2021 02H,11374
09/13/2021 01H,10747
09/13/2021 00H,10074
09/12/2021 23H,9312
09/12/2021 22H,9303
09/12/2021 21H,9131
09/12/2021 20H,9152
09/12/2021 19H,9096
09/12/2021 18H,8907
09/12/2021 17H,8248
09/12/2021 16H,8107
09/12/2021 15H,7118
09/12/2021 14H,6953
09/12/2021 13H,6552
09/12/2021 12H,6221
09/12/2021 11H,6242
09/12/2021 10H,6234
09/12/2021 09H,6472
09/12/2021 08H,7244
09/12/2021 07H,8216
09/12/2021 06H,9505
09/12/2021 05H,11361
09/12/2021 04H,12972
09/12/2021 03H,13518
09/12/2021 02H,13703
09/12/2021 01H,13421
09/12/2021 00H,12573
09/11/2021 23H,11598
09/11/2021 22H,10856
09/11/2021 21H,10253
09/11/2021 20H,9768
09/11/2021 19H,8819
09/11/2021 18H,8222
09/11/2021 17H,7609
09/11/2021 16H,7893
09/11/2021 15H,7598
09/11/2021 14H,7513
09/11/2021 13H,6834
09/11/2021 12H,6563
09/11/2021 11H,6566
09/11/2021 10H,6657
09/11/2021 09H,6494
09/11/2021 08H,6918
09/11/2021 07H,7274
09/11/2021 06H,7575
09/11/2021 05H,9908
09/11/2021 04H,11075
09/11/2021 03H,11573
09/11/2021 02H,11879
09/11/2021 01H,11987
09/11/2021 00H,11988
09/10/2021 23H,11616
09/10/2021 22H,10557
09/10/2021 21H,10111
09/10/2021 20H,10435
09/10/2021 19H,10356
09/10/2021 18H,10302
09/10/2021 17H,9818
09/10/2021 16H,9742
09/10/2021 15H,10079
09/10/2021 14H,9356
09/10/2021 13H,7856
09/10/2021 12H,7120
09/10/2021 11H,6899
09/10/2021 10H,6818
09/10/2021 09H,6975
09/10/2021 08H,7203
09/10/2021 07H,8527
09/10/2021 06H,9633
09/10/2021 05H,11352
09/10/2021 04H,13343
09/10/2021 03H,13689
09/10/2021 02H,15334
09/10/2021 01H,15645
09/10/2021 00H,14953
09/9/2021 23H,13667
09/9/2021 22H,12642
09/9/2021 21H,11763
09/9/2021 20H,11017
09/9/2021 19H,9987
09/9/2021 18H,9337
09/9/2021 17H,8710
09/9/2021 16H,8177
09/9/2021 15H,8331
09/9/2021 14H,8103
09/9/2021 13H,7245
09/9/2021 12H,6988
09/9/2021 11H,6699
09/9/2021 10H,6954
09/9/2021 09H,6963
09/9/2021 08H,7290
09/9/2021 07H,8165
09/9/2021 06H,9334
09/9/2021 05H,11793
09/9/2021 04H,13718
09/9/2021 03H,14741
09/9/2021 02H,15423
09/9/2021 01H,14956
09/9/2021 00H,14004
09/8/2021 23H,12662
09/8/2021 22H,11997
09/8/2021 21H,10962
09/8/2021 20H,10490
09/8/2021 19H,9209
09/8/2021 18H,8590
09/8/2021 17H,8622
09/8/2021 16H,9221
09/8/2021 15H,9225
09/8/2021 14H,9288
09/8/2021 13H,7966
09/8/2021 12H,7390
09/8/2021 11H,6571
09/8/2021 10H,6406
09/8/2021 09H,6523
09/8/2021 08H,7835
09/8/2021 07H,8719
09/8/2021 06H,10220
09/8/2021 05H,12532
09/8/2021 04H,13938
09/8/2021 03H,14508
09/8/2021 02H,15433
09/8/2021 01H,15058
09/8/2021 00H,14499
09/7/2021 23H,13520
09/7/2021 22H,12940
09/7/2021 21H,12035
09/7/2021 20H,11064
09/7/2021 19H,10233
09/7/2021 18H,9998
09/7/2021 17H,9661
09/7/2021 16H,9614
09/7/2021 15H,9598
09/7/2021 14H,9229
09/7/2021 13H,7483
09/7/2021 12H,6694
09/7/2021 11H,6453
09/7/2021 10H,6657
09/7/2021 09H,6932
09/7/2021 08H,7087
09/7/2021 07H,8344
09/7/2021 06H,9648
09/7/2021 05H,11555
09/7/2021 04H,13423
09/7/2021 03H,14231
09/7/2021 02H,14915
09/7/2021 01H,14727
09/7/2021 00H,13688
09/6/2021 23H,12417
09/6/2021 22H,10605
09/6/2021 21H,9942
09/6/2021 20H,9571
09/6/2021 19H,8966
09/6/2021 18H,8389
09/6/2021 17H,7810
09/6/2021 16H,7500
09/6/2021 15H,7310
09/6/2021 14H,7233
09/6/2021 13H,6808
09/6/2021 12H,6871
09/6/2021 11H,7057
09/6/2021 10H,6669
09/6/2021 09H,6599
09/6/2021 08H,6822
09/6/2021 07H,7631
09/6/2021 06H,8342
09/6/2021 05H,10322
09/6/2021 04H,11655
09/6/2021 03H,12466
09/6/2021 02H,12768
09/6/2021 01H,12601
09/6/2021 00H,11974
09/5/2021 23H,11199
09/5/2021 22H,10606
09/5/2021 21H,10181
09/5/2021 20H,9668
09/5/2021 19H,8955
09/5/2021 18H,8437
09/5/2021 17H,8078
09/5/2021 16H,7567
09/5/2021 15H,7248
09/5/2021 14H,7125
09/5/2021 13H,6776
09/5/2021 12H,6746
09/5/2021 11H,6739
09/5/2021 10H,6892
09/5/2021 09H,6810
09/5/2021 08H,7401
09/5/2021 07H,7985
09/5/2021 06H,9008
09/5/2021 05H,10805
09/5/2021 04H,12069
09/5/2021 03H,12746
09/5/2021 02H,13377
09/5/2021 01H,13246
09/5/2021 00H,12855
09/4/2021 23H,11515
09/4/2021 22H,10888
09/4/2021 21H,10354
09/4/2021 20H,10321
09/4/2021 19H,10015
09/4/2021 18H,9730
09/4/2021 17H,9378
09/4/2021 16H,9004
09/4/2021 15H,8724
09/4/2021 14H,8281
09/4/2021 13H,7466
09/4/2021 12H,7223
09/4/2021 11H,7097
09/4/2021 10H,7258
09/4/2021 09H,7624
09/4/2021 08H,8124
09/4/2021 07H,8860
09/4/2021 06H,9929
09/4/2021 05H,12550
09/4/2021 04H,13539
09/4/2021 03H,14308
09/4/2021 02H,14800
09/4/2021 01H,14695
09/4/2021 00H,14008
09/3/2021 23H,13587
09/3/2021 22H,13026
09/3/2021 21H,12431
09/3/2021 20H,11701
09/3/2021 19H,11400
09/3/2021 18H,10986
09/3/2021 17H,10861
09/3/2021 16H,10952
09/3/2021 15H,10882
09/3/2021 14H,10594
09/3/2021 13H,8386
09/3/2021 12H,7564
09/3/2021 11H,7314
09/3/2021 10H,7365
09/3/2021 09H,7785
09/3/2021 08H,8536
09/3/2021 07H,9553
09/3/2021 06H,10976
09/3/2021 05H,13434
09/3/2021 04H,14449
09/3/2021 03H,15079
09/3/2021 02H,15372
09/3/2021 01H,14620
09/3/2021 00H,14120
09/2/2021 23H,13388
09/2/2021 22H,12853
09/2/2021 21H,12266
09/2/2021 20H,11750
09/2/2021 19H,11575
09/2/2021 18H,11542
09/2/2021 17H,11223
09/2/2021 16H,11152
09/2/2021 15H,11456
09/2/2021 14H,11013
09/2/2021 13H,8834
09/2/2021 12H,7882
09/2/2021 11H,7610
09/2/2021 10H,7570
09/2/2021 09H,7934
09/2/2021 08H,8451
09/2/2021 07H,9803
09/2/2021 06H,11525
09/2/2021 05H,13645
09/2/2021 04H,14439
09/2/2021 03H,15108
09/2/2021 02H,15355
09/2/2021 01H,15284
09/2/2021 00H,14527
09/1/2021 23H,14025
09/1/2021 22H,13517
09/1/2021 21H,13133
09/1/2021 20H,12369
09/1/2021 19H,12077
09/1/2021 18H,12149
09/1/2021 17H,12243
09/1/2021 16H,12497
09/1/2021 15H,12512
09/1/2021 14H,11775
09/1/2021 13H,9313
09/1/2021 12H,8184
09/1/2021 11H,8124
09/1/2021 10H,8125
09/1/2021 09H,8769
09/1/2021 08H,9983
09/1/2021 07H,10649
09/1/2021 06H,11504
09/1/2021 05H,13440
09/1/2021 04H,14256
09/1/2021 03H,13750
09/1/2021 02H,13792
09/1/2021 01H,13724
09/1/2021 00H,13817
08/31/2021 23H,13466
08/31/2021 22H,13467
08/31/2021 21H,12925
08/31/2021 20H,12591
08/31/2021 19H,12098
08/31/2021 18H,11420
08/31/2021 17H,11049
08/31/2021 16H,10956
08/31/2021 15H,10918
08/31/2021 14H,10285
08/31/2021 13H,8489
08/31/2021 12H,7886
08/31/2021 11H,7553
08/31/2021 10H,7471
08/31/2021 09H,7696
08/31/2021 08H,7467
08/31/2021 07H,8451
08/31/2021 06H,9361
08/31/2021 05H,11224
08/31/2021 04H,12394
08/31/2021 03H,12794
08/31/2021 02H,13160
08/31/2021 01H,13489
08/31/2021 00H,13228
08/30/2021 23H,12264
08/30/2021 22H,11676
08/30/2021 21H,11389
08/30/2021 20H,11167
08/30/2021 19H,10460
08/30/2021 18H,9900
08/30/2021 17H,9717
08/30/2021 16H,9972
08/30/2021 15H,9739
08/30/2021 14H,8915
08/30/2021 13H,7711
08/30/2021 12H,7110
08/30/2021 11H,7316
08/30/2021 10H,7516
08/30/2021 09H,7759
08/30/2021 08H,8708
08/30/2021 07H,9188
08/30/2021 06H,10234
08/30/2021 05H,13105
08/30/2021 04H,14901
08/30/2021 03H,15636
08/30/2021 02H,16612
08/30/2021 01H,16320
08/30/2021 00H,15783
08/29/2021 23H,15060
08/29/2021 22H,14650
08/29/2021 21H,14031
08/29/2021 20H,12820
08/29/2021 19H,11171
08/29/2021 18H,10586
08/29/2021 17H,9939
08/29/2021 16H,9767
08/29/2021 15H,9077
08/29/2021 14H,8597
08/29/2021 13H,8180
08/29/2021 12H,7967
08/29/2021 11H,8229
08/29/2021 10H,8543
08/29/2021 09H,9056
08/29/2021 08H,9651
08/29/2021 07H,11146
08/29/2021 06H,12628
08/29/2021 05H,14803
08/29/2021 04H,15925
08/29/2021 03H,16847
08/29/2021 02H,17390
08/29/2021 01H,16903
08/29/2021 00H,16677
08/28/2021 23H,15884
08/28/2021 22H,15127
08/28/2021 21H,14790
08/28/2021 20H,13996
08/28/2021 19H,13272
08/28/2021 18H,12860
08/28/2021 17H,12235
08/28/2021 16H,11904
08/28/2021 15H,11558
08/28/2021 14H,11251
08/28/2021 13H,9363
08/28/2021 12H,8877
08/28/2021 11H,8726
08/28/2021 10H,8911
08/28/2021 09H,9121
08/28/2021 08H,10252
08/28/2021 07H,11443
08/28/2021 06H,13113
08/28/2021 05H,14585
08/28/2021 04H,15623
08/28/2021 03H,15534
08/28/2021 02H,16156
08/28/2021 01H,16386
08/28/2021 00H,15828
08/27/2021 23H,15909
08/27/2021 22H,15783
08/27/2021 21H,15391
08/27/2021 20H,14516
08/27/2021 19H,13445
08/27/2021 18H,12997
08/27/2021 17H,12830
08/27/2021 16H,12532
08/27/2021 15H,11808
08/27/2021 14H,11283
08/27/2021 13H,9445
08/27/2021 12H,8765
08/27/2021 11H,8632
08/27/2021 10H,8648
08/27/2021 09H,9431
08/27/2021 08H,9828
08/27/2021 07H,10940
08/27/2021 06H,12705
08/27/2021 05H,14844
08/27/2021 04H,16143
08/27/2021 03H,16565
08/27/2021 02H,16481
08/27/2021 01H,16427
08/27/2021 00H,16237
08/26/2021 23H,15853
08/26/2021 22H,15834
08/26/2021 21H,15694
08/26/2021 20H,14755
08/26/2021 19H,14615
08/26/2021 18H,13793
08/26/2021 17H,13783
08/26/2021 16H,12846
08/26/2021 15H,13291
08/26/2021 14H,12967
08/26/2021 13H,10631
08/26/2021 12H,10238
08/26/2021 11H,10099
08/26/2021 10H,9832
08/26/2021 09H,9954
08/26/2021 08H,10588
08/26/2021 07H,10189
08/26/2021 06H,11495
08/26/2021 05H,13715
08/26/2021 04H,15379
08/26/2021 03H,16048
08/26/2021 02H,16908
08/26/2021 01H,17298
08/26/2021 00H,17396
08/25/2021 23H,17082
08/25/2021 22H,17263
08/25/2021 21H,16860
08/25/2021 20H,16201
08/25/2021 19H,14898
08/25/2021 18H,14063
08/25/2021 17H,13355
08/25/2021 16H,13001
08/25/2021 15H,13025
08/25/2021 14H,12670
08/25/2021 13H,10195
08/25/2021 12H,8803
08/25/2021 11H,8398
08/25/2021 10H,8646
08/25/2021 09H,9010
08/25/2021 08H,9738
08/25/2021 07H,10938
08/25/2021 06H,12449
08/25/2021 05H,15333
08/25/2021 04H,16653
08/25/2021 03H,17367
08/25/2021 02H,17558
08/25/2021 01H,16833
08/25/2021 00H,15748
08/24/2021 23H,15719
08/24/2021 22H,15341
