Net generation from nuclear for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.NUC.H
19:02:21 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.NUC.H megawatthours
12/17/2018 07H,100977
12/17/2018 06H,101001
12/17/2018 05H,100592
12/17/2018 04H,100943
12/17/2018 03H,100987
12/17/2018 02H,100982
12/17/2018 01H,101022
12/17/2018 00H,100952
12/16/2018 23H,100810
12/16/2018 22H,100579
12/16/2018 21H,100157
12/16/2018 20H,100202
12/16/2018 19H,100228
12/16/2018 18H,100144
12/16/2018 17H,100072
12/16/2018 16H,100075
12/16/2018 15H,100478
12/16/2018 14H,100575
12/16/2018 13H,100485
12/16/2018 12H,100415
12/16/2018 11H,100207
12/16/2018 10H,99943
12/16/2018 09H,99694
12/16/2018 08H,99306
12/16/2018 07H,99040
12/16/2018 06H,99086
12/16/2018 05H,99470
12/16/2018 04H,99176
12/16/2018 03H,99441
12/16/2018 02H,99470
12/16/2018 01H,99633
12/16/2018 00H,99526
12/15/2018 23H,99406
12/15/2018 22H,99434
12/15/2018 21H,99037
12/15/2018 20H,99130
12/15/2018 19H,99027
12/15/2018 18H,99082
12/15/2018 17H,99162
12/15/2018 16H,99260
12/15/2018 15H,99394
12/15/2018 14H,99389
12/15/2018 13H,99425
12/15/2018 12H,99321
12/15/2018 11H,99151
12/15/2018 10H,98966
12/15/2018 09H,98830
12/15/2018 08H,98784
12/15/2018 07H,98771
12/15/2018 06H,99009
12/15/2018 05H,99374
12/15/2018 04H,98928
12/15/2018 03H,99434
12/15/2018 02H,99654
12/15/2018 01H,99984
12/15/2018 00H,100118
12/14/2018 23H,100146
12/14/2018 22H,100104
12/14/2018 21H,100032
12/14/2018 20H,100158
12/14/2018 19H,100161
12/14/2018 18H,100222
12/14/2018 17H,100244
12/14/2018 16H,100243
12/14/2018 15H,100266
12/14/2018 14H,100261
12/14/2018 13H,100267
12/14/2018 12H,100309
12/14/2018 11H,100195
12/14/2018 10H,100146
12/14/2018 09H,100222
12/14/2018 08H,100234
12/14/2018 07H,100223
12/14/2018 06H,100180
12/14/2018 05H,100436
12/14/2018 04H,100349
12/14/2018 03H,100455
12/14/2018 02H,100505
12/14/2018 01H,100499
12/14/2018 00H,100505
12/13/2018 23H,100488
12/13/2018 22H,100521
12/13/2018 21H,100460
12/13/2018 20H,100430
12/13/2018 19H,100447
12/13/2018 18H,100443
12/13/2018 17H,100501
12/13/2018 16H,100466
12/13/2018 15H,100370
12/13/2018 14H,100526
12/13/2018 13H,100539
12/13/2018 12H,100528
12/13/2018 11H,100398
12/13/2018 10H,100226
12/13/2018 09H,100072
12/13/2018 08H,100069
12/13/2018 07H,100154
12/13/2018 06H,100132
12/13/2018 05H,100197
12/13/2018 04H,100221
12/13/2018 03H,100149
12/13/2018 02H,100121
12/13/2018 01H,100116
12/13/2018 00H,100093
12/12/2018 23H,100094
12/12/2018 22H,100161
12/12/2018 21H,100135
12/12/2018 20H,101425
12/12/2018 19H,101575
12/12/2018 18H,101543
12/12/2018 17H,101566
12/12/2018 16H,101535
12/12/2018 15H,101496
12/12/2018 14H,101491
12/12/2018 13H,101424
12/12/2018 12H,101300
12/12/2018 11H,101202
12/12/2018 10H,101067
12/12/2018 09H,100984
12/12/2018 08H,100765
12/12/2018 07H,100917
12/12/2018 06H,100896
12/12/2018 05H,100769
12/12/2018 04H,100746
12/12/2018 03H,100740
12/12/2018 02H,100720
12/12/2018 01H,100723
12/12/2018 00H,100736
12/11/2018 23H,100647
12/11/2018 22H,100550
12/11/2018 21H,100372
12/11/2018 20H,100350
12/11/2018 19H,100348
12/11/2018 18H,100432
12/11/2018 17H,100398
12/11/2018 16H,100399
12/11/2018 15H,100426
12/11/2018 14H,100464
12/11/2018 13H,100404
12/11/2018 12H,100371
12/11/2018 11H,100383
12/11/2018 10H,100272
12/11/2018 09H,100283
12/11/2018 08H,100290
12/11/2018 07H,100220
12/11/2018 06H,100172
12/11/2018 05H,100131
12/11/2018 04H,100099
12/11/2018 03H,100023
12/11/2018 02H,100114
12/11/2018 01H,100065
12/11/2018 00H,100037
12/10/2018 23H,100001
12/10/2018 22H,99910
12/10/2018 21H,99921
12/10/2018 20H,99900
12/10/2018 19H,99889
12/10/2018 18H,99860
12/10/2018 17H,99884
12/10/2018 16H,99915
12/10/2018 15H,99851
12/10/2018 14H,99796
12/10/2018 13H,99725
12/10/2018 12H,99717
12/10/2018 11H,99654
12/10/2018 10H,99643
12/10/2018 09H,99479
12/10/2018 08H,99548
12/10/2018 07H,99594
12/10/2018 06H,99508
12/10/2018 05H,99146
12/10/2018 04H,100153
12/10/2018 03H,100377
12/10/2018 02H,100649
12/10/2018 01H,100750
12/10/2018 00H,100684
12/9/2018 23H,100547
12/9/2018 22H,100474
12/9/2018 21H,100370
12/9/2018 20H,100293
12/9/2018 19H,100213
12/9/2018 18H,100187
12/9/2018 17H,100200
12/9/2018 16H,100224
12/9/2018 15H,100218
12/9/2018 14H,100132
12/9/2018 13H,100099
12/9/2018 12H,99955
12/9/2018 11H,99625
12/9/2018 10H,99433
12/9/2018 09H,99303
12/9/2018 08H,99318
12/9/2018 07H,99288
12/9/2018 06H,99211
12/9/2018 05H,99041
12/9/2018 04H,98909
12/9/2018 03H,99248
12/9/2018 02H,99720
12/9/2018 01H,99785
12/9/2018 00H,99828
12/8/2018 23H,99740
12/8/2018 22H,99452
12/8/2018 21H,99328
12/8/2018 20H,98930
12/8/2018 19H,98755
12/8/2018 18H,98624
12/8/2018 17H,98633
12/8/2018 16H,99062
12/8/2018 15H,99257
12/8/2018 14H,99146
12/8/2018 13H,99082
12/8/2018 12H,98859
12/8/2018 11H,98773
12/8/2018 10H,98655
12/8/2018 09H,98525
12/8/2018 08H,98442
12/8/2018 07H,98335
12/8/2018 06H,98095
12/8/2018 05H,97907
12/8/2018 04H,98193
12/8/2018 03H,98525
12/8/2018 02H,98569
12/8/2018 01H,98571
12/8/2018 00H,98613
12/7/2018 23H,98603
12/7/2018 22H,98511
12/7/2018 21H,98345
12/7/2018 20H,98315
12/7/2018 19H,98311
12/7/2018 18H,98311
12/7/2018 17H,98302
12/7/2018 16H,98402
12/7/2018 15H,98385
12/7/2018 14H,98396
12/7/2018 13H,98322
12/7/2018 12H,98316
12/7/2018 11H,98149
12/7/2018 10H,97725
12/7/2018 09H,97688
12/7/2018 08H,97630
12/7/2018 07H,97750
12/7/2018 06H,97639
12/7/2018 05H,97525
12/7/2018 04H,97615
12/7/2018 03H,97685
12/7/2018 02H,97430
12/7/2018 01H,97303
12/7/2018 00H,97286
12/6/2018 23H,97380
12/6/2018 22H,97466
12/6/2018 21H,97472
12/6/2018 20H,97489
12/6/2018 19H,97531
12/6/2018 18H,97524
12/6/2018 17H,97473
12/6/2018 16H,97414
12/6/2018 15H,97455
12/6/2018 14H,97489
12/6/2018 13H,97471
12/6/2018 12H,97414
12/6/2018 11H,97419
12/6/2018 10H,97276
12/6/2018 09H,97232
12/6/2018 08H,97181
12/6/2018 07H,97143
12/6/2018 06H,97135
12/6/2018 05H,97233
12/6/2018 04H,97126
12/6/2018 03H,97130
12/6/2018 02H,97158
12/6/2018 01H,97142
12/6/2018 00H,97129
12/5/2018 23H,97141
12/5/2018 22H,97615
12/5/2018 21H,97664
12/5/2018 20H,97664
12/5/2018 19H,97526
12/5/2018 18H,97708
12/5/2018 17H,97692
12/5/2018 16H,97540
12/5/2018 15H,97739
12/5/2018 14H,97735
12/5/2018 13H,97733
12/5/2018 12H,97725
12/5/2018 11H,97566
12/5/2018 10H,97368
12/5/2018 09H,97367
12/5/2018 08H,97395
12/5/2018 07H,97544
12/5/2018 06H,97547
12/5/2018 05H,97528
12/5/2018 04H,97577
12/5/2018 03H,97598
12/5/2018 02H,97506
12/5/2018 01H,97384
12/5/2018 00H,97233
12/4/2018 23H,96946
12/4/2018 22H,96869
12/4/2018 21H,96864
12/4/2018 20H,96904
12/4/2018 19H,96878
12/4/2018 18H,96849
12/4/2018 17H,96843
12/4/2018 16H,96888
12/4/2018 15H,96926
12/4/2018 14H,96945
12/4/2018 13H,96930
12/4/2018 12H,96890
12/4/2018 11H,96740
12/4/2018 10H,96755
12/4/2018 09H,96741
12/4/2018 08H,96673
12/4/2018 07H,96826
12/4/2018 06H,96800
12/4/2018 05H,96632
12/4/2018 04H,96766
12/4/2018 03H,96758
12/4/2018 02H,96655
12/4/2018 01H,96596
12/4/2018 00H,96469
12/3/2018 23H,96311
12/3/2018 22H,96189
12/3/2018 21H,96123
12/3/2018 20H,96074
12/3/2018 19H,96034
12/3/2018 18H,95976
12/3/2018 17H,95951
12/3/2018 16H,95938
12/3/2018 15H,95955
12/3/2018 14H,95971
12/3/2018 13H,95925
12/3/2018 12H,95985
12/3/2018 11H,95749
12/3/2018 10H,95662
12/3/2018 09H,95663
12/3/2018 08H,95658
12/3/2018 07H,95618
12/3/2018 06H,95837
12/3/2018 05H,95793
12/3/2018 04H,95991
12/3/2018 03H,95987
12/3/2018 02H,95893
12/3/2018 01H,95949
12/3/2018 00H,95948
12/2/2018 23H,95926
12/2/2018 22H,95846
12/2/2018 21H,95766
12/2/2018 20H,95933
12/2/2018 19H,95997
12/2/2018 18H,95982
12/2/2018 17H,96004
12/2/2018 16H,95997
12/2/2018 15H,96019
12/2/2018 14H,96184
12/2/2018 13H,96221
12/2/2018 12H,95860
12/2/2018 11H,95749
12/2/2018 10H,95760
12/2/2018 09H,95699
12/2/2018 08H,95642
12/2/2018 07H,95837
12/2/2018 06H,95724
12/2/2018 05H,95576
12/2/2018 04H,96019
12/2/2018 03H,96024
12/2/2018 02H,96058
12/2/2018 01H,96089
12/2/2018 00H,96053
12/1/2018 23H,96036
12/1/2018 22H,95978
12/1/2018 21H,95970
12/1/2018 20H,95888
12/1/2018 19H,95924
12/1/2018 18H,97133
12/1/2018 17H,97152
12/1/2018 16H,97182
12/1/2018 15H,97092
12/1/2018 14H,97040
12/1/2018 13H,97035
12/1/2018 12H,96950
12/1/2018 11H,96809
12/1/2018 10H,96673
12/1/2018 09H,96478
12/1/2018 08H,96465
12/1/2018 07H,96274
12/1/2018 06H,96189
12/1/2018 05H,96437
12/1/2018 04H,96080
12/1/2018 03H,96154
12/1/2018 02H,96506
12/1/2018 01H,96820
12/1/2018 00H,96905
11/30/2018 23H,97026
11/30/2018 22H,97167
11/30/2018 21H,97082
11/30/2018 20H,97096
11/30/2018 19H,97107
11/30/2018 18H,97112
11/30/2018 17H,97163
11/30/2018 16H,97135
11/30/2018 15H,97108
11/30/2018 14H,97140
11/30/2018 13H,97111
11/30/2018 12H,97079
11/30/2018 11H,96285
11/30/2018 10H,97182
11/30/2018 09H,97115
11/30/2018 08H,97064
11/30/2018 07H,93221
11/30/2018 06H,97011
11/30/2018 05H,97144
11/30/2018 04H,97067
11/30/2018 03H,97211
11/30/2018 02H,97236
11/30/2018 01H,97260
11/30/2018 00H,97237
11/29/2018 23H,97227
11/29/2018 22H,97138
11/29/2018 21H,97091
11/29/2018 20H,96932
11/29/2018 19H,96959
11/29/2018 18H,97038
11/29/2018 17H,97060
11/29/2018 16H,97194
11/29/2018 15H,97359
11/29/2018 14H,97389
11/29/2018 13H,97364
11/29/2018 12H,97277
11/29/2018 11H,97280
11/29/2018 10H,97341
11/29/2018 09H,97393
11/29/2018 08H,97520
11/29/2018 07H,97803
11/29/2018 06H,97717
11/29/2018 05H,97783
11/29/2018 04H,97801
11/29/2018 03H,97800
11/29/2018 02H,97790
11/29/2018 01H,97758
11/29/2018 00H,97763
11/28/2018 23H,97797
11/28/2018 22H,97649
11/28/2018 21H,97586
11/28/2018 20H,97585
11/28/2018 19H,97559
11/28/2018 18H,97547
11/28/2018 17H,97511
11/28/2018 16H,97519
11/28/2018 15H,97516
11/28/2018 14H,97513
11/28/2018 13H,97499
11/28/2018 12H,97442
11/28/2018 11H,97356
11/28/2018 10H,97214
11/28/2018 09H,97067
11/28/2018 08H,97276
11/28/2018 07H,97250
11/28/2018 06H,97180
11/28/2018 05H,97040
11/28/2018 04H,97038
11/28/2018 03H,97112
11/28/2018 02H,97115
11/28/2018 01H,97137
11/28/2018 00H,97122
11/27/2018 23H,97117
11/27/2018 22H,97082
11/27/2018 21H,97068
11/27/2018 20H,97049
11/27/2018 19H,97058
11/27/2018 18H,97000
11/27/2018 17H,97032
11/27/2018 16H,97068
11/27/2018 15H,97085
11/27/2018 14H,97076
11/27/2018 13H,97014
11/27/2018 12H,96974
11/27/2018 11H,96994
11/27/2018 10H,96785
11/27/2018 09H,96785
11/27/2018 08H,96795
11/27/2018 07H,96802
11/27/2018 06H,96952
11/27/2018 05H,96972
11/27/2018 04H,96979
11/27/2018 03H,96998
11/27/2018 02H,97004
11/27/2018 01H,97006
11/27/2018 00H,97058
11/26/2018 23H,97014
11/26/2018 22H,96821
11/26/2018 21H,96805
11/26/2018 20H,96803
11/26/2018 19H,96761
11/26/2018 18H,96745
11/26/2018 17H,96814
11/26/2018 16H,96764
11/26/2018 15H,96797
11/26/2018 14H,96765
11/26/2018 13H,96830
11/26/2018 12H,96805
11/26/2018 11H,96615
11/26/2018 10H,96373
11/26/2018 09H,96352
11/26/2018 08H,96323
11/26/2018 07H,96291
11/26/2018 06H,96309
11/26/2018 05H,96450
11/26/2018 04H,96429
11/26/2018 03H,96641
11/26/2018 02H,96653
11/26/2018 01H,96599
11/26/2018 00H,96489
11/25/2018 23H,96358
11/25/2018 22H,96159
11/25/2018 21H,96204
11/25/2018 20H,96248
11/25/2018 19H,96261
11/25/2018 18H,96319
11/25/2018 17H,96319
11/25/2018 16H,96300
11/25/2018 15H,96323
11/25/2018 14H,96345
11/25/2018 13H,96345
11/25/2018 12H,96318
11/25/2018 11H,96139
11/25/2018 10H,96304
11/25/2018 09H,96111
11/25/2018 08H,96037
11/25/2018 07H,96242
11/25/2018 06H,96258
11/25/2018 05H,96257
11/25/2018 04H,96146
11/25/2018 03H,96099
11/25/2018 02H,96091
11/25/2018 01H,96122
11/25/2018 00H,96011
11/24/2018 23H,96026
11/24/2018 22H,96006
11/24/2018 21H,95975
11/24/2018 20H,95931
11/24/2018 19H,95893
11/24/2018 18H,95921
11/24/2018 17H,95869
11/24/2018 16H,95818
11/24/2018 15H,95834
11/24/2018 14H,95797
11/24/2018 13H,95802
11/24/2018 12H,95741
11/24/2018 11H,95589
11/24/2018 10H,95506
11/24/2018 09H,95553
11/24/2018 08H,95390
11/24/2018 07H,95481
11/24/2018 06H,95542
11/24/2018 05H,95504
11/24/2018 04H,95510
11/24/2018 03H,95399
11/24/2018 02H,95520
11/24/2018 01H,95518
11/24/2018 00H,95521
11/23/2018 23H,95478
11/23/2018 22H,95464
11/23/2018 21H,95321
11/23/2018 20H,95223
11/23/2018 19H,95236
11/23/2018 18H,95185
11/23/2018 17H,95114
11/23/2018 16H,95135
11/23/2018 15H,95148
11/23/2018 14H,95159
11/23/2018 13H,95137
11/23/2018 12H,95174
11/23/2018 11H,95443
11/23/2018 10H,95413
11/23/2018 09H,95393
11/23/2018 08H,95442
11/23/2018 07H,95420
11/23/2018 06H,95310
11/23/2018 05H,95404
11/23/2018 04H,95466
11/23/2018 03H,95410
11/23/2018 02H,95375
11/23/2018 01H,95483
11/23/2018 00H,95451
11/22/2018 23H,95437
11/22/2018 22H,95395
11/22/2018 21H,95365
11/22/2018 20H,95319
11/22/2018 19H,95126
11/22/2018 18H,95095
11/22/2018 17H,95009
11/22/2018 16H,94931
11/22/2018 15H,95119
11/22/2018 14H,95250
11/22/2018 13H,95198
11/22/2018 12H,95088
11/22/2018 11H,95062
11/22/2018 10H,94959
11/22/2018 09H,94878
11/22/2018 08H,94794
11/22/2018 07H,94767
11/22/2018 06H,94691
11/22/2018 05H,93539
11/22/2018 04H,93716
11/22/2018 03H,93809
11/22/2018 02H,94705
11/22/2018 01H,94734
11/22/2018 00H,94668
11/21/2018 23H,94617
11/21/2018 22H,94649
11/21/2018 21H,94637
11/21/2018 20H,94603
11/21/2018 19H,94634
11/21/2018 18H,94597
11/21/2018 17H,94661
11/21/2018 16H,94685
11/21/2018 15H,94701
11/21/2018 14H,94745
11/21/2018 13H,94733
11/21/2018 12H,94665
11/21/2018 11H,94434
11/21/2018 10H,93441
11/21/2018 09H,93340
11/21/2018 08H,93440
11/21/2018 07H,93428
11/21/2018 06H,93517
11/21/2018 05H,93485
11/21/2018 04H,93535
11/21/2018 03H,93661
11/21/2018 02H,93658
11/21/2018 01H,94464
11/21/2018 00H,94448
11/20/2018 23H,94544
11/20/2018 22H,94496
11/20/2018 21H,94442
11/20/2018 20H,94384
11/20/2018 19H,94359
11/20/2018 18H,94338
11/20/2018 17H,94130
11/20/2018 16H,94124
11/20/2018 15H,94134
11/20/2018 14H,93956
11/20/2018 13H,93945
11/20/2018 12H,93892
11/20/2018 11H,93611
11/20/2018 10H,93436
11/20/2018 09H,93272
11/20/2018 08H,93367
11/20/2018 07H,93335
11/20/2018 06H,93381
11/20/2018 05H,93447
11/20/2018 04H,93363
11/20/2018 03H,93372
11/20/2018 02H,93577
11/20/2018 01H,93547
11/20/2018 00H,93543
11/19/2018 23H,93504
11/19/2018 22H,93492
11/19/2018 21H,93476
11/19/2018 20H,93432
11/19/2018 19H,93423
11/19/2018 18H,93441
11/19/2018 17H,93500
11/19/2018 16H,93521
11/19/2018 15H,93469
11/19/2018 14H,93452
11/19/2018 13H,93473
11/19/2018 12H,93420
11/19/2018 11H,93313
11/19/2018 10H,93238
11/19/2018 09H,93066
11/19/2018 08H,93047
11/19/2018 07H,93154
11/19/2018 06H,93202
11/19/2018 05H,92364
11/19/2018 04H,93263
11/19/2018 03H,93261
11/19/2018 02H,93255
11/19/2018 01H,93171
11/19/2018 00H,93065
11/18/2018 23H,93081
11/18/2018 22H,93085
11/18/2018 21H,93061
11/18/2018 20H,93077
11/18/2018 19H,93091
11/18/2018 18H,93204
11/18/2018 17H,93224
11/18/2018 16H,93215
11/18/2018 15H,93169
11/18/2018 14H,93026
11/18/2018 13H,92962
11/18/2018 12H,92698
11/18/2018 11H,92620
11/18/2018 10H,92715
11/18/2018 09H,92627
11/18/2018 08H,92448
11/18/2018 07H,92361
11/18/2018 06H,92312
11/18/2018 05H,91595
11/18/2018 04H,91050
11/18/2018 03H,91240
11/18/2018 02H,91786
11/18/2018 01H,91766
11/18/2018 00H,92557
11/17/2018 23H,92654
11/17/2018 22H,92670
11/17/2018 21H,92354
11/17/2018 20H,92275
11/17/2018 19H,92168
11/17/2018 18H,92224
11/17/2018 17H,92241
11/17/2018 16H,92268
11/17/2018 15H,92273
11/17/2018 14H,92320
11/17/2018 13H,92250
11/17/2018 12H,91987
11/17/2018 11H,91797
11/17/2018 10H,91778
11/17/2018 09H,91712
11/17/2018 08H,91667
11/17/2018 07H,91528
11/17/2018 06H,91654
11/17/2018 05H,91196
11/17/2018 04H,91038
11/17/2018 03H,91310
11/17/2018 02H,92860
11/17/2018 01H,93027
11/17/2018 00H,93061
11/16/2018 23H,92987
11/16/2018 22H,93046
11/16/2018 21H,93113
11/16/2018 20H,93171
11/16/2018 19H,93310
11/16/2018 18H,93363
11/16/2018 17H,93732
11/16/2018 16H,93844
11/16/2018 15H,93863
11/16/2018 14H,93930
11/16/2018 13H,93869
11/16/2018 12H,93765
11/16/2018 11H,93669
11/16/2018 10H,93352
11/16/2018 09H,93285
11/16/2018 08H,93382
11/16/2018 07H,93763
11/16/2018 06H,93820
11/16/2018 05H,93239
11/16/2018 04H,93759
11/16/2018 03H,93740
11/16/2018 02H,93785
11/16/2018 01H,93812
11/16/2018 00H,93603
11/15/2018 23H,93949
11/15/2018 22H,93916
11/15/2018 21H,93562
11/15/2018 20H,93483
11/15/2018 19H,93430
11/15/2018 18H,93318
11/15/2018 17H,93338
11/15/2018 16H,93323
11/15/2018 15H,93275
11/15/2018 14H,93222
11/15/2018 13H,93167
11/15/2018 12H,93076
11/15/2018 11H,92918
11/15/2018 10H,92747
11/15/2018 09H,92646
11/15/2018 08H,92553
11/15/2018 07H,92439
11/15/2018 06H,92400
11/15/2018 05H,91254
11/15/2018 04H,92557
11/15/2018 03H,92458
11/15/2018 02H,92277
11/15/2018 01H,92317
11/15/2018 00H,92385
11/14/2018 23H,92334
11/14/2018 22H,92268
11/14/2018 21H,92242
11/14/2018 20H,92006
11/14/2018 19H,92003
11/14/2018 18H,91877
11/14/2018 17H,91643
11/14/2018 16H,91525
11/14/2018 15H,91487
11/14/2018 14H,91282
11/14/2018 13H,91253
11/14/2018 12H,91138
11/14/2018 11H,91056
11/14/2018 10H,90828
11/14/2018 09H,90651
11/14/2018 08H,90641
11/14/2018 07H,90724
11/14/2018 06H,90725
11/14/2018 05H,89949
11/14/2018 04H,90810
11/14/2018 03H,90632
11/14/2018 02H,90478
11/14/2018 01H,90203
11/14/2018 00H,90225
11/13/2018 23H,90213
11/13/2018 22H,90188
11/13/2018 21H,90138
11/13/2018 20H,90072
11/13/2018 19H,89985
11/13/2018 18H,89998
11/13/2018 17H,90012
11/13/2018 16H,89936
11/13/2018 15H,89940
11/13/2018 14H,89890
11/13/2018 13H,89882
11/13/2018 12H,89826
11/13/2018 11H,89699
11/13/2018 10H,89562
11/13/2018 09H,89444
11/13/2018 08H,89421
11/13/2018 07H,89441
11/13/2018 06H,89618
11/13/2018 05H,89584
11/13/2018 04H,89696
11/13/2018 03H,89619
11/13/2018 02H,89595
11/13/2018 01H,89614
11/13/2018 00H,89617
11/12/2018 23H,89610
11/12/2018 22H,89631
11/12/2018 21H,89672
11/12/2018 20H,89666
11/12/2018 19H,89552
11/12/2018 18H,88760
11/12/2018 17H,88794
11/12/2018 16H,88745
11/12/2018 15H,88757
11/12/2018 14H,88750
11/12/2018 13H,88677
11/12/2018 12H,88651
11/12/2018 11H,89381
11/12/2018 10H,89258
11/12/2018 09H,89075
11/12/2018 08H,89009
11/12/2018 07H,89036
11/12/2018 06H,84794
11/12/2018 05H,84798
11/12/2018 04H,84829
11/12/2018 03H,84824
11/12/2018 02H,84892
11/12/2018 01H,84879
11/12/2018 00H,84906
11/11/2018 23H,84880
11/11/2018 22H,84834
11/11/2018 21H,84776
11/11/2018 20H,84807
11/11/2018 19H,84816
11/11/2018 18H,84828
11/11/2018 17H,84754
11/11/2018 16H,84699
11/11/2018 15H,84605
11/11/2018 14H,84603
11/11/2018 13H,84548
11/11/2018 12H,84474
11/11/2018 11H,84491
11/11/2018 10H,84385
11/11/2018 09H,84157
11/11/2018 08H,84105
11/11/2018 07H,84160
11/11/2018 06H,88032
11/11/2018 05H,87561
11/11/2018 04H,87676
11/11/2018 03H,87713
11/11/2018 02H,87716
11/11/2018 01H,87665
11/11/2018 00H,88093
11/10/2018 23H,88054
11/10/2018 22H,88038
11/10/2018 21H,87637
11/10/2018 20H,88057
11/10/2018 19H,88091
11/10/2018 18H,88106
11/10/2018 17H,88096
11/10/2018 16H,88139
11/10/2018 15H,88106
11/10/2018 14H,88037
11/10/2018 13H,88045
11/10/2018 12H,87912
11/10/2018 11H,87784
11/10/2018 10H,87402
11/10/2018 09H,87182
11/10/2018 08H,87345
11/10/2018 07H,88174
11/10/2018 06H,88511
11/10/2018 05H,88609
11/10/2018 04H,88477
11/10/2018 03H,88501
11/10/2018 02H,88392
11/10/2018 01H,88407
11/10/2018 00H,88380
11/9/2018 23H,88350
11/9/2018 22H,88372
11/9/2018 21H,88352
11/9/2018 20H,88204
11/9/2018 19H,88034
11/9/2018 18H,87971
11/9/2018 17H,87979
11/9/2018 16H,88106
11/9/2018 15H,88265
11/9/2018 14H,88339
11/9/2018 13H,88383
11/9/2018 12H,88325
11/9/2018 11H,88339
11/9/2018 10H,88230
11/9/2018 09H,88251
11/9/2018 08H,88196
11/9/2018 07H,88233
11/9/2018 06H,88094
11/9/2018 05H,87968
11/9/2018 04H,88068
11/9/2018 03H,88099
11/9/2018 02H,88116
11/9/2018 01H,88128
11/9/2018 00H,88130
11/8/2018 23H,88147
11/8/2018 22H,88078
11/8/2018 21H,88069
11/8/2018 20H,88097
11/8/2018 19H,88088
11/8/2018 18H,88106
11/8/2018 17H,88147
11/8/2018 16H,88164
11/8/2018 15H,88109
11/8/2018 14H,88188
11/8/2018 13H,88203
11/8/2018 12H,88179
11/8/2018 11H,88124
11/8/2018 10H,88078
11/8/2018 09H,88016
11/8/2018 08H,87635
11/8/2018 07H,87671
11/8/2018 06H,87659
11/8/2018 05H,87460
11/8/2018 04H,87822
11/8/2018 03H,87849
11/8/2018 02H,87835
11/8/2018 01H,87818
11/8/2018 00H,87828
11/7/2018 23H,87820
11/7/2018 22H,87791
11/7/2018 21H,87746
11/7/2018 20H,87783
11/7/2018 19H,87794
11/7/2018 18H,87766
11/7/2018 17H,87755
11/7/2018 16H,87818
11/7/2018 15H,87808
11/7/2018 14H,87833
11/7/2018 13H,87794
11/7/2018 12H,87732
11/7/2018 11H,87618
11/7/2018 10H,87603
11/7/2018 09H,87529
11/7/2018 08H,87414
11/7/2018 07H,87369
11/7/2018 06H,87278
11/7/2018 05H,87642
11/7/2018 04H,87441
11/7/2018 03H,87417
11/7/2018 02H,87446
11/7/2018 01H,87471
11/7/2018 00H,87502
11/6/2018 23H,87414
11/6/2018 22H,87438
11/6/2018 21H,87391
11/6/2018 20H,87189
11/6/2018 19H,87074
11/6/2018 18H,86997
11/6/2018 17H,86967
11/6/2018 16H,86794
11/6/2018 15H,86675
11/6/2018 14H,86623
11/6/2018 13H,86579
11/6/2018 12H,86478
11/6/2018 11H,86288
11/6/2018 10H,86056
11/6/2018 09H,85829
11/6/2018 08H,85731
11/6/2018 07H,85493
11/6/2018 06H,85561
11/6/2018 05H,86224
11/6/2018 04H,86642
11/6/2018 03H,86751
11/6/2018 02H,86814
11/6/2018 01H,86833
11/6/2018 00H,86828
11/5/2018 23H,86841
11/5/2018 22H,86816
11/5/2018 21H,86744
11/5/2018 20H,86700
11/5/2018 19H,86721
11/5/2018 18H,86602
11/5/2018 17H,86675
11/5/2018 16H,86683
11/5/2018 15H,86696
11/5/2018 14H,86703
11/5/2018 13H,86722
11/5/2018 12H,86572
11/5/2018 11H,86428
11/5/2018 10H,86452
11/5/2018 09H,86398
11/5/2018 08H,86226
11/5/2018 07H,86206
11/5/2018 06H,75107
11/5/2018 05H,85007
11/5/2018 04H,85034
11/5/2018 03H,85193
11/5/2018 02H,85134
11/5/2018 01H,85133
11/5/2018 00H,85043
11/4/2018 23H,84946
11/4/2018 22H,84896
11/4/2018 21H,84827
11/4/2018 20H,84791
11/4/2018 19H,84769
11/4/2018 18H,84766
11/4/2018 17H,84790
11/4/2018 16H,84806
11/4/2018 15H,84796
11/4/2018 14H,84771
11/4/2018 13H,84781
11/4/2018 12H,84622
11/4/2018 11H,84426
11/4/2018 10H,84397
11/4/2018 09H,84271
11/4/2018 08H,84132
11/4/2018 07H,84234
11/4/2018 06H,84134
11/4/2018 05H,83925
11/4/2018 04H,83743
11/4/2018 03H,85257
11/4/2018 02H,85513
11/4/2018 01H,85764
11/4/2018 00H,85789
11/3/2018 23H,85719
11/3/2018 22H,85591
11/3/2018 21H,85610
11/3/2018 20H,85572
11/3/2018 19H,85523
11/3/2018 18H,85466
11/3/2018 17H,85457
11/3/2018 16H,85502
11/3/2018 15H,85484
11/3/2018 14H,85274
11/3/2018 13H,85052
11/3/2018 12H,84800
11/3/2018 11H,84458
11/3/2018 10H,84304
11/3/2018 09H,84063
11/3/2018 08H,83960
11/3/2018 07H,83902
11/3/2018 06H,83325
11/3/2018 05H,83257
11/3/2018 04H,83761
11/3/2018 03H,83691
11/3/2018 02H,84180
11/3/2018 01H,84829
11/3/2018 00H,85124
11/2/2018 23H,85205
