Net generation from natural gas for Central (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390108&sdid=EBA.CENT-ALL.NG.NG.H
19:09:48 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CENT-ALL.NG.NG.H megawatthours
10/6/2021 09H,2683
10/6/2021 08H,2620
10/6/2021 07H,2659
10/6/2021 06H,2785
10/6/2021 05H,3262
10/6/2021 04H,3811
10/6/2021 03H,5371
10/6/2021 02H,6695
10/6/2021 01H,8872
10/6/2021 00H,10801
10/5/2021 23H,11399
10/5/2021 22H,11331
10/5/2021 21H,10514
10/5/2021 20H,10142
10/5/2021 19H,9606
10/5/2021 18H,9042
10/5/2021 17H,8232
10/5/2021 16H,7465
10/5/2021 15H,6475
10/5/2021 14H,5779
10/5/2021 13H,5299
10/5/2021 12H,4521
10/5/2021 11H,3532
10/5/2021 10H,3016
10/5/2021 09H,2825
10/5/2021 08H,2736
10/5/2021 07H,2677
10/5/2021 06H,2642
10/5/2021 05H,2949
10/5/2021 04H,3885
10/5/2021 03H,5314
10/5/2021 02H,7047
10/5/2021 01H,9862
10/5/2021 00H,11865
10/4/2021 23H,12828
10/4/2021 22H,12726
10/4/2021 21H,12188
10/4/2021 20H,11480
10/4/2021 19H,10757
10/4/2021 18H,9717
10/4/2021 17H,8952
10/4/2021 16H,8229
10/4/2021 15H,6911
10/4/2021 14H,5372
10/4/2021 13H,5428
10/4/2021 12H,4430
10/4/2021 11H,3630
10/4/2021 10H,2946
10/4/2021 09H,2706
10/4/2021 08H,2708
10/4/2021 07H,2731
10/4/2021 06H,2994
10/4/2021 05H,3709
10/4/2021 04H,5114
10/4/2021 03H,6976
10/4/2021 02H,8779
10/4/2021 01H,9780
10/4/2021 00H,9737
10/3/2021 23H,9541
10/3/2021 22H,8909
10/3/2021 21H,7962
10/3/2021 20H,7428
10/3/2021 19H,6881
10/3/2021 18H,6549
10/3/2021 17H,5890
10/3/2021 16H,5673
10/3/2021 15H,4256
10/3/2021 14H,3046
10/3/2021 13H,2667
10/3/2021 12H,2450
10/3/2021 11H,2394
10/3/2021 10H,2494
10/3/2021 09H,2702
10/3/2021 08H,2969
10/3/2021 07H,3847
10/3/2021 06H,4222
10/3/2021 05H,5320
10/3/2021 04H,6456
10/3/2021 03H,6826
10/3/2021 02H,7151
10/3/2021 01H,7484
10/3/2021 00H,6948
10/2/2021 23H,6960
10/2/2021 22H,6867
10/2/2021 21H,7158
10/2/2021 20H,7345
10/2/2021 19H,6780
10/2/2021 18H,6499
10/2/2021 17H,6289
10/2/2021 16H,6324
10/2/2021 15H,5551
10/2/2021 14H,4684
10/2/2021 13H,4058
10/2/2021 12H,3792
10/2/2021 11H,3585
10/2/2021 10H,3489
10/2/2021 09H,3647
10/2/2021 08H,4201
10/2/2021 07H,5149
10/2/2021 06H,5650
10/2/2021 05H,6185
10/2/2021 04H,6997
10/2/2021 03H,6950
10/2/2021 02H,7918
10/2/2021 01H,8983
10/2/2021 00H,10029
10/1/2021 23H,10952
10/1/2021 22H,11439
10/1/2021 21H,11739
10/1/2021 20H,11803
10/1/2021 19H,11554
10/1/2021 18H,10518
10/1/2021 17H,10024
10/1/2021 16H,9448
10/1/2021 15H,8721
10/1/2021 14H,7633
10/1/2021 13H,7927
10/1/2021 12H,7200
10/1/2021 11H,5781
10/1/2021 10H,4841
10/1/2021 09H,5087
10/1/2021 08H,5088
10/1/2021 07H,5053
10/1/2021 06H,5255
10/1/2021 05H,6735
10/1/2021 04H,8350
10/1/2021 03H,8438
10/1/2021 02H,9100
10/1/2021 01H,9200
10/1/2021 00H,10115
09/30/2021 23H,10344
09/30/2021 22H,10059
09/30/2021 21H,9095
09/30/2021 20H,8865
09/30/2021 19H,9664
09/30/2021 18H,8646
09/30/2021 17H,7564
09/30/2021 16H,6890
09/30/2021 15H,5866
09/30/2021 14H,5279
09/30/2021 13H,4854
09/30/2021 12H,4091
09/30/2021 11H,3523
09/30/2021 10H,3281
09/30/2021 09H,3132
09/30/2021 08H,3078
09/30/2021 07H,3099
09/30/2021 06H,3358
09/30/2021 05H,3723
09/30/2021 04H,3904
09/30/2021 03H,4345
09/30/2021 02H,5419
09/30/2021 01H,6930
09/30/2021 00H,6899
09/29/2021 23H,7381
09/29/2021 22H,7599
09/29/2021 21H,7195
09/29/2021 20H,6730
09/29/2021 19H,7106
09/29/2021 18H,6891
09/29/2021 17H,6221
09/29/2021 16H,5080
09/29/2021 15H,4610
09/29/2021 14H,4319
09/29/2021 13H,3576
09/29/2021 12H,2975
09/29/2021 11H,2691
09/29/2021 10H,2627
09/29/2021 09H,2496
09/29/2021 08H,2577
09/29/2021 07H,2531
09/29/2021 06H,2972
09/29/2021 05H,3583
09/29/2021 04H,4214
09/29/2021 03H,4890
09/29/2021 02H,6182
09/29/2021 01H,6919
09/29/2021 00H,8582
09/28/2021 23H,9677
09/28/2021 22H,10023
09/28/2021 21H,10169
09/28/2021 20H,9740
09/28/2021 19H,9818
09/28/2021 18H,9696
09/28/2021 17H,9208
09/28/2021 16H,8690
09/28/2021 15H,7399
09/28/2021 14H,5367
09/28/2021 13H,4085
09/28/2021 12H,3741
09/28/2021 11H,3303
09/28/2021 10H,3200
09/28/2021 09H,3069
09/28/2021 08H,2957
09/28/2021 07H,2938
09/28/2021 06H,3281
09/28/2021 05H,3891
09/28/2021 04H,4475
09/28/2021 03H,5365
09/28/2021 02H,6513
09/28/2021 01H,8194
09/28/2021 00H,10268
09/27/2021 23H,10870
09/27/2021 22H,11378
09/27/2021 21H,11262
09/27/2021 20H,10135
09/27/2021 19H,8631
09/27/2021 18H,7850
09/27/2021 17H,6662
09/27/2021 16H,5734
09/27/2021 15H,4882
09/27/2021 14H,3884
09/27/2021 13H,3215
09/27/2021 12H,2319
09/27/2021 11H,1923
09/27/2021 10H,1732
09/27/2021 09H,1681
09/27/2021 08H,1701
09/27/2021 07H,1761
09/27/2021 06H,1740
09/27/2021 05H,2168
09/27/2021 04H,2846
09/27/2021 03H,3448
09/27/2021 02H,4348
09/27/2021 01H,5444
09/27/2021 00H,5865
09/26/2021 23H,6287
09/26/2021 22H,6176
09/26/2021 21H,5861
09/26/2021 20H,5506
09/26/2021 19H,4975
09/26/2021 18H,3907
09/26/2021 17H,3654
09/26/2021 16H,3279
09/26/2021 15H,2440
09/26/2021 14H,1995
09/26/2021 13H,1835
09/26/2021 12H,1762
09/26/2021 11H,1753
09/26/2021 10H,1745
09/26/2021 09H,1737
09/26/2021 08H,1729
09/26/2021 07H,1719
09/26/2021 06H,1877
09/26/2021 05H,2039
09/26/2021 04H,2746
09/26/2021 03H,3479
09/26/2021 02H,4466
09/26/2021 01H,5232
09/26/2021 00H,6903
09/25/2021 23H,7945
09/25/2021 22H,8427
09/25/2021 21H,8505
09/25/2021 20H,7786
09/25/2021 19H,7237
09/25/2021 18H,6653
09/25/2021 17H,6280
09/25/2021 16H,6025
09/25/2021 15H,5410
09/25/2021 14H,4256
09/25/2021 13H,2815
09/25/2021 12H,2272
09/25/2021 11H,2214
09/25/2021 10H,2160
09/25/2021 09H,1923
09/25/2021 08H,1826
09/25/2021 07H,1774
09/25/2021 06H,1906
09/25/2021 05H,2828
09/25/2021 04H,3110
09/25/2021 03H,3125
09/25/2021 02H,4180
09/25/2021 01H,5264
09/25/2021 00H,6375
09/24/2021 23H,6945
09/24/2021 22H,6847
09/24/2021 21H,6539
09/24/2021 20H,5879
09/24/2021 19H,5350
09/24/2021 18H,4716
09/24/2021 17H,4100
09/24/2021 16H,3748
09/24/2021 15H,3820
09/24/2021 14H,2883
09/24/2021 13H,2550
09/24/2021 12H,2158
09/24/2021 11H,1694
09/24/2021 10H,1423
09/24/2021 09H,1389
09/24/2021 08H,1351
09/24/2021 07H,1431
09/24/2021 06H,1429
09/24/2021 05H,1424
09/24/2021 04H,2096
09/24/2021 03H,2741
09/24/2021 02H,3485
09/24/2021 01H,4202
09/24/2021 00H,5398
09/23/2021 23H,5687
09/23/2021 22H,5584
09/23/2021 21H,5425
09/23/2021 20H,5134
09/23/2021 19H,4942
09/23/2021 18H,4438
09/23/2021 17H,3808
09/23/2021 16H,3375
09/23/2021 15H,3686
09/23/2021 14H,2858
09/23/2021 13H,2443
09/23/2021 12H,2362
09/23/2021 11H,2311
09/23/2021 10H,1746
09/23/2021 09H,1563
09/23/2021 08H,1521
09/23/2021 07H,1701
09/23/2021 06H,2161
09/23/2021 05H,2649
09/23/2021 04H,3771
09/23/2021 03H,4594
09/23/2021 02H,5447
09/23/2021 01H,7342
09/23/2021 00H,8763
09/22/2021 23H,9014
09/22/2021 22H,8888
09/22/2021 21H,8485
09/22/2021 20H,7961
09/22/2021 19H,7559
09/22/2021 18H,6988
09/22/2021 17H,7306
09/22/2021 16H,6743
09/22/2021 15H,6756
09/22/2021 14H,5330
09/22/2021 13H,4744
09/22/2021 12H,4220
09/22/2021 11H,3690
09/22/2021 10H,3319
09/22/2021 09H,3102
09/22/2021 08H,3142
09/22/2021 07H,3321
09/22/2021 06H,3628
09/22/2021 05H,4019
09/22/2021 04H,4621
09/22/2021 03H,5123
09/22/2021 02H,5739
09/22/2021 01H,5978
09/22/2021 00H,5762
09/21/2021 23H,5450
09/21/2021 22H,5255
09/21/2021 21H,4745
09/21/2021 20H,4636
09/21/2021 19H,4366
09/21/2021 18H,3820
09/21/2021 17H,3483
09/21/2021 16H,3394
09/21/2021 15H,2968
09/21/2021 14H,2816
09/21/2021 13H,2618
09/21/2021 12H,2660
09/21/2021 11H,2571
09/21/2021 10H,2609
09/21/2021 09H,2702
09/21/2021 08H,2995
09/21/2021 07H,3719
09/21/2021 06H,4204
09/21/2021 05H,4834
09/21/2021 04H,5426
09/21/2021 03H,6369
09/21/2021 02H,7294
09/21/2021 01H,8718
09/21/2021 00H,9584
09/20/2021 23H,10256
09/20/2021 22H,10530
09/20/2021 21H,10527
09/20/2021 20H,10299
09/20/2021 19H,9426
09/20/2021 18H,7408
09/20/2021 17H,6390
09/20/2021 16H,4922
09/20/2021 15H,3916
09/20/2021 14H,3112
09/20/2021 13H,2685
09/20/2021 12H,2560
09/20/2021 11H,2011
09/20/2021 10H,1851
09/20/2021 09H,1822
09/20/2021 08H,1762
09/20/2021 07H,1783
09/20/2021 06H,1917
09/20/2021 05H,2339
09/20/2021 04H,3520
09/20/2021 03H,4988
09/20/2021 02H,6321
09/20/2021 01H,7735
09/20/2021 00H,8939
09/19/2021 23H,9445
09/19/2021 22H,9935
09/19/2021 21H,9994
09/19/2021 20H,9896
09/19/2021 19H,9450
09/19/2021 18H,8444
09/19/2021 17H,6954
09/19/2021 16H,5604
09/19/2021 15H,5221
09/19/2021 14H,3925
09/19/2021 13H,3267
09/19/2021 12H,3200
09/19/2021 11H,3064
09/19/2021 10H,3146
09/19/2021 09H,3207
09/19/2021 08H,3042
09/19/2021 07H,3165
09/19/2021 06H,3525
09/19/2021 05H,4080
09/19/2021 04H,5308
09/19/2021 03H,6088
09/19/2021 02H,7650
09/19/2021 01H,9007
09/19/2021 00H,11099
09/18/2021 23H,12412
09/18/2021 22H,13077
09/18/2021 21H,13131
09/18/2021 20H,12601
09/18/2021 19H,11966
09/18/2021 18H,11364
09/18/2021 17H,10237
09/18/2021 16H,9152
09/18/2021 15H,7582
09/18/2021 14H,6231
09/18/2021 13H,5251
09/18/2021 12H,4708
09/18/2021 11H,4527
09/18/2021 10H,4512
09/18/2021 09H,4693
09/18/2021 08H,4437
09/18/2021 07H,4387
09/18/2021 06H,4773
09/18/2021 05H,5222
09/18/2021 04H,5739
09/18/2021 03H,6463
09/18/2021 02H,8967
09/18/2021 01H,11041
09/18/2021 00H,12618
09/17/2021 23H,13460
09/17/2021 22H,13496
09/17/2021 21H,13672
09/17/2021 20H,13271
09/17/2021 19H,13309
09/17/2021 18H,12779
09/17/2021 17H,10966
09/17/2021 16H,9241
09/17/2021 15H,8246
09/17/2021 14H,6390
09/17/2021 13H,4341
09/17/2021 12H,3833
09/17/2021 11H,3238
09/17/2021 10H,2919
09/17/2021 09H,2922
09/17/2021 08H,3057
09/17/2021 07H,3008
09/17/2021 06H,3126
09/17/2021 05H,3895
09/17/2021 04H,4917
09/17/2021 03H,5813
09/17/2021 02H,7244
09/17/2021 01H,8745
09/17/2021 00H,10185
09/16/2021 23H,11169
09/16/2021 22H,11456
09/16/2021 21H,11564
09/16/2021 20H,11119
09/16/2021 19H,10250
09/16/2021 18H,9098
09/16/2021 17H,8147
09/16/2021 16H,7030
09/16/2021 15H,6440
09/16/2021 14H,5281
09/16/2021 13H,4622
09/16/2021 12H,4072
09/16/2021 11H,3488
09/16/2021 10H,3097
09/16/2021 09H,3005
09/16/2021 08H,3105
09/16/2021 07H,3431
09/16/2021 06H,3524
09/16/2021 05H,4281
09/16/2021 04H,5689
09/16/2021 03H,6682
09/16/2021 02H,8225
09/16/2021 01H,9714
09/16/2021 00H,11168
09/15/2021 23H,12265
09/15/2021 22H,12302
09/15/2021 21H,11955
09/15/2021 20H,11647
09/15/2021 19H,10513
09/15/2021 18H,9507
09/15/2021 17H,7924
09/15/2021 16H,7218
09/15/2021 15H,6638
09/15/2021 14H,5357
09/15/2021 13H,4268
09/15/2021 12H,4059
09/15/2021 11H,3623
09/15/2021 10H,3540
09/15/2021 09H,3349
09/15/2021 08H,3759
09/15/2021 07H,3485
09/15/2021 06H,3524
09/15/2021 05H,3537
09/15/2021 04H,4108
09/15/2021 03H,5690
09/15/2021 02H,7720
09/15/2021 01H,9515
09/15/2021 00H,10731
09/14/2021 23H,12327
09/14/2021 22H,13302
09/14/2021 21H,13329
09/14/2021 20H,12360
09/14/2021 19H,11716
09/14/2021 18H,10484
09/14/2021 17H,8250
09/14/2021 16H,5700
09/14/2021 15H,4840
09/14/2021 14H,4211
09/14/2021 13H,2920
09/14/2021 12H,2383
09/14/2021 11H,2352
09/14/2021 10H,2418
09/14/2021 09H,2375
09/14/2021 08H,2273
09/14/2021 07H,2563
09/14/2021 06H,2453
09/14/2021 05H,2971
09/14/2021 04H,3631
09/14/2021 03H,4646
09/14/2021 02H,6082
09/14/2021 01H,7078
09/14/2021 00H,8060
09/13/2021 23H,8366
09/13/2021 22H,8725
09/13/2021 21H,8453
09/13/2021 20H,8330
09/13/2021 19H,7718
09/13/2021 18H,6745
09/13/2021 17H,6201
09/13/2021 16H,4877
09/13/2021 15H,4169
09/13/2021 14H,3428
09/13/2021 13H,3014
09/13/2021 12H,3009
09/13/2021 11H,2852
09/13/2021 10H,2643
09/13/2021 09H,2528
09/13/2021 08H,2512
09/13/2021 07H,2468
09/13/2021 06H,2477
09/13/2021 05H,2663
09/13/2021 04H,3249
09/13/2021 03H,4064
09/13/2021 02H,4979
09/13/2021 01H,6074
09/13/2021 00H,7816
09/12/2021 23H,8822
09/12/2021 22H,8977
09/12/2021 21H,8959
09/12/2021 20H,8696
09/12/2021 19H,7425
09/12/2021 18H,6508
09/12/2021 17H,5099
09/12/2021 16H,3835
09/12/2021 15H,3754
09/12/2021 14H,3033
09/12/2021 13H,2689
09/12/2021 12H,2377
09/12/2021 11H,2251
09/12/2021 10H,2223
09/12/2021 09H,2217
09/12/2021 08H,2441
09/12/2021 07H,2317
09/12/2021 06H,2498
09/12/2021 05H,3202
09/12/2021 04H,4102
09/12/2021 03H,4927
09/12/2021 02H,5650
09/12/2021 01H,6143
09/12/2021 00H,7442
09/11/2021 23H,7945
09/11/2021 22H,8496
09/11/2021 21H,7919
09/11/2021 20H,7339
09/11/2021 19H,6658
09/11/2021 18H,5589
09/11/2021 17H,4848
09/11/2021 16H,4291
09/11/2021 15H,3830
09/11/2021 14H,3018
09/11/2021 13H,2599
09/11/2021 12H,2507
09/11/2021 11H,2560
09/11/2021 10H,2617
09/11/2021 09H,2661
09/11/2021 08H,2691
09/11/2021 07H,2860
09/11/2021 06H,3112
09/11/2021 05H,3593
09/11/2021 04H,4045
09/11/2021 03H,4513
09/11/2021 02H,5431
09/11/2021 01H,6438
09/11/2021 00H,7869
09/10/2021 23H,9259
09/10/2021 22H,10311
09/10/2021 21H,10152
09/10/2021 20H,9912
09/10/2021 19H,8534
09/10/2021 18H,7866
09/10/2021 17H,6477
09/10/2021 16H,5629
09/10/2021 15H,4755
09/10/2021 14H,4016
09/10/2021 13H,4040
09/10/2021 12H,3776
09/10/2021 11H,3422
09/10/2021 10H,3405
09/10/2021 09H,3397
09/10/2021 08H,3343
09/10/2021 07H,3318
09/10/2021 06H,3475
09/10/2021 05H,3945
09/10/2021 04H,4252
09/10/2021 03H,4724
09/10/2021 02H,5875
09/10/2021 01H,6893
09/10/2021 00H,8794
09/9/2021 23H,10436
09/9/2021 22H,11269
09/9/2021 21H,10623
09/9/2021 20H,10029
09/9/2021 19H,8576
09/9/2021 18H,7465
09/9/2021 17H,6032
09/9/2021 16H,5375
09/9/2021 15H,5165
09/9/2021 14H,3584
09/9/2021 13H,2952
09/9/2021 12H,2838
09/9/2021 11H,2791
09/9/2021 10H,2723
09/9/2021 09H,2747
09/9/2021 08H,2790
09/9/2021 07H,2781
09/9/2021 06H,3140
09/9/2021 05H,3799
09/9/2021 04H,5106
09/9/2021 03H,6756
09/9/2021 02H,9505
09/9/2021 01H,11502
09/9/2021 00H,13193
09/8/2021 23H,13562
09/8/2021 22H,13560
09/8/2021 21H,13007
09/8/2021 20H,12467
09/8/2021 19H,11519
09/8/2021 18H,10241
09/8/2021 17H,8289
09/8/2021 16H,6826
09/8/2021 15H,6011
09/8/2021 14H,4897
09/8/2021 13H,3931
09/8/2021 12H,3823
09/8/2021 11H,3764
09/8/2021 10H,3771
09/8/2021 09H,3819
09/8/2021 08H,4176
09/8/2021 07H,4414
09/8/2021 06H,4724
09/8/2021 05H,5819
09/8/2021 04H,6978
09/8/2021 03H,8657
09/8/2021 02H,9731
09/8/2021 01H,11094
09/8/2021 00H,12947
09/7/2021 23H,13374
09/7/2021 22H,13485
09/7/2021 21H,13384
09/7/2021 20H,12478
09/7/2021 19H,11403
09/7/2021 18H,9399
09/7/2021 17H,7875
09/7/2021 16H,6403
09/7/2021 15H,5907
09/7/2021 14H,4275
09/7/2021 13H,3239
09/7/2021 12H,3026
09/7/2021 11H,2999
09/7/2021 10H,2932
09/7/2021 09H,2894
09/7/2021 08H,2860
09/7/2021 07H,2986
09/7/2021 06H,2910
09/7/2021 05H,3245
09/7/2021 04H,3805
09/7/2021 03H,5701
09/7/2021 02H,7118
09/7/2021 01H,9039
09/7/2021 00H,11855
09/6/2021 23H,12312
09/6/2021 22H,11781
09/6/2021 21H,11319
09/6/2021 20H,10702
09/6/2021 19H,10185
09/6/2021 18H,9326
09/6/2021 17H,7691
09/6/2021 16H,6053
09/6/2021 15H,5804
09/6/2021 14H,4443
09/6/2021 13H,3608
09/6/2021 12H,3554
09/6/2021 11H,3507
09/6/2021 10H,3559
09/6/2021 09H,3867
09/6/2021 08H,4155
09/6/2021 07H,4308
09/6/2021 06H,4384
09/6/2021 05H,5152
09/6/2021 04H,5840
09/6/2021 03H,7149
09/6/2021 02H,9356
09/6/2021 01H,11861
09/6/2021 00H,13758
09/5/2021 23H,13465
09/5/2021 22H,13525
09/5/2021 21H,12781
09/5/2021 20H,12425
09/5/2021 19H,11308
09/5/2021 18H,9649
09/5/2021 17H,8131
09/5/2021 16H,6824
09/5/2021 15H,6121
09/5/2021 14H,4830
09/5/2021 13H,4249
09/5/2021 12H,4104
09/5/2021 11H,3897
09/5/2021 10H,3974
09/5/2021 09H,4293
09/5/2021 08H,4717
09/5/2021 07H,4517
09/5/2021 06H,4598
09/5/2021 05H,5452
09/5/2021 04H,6327
09/5/2021 03H,6875
09/5/2021 02H,8275
09/5/2021 01H,8942
09/5/2021 00H,9968
09/4/2021 23H,10015
09/4/2021 22H,10308
09/4/2021 21H,10420
09/4/2021 20H,10736
09/4/2021 19H,10232
09/4/2021 18H,9175
09/4/2021 17H,7526
09/4/2021 16H,6286
09/4/2021 15H,5630
09/4/2021 14H,4885
09/4/2021 13H,4039
09/4/2021 12H,3584
09/4/2021 11H,3671
09/4/2021 10H,3550
09/4/2021 09H,3586
09/4/2021 08H,3608
09/4/2021 07H,3796
09/4/2021 06H,4176
09/4/2021 05H,4717
09/4/2021 04H,5945
09/4/2021 03H,6856
09/4/2021 02H,9911
09/4/2021 01H,10629
09/4/2021 00H,11179
09/3/2021 23H,11753
09/3/2021 22H,12442
09/3/2021 21H,12854
09/3/2021 20H,13226
09/3/2021 19H,12589
09/3/2021 18H,10747
09/3/2021 17H,9332
09/3/2021 16H,8151
09/3/2021 15H,6711
09/3/2021 14H,5925
09/3/2021 13H,4402
09/3/2021 12H,3934
09/3/2021 11H,3833
09/3/2021 10H,3866
09/3/2021 09H,4053
09/3/2021 08H,4144
09/3/2021 07H,4171
09/3/2021 06H,4413
09/3/2021 05H,5176
09/3/2021 04H,6236
09/3/2021 03H,7012
09/3/2021 02H,8876
09/3/2021 01H,9801
09/3/2021 00H,10605
09/2/2021 23H,10682
09/2/2021 22H,10864
09/2/2021 21H,10802
09/2/2021 20H,10671
09/2/2021 19H,10069
09/2/2021 18H,9368
09/2/2021 17H,8118
09/2/2021 16H,7008
09/2/2021 15H,6261
09/2/2021 14H,5747
09/2/2021 13H,4884
09/2/2021 12H,4921
09/2/2021 11H,4705
09/2/2021 10H,4487
09/2/2021 09H,4590
09/2/2021 08H,4696
09/2/2021 07H,4776
09/2/2021 06H,5050
09/2/2021 05H,5818
09/2/2021 04H,7097
09/2/2021 03H,8527
09/2/2021 02H,9692
09/2/2021 01H,10828
09/2/2021 00H,11578
09/1/2021 23H,12079
09/1/2021 22H,13130
09/1/2021 21H,13066
09/1/2021 20H,13105
09/1/2021 19H,13275
09/1/2021 18H,12992
09/1/2021 17H,11526
09/1/2021 16H,9739
09/1/2021 15H,8162
09/1/2021 14H,6207
09/1/2021 13H,4905
09/1/2021 12H,4712
09/1/2021 11H,4461
09/1/2021 10H,4276
09/1/2021 09H,4430
09/1/2021 08H,4532
09/1/2021 07H,4500
09/1/2021 06H,4598
09/1/2021 05H,5198
09/1/2021 04H,6076
09/1/2021 03H,7766
09/1/2021 02H,10697
09/1/2021 01H,13168
09/1/2021 00H,15280
08/31/2021 23H,16730
08/31/2021 22H,17372
08/31/2021 21H,16724
08/31/2021 20H,16059
08/31/2021 19H,15330
08/31/2021 18H,14014
08/31/2021 17H,12318
08/31/2021 16H,10151
08/31/2021 15H,8957
08/31/2021 14H,6976
08/31/2021 13H,5133
08/31/2021 12H,4870
08/31/2021 11H,4372
08/31/2021 10H,4404
08/31/2021 09H,4312
08/31/2021 08H,4426
08/31/2021 07H,4450
08/31/2021 06H,4607
08/31/2021 05H,5011
08/31/2021 04H,6257
08/31/2021 03H,8948
08/31/2021 02H,12835
08/31/2021 01H,14974
08/31/2021 00H,16554
08/30/2021 23H,17990
08/30/2021 22H,18838
08/30/2021 21H,19256
08/30/2021 20H,18986
08/30/2021 19H,18212
08/30/2021 18H,16807
08/30/2021 17H,14152
08/30/2021 16H,12147
08/30/2021 15H,10493
08/30/2021 14H,8533
08/30/2021 13H,7958
08/30/2021 12H,7124
08/30/2021 11H,6458
08/30/2021 10H,5672
08/30/2021 09H,5502
08/30/2021 08H,5641
08/30/2021 07H,5605
08/30/2021 06H,5660
08/30/2021 05H,6787
08/30/2021 04H,8962
08/30/2021 03H,10955
08/30/2021 02H,12733
08/30/2021 01H,13802
08/30/2021 00H,14493
08/29/2021 23H,13668
08/29/2021 22H,13062
08/29/2021 21H,13089
08/29/2021 20H,12852
08/29/2021 19H,12753
08/29/2021 18H,11529
08/29/2021 17H,9999
08/29/2021 16H,8601
08/29/2021 15H,7479
08/29/2021 14H,5992
08/29/2021 13H,4714
08/29/2021 12H,4191
08/29/2021 11H,4148
08/29/2021 10H,4035
08/29/2021 09H,3860
08/29/2021 08H,3950
08/29/2021 07H,4155
08/29/2021 06H,4501
08/29/2021 05H,5547
08/29/2021 04H,6197
08/29/2021 03H,6625
08/29/2021 02H,7931
08/29/2021 01H,7958
08/29/2021 00H,8572
08/28/2021 23H,9834
08/28/2021 22H,10294
08/28/2021 21H,10318
08/28/2021 20H,10908
08/28/2021 19H,10520
08/28/2021 18H,9592
08/28/2021 17H,8358
08/28/2021 16H,6579
08/28/2021 15H,5488
08/28/2021 14H,4930
08/28/2021 13H,4360
08/28/2021 12H,4228
08/28/2021 11H,4298
08/28/2021 10H,4203
08/28/2021 09H,4237
08/28/2021 08H,4310
08/28/2021 07H,4607
08/28/2021 06H,5066
08/28/2021 05H,5687
08/28/2021 04H,6902
08/28/2021 03H,8008
08/28/2021 02H,9340
08/28/2021 01H,10930
08/28/2021 00H,11640
08/27/2021 23H,13434
08/27/2021 22H,14334
08/27/2021 21H,14969
08/27/2021 20H,15050
08/27/2021 19H,14681
08/27/2021 18H,13390
08/27/2021 17H,10885
08/27/2021 16H,8668
08/27/2021 15H,7231
08/27/2021 14H,6269
08/27/2021 13H,5101
08/27/2021 12H,4856
08/27/2021 11H,4623
08/27/2021 10H,4414
08/27/2021 09H,4567
08/27/2021 08H,4970
08/27/2021 07H,5373
08/27/2021 06H,6239
08/27/2021 05H,6546
08/27/2021 04H,7570
08/27/2021 03H,9444
08/27/2021 02H,11477
08/27/2021 01H,12692
08/27/2021 00H,14206
08/26/2021 23H,14867
08/26/2021 22H,16122
08/26/2021 21H,16498
08/26/2021 20H,16872
08/26/2021 19H,17119
08/26/2021 18H,15797
08/26/2021 17H,13674
08/26/2021 16H,11286
08/26/2021 15H,9949
08/26/2021 14H,8240
08/26/2021 13H,6694
08/26/2021 12H,6968
08/26/2021 11H,6383
08/26/2021 10H,5457
08/26/2021 09H,5413
08/26/2021 08H,5729
08/26/2021 07H,6340
08/26/2021 06H,6712
08/26/2021 05H,7468
08/26/2021 04H,8883
08/26/2021 03H,10629
08/26/2021 02H,13112
08/26/2021 01H,15373
08/26/2021 00H,15878
08/25/2021 23H,16268
08/25/2021 22H,17390
08/25/2021 21H,18044
08/25/2021 20H,17941
08/25/2021 19H,17948
08/25/2021 18H,17202
08/25/2021 17H,15178
08/25/2021 16H,12509
08/25/2021 15H,10237
08/25/2021 14H,8231
08/25/2021 13H,6291
08/25/2021 12H,5940
08/25/2021 11H,5260
08/25/2021 10H,5045
08/25/2021 09H,5009
08/25/2021 08H,5212
08/25/2021 07H,5427
08/25/2021 06H,6145
08/25/2021 05H,4596
08/25/2021 04H,4596
08/25/2021 03H,4596
08/25/2021 02H,4596
08/25/2021 01H,4596
08/25/2021 00H,4596
08/24/2021 23H,4596
08/24/2021 22H,4596
08/24/2021 21H,4596
08/24/2021 20H,4596
08/24/2021 19H,4596
08/24/2021 18H,4596
08/24/2021 17H,4596
08/24/2021 16H,4596
08/24/2021 15H,4596
08/24/2021 14H,4596
08/24/2021 13H,4596
08/24/2021 12H,4596
08/24/2021 11H,4596
08/24/2021 10H,4596
08/24/2021 09H,4596
08/24/2021 08H,4596
08/24/2021 07H,4596
08/24/2021 06H,4596
08/24/2021 05H,9217
08/24/2021 04H,9217
08/24/2021 03H,9217
08/24/2021 02H,9217
08/24/2021 01H,9217
08/24/2021 00H,9217
08/23/2021 23H,9217
08/23/2021 22H,9217
08/23/2021 21H,9217
08/23/2021 20H,9217
08/23/2021 19H,9217
08/23/2021 18H,9217
08/23/2021 17H,9217
08/23/2021 16H,9217
08/23/2021 15H,9217
08/23/2021 14H,9217
08/23/2021 13H,9217
08/23/2021 12H,9217
08/23/2021 11H,9217
08/23/2021 10H,9217
08/23/2021 09H,9217
08/23/2021 08H,9217
08/23/2021 07H,9217
08/23/2021 06H,9217
08/23/2021 05H,3387
08/23/2021 04H,3387
08/23/2021 03H,3387
08/23/2021 02H,3387
08/23/2021 01H,3387
