Net generation from other for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.OTH.H
19:20:33 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.OTH.H megawatthours
10/3/2021 17H,362
10/3/2021 16H,367
10/3/2021 15H,370
10/3/2021 14H,372
10/3/2021 13H,371
10/3/2021 12H,366
10/3/2021 11H,368
10/3/2021 10H,360
10/3/2021 09H,370
10/3/2021 08H,363
10/3/2021 07H,343
10/3/2021 06H,360
10/3/2021 05H,375
10/3/2021 04H,371
10/3/2021 03H,378
10/3/2021 02H,402
10/3/2021 01H,396
10/3/2021 00H,395
10/2/2021 23H,393
10/2/2021 22H,382
10/2/2021 21H,357
10/2/2021 20H,339
10/2/2021 19H,337
10/2/2021 18H,388
10/2/2021 17H,382
10/2/2021 16H,374
10/2/2021 15H,358
10/2/2021 14H,337
10/2/2021 13H,323
10/2/2021 12H,320
10/2/2021 11H,344
10/2/2021 10H,351
10/2/2021 09H,336
10/2/2021 08H,331
10/2/2021 07H,332
10/2/2021 06H,330
10/2/2021 05H,337
10/2/2021 04H,384
10/2/2021 03H,358
10/2/2021 02H,361
10/2/2021 01H,357
10/2/2021 00H,353
10/1/2021 23H,355
10/1/2021 22H,354
10/1/2021 21H,352
10/1/2021 20H,354
10/1/2021 19H,353
10/1/2021 18H,362
10/1/2021 17H,355
10/1/2021 16H,370
10/1/2021 15H,361
10/1/2021 14H,361
10/1/2021 13H,349
10/1/2021 12H,353
10/1/2021 11H,358
10/1/2021 10H,350
10/1/2021 09H,350
10/1/2021 08H,350
10/1/2021 07H,349
10/1/2021 06H,349
10/1/2021 05H,349
10/1/2021 04H,344
10/1/2021 03H,339
10/1/2021 02H,336
10/1/2021 01H,328
10/1/2021 00H,320
09/30/2021 23H,341
09/30/2021 22H,344
09/30/2021 21H,346
09/30/2021 20H,338
09/30/2021 19H,323
09/30/2021 18H,329
09/30/2021 17H,324
09/30/2021 16H,322
09/30/2021 15H,307
09/30/2021 14H,287
09/30/2021 13H,282
09/30/2021 12H,282
09/30/2021 11H,304
09/30/2021 10H,320
09/30/2021 09H,319
09/30/2021 08H,319
09/30/2021 07H,313
09/30/2021 06H,298
09/30/2021 05H,294
09/30/2021 04H,289
09/30/2021 03H,288
09/30/2021 02H,294
09/30/2021 01H,318
09/30/2021 00H,318
09/29/2021 23H,300
09/29/2021 22H,270
09/29/2021 21H,277
09/29/2021 20H,271
09/29/2021 19H,278
09/29/2021 18H,272
09/29/2021 17H,259
09/29/2021 16H,243
09/29/2021 15H,230
09/29/2021 14H,235
09/29/2021 13H,251
09/29/2021 12H,259
09/29/2021 11H,261
09/29/2021 10H,260
09/29/2021 09H,261
09/29/2021 08H,260
09/29/2021 07H,258
09/29/2021 06H,258
09/29/2021 05H,257
09/29/2021 04H,257
09/29/2021 03H,279
09/29/2021 02H,292
09/29/2021 01H,294
09/29/2021 00H,295
09/28/2021 23H,294
09/28/2021 22H,295
09/28/2021 21H,296
09/28/2021 20H,295
09/28/2021 19H,294
09/28/2021 18H,294
09/28/2021 17H,266
09/28/2021 16H,254
09/28/2021 15H,249
09/28/2021 14H,252
09/28/2021 13H,253
09/28/2021 12H,257
09/28/2021 11H,257
09/28/2021 10H,255
09/28/2021 09H,259
09/28/2021 08H,262
09/28/2021 07H,257
09/28/2021 06H,252
09/28/2021 05H,255
09/28/2021 04H,254
09/28/2021 03H,252
09/28/2021 02H,282
09/28/2021 01H,290
09/28/2021 00H,294
09/27/2021 23H,292
09/27/2021 22H,294
09/27/2021 21H,293
09/27/2021 20H,291
09/27/2021 19H,280
09/27/2021 18H,248
09/27/2021 17H,250
09/27/2021 16H,248
09/27/2021 15H,248
09/27/2021 14H,252
09/27/2021 13H,253
09/27/2021 12H,252
09/27/2021 11H,253
09/27/2021 10H,254
09/27/2021 09H,255
09/27/2021 08H,256
09/27/2021 07H,255
09/27/2021 06H,256
09/27/2021 05H,255
09/27/2021 04H,253
09/27/2021 03H,254
09/27/2021 02H,253
09/27/2021 01H,257
09/27/2021 00H,258
09/26/2021 23H,258
09/26/2021 22H,254
09/26/2021 21H,252
09/26/2021 20H,251
09/26/2021 19H,251
09/26/2021 18H,258
09/26/2021 17H,258
09/26/2021 16H,257
09/26/2021 15H,257
09/26/2021 14H,259
09/26/2021 13H,255
09/26/2021 12H,256
09/26/2021 11H,253
09/26/2021 10H,248
09/26/2021 09H,249
09/26/2021 08H,251
09/26/2021 07H,252
09/26/2021 06H,250
09/26/2021 05H,251
09/26/2021 04H,250
09/26/2021 03H,250
09/26/2021 02H,249
09/26/2021 01H,251
09/26/2021 00H,253
09/25/2021 23H,266
09/25/2021 22H,263
09/25/2021 21H,252
09/25/2021 20H,252
09/25/2021 19H,253
09/25/2021 18H,255
09/25/2021 17H,255
09/25/2021 16H,253
09/25/2021 15H,250
09/25/2021 14H,247
09/25/2021 13H,248
09/25/2021 12H,249
09/25/2021 11H,250
09/25/2021 10H,249
09/25/2021 09H,248
09/25/2021 08H,248
09/25/2021 07H,251
09/25/2021 06H,252
09/25/2021 05H,251
09/25/2021 04H,252
09/25/2021 03H,248
09/25/2021 02H,247
09/25/2021 01H,248
09/25/2021 00H,249
09/24/2021 23H,252
09/24/2021 22H,251
09/24/2021 21H,253
09/24/2021 20H,253
09/24/2021 19H,254
09/24/2021 18H,255
09/24/2021 17H,256
09/24/2021 16H,255
09/24/2021 15H,248
09/24/2021 14H,249
09/24/2021 13H,250
09/24/2021 12H,252
09/24/2021 11H,248
09/24/2021 10H,247
09/24/2021 09H,250
09/24/2021 08H,251
09/24/2021 07H,249
09/24/2021 06H,249
09/24/2021 05H,248
09/24/2021 04H,250
09/24/2021 03H,250
09/24/2021 02H,253
09/24/2021 01H,255
09/24/2021 00H,257
09/23/2021 23H,257
09/23/2021 22H,273
09/23/2021 21H,298
09/23/2021 20H,309
09/23/2021 19H,311
09/23/2021 18H,310
09/23/2021 17H,312
09/23/2021 16H,309
09/23/2021 15H,303
09/23/2021 14H,300
09/23/2021 13H,301
09/23/2021 12H,301
09/23/2021 11H,299
09/23/2021 10H,292
09/23/2021 09H,300
09/23/2021 08H,307
09/23/2021 07H,304
09/23/2021 06H,300
09/23/2021 05H,293
09/23/2021 04H,292
09/23/2021 03H,288
09/23/2021 02H,292
09/23/2021 01H,292
09/23/2021 00H,293
09/22/2021 23H,288
09/22/2021 22H,280
09/22/2021 21H,290
09/22/2021 20H,268
09/22/2021 19H,258
09/22/2021 18H,252
09/22/2021 17H,245
09/22/2021 16H,253
09/22/2021 15H,262
09/22/2021 14H,277
09/22/2021 13H,283
09/22/2021 12H,276
09/22/2021 11H,277
09/22/2021 10H,281
09/22/2021 09H,280
09/22/2021 08H,286
09/22/2021 07H,284
09/22/2021 06H,276
09/22/2021 05H,280
09/22/2021 04H,284
09/22/2021 03H,290
09/22/2021 02H,288
09/22/2021 01H,283
09/22/2021 00H,262
09/21/2021 23H,233
09/21/2021 22H,222
09/21/2021 21H,221
09/21/2021 20H,223
09/21/2021 19H,219
09/21/2021 18H,220
09/21/2021 17H,265
09/21/2021 16H,267
09/21/2021 15H,260
09/21/2021 14H,262
09/21/2021 13H,270
09/21/2021 12H,282
09/21/2021 11H,282
09/21/2021 10H,281
09/21/2021 09H,280
09/21/2021 08H,279
09/21/2021 07H,276
09/21/2021 06H,275
09/21/2021 05H,276
09/21/2021 04H,267
09/21/2021 03H,264
09/21/2021 02H,255
09/21/2021 01H,260
09/21/2021 00H,284
09/20/2021 23H,295
09/20/2021 22H,292
09/20/2021 21H,294
09/20/2021 20H,294
09/20/2021 19H,290
09/20/2021 18H,295
09/20/2021 17H,296
09/20/2021 16H,297
09/20/2021 15H,291
09/20/2021 14H,294
09/20/2021 13H,295
09/20/2021 12H,299
09/20/2021 11H,304
09/20/2021 10H,300
09/20/2021 09H,301
09/20/2021 08H,300
09/20/2021 07H,300
09/20/2021 06H,300
09/20/2021 05H,296
09/20/2021 04H,291
09/20/2021 03H,301
09/20/2021 02H,295
09/20/2021 01H,284
09/20/2021 00H,301
09/19/2021 23H,303
09/19/2021 22H,305
09/19/2021 21H,300
09/19/2021 20H,301
09/19/2021 19H,300
09/19/2021 18H,302
09/19/2021 17H,305
09/19/2021 16H,307
09/19/2021 15H,306
09/19/2021 14H,308
09/19/2021 13H,307
09/19/2021 12H,305
09/19/2021 11H,308
09/19/2021 10H,306
09/19/2021 09H,297
09/19/2021 08H,301
09/19/2021 07H,309
09/19/2021 06H,308
09/19/2021 05H,305
09/19/2021 04H,299
09/19/2021 03H,289
09/19/2021 02H,287
09/19/2021 01H,286
09/19/2021 00H,285
09/18/2021 23H,287
09/18/2021 22H,322
09/18/2021 21H,329
09/18/2021 20H,325
09/18/2021 19H,333
09/18/2021 18H,333
09/18/2021 17H,338
09/18/2021 16H,339
09/18/2021 15H,319
09/18/2021 14H,306
09/18/2021 13H,302
09/18/2021 12H,299
09/18/2021 11H,297
09/18/2021 10H,310
09/18/2021 09H,304
09/18/2021 08H,303
09/18/2021 07H,300
09/18/2021 06H,294
09/18/2021 05H,295
09/18/2021 04H,295
09/18/2021 03H,297
09/18/2021 02H,298
09/18/2021 01H,298
09/18/2021 00H,293
09/17/2021 23H,296
09/17/2021 22H,296
09/17/2021 21H,295
09/17/2021 20H,295
09/17/2021 19H,290
09/17/2021 18H,289
09/17/2021 17H,290
09/17/2021 16H,287
09/17/2021 15H,286
09/17/2021 14H,285
09/17/2021 13H,281
09/17/2021 12H,283
09/17/2021 11H,282
09/17/2021 10H,275
09/17/2021 09H,277
09/17/2021 08H,279
09/17/2021 07H,282
09/17/2021 06H,284
09/17/2021 05H,278
09/17/2021 04H,275
09/17/2021 03H,269
09/17/2021 02H,273
09/17/2021 01H,270
09/17/2021 00H,270
09/16/2021 23H,271
09/16/2021 22H,279
09/16/2021 21H,288
09/16/2021 20H,284
09/16/2021 19H,297
09/16/2021 18H,295
09/16/2021 17H,292
09/16/2021 16H,289
09/16/2021 15H,292
09/16/2021 14H,289
09/16/2021 13H,287
09/16/2021 12H,279
09/16/2021 11H,275
09/16/2021 10H,278
09/16/2021 09H,276
09/16/2021 08H,275
09/16/2021 07H,280
09/16/2021 06H,283
09/16/2021 05H,282
09/16/2021 04H,278
09/16/2021 03H,280
09/16/2021 02H,279
09/16/2021 01H,284
09/16/2021 00H,282
09/15/2021 23H,285
09/15/2021 22H,282
09/15/2021 21H,284
09/15/2021 20H,280
09/15/2021 19H,277
09/15/2021 18H,278
09/15/2021 17H,277
09/15/2021 16H,271
09/15/2021 15H,273
09/15/2021 14H,272
09/15/2021 13H,281
09/15/2021 12H,278
09/15/2021 11H,268
09/15/2021 10H,255
09/15/2021 09H,246
09/15/2021 08H,238
09/15/2021 07H,235
09/15/2021 06H,234
09/15/2021 05H,234
09/15/2021 04H,231
09/15/2021 03H,228
09/15/2021 02H,229
09/15/2021 01H,227
09/15/2021 00H,227
09/14/2021 23H,232
09/14/2021 22H,232
09/14/2021 21H,233
09/14/2021 20H,230
09/14/2021 19H,233
09/14/2021 18H,234
09/14/2021 17H,231
09/14/2021 16H,231
09/14/2021 15H,226
09/14/2021 14H,227
09/14/2021 13H,227
09/14/2021 12H,228
09/14/2021 11H,263
09/14/2021 10H,286
09/14/2021 09H,281
09/14/2021 08H,280
09/14/2021 07H,278
09/14/2021 06H,273
09/14/2021 05H,262
09/14/2021 04H,257
09/14/2021 03H,256
09/14/2021 02H,247
09/14/2021 01H,254
09/14/2021 00H,269
09/13/2021 23H,274
09/13/2021 22H,275
09/13/2021 21H,274
09/13/2021 20H,273
09/13/2021 19H,271
09/13/2021 18H,274
09/13/2021 17H,269
09/13/2021 16H,268
09/13/2021 15H,262
09/13/2021 14H,264
09/13/2021 13H,260
09/13/2021 12H,262
09/13/2021 11H,260
09/13/2021 10H,280
09/13/2021 09H,292
09/13/2021 08H,297
09/13/2021 07H,292
09/13/2021 06H,291
09/13/2021 05H,304
09/13/2021 04H,354
09/13/2021 03H,349
09/13/2021 02H,353
09/13/2021 01H,347
09/13/2021 00H,374
09/12/2021 23H,381
09/12/2021 22H,374
09/12/2021 21H,381
09/12/2021 20H,382
09/12/2021 19H,376
09/12/2021 18H,352
09/12/2021 17H,340
09/12/2021 16H,341
09/12/2021 15H,342
09/12/2021 14H,334
09/12/2021 13H,347
09/12/2021 12H,343
09/12/2021 11H,336
09/12/2021 10H,333
09/12/2021 09H,331
09/12/2021 08H,329
09/12/2021 07H,330
09/12/2021 06H,329
09/12/2021 05H,327
09/12/2021 04H,325
09/12/2021 03H,307
09/12/2021 02H,277
09/12/2021 01H,275
09/12/2021 00H,279
09/11/2021 23H,310
09/11/2021 22H,315
09/11/2021 21H,329
09/11/2021 20H,330
09/11/2021 19H,293
09/11/2021 18H,274
09/11/2021 17H,279
09/11/2021 16H,269
09/11/2021 15H,272
09/11/2021 14H,274
09/11/2021 13H,279
09/11/2021 12H,274
09/11/2021 11H,276
09/11/2021 10H,279
09/11/2021 09H,285
09/11/2021 08H,285
09/11/2021 07H,267
09/11/2021 06H,260
09/11/2021 05H,259
09/11/2021 04H,261
09/11/2021 03H,293
09/11/2021 02H,296
09/11/2021 01H,283
09/11/2021 00H,285
09/10/2021 23H,295
09/10/2021 22H,302
09/10/2021 21H,299
09/10/2021 20H,302
09/10/2021 19H,300
09/10/2021 18H,323
09/10/2021 17H,314
09/10/2021 16H,313
09/10/2021 15H,309
09/10/2021 14H,315
09/10/2021 13H,318
09/10/2021 12H,314
09/10/2021 11H,314
09/10/2021 10H,321
09/10/2021 09H,318
09/10/2021 08H,318
09/10/2021 07H,318
09/10/2021 06H,318
09/10/2021 05H,318
09/10/2021 04H,321
09/10/2021 03H,323
09/10/2021 02H,326
09/10/2021 01H,329
09/10/2021 00H,327
09/9/2021 23H,326
09/9/2021 22H,329
09/9/2021 21H,332
09/9/2021 20H,332
09/9/2021 19H,345
09/9/2021 18H,339
09/9/2021 17H,327
09/9/2021 16H,330
09/9/2021 15H,335
09/9/2021 14H,329
09/9/2021 13H,328
09/9/2021 12H,328
09/9/2021 11H,319
09/9/2021 10H,325
09/9/2021 09H,326
09/9/2021 08H,326
09/9/2021 07H,321
09/9/2021 06H,321
09/9/2021 05H,324
09/9/2021 04H,318
09/9/2021 03H,315
09/9/2021 02H,323
09/9/2021 01H,327
09/9/2021 00H,326
09/8/2021 23H,321
09/8/2021 22H,322
09/8/2021 21H,318
09/8/2021 20H,304
09/8/2021 19H,300
09/8/2021 18H,322
09/8/2021 17H,326
09/8/2021 16H,325
09/8/2021 15H,323
09/8/2021 14H,323
09/8/2021 13H,315
09/8/2021 12H,319
09/8/2021 11H,318
09/8/2021 10H,325
09/8/2021 09H,325
09/8/2021 08H,326
09/8/2021 07H,346
09/8/2021 06H,356
09/8/2021 05H,361
09/8/2021 04H,357
09/8/2021 03H,349
09/8/2021 02H,343
09/8/2021 01H,381
09/8/2021 00H,391
09/7/2021 23H,384
09/7/2021 22H,388
09/7/2021 21H,390
09/7/2021 20H,391
09/7/2021 19H,384
09/7/2021 18H,371
09/7/2021 17H,339
09/7/2021 16H,354
09/7/2021 15H,351
09/7/2021 14H,348
09/7/2021 13H,346
09/7/2021 12H,348
09/7/2021 11H,347
09/7/2021 10H,353
09/7/2021 09H,357
09/7/2021 08H,356
09/7/2021 07H,353
09/7/2021 06H,352
09/7/2021 05H,356
09/7/2021 04H,352
09/7/2021 03H,336
09/7/2021 02H,330
09/7/2021 01H,354
09/7/2021 00H,359
09/6/2021 23H,359
09/6/2021 22H,358
09/6/2021 21H,360
09/6/2021 20H,359
09/6/2021 19H,355
09/6/2021 18H,351
09/6/2021 17H,349
09/6/2021 16H,348
09/6/2021 15H,357
09/6/2021 14H,358
09/6/2021 13H,356
09/6/2021 12H,351
09/6/2021 11H,350
09/6/2021 10H,357
09/6/2021 09H,359
09/6/2021 08H,360
09/6/2021 07H,361
09/6/2021 06H,354
09/6/2021 05H,350
09/6/2021 04H,337
09/6/2021 03H,317
09/6/2021 02H,342
09/6/2021 01H,351
09/6/2021 00H,339
09/5/2021 23H,325
09/5/2021 22H,311
09/5/2021 21H,290
09/5/2021 20H,289
09/5/2021 19H,295
09/5/2021 18H,293
09/5/2021 17H,312
09/5/2021 16H,315
09/5/2021 15H,317
09/5/2021 14H,330
09/5/2021 13H,341
09/5/2021 12H,356
09/5/2021 11H,345
09/5/2021 10H,343
09/5/2021 09H,350
09/5/2021 08H,345
09/5/2021 07H,351
09/5/2021 06H,352
09/5/2021 05H,356
09/5/2021 04H,357
09/5/2021 03H,350
09/5/2021 02H,360
09/5/2021 01H,360
09/5/2021 00H,354
09/4/2021 23H,356
09/4/2021 22H,361
09/4/2021 21H,356
09/4/2021 20H,364
09/4/2021 19H,364
09/4/2021 18H,358
09/4/2021 17H,362
09/4/2021 16H,360
09/4/2021 15H,358
09/4/2021 14H,358
09/4/2021 13H,354
09/4/2021 12H,354
09/4/2021 11H,351
09/4/2021 10H,354
09/4/2021 09H,363
09/4/2021 08H,360
09/4/2021 07H,356
09/4/2021 06H,364
09/4/2021 05H,363
09/4/2021 04H,363
09/4/2021 03H,358
09/4/2021 02H,357
09/4/2021 01H,360
09/4/2021 00H,359
09/3/2021 23H,359
09/3/2021 22H,359
09/3/2021 21H,356
09/3/2021 20H,360
09/3/2021 19H,348
09/3/2021 18H,326
09/3/2021 17H,316
09/3/2021 16H,325
09/3/2021 15H,381
09/3/2021 14H,319
09/3/2021 13H,312
09/3/2021 12H,297
09/3/2021 11H,294
09/3/2021 10H,298
09/3/2021 09H,299
09/3/2021 08H,283
09/3/2021 07H,292
09/3/2021 06H,312
09/3/2021 05H,304
09/3/2021 04H,304
09/3/2021 03H,298
09/3/2021 02H,298
09/3/2021 01H,306
09/3/2021 00H,299
09/2/2021 23H,324
09/2/2021 22H,329
09/2/2021 21H,341
09/2/2021 20H,349
09/2/2021 19H,344
09/2/2021 18H,356
09/2/2021 17H,347
09/2/2021 16H,348
09/2/2021 15H,352
09/2/2021 14H,352
09/2/2021 13H,356
09/2/2021 12H,358
09/2/2021 11H,371
09/2/2021 10H,375
09/2/2021 09H,364
09/2/2021 08H,360
09/2/2021 07H,356
09/2/2021 06H,343
09/2/2021 05H,342
09/2/2021 04H,352
09/2/2021 03H,374
09/2/2021 02H,346
09/2/2021 01H,343
09/2/2021 00H,343
09/1/2021 23H,336
09/1/2021 22H,331
09/1/2021 21H,330
09/1/2021 20H,327
09/1/2021 19H,314
09/1/2021 18H,306
09/1/2021 17H,306
09/1/2021 16H,292
09/1/2021 15H,295
09/1/2021 14H,294
09/1/2021 13H,297
09/1/2021 12H,306
09/1/2021 11H,343
09/1/2021 10H,356
09/1/2021 09H,354
09/1/2021 08H,342
09/1/2021 07H,339
09/1/2021 06H,346
09/1/2021 05H,357
09/1/2021 04H,352
09/1/2021 03H,351
09/1/2021 02H,348
09/1/2021 01H,353
09/1/2021 00H,353
08/31/2021 23H,357
08/31/2021 22H,363
08/31/2021 21H,364
08/31/2021 20H,370
08/31/2021 19H,368
08/31/2021 18H,371
08/31/2021 17H,362
08/31/2021 16H,362
08/31/2021 15H,361
08/31/2021 14H,358
08/31/2021 13H,365
08/31/2021 12H,352
08/31/2021 11H,351
08/31/2021 10H,342
08/31/2021 09H,350
08/31/2021 08H,347
08/31/2021 07H,339
08/31/2021 06H,328
08/31/2021 05H,319
08/31/2021 04H,311
08/31/2021 03H,310
08/31/2021 02H,312
08/31/2021 01H,314
08/31/2021 00H,321
08/30/2021 23H,352
08/30/2021 22H,353
08/30/2021 21H,355
08/30/2021 20H,358
08/30/2021 19H,359
08/30/2021 18H,360
08/30/2021 17H,337
08/30/2021 16H,326
08/30/2021 15H,325
08/30/2021 14H,323
08/30/2021 13H,329
08/30/2021 12H,322
08/30/2021 11H,320
08/30/2021 10H,323
08/30/2021 09H,324
08/30/2021 08H,322
08/30/2021 07H,322
08/30/2021 06H,317
08/30/2021 05H,314
08/30/2021 04H,319
08/30/2021 03H,316
08/30/2021 02H,313
08/30/2021 01H,319
08/30/2021 00H,327
08/29/2021 23H,329
08/29/2021 22H,327
08/29/2021 21H,322
08/29/2021 20H,320
08/29/2021 19H,317
08/29/2021 18H,314
08/29/2021 17H,325
08/29/2021 16H,324
08/29/2021 15H,321
08/29/2021 14H,320
08/29/2021 13H,315
08/29/2021 12H,312
08/29/2021 11H,318
08/29/2021 10H,320
08/29/2021 09H,324
08/29/2021 08H,322
08/29/2021 07H,318
08/29/2021 06H,322
08/29/2021 05H,323
08/29/2021 04H,327
08/29/2021 03H,329
08/29/2021 02H,321
08/29/2021 01H,311
08/29/2021 00H,281
08/28/2021 23H,256
08/28/2021 22H,259
08/28/2021 21H,299
08/28/2021 20H,297
08/28/2021 19H,305
08/28/2021 18H,317
08/28/2021 17H,318
08/28/2021 16H,313
08/28/2021 15H,315
08/28/2021 14H,318
08/28/2021 13H,322
08/28/2021 12H,318
08/28/2021 11H,313
08/28/2021 10H,308
08/28/2021 09H,305
08/28/2021 08H,310
08/28/2021 07H,324
08/28/2021 06H,326
08/28/2021 05H,324
08/28/2021 04H,324
08/28/2021 03H,317
08/28/2021 02H,316
08/28/2021 01H,313
08/28/2021 00H,317
08/27/2021 23H,319
08/27/2021 22H,322
08/27/2021 21H,321
08/27/2021 20H,319
08/27/2021 19H,317
08/27/2021 18H,312
08/27/2021 17H,312
08/27/2021 16H,315
08/27/2021 15H,312
08/27/2021 14H,304
08/27/2021 13H,311
08/27/2021 12H,314
08/27/2021 11H,317
08/27/2021 10H,312
08/27/2021 09H,306
08/27/2021 08H,316
08/27/2021 07H,321
08/27/2021 06H,315
08/27/2021 05H,309
08/27/2021 04H,317
08/27/2021 03H,301
08/27/2021 02H,277
08/27/2021 01H,269
08/27/2021 00H,302
08/26/2021 23H,314
08/26/2021 22H,315
08/26/2021 21H,322
08/26/2021 20H,327
08/26/2021 19H,333
08/26/2021 18H,332
08/26/2021 17H,331
08/26/2021 16H,330
08/26/2021 15H,333
08/26/2021 14H,357
08/26/2021 13H,360
08/26/2021 12H,361
08/26/2021 11H,364
08/26/2021 10H,370
08/26/2021 09H,364
08/26/2021 08H,368
08/26/2021 07H,369
08/26/2021 06H,365
08/26/2021 05H,361
08/26/2021 04H,361
08/26/2021 03H,354
08/26/2021 02H,345
08/26/2021 01H,345
08/26/2021 00H,346
08/25/2021 23H,342
08/25/2021 22H,349
08/25/2021 21H,345
08/25/2021 20H,340
08/25/2021 19H,330
08/25/2021 18H,330
08/25/2021 17H,323
08/25/2021 16H,299
08/25/2021 15H,313
08/25/2021 14H,320
08/25/2021 13H,325
08/25/2021 12H,331
08/25/2021 11H,327
08/25/2021 10H,342
08/25/2021 09H,350
08/25/2021 08H,363
08/25/2021 07H,357
08/25/2021 06H,356
08/25/2021 05H,349
08/25/2021 04H,343
08/25/2021 03H,341
08/25/2021 02H,345
08/25/2021 01H,345
08/25/2021 00H,347
08/24/2021 23H,335
08/24/2021 22H,343
08/24/2021 21H,353
08/24/2021 20H,345
08/24/2021 19H,351
08/24/2021 18H,350
08/24/2021 17H,350
08/24/2021 16H,349
08/24/2021 15H,330
08/24/2021 14H,329
08/24/2021 13H,340
08/24/2021 12H,340
08/24/2021 11H,334
08/24/2021 10H,336
08/24/2021 09H,332
08/24/2021 08H,334
08/24/2021 07H,347
08/24/2021 06H,345
08/24/2021 05H,354
08/24/2021 04H,360
08/24/2021 03H,358
08/24/2021 02H,345
08/24/2021 01H,324
08/24/2021 00H,330
08/23/2021 23H,358
08/23/2021 22H,364
08/23/2021 21H,357
08/23/2021 20H,354
08/23/2021 19H,348
08/23/2021 18H,335
08/23/2021 17H,326
08/23/2021 16H,314
08/23/2021 15H,300
08/23/2021 14H,314
08/23/2021 13H,349
08/23/2021 12H,348
08/23/2021 11H,352
08/23/2021 10H,351
08/23/2021 09H,354
08/23/2021 08H,349
08/23/2021 07H,345
08/23/2021 06H,344
08/23/2021 05H,327
08/23/2021 04H,320
08/23/2021 03H,324
08/23/2021 02H,324
08/23/2021 01H,345
08/23/2021 00H,351
08/22/2021 23H,354
08/22/2021 22H,351
08/22/2021 21H,352
08/22/2021 20H,355
08/22/2021 19H,353
08/22/2021 18H,351
08/22/2021 17H,342
08/22/2021 16H,337
08/22/2021 15H,328
08/22/2021 14H,323
08/22/2021 13H,311
08/22/2021 12H,294
08/22/2021 11H,305
08/22/2021 10H,304
08/22/2021 09H,301
08/22/2021 08H,302
08/22/2021 07H,304
08/22/2021 06H,308
08/22/2021 05H,306
08/22/2021 04H,306
08/22/2021 03H,301
08/22/2021 02H,302
08/22/2021 01H,299
08/22/2021 00H,300
08/21/2021 23H,309
08/21/2021 22H,309
08/21/2021 21H,300
08/21/2021 20H,293
08/21/2021 19H,285
08/21/2021 18H,304
08/21/2021 17H,303
08/21/2021 16H,306
08/21/2021 15H,303
08/21/2021 14H,297
08/21/2021 13H,289
08/21/2021 12H,300
08/21/2021 11H,303
08/21/2021 10H,306
08/21/2021 09H,307
08/21/2021 08H,308
08/21/2021 07H,305
08/21/2021 06H,302
08/21/2021 05H,294
08/21/2021 04H,316
08/21/2021 03H,341
08/21/2021 02H,337
08/21/2021 01H,320
08/21/2021 00H,333
08/20/2021 23H,340
08/20/2021 22H,336
08/20/2021 21H,344
08/20/2021 20H,357
08/20/2021 19H,355
08/20/2021 18H,358
08/20/2021 17H,347
08/20/2021 16H,342
08/20/2021 15H,333
08/20/2021 14H,337
08/20/2021 13H,336
08/20/2021 12H,341
08/20/2021 11H,334
08/20/2021 10H,333
08/20/2021 09H,332
08/20/2021 08H,330
08/20/2021 07H,325
08/20/2021 06H,324
08/20/2021 05H,324
08/20/2021 04H,319
08/20/2021 03H,301
08/20/2021 02H,302
08/20/2021 01H,300
08/20/2021 00H,294
08/19/2021 23H,301
08/19/2021 22H,304
08/19/2021 21H,338
08/19/2021 20H,346
08/19/2021 19H,344
08/19/2021 18H,341
08/19/2021 17H,336
08/19/2021 16H,335
08/19/2021 15H,328
08/19/2021 14H,328
08/19/2021 13H,332
08/19/2021 12H,329
08/19/2021 11H,333
08/19/2021 10H,335
08/19/2021 09H,337
08/19/2021 08H,332
08/19/2021 07H,331
08/19/2021 06H,314
08/19/2021 05H,295
08/19/2021 04H,284
08/19/2021 03H,284
08/19/2021 02H,288
08/19/2021 01H,290
08/19/2021 00H,326
08/18/2021 23H,333
08/18/2021 22H,322
08/18/2021 21H,343
08/18/2021 20H,338
08/18/2021 19H,326
08/18/2021 18H,312
08/18/2021 17H,321
08/18/2021 16H,335
08/18/2021 15H,335
08/18/2021 14H,336
08/18/2021 13H,338
08/18/2021 12H,324
08/18/2021 11H,302
08/18/2021 10H,285
08/18/2021 09H,287
08/18/2021 08H,290
08/18/2021 07H,292
08/18/2021 06H,290
08/18/2021 05H,284
08/18/2021 04H,274
08/18/2021 03H,281
08/18/2021 02H,260
08/18/2021 01H,249
08/18/2021 00H,246
08/17/2021 23H,249
08/17/2021 22H,244
08/17/2021 21H,237
08/17/2021 20H,229
08/17/2021 19H,239
08/17/2021 18H,249
08/17/2021 17H,253
08/17/2021 16H,261
08/17/2021 15H,261
08/17/2021 14H,257
08/17/2021 13H,270
08/17/2021 12H,289
08/17/2021 11H,282
08/17/2021 10H,307
08/17/2021 09H,304
08/17/2021 08H,300
08/17/2021 07H,299
08/17/2021 06H,314
08/17/2021 05H,334
08/17/2021 04H,330
08/17/2021 03H,338
08/17/2021 02H,337
08/17/2021 01H,345
08/17/2021 00H,342
08/16/2021 23H,358
08/16/2021 22H,351
08/16/2021 21H,353
08/16/2021 20H,347
08/16/2021 19H,344
08/16/2021 18H,357
08/16/2021 17H,345
08/16/2021 16H,351
