Net generation from solar for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.SUN.H
19:22:14 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.SUN.H megawatthours
10/5/2021 02H,25
10/5/2021 01H,82
10/5/2021 00H,375
10/4/2021 23H,728
10/4/2021 22H,912
10/4/2021 21H,988
10/4/2021 20H,1143
10/4/2021 19H,1302
10/4/2021 18H,1175
10/4/2021 17H,1099
10/4/2021 16H,820
10/4/2021 15H,509
10/4/2021 14H,87
10/4/2021 13H,11
10/4/2021 12H,10
10/4/2021 11H,5
10/4/2021 10H,0
10/4/2021 09H,6
10/4/2021 08H,14
10/4/2021 07H,19
10/4/2021 06H,11
10/4/2021 05H,4
10/4/2021 04H,2
10/4/2021 03H,9
10/4/2021 02H,15
10/4/2021 01H,108
10/4/2021 00H,759
10/3/2021 23H,1156
10/3/2021 22H,1044
10/3/2021 21H,1030
10/3/2021 20H,1245
10/3/2021 19H,1397
10/3/2021 18H,1434
10/3/2021 17H,1334
10/3/2021 16H,1091
10/3/2021 15H,662
10/3/2021 14H,78
10/3/2021 13H,0
10/3/2021 12H,-1
10/3/2021 11H,0
10/3/2021 10H,2
10/3/2021 09H,5
10/3/2021 08H,4
10/3/2021 07H,1
10/3/2021 06H,14
10/3/2021 05H,18
10/3/2021 04H,11
10/3/2021 03H,37
10/3/2021 02H,79
10/3/2021 01H,241
10/3/2021 00H,885
10/2/2021 23H,1262
10/2/2021 22H,1343
10/2/2021 21H,1355
10/2/2021 20H,1395
10/2/2021 19H,1386
10/2/2021 18H,1417
10/2/2021 17H,1366
10/2/2021 16H,1242
10/2/2021 15H,678
10/2/2021 14H,91
10/2/2021 13H,4
10/2/2021 12H,3
10/2/2021 11H,4
10/2/2021 10H,9
10/2/2021 09H,10
10/2/2021 08H,16
10/2/2021 07H,18
10/2/2021 06H,47
10/2/2021 05H,48
10/2/2021 04H,39
10/2/2021 03H,48
10/2/2021 02H,69
10/2/2021 01H,360
10/2/2021 00H,990
10/1/2021 23H,1222
10/1/2021 22H,1280
10/1/2021 21H,1262
10/1/2021 20H,1356
10/1/2021 19H,1332
10/1/2021 18H,1332
10/1/2021 17H,1275
10/1/2021 16H,1034
10/1/2021 15H,533
10/1/2021 14H,54
10/1/2021 13H,5
10/1/2021 12H,7
10/1/2021 11H,3
10/1/2021 10H,4
10/1/2021 09H,4
10/1/2021 08H,12
10/1/2021 07H,13
10/1/2021 06H,14
10/1/2021 05H,8
10/1/2021 04H,26
10/1/2021 03H,44
10/1/2021 02H,47
10/1/2021 01H,294
10/1/2021 00H,860
09/30/2021 23H,991
09/30/2021 22H,1039
09/30/2021 21H,1106
09/30/2021 20H,1100
09/30/2021 19H,1146
09/30/2021 18H,1154
09/30/2021 17H,977
09/30/2021 16H,721
09/30/2021 15H,372
09/30/2021 14H,53
09/30/2021 13H,16
09/30/2021 12H,15
09/30/2021 11H,1
09/30/2021 10H,2
09/30/2021 09H,6
09/30/2021 08H,0
09/30/2021 07H,-1
09/30/2021 06H,-1
09/30/2021 05H,-1
09/30/2021 04H,-1
09/30/2021 03H,10
09/30/2021 02H,11
09/30/2021 01H,113
09/30/2021 00H,433
09/29/2021 23H,731
09/29/2021 22H,873
09/29/2021 21H,989
09/29/2021 20H,1079
09/29/2021 19H,1245
09/29/2021 18H,1263
09/29/2021 17H,1180
09/29/2021 16H,1015
09/29/2021 15H,562
09/29/2021 14H,99
09/29/2021 13H,28
09/29/2021 12H,41
09/29/2021 11H,31
09/29/2021 10H,32
09/29/2021 09H,37
09/29/2021 08H,41
09/29/2021 07H,44
09/29/2021 06H,30
09/29/2021 05H,27
09/29/2021 04H,44
09/29/2021 03H,59
09/29/2021 02H,67
09/29/2021 01H,306
09/29/2021 00H,815
09/28/2021 23H,1020
09/28/2021 22H,1144
09/28/2021 21H,1272
09/28/2021 20H,1304
09/28/2021 19H,1355
09/28/2021 18H,1328
09/28/2021 17H,1242
09/28/2021 16H,926
09/28/2021 15H,517
09/28/2021 14H,62
09/28/2021 13H,21
09/28/2021 12H,15
09/28/2021 11H,16
09/28/2021 10H,20
09/28/2021 09H,20
09/28/2021 08H,26
09/28/2021 07H,5
09/28/2021 06H,16
09/28/2021 05H,37
09/28/2021 04H,25
09/28/2021 03H,33
09/28/2021 02H,45
09/28/2021 01H,294
09/28/2021 00H,791
09/27/2021 23H,1131
09/27/2021 22H,1157
09/27/2021 21H,1019
09/27/2021 20H,1041
09/27/2021 19H,1092
09/27/2021 18H,1026
09/27/2021 17H,800
09/27/2021 16H,630
09/27/2021 15H,345
09/27/2021 14H,59
09/27/2021 13H,1
09/27/2021 12H,1
09/27/2021 11H,2
09/27/2021 10H,5
09/27/2021 09H,-1
09/27/2021 08H,-1
09/27/2021 07H,-1
09/27/2021 06H,-1
09/27/2021 05H,-1
09/27/2021 04H,0
09/27/2021 03H,7
09/27/2021 02H,6
09/27/2021 01H,108
09/27/2021 00H,281
09/26/2021 23H,333
09/26/2021 22H,507
09/26/2021 21H,664
09/26/2021 20H,633
09/26/2021 19H,655
09/26/2021 18H,678
09/26/2021 17H,588
09/26/2021 16H,449
09/26/2021 15H,299
09/26/2021 14H,59
09/26/2021 13H,13
09/26/2021 12H,2
09/26/2021 11H,0
09/26/2021 10H,-1
09/26/2021 09H,4
09/26/2021 08H,0
09/26/2021 07H,6
09/26/2021 06H,30
09/26/2021 05H,35
09/26/2021 04H,40
09/26/2021 03H,47
09/26/2021 02H,77
09/26/2021 01H,334
09/26/2021 00H,758
09/25/2021 23H,982
09/25/2021 22H,1139
09/25/2021 21H,1241
09/25/2021 20H,1308
09/25/2021 19H,1325
09/25/2021 18H,1201
09/25/2021 17H,1068
09/25/2021 16H,895
09/25/2021 15H,461
09/25/2021 14H,69
09/25/2021 13H,1
09/25/2021 12H,-1
09/25/2021 11H,1
09/25/2021 10H,2
09/25/2021 09H,0
09/25/2021 08H,-1
09/25/2021 07H,-1
09/25/2021 06H,3
09/25/2021 05H,8
09/25/2021 04H,11
09/25/2021 03H,18
09/25/2021 02H,13
09/25/2021 01H,129
09/25/2021 00H,637
09/24/2021 23H,928
09/24/2021 22H,967
09/24/2021 21H,937
09/24/2021 20H,843
09/24/2021 19H,787
09/24/2021 18H,692
09/24/2021 17H,683
09/24/2021 16H,536
09/24/2021 15H,282
09/24/2021 14H,56
09/24/2021 13H,14
09/24/2021 12H,32
09/24/2021 11H,46
09/24/2021 10H,34
09/24/2021 09H,14
09/24/2021 08H,11
09/24/2021 07H,6
09/24/2021 06H,19
09/24/2021 05H,23
09/24/2021 04H,19
09/24/2021 03H,12
09/24/2021 02H,43
09/24/2021 01H,169
09/24/2021 00H,549
09/23/2021 23H,844
09/23/2021 22H,913
09/23/2021 21H,1032
09/23/2021 20H,1242
09/23/2021 19H,1182
09/23/2021 18H,1117
09/23/2021 17H,1035
09/23/2021 16H,853
09/23/2021 15H,425
09/23/2021 14H,65
09/23/2021 13H,-1
09/23/2021 12H,6
09/23/2021 11H,5
09/23/2021 10H,5
09/23/2021 09H,4
09/23/2021 08H,7
09/23/2021 07H,16
09/23/2021 06H,58
09/23/2021 05H,72
09/23/2021 04H,76
09/23/2021 03H,75
09/23/2021 02H,102
09/23/2021 01H,495
09/23/2021 00H,1097
09/22/2021 23H,1302
09/22/2021 22H,1418
09/22/2021 21H,1457
09/22/2021 20H,1456
09/22/2021 19H,1490
09/22/2021 18H,1496
09/22/2021 17H,1494
09/22/2021 16H,1345
09/22/2021 15H,802
09/22/2021 14H,143
09/22/2021 13H,9
09/22/2021 12H,16
09/22/2021 11H,22
09/22/2021 10H,16
09/22/2021 09H,19
09/22/2021 08H,20
09/22/2021 07H,19
09/22/2021 06H,50
09/22/2021 05H,53
09/22/2021 04H,54
09/22/2021 03H,63
09/22/2021 02H,118
09/22/2021 01H,510
09/22/2021 00H,1157
09/21/2021 23H,1396
09/21/2021 22H,1429
09/21/2021 21H,1438
09/21/2021 20H,1427
09/21/2021 19H,1430
09/21/2021 18H,1434
09/21/2021 17H,1442
09/21/2021 16H,1348
09/21/2021 15H,839
09/21/2021 14H,151
09/21/2021 13H,7
09/21/2021 12H,10
09/21/2021 11H,7
09/21/2021 10H,4
09/21/2021 09H,1
09/21/2021 08H,3
09/21/2021 07H,8
09/21/2021 06H,40
09/21/2021 05H,44
09/21/2021 04H,53
09/21/2021 03H,64
09/21/2021 02H,117
09/21/2021 01H,514
09/21/2021 00H,1144
09/20/2021 23H,1322
09/20/2021 22H,1440
09/20/2021 21H,1437
09/20/2021 20H,1444
09/20/2021 19H,1452
09/20/2021 18H,1463
09/20/2021 17H,1459
09/20/2021 16H,1351
09/20/2021 15H,827
09/20/2021 14H,156
09/20/2021 13H,1
09/20/2021 12H,1
09/20/2021 11H,4
09/20/2021 10H,9
09/20/2021 09H,12
09/20/2021 08H,9
09/20/2021 07H,6
09/20/2021 06H,40
09/20/2021 05H,47
09/20/2021 04H,60
09/20/2021 03H,84
09/20/2021 02H,138
09/20/2021 01H,590
09/20/2021 00H,1128
09/19/2021 23H,1311
09/19/2021 22H,1346
09/19/2021 21H,1428
09/19/2021 20H,1483
09/19/2021 19H,1535
09/19/2021 18H,1526
09/19/2021 17H,1457
09/19/2021 16H,1154
09/19/2021 15H,611
09/19/2021 14H,104
09/19/2021 13H,13
09/19/2021 12H,18
09/19/2021 11H,19
09/19/2021 10H,17
09/19/2021 09H,19
09/19/2021 08H,19
09/19/2021 07H,17
09/19/2021 06H,14
09/19/2021 05H,14
09/19/2021 04H,50
09/19/2021 03H,56
09/19/2021 02H,49
09/19/2021 01H,211
09/19/2021 00H,510
09/18/2021 23H,859
09/18/2021 22H,1158
09/18/2021 21H,1386
09/18/2021 20H,1403
09/18/2021 19H,1335
09/18/2021 18H,1411
09/18/2021 17H,1361
09/18/2021 16H,1079
09/18/2021 15H,647
09/18/2021 14H,105
09/18/2021 13H,8
09/18/2021 12H,9
09/18/2021 11H,9
09/18/2021 10H,9
09/18/2021 09H,6
09/18/2021 08H,0
09/18/2021 07H,-1
09/18/2021 06H,-1
09/18/2021 05H,-1
09/18/2021 04H,4
09/18/2021 03H,22
09/18/2021 02H,31
09/18/2021 01H,278
09/18/2021 00H,807
09/17/2021 23H,1055
09/17/2021 22H,1075
09/17/2021 21H,1091
09/17/2021 20H,1144
09/17/2021 19H,1214
09/17/2021 18H,1127
09/17/2021 17H,1002
09/17/2021 16H,828
09/17/2021 15H,484
09/17/2021 14H,94
09/17/2021 13H,0
09/17/2021 12H,3
09/17/2021 11H,6
09/17/2021 10H,8
09/17/2021 09H,8
09/17/2021 08H,11
09/17/2021 07H,10
09/17/2021 06H,40
09/17/2021 05H,54
09/17/2021 04H,66
09/17/2021 03H,76
09/17/2021 02H,136
09/17/2021 01H,573
09/17/2021 00H,1196
09/16/2021 23H,1440
09/16/2021 22H,1499
09/16/2021 21H,1490
09/16/2021 20H,1497
09/16/2021 19H,1495
09/16/2021 18H,1502
09/16/2021 17H,1457
09/16/2021 16H,1251
09/16/2021 15H,750
09/16/2021 14H,151
09/16/2021 13H,8
09/16/2021 12H,7
09/16/2021 11H,7
09/16/2021 10H,1
09/16/2021 09H,3
09/16/2021 08H,5
09/16/2021 07H,12
09/16/2021 06H,44
09/16/2021 05H,50
09/16/2021 04H,61
09/16/2021 03H,71
09/16/2021 02H,111
09/16/2021 01H,568
09/16/2021 00H,1161
09/15/2021 23H,1335
09/15/2021 22H,1403
09/15/2021 21H,1457
09/15/2021 20H,1431
09/15/2021 19H,1457
09/15/2021 18H,1460
09/15/2021 17H,1421
09/15/2021 16H,1186
09/15/2021 15H,713
09/15/2021 14H,149
09/15/2021 13H,0
09/15/2021 12H,-1
09/15/2021 11H,-1
09/15/2021 10H,0
09/15/2021 09H,2
09/15/2021 08H,8
09/15/2021 07H,17
09/15/2021 06H,50
09/15/2021 05H,67
09/15/2021 04H,62
09/15/2021 03H,70
09/15/2021 02H,114
09/15/2021 01H,515
09/15/2021 00H,1058
09/14/2021 23H,1262
09/14/2021 22H,1333
09/14/2021 21H,1385
09/14/2021 20H,1417
09/14/2021 19H,1421
09/14/2021 18H,1420
09/14/2021 17H,1404
09/14/2021 16H,1224
09/14/2021 15H,763
09/14/2021 14H,165
09/14/2021 13H,8
09/14/2021 12H,9
09/14/2021 11H,9
09/14/2021 10H,6
09/14/2021 09H,6
09/14/2021 08H,7
09/14/2021 07H,20
09/14/2021 06H,35
09/14/2021 05H,40
09/14/2021 04H,55
09/14/2021 03H,69
09/14/2021 02H,104
09/14/2021 01H,598
09/14/2021 00H,1201
09/13/2021 23H,1390
09/13/2021 22H,1417
09/13/2021 21H,1404
09/13/2021 20H,1423
09/13/2021 19H,1432
09/13/2021 18H,1444
09/13/2021 17H,1444
09/13/2021 16H,1278
09/13/2021 15H,774
09/13/2021 14H,150
09/13/2021 13H,-1
09/13/2021 12H,-1
09/13/2021 11H,0
09/13/2021 10H,0
09/13/2021 09H,0
09/13/2021 08H,1
09/13/2021 07H,11
09/13/2021 06H,38
09/13/2021 05H,42
09/13/2021 04H,42
09/13/2021 03H,49
09/13/2021 02H,106
09/13/2021 01H,603
09/13/2021 00H,1174
09/12/2021 23H,1364
09/12/2021 22H,1424
09/12/2021 21H,1443
09/12/2021 20H,1446
09/12/2021 19H,1451
09/12/2021 18H,1462
09/12/2021 17H,1457
09/12/2021 16H,1302
09/12/2021 15H,790
09/12/2021 14H,162
09/12/2021 13H,-1
09/12/2021 12H,-1
09/12/2021 11H,-1
09/12/2021 10H,-1
09/12/2021 09H,-1
09/12/2021 08H,-1
09/12/2021 07H,8
09/12/2021 06H,23
09/12/2021 05H,43
09/12/2021 04H,41
09/12/2021 03H,50
09/12/2021 02H,109
09/12/2021 01H,622
09/12/2021 00H,1125
09/11/2021 23H,1320
09/11/2021 22H,1371
09/11/2021 21H,1429
09/11/2021 20H,1423
09/11/2021 19H,1433
09/11/2021 18H,1293
09/11/2021 17H,1276
09/11/2021 16H,1100
09/11/2021 15H,774
09/11/2021 14H,168
09/11/2021 13H,0
09/11/2021 12H,-1
09/11/2021 11H,-1
09/11/2021 10H,3
09/11/2021 09H,6
09/11/2021 08H,6
09/11/2021 07H,17
09/11/2021 06H,29
09/11/2021 05H,29
09/11/2021 04H,34
09/11/2021 03H,67
09/11/2021 02H,83
09/11/2021 01H,497
09/11/2021 00H,1056
09/10/2021 23H,1180
09/10/2021 22H,1395
09/10/2021 21H,1458
09/10/2021 20H,1468
09/10/2021 19H,1490
09/10/2021 18H,1501
09/10/2021 17H,1495
09/10/2021 16H,1290
09/10/2021 15H,797
09/10/2021 14H,179
09/10/2021 13H,0
09/10/2021 12H,0
09/10/2021 11H,2
09/10/2021 10H,1
09/10/2021 09H,3
09/10/2021 08H,6
09/10/2021 07H,8
09/10/2021 06H,27
09/10/2021 05H,69
09/10/2021 04H,61
09/10/2021 03H,48
09/10/2021 02H,77
09/10/2021 01H,459
09/10/2021 00H,1170
09/9/2021 23H,1406
09/9/2021 22H,1448
09/9/2021 21H,1453
09/9/2021 20H,1465
09/9/2021 19H,1470
09/9/2021 18H,1487
09/9/2021 17H,1448
09/9/2021 16H,1283
09/9/2021 15H,778
09/9/2021 14H,170
09/9/2021 13H,-1
09/9/2021 12H,-1
09/9/2021 11H,-1
09/9/2021 10H,-1
09/9/2021 09H,0
09/9/2021 08H,1
09/9/2021 07H,12
09/9/2021 06H,40
09/9/2021 05H,51
09/9/2021 04H,62
09/9/2021 03H,72
09/9/2021 02H,134
09/9/2021 01H,674
09/9/2021 00H,1229
09/8/2021 23H,1390
09/8/2021 22H,1435
09/8/2021 21H,1464
09/8/2021 20H,1468
09/8/2021 19H,1469
09/8/2021 18H,1480
09/8/2021 17H,1413
09/8/2021 16H,1190
09/8/2021 15H,774
09/8/2021 14H,169
09/8/2021 13H,0
09/8/2021 12H,2
09/8/2021 11H,5
09/8/2021 10H,0
09/8/2021 09H,-1
09/8/2021 08H,1
09/8/2021 07H,15
09/8/2021 06H,40
09/8/2021 05H,45
09/8/2021 04H,61
09/8/2021 03H,63
09/8/2021 02H,135
09/8/2021 01H,684
09/8/2021 00H,1185
09/7/2021 23H,1398
09/7/2021 22H,1449
09/7/2021 21H,1480
09/7/2021 20H,1487
09/7/2021 19H,1496
09/7/2021 18H,1503
09/7/2021 17H,1465
09/7/2021 16H,1310
09/7/2021 15H,803
09/7/2021 14H,180
09/7/2021 13H,1
09/7/2021 12H,0
09/7/2021 11H,0
09/7/2021 10H,0
09/7/2021 09H,6
09/7/2021 08H,12
09/7/2021 07H,23
09/7/2021 06H,48
09/7/2021 05H,37
09/7/2021 04H,37
09/7/2021 03H,47
09/7/2021 02H,146
09/7/2021 01H,731
09/7/2021 00H,1748
09/6/2021 23H,1400
09/6/2021 22H,1422
09/6/2021 21H,1459
09/6/2021 20H,1440
09/6/2021 19H,1496
09/6/2021 18H,1502
09/6/2021 17H,1493
09/6/2021 16H,1359
09/6/2021 15H,861
09/6/2021 14H,210
09/6/2021 13H,2
09/6/2021 12H,6
09/6/2021 11H,6
09/6/2021 10H,5
09/6/2021 09H,4
09/6/2021 08H,9
09/6/2021 07H,31
09/6/2021 06H,62
09/6/2021 05H,62
09/6/2021 04H,42
09/6/2021 03H,50
09/6/2021 02H,148
09/6/2021 01H,673
09/6/2021 00H,1069
09/5/2021 23H,1211
09/5/2021 22H,1309
09/5/2021 21H,1365
09/5/2021 20H,1385
09/5/2021 19H,1421
09/5/2021 18H,1425
09/5/2021 17H,1392
09/5/2021 16H,1159
09/5/2021 15H,650
09/5/2021 14H,147
09/5/2021 13H,0
09/5/2021 12H,-1
09/5/2021 11H,-1
09/5/2021 10H,0
09/5/2021 09H,0
09/5/2021 08H,-1
09/5/2021 07H,-1
09/5/2021 06H,-1
09/5/2021 05H,-1
09/5/2021 04H,1
09/5/2021 03H,27
09/5/2021 02H,182
09/5/2021 01H,472
09/5/2021 00H,925
09/4/2021 23H,1143
09/4/2021 22H,1300
09/4/2021 21H,1369
09/4/2021 20H,1415
09/4/2021 19H,1436
09/4/2021 18H,1421
09/4/2021 17H,1288
09/4/2021 16H,1096
09/4/2021 15H,714
09/4/2021 14H,153
09/4/2021 13H,0
09/4/2021 12H,-1
09/4/2021 11H,-1
09/4/2021 10H,-1
09/4/2021 09H,-1
09/4/2021 08H,0
09/4/2021 07H,-1
09/4/2021 06H,-1
09/4/2021 05H,4
09/4/2021 04H,40
09/4/2021 03H,54
09/4/2021 02H,146
09/4/2021 01H,679
09/4/2021 00H,1099
09/3/2021 23H,1226
09/3/2021 22H,1361
09/3/2021 21H,1416
09/3/2021 20H,1453
09/3/2021 19H,1482
09/3/2021 18H,1486
09/3/2021 17H,1454
09/3/2021 16H,1272
09/3/2021 15H,792
09/3/2021 14H,185
09/3/2021 13H,0
09/3/2021 12H,-1
09/3/2021 11H,-1
09/3/2021 10H,-1
09/3/2021 09H,0
09/3/2021 08H,3
09/3/2021 07H,12
09/3/2021 06H,34
09/3/2021 05H,35
09/3/2021 04H,36
09/3/2021 03H,53
09/3/2021 02H,184
09/3/2021 01H,773
09/3/2021 00H,1181
09/2/2021 23H,1316
09/2/2021 22H,1377
09/2/2021 21H,1411
09/2/2021 20H,1423
09/2/2021 19H,1452
09/2/2021 18H,1390
09/2/2021 17H,1181
09/2/2021 16H,1027
09/2/2021 15H,680
09/2/2021 14H,169
09/2/2021 13H,18
09/2/2021 12H,17
09/2/2021 11H,22
09/2/2021 10H,19
09/2/2021 09H,16
09/2/2021 08H,15
09/2/2021 07H,11
09/2/2021 06H,14
09/2/2021 05H,17
09/2/2021 04H,19
09/2/2021 03H,27
09/2/2021 02H,127
09/2/2021 01H,532
09/2/2021 00H,764
09/1/2021 23H,881
09/1/2021 22H,929
09/1/2021 21H,1141
09/1/2021 20H,1200
09/1/2021 19H,1129
09/1/2021 18H,1003
09/1/2021 17H,772
09/1/2021 16H,754
09/1/2021 15H,499
09/1/2021 14H,79
09/1/2021 13H,0
09/1/2021 12H,-1
09/1/2021 11H,-1
09/1/2021 10H,-1
09/1/2021 09H,-1
09/1/2021 08H,-1
09/1/2021 07H,-1
09/1/2021 06H,0
09/1/2021 05H,0
09/1/2021 04H,-1
09/1/2021 03H,1
09/1/2021 02H,19
09/1/2021 01H,119
09/1/2021 00H,301
08/31/2021 23H,514
08/31/2021 22H,552
08/31/2021 21H,660
08/31/2021 20H,807
08/31/2021 19H,990
08/31/2021 18H,993
08/31/2021 17H,1006
08/31/2021 16H,875
08/31/2021 15H,476
08/31/2021 14H,155
08/31/2021 13H,8
08/31/2021 12H,9
08/31/2021 11H,37
08/31/2021 10H,37
08/31/2021 09H,25
08/31/2021 08H,58
08/31/2021 07H,52
08/31/2021 06H,70
08/31/2021 05H,48
08/31/2021 04H,22
08/31/2021 03H,30
08/31/2021 02H,68
08/31/2021 01H,327
08/31/2021 00H,782
08/30/2021 23H,1177
08/30/2021 22H,1248
08/30/2021 21H,1389
08/30/2021 20H,1333
08/30/2021 19H,1285
08/30/2021 18H,1166
08/30/2021 17H,1062
08/30/2021 16H,900
08/30/2021 15H,601
08/30/2021 14H,151
08/30/2021 13H,4
08/30/2021 12H,2
08/30/2021 11H,-1
08/30/2021 10H,-1
08/30/2021 09H,3
08/30/2021 08H,9
08/30/2021 07H,11
08/30/2021 06H,20
08/30/2021 05H,29
08/30/2021 04H,39
08/30/2021 03H,70
08/30/2021 02H,194
08/30/2021 01H,719
08/30/2021 00H,1142
08/29/2021 23H,1334
08/29/2021 22H,1364
08/29/2021 21H,1382
08/29/2021 20H,1292
08/29/2021 19H,1163
08/29/2021 18H,1125
08/29/2021 17H,1075
08/29/2021 16H,930
08/29/2021 15H,735
08/29/2021 14H,221
08/29/2021 13H,1
08/29/2021 12H,3
08/29/2021 11H,15
08/29/2021 10H,2
08/29/2021 09H,-1
08/29/2021 08H,11
08/29/2021 07H,6
08/29/2021 06H,40
08/29/2021 05H,44
08/29/2021 04H,60
08/29/2021 03H,94
08/29/2021 02H,196
08/29/2021 01H,692
08/29/2021 00H,1008
08/28/2021 23H,1190
08/28/2021 22H,1330
08/28/2021 21H,1388
08/28/2021 20H,1365
08/28/2021 19H,1349
08/28/2021 18H,1347
08/28/2021 17H,1353
08/28/2021 16H,1076
08/28/2021 15H,685
08/28/2021 14H,217
08/28/2021 13H,17
08/28/2021 12H,18
08/28/2021 11H,7
08/28/2021 10H,-1
08/28/2021 09H,0
08/28/2021 08H,2
08/28/2021 07H,23
08/28/2021 06H,40
08/28/2021 05H,43
08/28/2021 04H,67
08/28/2021 03H,104
08/28/2021 02H,202
08/28/2021 01H,621
08/28/2021 00H,908
08/27/2021 23H,1120
08/27/2021 22H,1274
08/27/2021 21H,1421
08/27/2021 20H,1495
08/27/2021 19H,1517
08/27/2021 18H,1519
08/27/2021 17H,1503
08/27/2021 16H,1367
08/27/2021 15H,907
08/27/2021 14H,256
08/27/2021 13H,4
08/27/2021 12H,-1
08/27/2021 11H,-1
08/27/2021 10H,-1
08/27/2021 09H,0
08/27/2021 08H,4
08/27/2021 07H,27
08/27/2021 06H,45
08/27/2021 05H,48
08/27/2021 04H,52
08/27/2021 03H,63
08/27/2021 02H,271
08/27/2021 01H,806
08/27/2021 00H,1108
08/26/2021 23H,1303
08/26/2021 22H,1369
08/26/2021 21H,1434
08/26/2021 20H,1440
08/26/2021 19H,1486
08/26/2021 18H,1503
08/26/2021 17H,1492
08/26/2021 16H,1402
08/26/2021 15H,941
08/26/2021 14H,266
08/26/2021 13H,4
08/26/2021 12H,-1
08/26/2021 11H,-1
08/26/2021 10H,-2
08/26/2021 09H,-1
08/26/2021 08H,-1
08/26/2021 07H,18
08/26/2021 06H,44
08/26/2021 05H,51
08/26/2021 04H,53
08/26/2021 03H,64
08/26/2021 02H,266
08/26/2021 01H,857
08/26/2021 00H,1213
08/25/2021 23H,1359
08/25/2021 22H,1467
08/25/2021 21H,1503
08/25/2021 20H,1515
08/25/2021 19H,1511
08/25/2021 18H,1518
08/25/2021 17H,1490
08/25/2021 16H,1393
08/25/2021 15H,950
08/25/2021 14H,276
08/25/2021 13H,4
08/25/2021 12H,-1
08/25/2021 11H,0
08/25/2021 10H,2
08/25/2021 09H,4
08/25/2021 08H,9
08/25/2021 07H,30
08/25/2021 06H,53
08/25/2021 05H,60
08/25/2021 04H,58
08/25/2021 03H,64
08/25/2021 02H,253
08/25/2021 01H,881
08/25/2021 00H,1321
08/24/2021 23H,1426
08/24/2021 22H,1434
08/24/2021 21H,1480
08/24/2021 20H,1546
08/24/2021 19H,1563
08/24/2021 18H,1541
08/24/2021 17H,1514
08/24/2021 16H,1361
08/24/2021 15H,868
08/24/2021 14H,265
08/24/2021 13H,31
08/24/2021 12H,20
08/24/2021 11H,19
08/24/2021 10H,20
08/24/2021 09H,23
08/24/2021 08H,22
08/24/2021 07H,50
08/24/2021 06H,82
08/24/2021 05H,99
08/24/2021 04H,89
08/24/2021 03H,90
08/24/2021 02H,294
08/24/2021 01H,853
08/24/2021 00H,1189
08/23/2021 23H,1342
08/23/2021 22H,1434
08/23/2021 21H,1485
08/23/2021 20H,1568
08/23/2021 19H,1561
08/23/2021 18H,1582
08/23/2021 17H,1579
08/23/2021 16H,1449
08/23/2021 15H,929
08/23/2021 14H,254
08/23/2021 13H,24
08/23/2021 12H,20
08/23/2021 11H,29
08/23/2021 10H,34
08/23/2021 09H,18
08/23/2021 08H,15
08/23/2021 07H,48
08/23/2021 06H,52
08/23/2021 05H,56
08/23/2021 04H,57
08/23/2021 03H,84
08/23/2021 02H,301
08/23/2021 01H,908
08/23/2021 00H,1239
08/22/2021 23H,1293
08/22/2021 22H,1334
08/22/2021 21H,1355
08/22/2021 20H,1442
08/22/2021 19H,1470
08/22/2021 18H,1491
08/22/2021 17H,1510
08/22/2021 16H,1411
08/22/2021 15H,936
08/22/2021 14H,265
08/22/2021 13H,7
08/22/2021 12H,8
08/22/2021 11H,16
08/22/2021 10H,21
08/22/2021 09H,25
08/22/2021 08H,24
08/22/2021 07H,56
08/22/2021 06H,78
08/22/2021 05H,72
08/22/2021 04H,66
08/22/2021 03H,95
08/22/2021 02H,321
08/22/2021 01H,963
08/22/2021 00H,1389
08/21/2021 23H,1473
08/21/2021 22H,1478
08/21/2021 21H,1505
08/21/2021 20H,1507
08/21/2021 19H,1561
08/21/2021 18H,1574
08/21/2021 17H,1548
08/21/2021 16H,1421
08/21/2021 15H,990
08/21/2021 14H,319
08/21/2021 13H,21
08/21/2021 12H,12
08/21/2021 11H,8
08/21/2021 10H,10
08/21/2021 09H,11
08/21/2021 08H,12
08/21/2021 07H,34
08/21/2021 06H,60
08/21/2021 05H,63
08/21/2021 04H,57
08/21/2021 03H,72
08/21/2021 02H,270
08/21/2021 01H,934
08/21/2021 00H,1343
08/20/2021 23H,1459
08/20/2021 22H,1478
08/20/2021 21H,1513
08/20/2021 20H,1478
08/20/2021 19H,1498
08/20/2021 18H,1516
08/20/2021 17H,1494
08/20/2021 16H,1435
08/20/2021 15H,978
08/20/2021 14H,299
08/20/2021 13H,12
08/20/2021 12H,9
08/20/2021 11H,7
08/20/2021 10H,7
08/20/2021 09H,15
08/20/2021 08H,21
08/20/2021 07H,32
08/20/2021 06H,61
08/20/2021 05H,71
08/20/2021 04H,88
08/20/2021 03H,121
08/20/2021 02H,341
08/20/2021 01H,953
08/20/2021 00H,1258
08/19/2021 23H,1385
08/19/2021 22H,1425
08/19/2021 21H,1464
08/19/2021 20H,1473
08/19/2021 19H,1583
08/19/2021 18H,1600
08/19/2021 17H,1579
08/19/2021 16H,1379
08/19/2021 15H,991
08/19/2021 14H,353
08/19/2021 13H,66
08/19/2021 12H,77
