Net generation from hydro for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.WAT.H
19:21:40 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.WAT.H megawatthours
03/26/2021 07H,938
03/26/2021 06H,1265
03/26/2021 05H,1482
03/26/2021 04H,1618
03/26/2021 03H,1593
03/26/2021 02H,1250
03/26/2021 01H,971
03/26/2021 00H,638
03/25/2021 23H,352
03/25/2021 22H,259
03/25/2021 21H,189
03/25/2021 20H,470
03/25/2021 19H,521
03/25/2021 18H,441
03/25/2021 17H,484
03/25/2021 16H,688
03/25/2021 15H,1239
03/25/2021 14H,1286
03/25/2021 13H,882
03/25/2021 12H,465
03/25/2021 11H,394
03/25/2021 10H,397
03/25/2021 09H,425
03/25/2021 08H,476
03/25/2021 07H,1002
03/25/2021 06H,1378
03/25/2021 05H,1450
03/25/2021 04H,1580
03/25/2021 03H,1522
03/25/2021 02H,1364
03/25/2021 01H,963
03/25/2021 00H,587
03/24/2021 23H,371
03/24/2021 22H,288
03/24/2021 21H,260
03/24/2021 20H,235
03/24/2021 19H,441
03/24/2021 18H,488
03/24/2021 17H,502
03/24/2021 16H,707
03/24/2021 15H,1305
03/24/2021 14H,1326
03/24/2021 13H,818
03/24/2021 12H,535
03/24/2021 11H,439
03/24/2021 10H,401
03/24/2021 09H,401
03/24/2021 08H,594
03/24/2021 07H,850
03/24/2021 06H,1146
03/24/2021 05H,1354
03/24/2021 04H,1448
03/24/2021 03H,1494
03/24/2021 02H,1421
03/24/2021 01H,1179
03/24/2021 00H,610
03/23/2021 23H,386
03/23/2021 22H,246
03/23/2021 21H,283
03/23/2021 20H,267
03/23/2021 19H,381
03/23/2021 18H,450
03/23/2021 17H,475
03/23/2021 16H,640
03/23/2021 15H,1138
03/23/2021 14H,1298
03/23/2021 13H,864
03/23/2021 12H,604
03/23/2021 11H,540
03/23/2021 10H,463
03/23/2021 09H,466
03/23/2021 08H,525
03/23/2021 07H,781
03/23/2021 06H,970
03/23/2021 05H,1315
03/23/2021 04H,1390
03/23/2021 03H,1615
03/23/2021 02H,1453
03/23/2021 01H,1118
03/23/2021 00H,644
03/22/2021 23H,363
03/22/2021 22H,307
03/22/2021 21H,265
03/22/2021 20H,357
03/22/2021 19H,459
03/22/2021 18H,442
03/22/2021 17H,474
03/22/2021 16H,614
03/22/2021 15H,1300
03/22/2021 14H,1495
03/22/2021 13H,948
03/22/2021 12H,684
03/22/2021 11H,523
03/22/2021 10H,518
03/22/2021 09H,533
03/22/2021 08H,611
03/22/2021 07H,736
03/22/2021 06H,794
03/22/2021 05H,1052
03/22/2021 04H,1221
03/22/2021 03H,1378
03/22/2021 02H,1239
03/22/2021 01H,958
03/22/2021 00H,511
03/21/2021 23H,276
03/21/2021 22H,216
03/21/2021 21H,105
03/21/2021 20H,118
03/21/2021 19H,257
03/21/2021 18H,355
03/21/2021 17H,370
03/21/2021 16H,433
03/21/2021 15H,542
03/21/2021 14H,827
03/21/2021 13H,732
03/21/2021 12H,567
03/21/2021 11H,485
03/21/2021 10H,458
03/21/2021 09H,510
03/21/2021 08H,545
03/21/2021 07H,688
03/21/2021 06H,833
03/21/2021 05H,917
03/21/2021 04H,1206
03/21/2021 03H,1466
03/21/2021 02H,1327
03/21/2021 01H,971
03/21/2021 00H,565
03/20/2021 23H,358
03/20/2021 22H,279
03/20/2021 21H,84
03/20/2021 20H,183
03/20/2021 19H,307
03/20/2021 18H,366
03/20/2021 17H,480
03/20/2021 16H,713
03/20/2021 15H,972
03/20/2021 14H,1097
03/20/2021 13H,717
03/20/2021 12H,489
03/20/2021 11H,459
03/20/2021 10H,474
03/20/2021 09H,518
03/20/2021 08H,590
03/20/2021 07H,878
03/20/2021 06H,1063
03/20/2021 05H,1253
03/20/2021 04H,1514
03/20/2021 03H,1554
03/20/2021 02H,1493
03/20/2021 01H,1134
03/20/2021 00H,491
03/19/2021 23H,364
03/19/2021 22H,310
03/19/2021 21H,294
03/19/2021 20H,382
03/19/2021 19H,425
03/19/2021 18H,431
03/19/2021 17H,536
03/19/2021 16H,697
03/19/2021 15H,1389
03/19/2021 14H,1325
03/19/2021 13H,797
03/19/2021 12H,563
03/19/2021 11H,472
03/19/2021 10H,473
03/19/2021 09H,555
03/19/2021 08H,594
03/19/2021 07H,621
03/19/2021 06H,909
03/19/2021 05H,1054
03/19/2021 04H,1430
03/19/2021 03H,1523
03/19/2021 02H,1464
03/19/2021 01H,1075
03/19/2021 00H,566
03/18/2021 23H,224
03/18/2021 22H,214
03/18/2021 21H,237
03/18/2021 20H,374
03/18/2021 19H,380
03/18/2021 18H,382
03/18/2021 17H,396
03/18/2021 16H,527
03/18/2021 15H,1268
03/18/2021 14H,1291
03/18/2021 13H,739
03/18/2021 12H,411
03/18/2021 11H,419
03/18/2021 10H,472
03/18/2021 09H,478
03/18/2021 08H,557
03/18/2021 07H,798
03/18/2021 06H,956
03/18/2021 05H,1250
03/18/2021 04H,1414
03/18/2021 03H,1557
03/18/2021 02H,1511
03/18/2021 01H,1103
03/18/2021 00H,562
03/17/2021 23H,340
03/17/2021 22H,314
03/17/2021 21H,260
03/17/2021 20H,298
03/17/2021 19H,425
03/17/2021 18H,393
03/17/2021 17H,476
03/17/2021 16H,821
03/17/2021 15H,1462
03/17/2021 14H,1281
03/17/2021 13H,843
03/17/2021 12H,707
03/17/2021 11H,563
03/17/2021 10H,568
03/17/2021 09H,619
03/17/2021 08H,689
03/17/2021 07H,772
03/17/2021 06H,1086
03/17/2021 05H,1297
03/17/2021 04H,1484
03/17/2021 03H,1675
03/17/2021 02H,1400
03/17/2021 01H,885
03/17/2021 00H,456
03/16/2021 23H,366
03/16/2021 22H,395
03/16/2021 21H,380
03/16/2021 20H,413
03/16/2021 19H,459
03/16/2021 18H,465
03/16/2021 17H,506
03/16/2021 16H,748
03/16/2021 15H,1352
03/16/2021 14H,1355
03/16/2021 13H,867
03/16/2021 12H,705
03/16/2021 11H,482
03/16/2021 10H,470
03/16/2021 09H,513
03/16/2021 08H,544
03/16/2021 07H,994
03/16/2021 06H,1115
03/16/2021 05H,1325
03/16/2021 04H,1520
03/16/2021 03H,1602
03/16/2021 02H,1406
03/16/2021 01H,1072
03/16/2021 00H,746
03/15/2021 23H,504
03/15/2021 22H,405
03/15/2021 21H,446
03/15/2021 20H,504
03/15/2021 19H,400
03/15/2021 18H,502
03/15/2021 17H,540
03/15/2021 16H,713
03/15/2021 15H,1358
03/15/2021 14H,1259
03/15/2021 13H,690
03/15/2021 12H,662
03/15/2021 11H,407
03/15/2021 10H,351
03/15/2021 09H,411
03/15/2021 08H,453
03/15/2021 07H,644
03/15/2021 06H,792
03/15/2021 05H,1056
03/15/2021 04H,1153
03/15/2021 03H,1255
03/15/2021 02H,1109
03/15/2021 01H,826
03/15/2021 00H,473
03/14/2021 23H,373
03/14/2021 22H,413
03/14/2021 21H,267
03/14/2021 20H,477
03/14/2021 19H,457
03/14/2021 18H,435
03/14/2021 17H,435
03/14/2021 16H,537
03/14/2021 15H,859
03/14/2021 14H,856
03/14/2021 13H,646
03/14/2021 12H,560
03/14/2021 11H,450
03/14/2021 10H,606
03/14/2021 09H,632
03/14/2021 08H,742
03/14/2021 07H,842
03/14/2021 06H,954
03/14/2021 05H,1041
03/14/2021 04H,1202
03/14/2021 03H,1251
03/14/2021 02H,1212
03/14/2021 01H,679
03/14/2021 00H,590
03/13/2021 23H,478
03/13/2021 22H,424
03/13/2021 21H,389
03/13/2021 20H,527
03/13/2021 19H,574
03/13/2021 18H,500
03/13/2021 17H,562
03/13/2021 16H,769
03/13/2021 15H,905
03/13/2021 14H,749
03/13/2021 13H,590
03/13/2021 12H,484
03/13/2021 11H,499
03/13/2021 10H,564
03/13/2021 09H,619
03/13/2021 08H,835
03/13/2021 07H,1045
03/13/2021 06H,1340
03/13/2021 05H,1427
03/13/2021 04H,1405
03/13/2021 03H,1646
03/13/2021 02H,1597
03/13/2021 01H,1052
03/13/2021 00H,652
03/12/2021 23H,464
03/12/2021 22H,449
03/12/2021 21H,488
03/12/2021 20H,489
03/12/2021 19H,518
03/12/2021 18H,479
03/12/2021 17H,565
03/12/2021 16H,886
03/12/2021 15H,1479
03/12/2021 14H,1103
03/12/2021 13H,768
03/12/2021 12H,604
03/12/2021 11H,597
03/12/2021 10H,624
03/12/2021 09H,655
03/12/2021 08H,748
03/12/2021 07H,842
03/12/2021 06H,1260
03/12/2021 05H,1392
03/12/2021 04H,1410
03/12/2021 03H,1585
03/12/2021 02H,1442
03/12/2021 01H,905
03/12/2021 00H,689
03/11/2021 23H,480
03/11/2021 22H,528
03/11/2021 21H,558
03/11/2021 20H,525
03/11/2021 19H,392
03/11/2021 18H,457
03/11/2021 17H,491
03/11/2021 16H,722
03/11/2021 15H,1489
03/11/2021 14H,1393
03/11/2021 13H,886
03/11/2021 12H,578
03/11/2021 11H,509
03/11/2021 10H,488
03/11/2021 09H,537
03/11/2021 08H,606
03/11/2021 07H,882
03/11/2021 06H,1160
03/11/2021 05H,1413
03/11/2021 04H,1580
03/11/2021 03H,1574
03/11/2021 02H,1540
03/11/2021 01H,953
03/11/2021 00H,523
03/10/2021 23H,377
03/10/2021 22H,515
03/10/2021 21H,438
03/10/2021 20H,428
03/10/2021 19H,444
03/10/2021 18H,386
03/10/2021 17H,387
03/10/2021 16H,826
03/10/2021 15H,1381
03/10/2021 14H,1150
03/10/2021 13H,781
03/10/2021 12H,566
03/10/2021 11H,547
03/10/2021 10H,568
03/10/2021 09H,654
03/10/2021 08H,811
03/10/2021 07H,895
03/10/2021 06H,1081
03/10/2021 05H,1390
03/10/2021 04H,1349
03/10/2021 03H,1531
03/10/2021 02H,1323
03/10/2021 01H,752
03/10/2021 00H,448
03/9/2021 23H,473
03/9/2021 22H,474
03/9/2021 21H,439
03/9/2021 20H,396
03/9/2021 19H,388
03/9/2021 18H,425
03/9/2021 17H,488
03/9/2021 16H,858
03/9/2021 15H,1420
03/9/2021 14H,1019
03/9/2021 13H,616
03/9/2021 12H,514
03/9/2021 11H,465
03/9/2021 10H,530
03/9/2021 09H,591
03/9/2021 08H,841
03/9/2021 07H,949
03/9/2021 06H,1181
03/9/2021 05H,1398
03/9/2021 04H,1383
03/9/2021 03H,1508
03/9/2021 02H,1556
03/9/2021 01H,1030
03/9/2021 00H,570
03/8/2021 23H,303
03/8/2021 22H,307
03/8/2021 21H,351
03/8/2021 20H,388
03/8/2021 19H,452
03/8/2021 18H,482
03/8/2021 17H,414
03/8/2021 16H,725
03/8/2021 15H,1377
03/8/2021 14H,833
03/8/2021 13H,646
03/8/2021 12H,333
03/8/2021 11H,318
03/8/2021 10H,345
03/8/2021 09H,359
03/8/2021 08H,468
03/8/2021 07H,710
03/8/2021 06H,955
03/8/2021 05H,1110
03/8/2021 04H,1112
03/8/2021 03H,1451
03/8/2021 02H,1319
03/8/2021 01H,752
03/8/2021 00H,383
03/7/2021 23H,359
03/7/2021 22H,299
03/7/2021 21H,259
03/7/2021 20H,294
03/7/2021 19H,277
03/7/2021 18H,291
03/7/2021 17H,224
03/7/2021 16H,504
03/7/2021 15H,827
03/7/2021 14H,819
03/7/2021 13H,695
03/7/2021 12H,468
03/7/2021 11H,427
03/7/2021 10H,430
03/7/2021 09H,589
03/7/2021 08H,633
03/7/2021 07H,678
03/7/2021 06H,795
03/7/2021 05H,928
03/7/2021 04H,1120
03/7/2021 03H,1160
03/7/2021 02H,1121
03/7/2021 01H,876
03/7/2021 00H,567
03/6/2021 23H,426
03/6/2021 22H,275
03/6/2021 21H,385
03/6/2021 20H,234
03/6/2021 19H,235
03/6/2021 18H,374
03/6/2021 17H,447
03/6/2021 16H,583
03/6/2021 15H,594
03/6/2021 14H,543
03/6/2021 13H,500
03/6/2021 12H,414
03/6/2021 11H,367
03/6/2021 10H,515
03/6/2021 09H,554
03/6/2021 08H,678
03/6/2021 07H,1050
03/6/2021 06H,1032
03/6/2021 05H,1265
03/6/2021 04H,1189
03/6/2021 03H,1359
03/6/2021 02H,1426
03/6/2021 01H,873
03/6/2021 00H,473
03/5/2021 23H,262
03/5/2021 22H,268
03/5/2021 21H,308
03/5/2021 20H,226
03/5/2021 19H,307
03/5/2021 18H,396
03/5/2021 17H,461
03/5/2021 16H,739
03/5/2021 15H,1439
03/5/2021 14H,1035
03/5/2021 13H,550
03/5/2021 12H,457
03/5/2021 11H,419
03/5/2021 10H,449
03/5/2021 09H,523
03/5/2021 08H,753
03/5/2021 07H,880
03/5/2021 06H,1111
03/5/2021 05H,1137
03/5/2021 04H,1358
03/5/2021 03H,1403
03/5/2021 02H,1429
03/5/2021 01H,833
03/5/2021 00H,455
03/4/2021 23H,284
03/4/2021 22H,217
03/4/2021 21H,174
03/4/2021 20H,225
03/4/2021 19H,356
03/4/2021 18H,436
03/4/2021 17H,448
03/4/2021 16H,624
03/4/2021 15H,1269
03/4/2021 14H,907
03/4/2021 13H,501
03/4/2021 12H,454
03/4/2021 11H,457
03/4/2021 10H,479
03/4/2021 09H,495
03/4/2021 08H,660
03/4/2021 07H,717
03/4/2021 06H,818
03/4/2021 05H,1140
03/4/2021 04H,1291
03/4/2021 03H,1476
03/4/2021 02H,1378
03/4/2021 01H,843
03/4/2021 00H,557
03/3/2021 23H,395
03/3/2021 22H,394
03/3/2021 21H,419
03/3/2021 20H,467
03/3/2021 19H,476
03/3/2021 18H,418
03/3/2021 17H,390
03/3/2021 16H,767
03/3/2021 15H,926
03/3/2021 14H,742
03/3/2021 13H,496
03/3/2021 12H,376
03/3/2021 11H,362
03/3/2021 10H,367
03/3/2021 09H,383
03/3/2021 08H,558
03/3/2021 07H,685
03/3/2021 06H,919
03/3/2021 05H,1150
03/3/2021 04H,1359
03/3/2021 03H,1384
03/3/2021 02H,1291
03/3/2021 01H,711
03/3/2021 00H,446
03/2/2021 23H,294
03/2/2021 22H,324
03/2/2021 21H,306
03/2/2021 20H,276
03/2/2021 19H,279
03/2/2021 18H,335
03/2/2021 17H,498
03/2/2021 16H,667
03/2/2021 15H,1222
03/2/2021 14H,829
03/2/2021 13H,513
03/2/2021 12H,466
03/2/2021 11H,450
03/2/2021 10H,291
03/2/2021 09H,311
03/2/2021 08H,474
03/2/2021 07H,667
03/2/2021 06H,1086
03/2/2021 05H,1133
03/2/2021 04H,1212
03/2/2021 03H,1272
03/2/2021 02H,1195
03/2/2021 01H,785
03/2/2021 00H,485
03/1/2021 23H,292
03/1/2021 22H,241
03/1/2021 21H,235
03/1/2021 20H,253
03/1/2021 19H,365
03/1/2021 18H,426
03/1/2021 17H,478
03/1/2021 16H,934
03/1/2021 15H,1441
03/1/2021 14H,1061
03/1/2021 13H,613
03/1/2021 12H,570
03/1/2021 11H,544
03/1/2021 10H,548
03/1/2021 09H,540
03/1/2021 08H,550
03/1/2021 07H,665
03/1/2021 06H,824
03/1/2021 05H,1078
03/1/2021 04H,1140
03/1/2021 03H,1412
03/1/2021 02H,1130
03/1/2021 01H,522
03/1/2021 00H,289
02/28/2021 23H,419
02/28/2021 22H,392
02/28/2021 21H,197
02/28/2021 20H,199
02/28/2021 19H,345
02/28/2021 18H,325
02/28/2021 17H,206
02/28/2021 16H,398
02/28/2021 15H,683
02/28/2021 14H,688
02/28/2021 13H,462
02/28/2021 12H,344
02/28/2021 11H,352
02/28/2021 10H,378
02/28/2021 09H,418
02/28/2021 08H,525
02/28/2021 07H,795
02/28/2021 06H,904
02/28/2021 05H,1126
02/28/2021 04H,1080
02/28/2021 03H,932
02/28/2021 02H,1016
02/28/2021 01H,551
02/28/2021 00H,178
02/27/2021 23H,149
02/27/2021 22H,231
02/27/2021 21H,154
02/27/2021 20H,164
02/27/2021 19H,167
02/27/2021 18H,243
02/27/2021 17H,208
02/27/2021 16H,539
02/27/2021 15H,816
02/27/2021 14H,674
02/27/2021 13H,421
02/27/2021 12H,391
02/27/2021 11H,398
02/27/2021 10H,406
02/27/2021 09H,422
02/27/2021 08H,644
02/27/2021 07H,700
02/27/2021 06H,831
02/27/2021 05H,894
02/27/2021 04H,981
02/27/2021 03H,1162
02/27/2021 02H,1221
02/27/2021 01H,799
02/27/2021 00H,361
02/26/2021 23H,369
02/26/2021 22H,262
02/26/2021 21H,160
02/26/2021 20H,166
02/26/2021 19H,382
02/26/2021 18H,404
02/26/2021 17H,383
02/26/2021 16H,604
02/26/2021 15H,938
02/26/2021 14H,805
02/26/2021 13H,481
02/26/2021 12H,330
02/26/2021 11H,320
02/26/2021 10H,355
02/26/2021 09H,387
02/26/2021 08H,413
02/26/2021 07H,752
02/26/2021 06H,887
02/26/2021 05H,975
02/26/2021 04H,1198
02/26/2021 03H,1246
02/26/2021 02H,1062
02/26/2021 01H,560
02/26/2021 00H,277
02/25/2021 23H,253
02/25/2021 22H,258
02/25/2021 21H,124
02/25/2021 20H,129
02/25/2021 19H,176
02/25/2021 18H,195
02/25/2021 17H,428
02/25/2021 16H,505
02/25/2021 15H,836
02/25/2021 14H,532
02/25/2021 13H,340
02/25/2021 12H,291
02/25/2021 11H,201
02/25/2021 10H,157
02/25/2021 09H,349
02/25/2021 08H,511
02/25/2021 07H,723
02/25/2021 06H,876
02/25/2021 05H,907
02/25/2021 04H,927
02/25/2021 03H,1045
02/25/2021 02H,887
02/25/2021 01H,443
02/25/2021 00H,254
02/24/2021 23H,326
02/24/2021 22H,347
02/24/2021 21H,324
02/24/2021 20H,268
02/24/2021 19H,252
02/24/2021 18H,230
02/24/2021 17H,275
02/24/2021 16H,562
02/24/2021 15H,1203
02/24/2021 14H,852
02/24/2021 13H,405
02/24/2021 12H,421
02/24/2021 11H,301
02/24/2021 10H,270
02/24/2021 09H,215
02/24/2021 08H,401
02/24/2021 07H,544
02/24/2021 06H,712
02/24/2021 05H,851
02/24/2021 04H,1025
02/24/2021 03H,1166
02/24/2021 02H,1076
02/24/2021 01H,881
02/24/2021 00H,486
02/23/2021 23H,344
02/23/2021 22H,307
02/23/2021 21H,316
02/23/2021 20H,232
02/23/2021 19H,191
02/23/2021 18H,225
02/23/2021 17H,368
02/23/2021 16H,557
02/23/2021 15H,767
02/23/2021 14H,557
02/23/2021 13H,292
02/23/2021 12H,241
02/23/2021 11H,252
02/23/2021 10H,254
02/23/2021 09H,348
02/23/2021 08H,547
02/23/2021 07H,712
02/23/2021 06H,830
02/23/2021 05H,994
02/23/2021 04H,1034
02/23/2021 03H,1075
02/23/2021 02H,1148
02/23/2021 01H,570
02/23/2021 00H,287
02/22/2021 23H,224
02/22/2021 22H,348
02/22/2021 21H,220
02/22/2021 20H,336
02/22/2021 19H,375
02/22/2021 18H,301
02/22/2021 17H,357
02/22/2021 16H,495
02/22/2021 15H,925
02/22/2021 14H,750
02/22/2021 13H,461
02/22/2021 12H,342
02/22/2021 11H,313
02/22/2021 10H,310
02/22/2021 09H,415
02/22/2021 08H,495
02/22/2021 07H,651
02/22/2021 06H,746
02/22/2021 05H,647
02/22/2021 04H,857
02/22/2021 03H,867
02/22/2021 02H,952
02/22/2021 01H,689
02/22/2021 00H,440
02/21/2021 23H,335
02/21/2021 22H,220
02/21/2021 21H,169
02/21/2021 20H,290
02/21/2021 19H,200
02/21/2021 18H,134
02/21/2021 17H,283
02/21/2021 16H,581
02/21/2021 15H,580
02/21/2021 14H,625
02/21/2021 13H,454
02/21/2021 12H,355
02/21/2021 11H,352
02/21/2021 10H,472
02/21/2021 09H,611
02/21/2021 08H,644
02/21/2021 07H,737
02/21/2021 06H,708
02/21/2021 05H,804
02/21/2021 04H,920
02/21/2021 03H,977
02/21/2021 02H,1026
02/21/2021 01H,539
02/21/2021 00H,301
02/20/2021 23H,240
02/20/2021 22H,327
02/20/2021 21H,402
02/20/2021 20H,303
02/20/2021 19H,240
02/20/2021 18H,276
02/20/2021 17H,311
02/20/2021 16H,701
02/20/2021 15H,899
02/20/2021 14H,647
02/20/2021 13H,321
02/20/2021 12H,189
02/20/2021 11H,195
02/20/2021 10H,194
02/20/2021 09H,435
02/20/2021 08H,610
02/20/2021 07H,731
02/20/2021 06H,738
02/20/2021 05H,857
02/20/2021 04H,918
02/20/2021 03H,866
02/20/2021 02H,772
02/20/2021 01H,605
02/20/2021 00H,69
02/19/2021 23H,104
02/19/2021 22H,67
02/19/2021 21H,52
02/19/2021 20H,127
02/19/2021 19H,201
02/19/2021 18H,163
02/19/2021 17H,320
02/19/2021 16H,664
02/19/2021 15H,1088
02/19/2021 14H,900
02/19/2021 13H,544
02/19/2021 12H,490
02/19/2021 11H,294
02/19/2021 10H,276
02/19/2021 09H,235
02/19/2021 08H,179
02/19/2021 07H,587
02/19/2021 06H,749
02/19/2021 05H,853
02/19/2021 04H,934
02/19/2021 03H,1215
02/19/2021 02H,1026
02/19/2021 01H,580
02/19/2021 00H,256
02/18/2021 23H,198
02/18/2021 22H,99
02/18/2021 21H,52
02/18/2021 20H,53
02/18/2021 19H,62
02/18/2021 18H,102
02/18/2021 17H,360
02/18/2021 16H,687
02/18/2021 15H,1163
02/18/2021 14H,794
02/18/2021 13H,618
02/18/2021 12H,435
02/18/2021 11H,431
02/18/2021 10H,369
02/18/2021 09H,208
02/18/2021 08H,444
02/18/2021 07H,878
02/18/2021 06H,945
02/18/2021 05H,1443
02/18/2021 04H,1356
02/18/2021 03H,1274
02/18/2021 02H,1090
02/18/2021 01H,755
02/18/2021 00H,496
02/17/2021 23H,310
02/17/2021 22H,210
02/17/2021 21H,214
02/17/2021 20H,337
02/17/2021 19H,403
02/17/2021 18H,455
02/17/2021 17H,646
02/17/2021 16H,934
02/17/2021 15H,1225
02/17/2021 14H,901
02/17/2021 13H,617
02/17/2021 12H,579
02/17/2021 11H,366
02/17/2021 10H,449
02/17/2021 09H,654
02/17/2021 08H,615
02/17/2021 07H,959
02/17/2021 06H,956
02/17/2021 05H,1067
02/17/2021 04H,1146
02/17/2021 03H,1156
02/17/2021 02H,1197
02/17/2021 01H,1090
02/17/2021 00H,542
02/16/2021 23H,480
02/16/2021 22H,446
02/16/2021 21H,426
02/16/2021 20H,414
02/16/2021 19H,391
02/16/2021 18H,493
02/16/2021 17H,787
02/16/2021 16H,1035
02/16/2021 15H,1123
02/16/2021 14H,794
02/16/2021 13H,560
02/16/2021 12H,499
02/16/2021 11H,548
02/16/2021 10H,647
02/16/2021 09H,664
02/16/2021 08H,721
02/16/2021 07H,969
02/16/2021 06H,1037
02/16/2021 05H,1137
02/16/2021 04H,1198
02/16/2021 03H,1233
02/16/2021 02H,1130
02/16/2021 01H,975
02/16/2021 00H,630
02/15/2021 23H,649
02/15/2021 22H,632
02/15/2021 21H,510
02/15/2021 20H,500
02/15/2021 19H,565
02/15/2021 18H,625
02/15/2021 17H,653
02/15/2021 16H,974
02/15/2021 15H,1017
02/15/2021 14H,785
02/15/2021 13H,619
02/15/2021 12H,390
02/15/2021 11H,368
02/15/2021 10H,410
02/15/2021 09H,559
02/15/2021 08H,468
02/15/2021 07H,738
02/15/2021 06H,850
02/15/2021 05H,1139
02/15/2021 04H,1238
02/15/2021 03H,1428
02/15/2021 02H,1128
02/15/2021 01H,783
02/15/2021 00H,456
02/14/2021 23H,295
02/14/2021 22H,277
02/14/2021 21H,323
02/14/2021 20H,353
02/14/2021 19H,339
02/14/2021 18H,278
02/14/2021 17H,353
02/14/2021 16H,394
02/14/2021 15H,807
02/14/2021 14H,556
02/14/2021 13H,351
02/14/2021 12H,179
02/14/2021 11H,5
02/14/2021 10H,136
02/14/2021 09H,155
02/14/2021 08H,359
02/14/2021 07H,496
02/14/2021 06H,675
02/14/2021 05H,790
02/14/2021 04H,933
02/14/2021 03H,1174
02/14/2021 02H,1135
02/14/2021 01H,570
02/14/2021 00H,433
02/13/2021 23H,264
02/13/2021 22H,261
02/13/2021 21H,236
02/13/2021 20H,243
02/13/2021 19H,310
02/13/2021 18H,265
02/13/2021 17H,297
02/13/2021 16H,652
02/13/2021 15H,613
02/13/2021 14H,300
02/13/2021 13H,263
02/13/2021 12H,-3
02/13/2021 11H,-9
02/13/2021 10H,192
02/13/2021 09H,288
02/13/2021 08H,380
02/13/2021 07H,421
02/13/2021 06H,470
02/13/2021 05H,755
02/13/2021 04H,962
02/13/2021 03H,931
02/13/2021 02H,804
02/13/2021 01H,664
02/13/2021 00H,243
02/12/2021 23H,162
02/12/2021 22H,157
02/12/2021 21H,159
02/12/2021 20H,159
02/12/2021 19H,158
02/12/2021 18H,225
02/12/2021 17H,233
02/12/2021 16H,855
02/12/2021 15H,938
02/12/2021 14H,609
02/12/2021 13H,390
02/12/2021 12H,219
02/12/2021 11H,132
02/12/2021 10H,135
02/12/2021 09H,238
02/12/2021 08H,230
02/12/2021 07H,495
02/12/2021 06H,615
02/12/2021 05H,795
02/12/2021 04H,977
02/12/2021 03H,1019
02/12/2021 02H,973
02/12/2021 01H,694
02/12/2021 00H,302
02/11/2021 23H,171
02/11/2021 22H,242
02/11/2021 21H,198
02/11/2021 20H,158
02/11/2021 19H,159
02/11/2021 18H,176
02/11/2021 17H,197
02/11/2021 16H,722
02/11/2021 15H,1109
02/11/2021 14H,663
02/11/2021 13H,345
02/11/2021 12H,129
02/11/2021 11H,261
02/11/2021 10H,271
02/11/2021 09H,311
02/11/2021 08H,367
02/11/2021 07H,577
02/11/2021 06H,919
02/11/2021 05H,821
02/11/2021 04H,945
02/11/2021 03H,1129
02/11/2021 02H,1011
02/11/2021 01H,818
02/11/2021 00H,326
02/10/2021 23H,159
02/10/2021 22H,159
02/10/2021 21H,246
02/10/2021 20H,174
02/10/2021 19H,242
02/10/2021 18H,242
02/10/2021 17H,356
02/10/2021 16H,657
02/10/2021 15H,1043
02/10/2021 14H,578
02/10/2021 13H,333
02/10/2021 12H,308
02/10/2021 11H,375
02/10/2021 10H,340
02/10/2021 09H,373
02/10/2021 08H,321
02/10/2021 07H,480
02/10/2021 06H,614
02/10/2021 05H,876
02/10/2021 04H,952
02/10/2021 03H,1186
02/10/2021 02H,1079
02/10/2021 01H,600
02/10/2021 00H,340
02/9/2021 23H,344
02/9/2021 22H,403
02/9/2021 21H,453
02/9/2021 20H,221
02/9/2021 19H,247
02/9/2021 18H,288
02/9/2021 17H,478
02/9/2021 16H,1022
02/9/2021 15H,1137
02/9/2021 14H,727
02/9/2021 13H,446
02/9/2021 12H,317
02/9/2021 11H,230
02/9/2021 10H,296
02/9/2021 09H,284
02/9/2021 08H,231
02/9/2021 07H,537
02/9/2021 06H,654
02/9/2021 05H,872
02/9/2021 04H,930
02/9/2021 03H,1080
02/9/2021 02H,1144
02/9/2021 01H,708
02/9/2021 00H,298
02/8/2021 23H,151
02/8/2021 22H,139
02/8/2021 21H,176
02/8/2021 20H,273
02/8/2021 19H,319
02/8/2021 18H,283
02/8/2021 17H,343
02/8/2021 16H,626
02/8/2021 15H,813
02/8/2021 14H,460
02/8/2021 13H,261
02/8/2021 12H,207
02/8/2021 11H,134
02/8/2021 10H,133
02/8/2021 09H,134
02/8/2021 08H,126
02/8/2021 07H,338
02/8/2021 06H,540
02/8/2021 05H,802
02/8/2021 04H,914
02/8/2021 03H,916
02/8/2021 02H,828
02/8/2021 01H,474
02/8/2021 00H,162
02/7/2021 23H,167
02/7/2021 22H,239
02/7/2021 21H,125
02/7/2021 20H,127
02/7/2021 19H,129
02/7/2021 18H,131
02/7/2021 17H,162
02/7/2021 16H,380
02/7/2021 15H,473
02/7/2021 14H,327
02/7/2021 13H,135
02/7/2021 12H,108
02/7/2021 11H,110
02/7/2021 10H,117
02/7/2021 09H,130
02/7/2021 08H,164
02/7/2021 07H,299
02/7/2021 06H,353
02/7/2021 05H,621
02/7/2021 04H,568
02/7/2021 03H,661
