Net generation from natural gas for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.NG.H
19:21:47 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.NG.H megawatthours
10/6/2021 21H,6470
10/6/2021 20H,5964
10/6/2021 19H,5465
10/6/2021 18H,5106
10/6/2021 17H,4776
10/6/2021 16H,5007
10/6/2021 15H,5349
10/6/2021 14H,5674
10/6/2021 13H,5333
10/6/2021 12H,5058
10/6/2021 11H,4832
10/6/2021 10H,4842
10/6/2021 09H,4935
10/6/2021 08H,4923
10/6/2021 07H,5474
10/6/2021 06H,6917
10/6/2021 05H,7548
10/6/2021 04H,8046
10/6/2021 03H,8454
10/6/2021 02H,8731
10/6/2021 01H,8724
10/6/2021 00H,8372
10/5/2021 23H,8068
10/5/2021 22H,7946
10/5/2021 21H,7559
10/5/2021 20H,6972
10/5/2021 19H,6590
10/5/2021 18H,6010
10/5/2021 17H,5931
10/5/2021 16H,6150
10/5/2021 15H,6259
10/5/2021 14H,6253
10/5/2021 13H,5768
10/5/2021 12H,5276
10/5/2021 11H,4944
10/5/2021 10H,4865
10/5/2021 09H,5216
10/5/2021 08H,5724
10/5/2021 07H,6178
10/5/2021 06H,7163
10/5/2021 05H,7665
10/5/2021 04H,8367
10/5/2021 03H,9698
10/5/2021 02H,10075
10/5/2021 01H,10503
10/5/2021 00H,10697
10/4/2021 23H,10171
10/4/2021 22H,9712
10/4/2021 21H,8327
10/4/2021 20H,7257
10/4/2021 19H,6400
10/4/2021 18H,5919
10/4/2021 17H,5485
10/4/2021 16H,5891
10/4/2021 15H,6048
10/4/2021 14H,6325
10/4/2021 13H,6183
10/4/2021 12H,5887
10/4/2021 11H,5688
10/4/2021 10H,5670
10/4/2021 09H,5890
10/4/2021 08H,6019
10/4/2021 07H,6647
10/4/2021 06H,7215
10/4/2021 05H,7862
10/4/2021 04H,8635
10/4/2021 03H,9460
10/4/2021 02H,9977
10/4/2021 01H,9513
10/4/2021 00H,8811
10/3/2021 23H,7853
10/3/2021 22H,7087
10/3/2021 21H,6516
10/3/2021 20H,5536
10/3/2021 19H,4733
10/3/2021 18H,4406
10/3/2021 17H,4150
10/3/2021 16H,3976
10/3/2021 15H,4059
10/3/2021 14H,4334
10/3/2021 13H,4645
10/3/2021 12H,4815
10/3/2021 11H,4945
10/3/2021 10H,5088
10/3/2021 09H,5254
10/3/2021 08H,5842
10/3/2021 07H,7131
10/3/2021 06H,8187
10/3/2021 05H,8653
10/3/2021 04H,9012
10/3/2021 03H,9431
10/3/2021 02H,9632
10/3/2021 01H,9316
10/3/2021 00H,8105
10/2/2021 23H,7044
10/2/2021 22H,6238
10/2/2021 21H,5834
10/2/2021 20H,5029
10/2/2021 19H,4509
10/2/2021 18H,4246
10/2/2021 17H,4104
10/2/2021 16H,4286
10/2/2021 15H,5039
10/2/2021 14H,5569
10/2/2021 13H,5702
10/2/2021 12H,5551
10/2/2021 11H,5447
10/2/2021 10H,5678
10/2/2021 09H,5954
10/2/2021 08H,6328
10/2/2021 07H,6881
10/2/2021 06H,7519
10/2/2021 05H,7769
10/2/2021 04H,8021
10/2/2021 03H,8535
10/2/2021 02H,8973
10/2/2021 01H,8450
10/2/2021 00H,7298
10/1/2021 23H,6572
10/1/2021 22H,5605
10/1/2021 21H,5483
10/1/2021 20H,4972
10/1/2021 19H,4618
10/1/2021 18H,4242
10/1/2021 17H,3950
10/1/2021 16H,4474
10/1/2021 15H,5377
10/1/2021 14H,6117
10/1/2021 13H,5918
10/1/2021 12H,5659
10/1/2021 11H,5483
10/1/2021 10H,5549
10/1/2021 09H,5687
10/1/2021 08H,6018
10/1/2021 07H,6511
10/1/2021 06H,6854
10/1/2021 05H,7010
10/1/2021 04H,7496
10/1/2021 03H,7887
10/1/2021 02H,8195
10/1/2021 01H,7545
10/1/2021 00H,6570
09/30/2021 23H,5998
09/30/2021 22H,5458
09/30/2021 21H,4661
09/30/2021 20H,4282
09/30/2021 19H,3886
09/30/2021 18H,3627
09/30/2021 17H,3706
09/30/2021 16H,3961
09/30/2021 15H,4730
09/30/2021 14H,4848
09/30/2021 13H,4871
09/30/2021 12H,4622
09/30/2021 11H,4504
09/30/2021 10H,4620
09/30/2021 09H,4656
09/30/2021 08H,5454
09/30/2021 07H,6158
09/30/2021 06H,6467
09/30/2021 05H,6764
09/30/2021 04H,7434
09/30/2021 03H,7964
09/30/2021 02H,8190
09/30/2021 01H,7772
09/30/2021 00H,7002
09/29/2021 23H,6541
09/29/2021 22H,5764
09/29/2021 21H,5103
09/29/2021 20H,5019
09/29/2021 19H,4472
09/29/2021 18H,4294
09/29/2021 17H,4554
09/29/2021 16H,4687
09/29/2021 15H,5155
09/29/2021 14H,5323
09/29/2021 13H,5422
09/29/2021 12H,4934
09/29/2021 11H,4746
09/29/2021 10H,4955
09/29/2021 09H,5399
09/29/2021 08H,5755
09/29/2021 07H,6755
09/29/2021 06H,7418
09/29/2021 05H,7949
09/29/2021 04H,8184
09/29/2021 03H,8520
09/29/2021 02H,8398
09/29/2021 01H,7746
09/29/2021 00H,6572
09/28/2021 23H,6082
09/28/2021 22H,5648
09/28/2021 21H,5476
09/28/2021 20H,5176
09/28/2021 19H,4803
09/28/2021 18H,4542
09/28/2021 17H,4599
09/28/2021 16H,5419
09/28/2021 15H,5696
09/28/2021 14H,5868
09/28/2021 13H,5829
09/28/2021 12H,5494
09/28/2021 11H,5314
09/28/2021 10H,5593
09/28/2021 09H,5896
09/28/2021 08H,6113
09/28/2021 07H,6471
09/28/2021 06H,7042
09/28/2021 05H,7412
09/28/2021 04H,8084
09/28/2021 03H,8613
09/28/2021 02H,8707
09/28/2021 01H,8367
09/28/2021 00H,7216
09/27/2021 23H,6736
09/27/2021 22H,6319
09/27/2021 21H,6203
09/27/2021 20H,5690
09/27/2021 19H,5099
09/27/2021 18H,4934
09/27/2021 17H,4981
09/27/2021 16H,5063
09/27/2021 15H,5457
09/27/2021 14H,5491
09/27/2021 13H,5353
09/27/2021 12H,5007
09/27/2021 11H,4663
09/27/2021 10H,4779
09/27/2021 09H,5311
09/27/2021 08H,5586
09/27/2021 07H,5866
09/27/2021 06H,6394
09/27/2021 05H,6757
09/27/2021 04H,7376
09/27/2021 03H,7945
09/27/2021 02H,8208
09/27/2021 01H,7903
09/27/2021 00H,7387
09/26/2021 23H,7459
09/26/2021 22H,6795
09/26/2021 21H,6301
09/26/2021 20H,5748
09/26/2021 19H,5506
09/26/2021 18H,4865
09/26/2021 17H,4847
09/26/2021 16H,5024
09/26/2021 15H,5139
09/26/2021 14H,5254
09/26/2021 13H,5468
09/26/2021 12H,5405
09/26/2021 11H,5715
09/26/2021 10H,5841
09/26/2021 09H,5960
09/26/2021 08H,6255
09/26/2021 07H,6795
09/26/2021 06H,7136
09/26/2021 05H,7210
09/26/2021 04H,7861
09/26/2021 03H,8445
09/26/2021 02H,8887
09/26/2021 01H,9227
09/26/2021 00H,8944
09/25/2021 23H,8594
09/25/2021 22H,7831
09/25/2021 21H,6993
09/25/2021 20H,6038
09/25/2021 19H,5168
09/25/2021 18H,4767
09/25/2021 17H,4887
09/25/2021 16H,5136
09/25/2021 15H,5448
09/25/2021 14H,5758
09/25/2021 13H,5966
09/25/2021 12H,5857
09/25/2021 11H,5957
09/25/2021 10H,6118
09/25/2021 09H,6551
09/25/2021 08H,6751
09/25/2021 07H,7258
09/25/2021 06H,8024
09/25/2021 05H,8218
09/25/2021 04H,8671
09/25/2021 03H,9470
09/25/2021 02H,9668
09/25/2021 01H,9633
09/25/2021 00H,9257
09/24/2021 23H,8437
09/24/2021 22H,7500
09/24/2021 21H,6877
09/24/2021 20H,6234
09/24/2021 19H,5710
09/24/2021 18H,5933
09/24/2021 17H,6052
09/24/2021 16H,6120
09/24/2021 15H,6340
09/24/2021 14H,6380
09/24/2021 13H,6279
09/24/2021 12H,5892
09/24/2021 11H,5837
09/24/2021 10H,5843
09/24/2021 09H,6103
09/24/2021 08H,6644
09/24/2021 07H,7242
09/24/2021 06H,8164
09/24/2021 05H,8494
09/24/2021 04H,9237
09/24/2021 03H,9824
09/24/2021 02H,10208
09/24/2021 01H,10393
09/24/2021 00H,10104
09/23/2021 23H,9688
09/23/2021 22H,8910
09/23/2021 21H,8468
09/23/2021 20H,8008
09/23/2021 19H,7137
09/23/2021 18H,6808
09/23/2021 17H,6446
09/23/2021 16H,6615
09/23/2021 15H,6450
09/23/2021 14H,6363
09/23/2021 13H,6159
09/23/2021 12H,5782
09/23/2021 11H,5629
09/23/2021 10H,5725
09/23/2021 09H,5971
09/23/2021 08H,6527
09/23/2021 07H,7479
09/23/2021 06H,8418
09/23/2021 05H,8973
09/23/2021 04H,9912
09/23/2021 03H,11195
09/23/2021 02H,11508
09/23/2021 01H,11509
09/23/2021 00H,10947
09/22/2021 23H,10386
09/22/2021 22H,9525
09/22/2021 21H,8549
09/22/2021 20H,7601
09/22/2021 19H,6568
09/22/2021 18H,5577
09/22/2021 17H,4737
09/22/2021 16H,4390
09/22/2021 15H,4422
09/22/2021 14H,5177
09/22/2021 13H,5157
09/22/2021 12H,4698
09/22/2021 11H,4570
09/22/2021 10H,4584
09/22/2021 09H,5059
09/22/2021 08H,5860
09/22/2021 07H,6871
09/22/2021 06H,7978
09/22/2021 05H,8798
09/22/2021 04H,9694
09/22/2021 03H,10515
09/22/2021 02H,11194
09/22/2021 01H,11173
09/22/2021 00H,10526
09/21/2021 23H,9771
09/21/2021 22H,8825
09/21/2021 21H,7847
09/21/2021 20H,7108
09/21/2021 19H,5734
09/21/2021 18H,4920
09/21/2021 17H,4308
09/21/2021 16H,4536
09/21/2021 15H,5154
09/21/2021 14H,5529
09/21/2021 13H,5901
09/21/2021 12H,5459
09/21/2021 11H,5362
09/21/2021 10H,5432
09/21/2021 09H,5888
09/21/2021 08H,6527
09/21/2021 07H,7051
09/21/2021 06H,7788
09/21/2021 05H,8837
09/21/2021 04H,9539
09/21/2021 03H,10469
09/21/2021 02H,10576
09/21/2021 01H,10014
09/21/2021 00H,9154
09/20/2021 23H,8857
09/20/2021 22H,8089
09/20/2021 21H,7120
09/20/2021 20H,6923
09/20/2021 19H,5814
09/20/2021 18H,5262
09/20/2021 17H,4879
09/20/2021 16H,5158
09/20/2021 15H,5609
09/20/2021 14H,5847
09/20/2021 13H,5787
09/20/2021 12H,5624
09/20/2021 11H,5300
09/20/2021 10H,5135
09/20/2021 09H,5156
09/20/2021 08H,5763
09/20/2021 07H,6647
09/20/2021 06H,7707
09/20/2021 05H,8334
09/20/2021 04H,9116
09/20/2021 03H,9366
09/20/2021 02H,9733
09/20/2021 01H,9475
09/20/2021 00H,8597
09/19/2021 23H,8086
09/19/2021 22H,7768
09/19/2021 21H,7379
09/19/2021 20H,6618
09/19/2021 19H,5670
09/19/2021 18H,4914
09/19/2021 17H,4473
09/19/2021 16H,4371
09/19/2021 15H,4634
09/19/2021 14H,4994
09/19/2021 13H,5306
09/19/2021 12H,4965
09/19/2021 11H,5335
09/19/2021 10H,5833
09/19/2021 09H,6098
09/19/2021 08H,6492
09/19/2021 07H,6902
09/19/2021 06H,7759
09/19/2021 05H,8109
09/19/2021 04H,8768
09/19/2021 03H,9023
09/19/2021 02H,9166
09/19/2021 01H,9292
09/19/2021 00H,8763
09/18/2021 23H,8948
09/18/2021 22H,8854
09/18/2021 21H,8432
09/18/2021 20H,7711
09/18/2021 19H,6931
09/18/2021 18H,6198
09/18/2021 17H,5788
09/18/2021 16H,5461
09/18/2021 15H,6094
09/18/2021 14H,6433
09/18/2021 13H,6436
09/18/2021 12H,6341
09/18/2021 11H,6289
09/18/2021 10H,6575
09/18/2021 09H,7049
09/18/2021 08H,7535
09/18/2021 07H,8314
09/18/2021 06H,9288
09/18/2021 05H,9636
09/18/2021 04H,10223
09/18/2021 03H,10575
09/18/2021 02H,10972
09/18/2021 01H,11022
09/18/2021 00H,10618
09/17/2021 23H,10212
09/17/2021 22H,9776
09/17/2021 21H,9208
09/17/2021 20H,8611
09/17/2021 19H,7666
09/17/2021 18H,7026
09/17/2021 17H,6983
09/17/2021 16H,7132
09/17/2021 15H,7493
09/17/2021 14H,7446
09/17/2021 13H,7066
09/17/2021 12H,6798
09/17/2021 11H,6806
09/17/2021 10H,6941
09/17/2021 09H,7225
09/17/2021 08H,7567
09/17/2021 07H,8208
09/17/2021 06H,8746
09/17/2021 05H,9576
09/17/2021 04H,10367
09/17/2021 03H,11360
09/17/2021 02H,11383
09/17/2021 01H,11459
09/17/2021 00H,10973
09/16/2021 23H,10475
09/16/2021 22H,9781
09/16/2021 21H,8675
09/16/2021 20H,7582
09/16/2021 19H,6622
09/16/2021 18H,5974
09/16/2021 17H,5531
09/16/2021 16H,5547
09/16/2021 15H,6040
09/16/2021 14H,6565
09/16/2021 13H,6484
09/16/2021 12H,6200
09/16/2021 11H,6261
09/16/2021 10H,6518
09/16/2021 09H,6842
09/16/2021 08H,6840
09/16/2021 07H,7460
09/16/2021 06H,8079
09/16/2021 05H,9229
09/16/2021 04H,10760
09/16/2021 03H,11861
09/16/2021 02H,12595
09/16/2021 01H,12177
09/16/2021 00H,11896
09/15/2021 23H,11717
09/15/2021 22H,10860
09/15/2021 21H,9632
09/15/2021 20H,8284
09/15/2021 19H,7542
09/15/2021 18H,7038
09/15/2021 17H,6393
09/15/2021 16H,6482
09/15/2021 15H,7355
09/15/2021 14H,7498
09/15/2021 13H,7666
09/15/2021 12H,7451
09/15/2021 11H,7372
09/15/2021 10H,7418
09/15/2021 09H,7715
09/15/2021 08H,8016
09/15/2021 07H,7962
09/15/2021 06H,9123
09/15/2021 05H,10085
09/15/2021 04H,11117
09/15/2021 03H,12152
09/15/2021 02H,12933
09/15/2021 01H,12760
09/15/2021 00H,12357
09/14/2021 23H,12119
09/14/2021 22H,11504
09/14/2021 21H,10759
09/14/2021 20H,9674
09/14/2021 19H,8991
09/14/2021 18H,8161
09/14/2021 17H,7282
09/14/2021 16H,7181
09/14/2021 15H,7887
09/14/2021 14H,8096
09/14/2021 13H,7806
09/14/2021 12H,7330
09/14/2021 11H,7269
09/14/2021 10H,7308
09/14/2021 09H,7791
09/14/2021 08H,8367
09/14/2021 07H,9376
09/14/2021 06H,10436
09/14/2021 05H,10894
09/14/2021 04H,11667
09/14/2021 03H,12452
09/14/2021 02H,12857
09/14/2021 01H,12808
09/14/2021 00H,12494
09/13/2021 23H,12149
09/13/2021 22H,11724
09/13/2021 21H,10878
09/13/2021 20H,9639
09/13/2021 19H,8284
09/13/2021 18H,7220
09/13/2021 17H,6186
09/13/2021 16H,6045
09/13/2021 15H,6506
09/13/2021 14H,7008
09/13/2021 13H,7146
09/13/2021 12H,6338
09/13/2021 11H,6322
09/13/2021 10H,6807
09/13/2021 09H,7221
09/13/2021 08H,7826
09/13/2021 07H,8605
09/13/2021 06H,10063
09/13/2021 05H,11111
09/13/2021 04H,11867
09/13/2021 03H,12745
09/13/2021 02H,13322
09/13/2021 01H,13317
09/13/2021 00H,12789
09/12/2021 23H,12748
09/12/2021 22H,12131
09/12/2021 21H,11193
09/12/2021 20H,9779
09/12/2021 19H,8447
09/12/2021 18H,7345
09/12/2021 17H,6286
09/12/2021 16H,5598
09/12/2021 15H,6191
09/12/2021 14H,6372
09/12/2021 13H,6815
09/12/2021 12H,7096
09/12/2021 11H,7193
09/12/2021 10H,7798
09/12/2021 09H,8274
09/12/2021 08H,9046
09/12/2021 07H,9919
09/12/2021 06H,11032
09/12/2021 05H,11265
09/12/2021 04H,11750
09/12/2021 03H,12730
09/12/2021 02H,13085
09/12/2021 01H,13180
09/12/2021 00H,13074
09/11/2021 23H,12706
09/11/2021 22H,12427
09/11/2021 21H,11689
09/11/2021 20H,10810
09/11/2021 19H,9246
09/11/2021 18H,8073
09/11/2021 17H,6837
09/11/2021 16H,6652
09/11/2021 15H,7065
09/11/2021 14H,6982
09/11/2021 13H,7041
09/11/2021 12H,6876
09/11/2021 11H,6967
09/11/2021 10H,7676
09/11/2021 09H,8151
09/11/2021 08H,8736
09/11/2021 07H,9590
09/11/2021 06H,11118
09/11/2021 05H,11457
09/11/2021 04H,12254
09/11/2021 03H,12869
09/11/2021 02H,13314
09/11/2021 01H,13708
09/11/2021 00H,13224
09/10/2021 23H,12543
09/10/2021 22H,11915
09/10/2021 21H,10979
09/10/2021 20H,10425
09/10/2021 19H,9177
09/10/2021 18H,8005
09/10/2021 17H,7761
09/10/2021 16H,7151
09/10/2021 15H,6964
09/10/2021 14H,6353
09/10/2021 13H,6548
09/10/2021 12H,6342
09/10/2021 11H,6180
09/10/2021 10H,6356
09/10/2021 09H,6809
09/10/2021 08H,7708
09/10/2021 07H,9256
09/10/2021 06H,10142
09/10/2021 05H,10615
09/10/2021 04H,11513
09/10/2021 03H,12182
09/10/2021 02H,12995
09/10/2021 01H,13223
09/10/2021 00H,12997
09/9/2021 23H,12892
09/9/2021 22H,12650
09/9/2021 21H,11910
09/9/2021 20H,11083
09/9/2021 19H,9377
09/9/2021 18H,8406
09/9/2021 17H,8213
09/9/2021 16H,7404
09/9/2021 15H,7453
09/9/2021 14H,7082
09/9/2021 13H,7050
09/9/2021 12H,6649
09/9/2021 11H,6461
09/9/2021 10H,6370
09/9/2021 09H,6931
09/9/2021 08H,7738
09/9/2021 07H,9495
09/9/2021 06H,10748
09/9/2021 05H,11688
09/9/2021 04H,12491
09/9/2021 03H,13209
09/9/2021 02H,13683
09/9/2021 01H,13585
09/9/2021 00H,13377
09/8/2021 23H,13088
09/8/2021 22H,12516
09/8/2021 21H,11656
09/8/2021 20H,10595
09/8/2021 19H,9295
09/8/2021 18H,8220
09/8/2021 17H,7577
09/8/2021 16H,7173
09/8/2021 15H,7112
09/8/2021 14H,6871
09/8/2021 13H,7337
09/8/2021 12H,6848
09/8/2021 11H,6655
09/8/2021 10H,6634
09/8/2021 09H,7112
09/8/2021 08H,8016
09/8/2021 07H,9045
09/8/2021 06H,10491
09/8/2021 05H,11674
09/8/2021 04H,12367
09/8/2021 03H,13459
09/8/2021 02H,13725
09/8/2021 01H,13664
09/8/2021 00H,13441
09/7/2021 23H,13062
09/7/2021 22H,12485
09/7/2021 21H,11722
09/7/2021 20H,10910
09/7/2021 19H,9724
09/7/2021 18H,11723
09/7/2021 17H,7655
09/7/2021 16H,7453
09/7/2021 15H,7518
09/7/2021 14H,7628
09/7/2021 13H,7704
09/7/2021 12H,7127
09/7/2021 11H,6902
09/7/2021 10H,6864
09/7/2021 09H,7460
09/7/2021 08H,8215
09/7/2021 07H,8902
09/7/2021 06H,10085
09/7/2021 05H,10935
09/7/2021 04H,11939
09/7/2021 03H,12817
09/7/2021 02H,12948
09/7/2021 01H,12561
09/7/2021 00H,11910
09/6/2021 23H,11618
09/6/2021 22H,10784
09/6/2021 21H,9624
09/6/2021 20H,8730
09/6/2021 19H,7740
09/6/2021 18H,6514
09/6/2021 17H,5621
09/6/2021 16H,5185
09/6/2021 15H,5272
09/6/2021 14H,5364
09/6/2021 13H,5692
09/6/2021 12H,5672
09/6/2021 11H,5710
09/6/2021 10H,5990
09/6/2021 09H,6374
09/6/2021 08H,7148
09/6/2021 07H,7989
09/6/2021 06H,9146
09/6/2021 05H,9737
09/6/2021 04H,10772
09/6/2021 03H,11695
09/6/2021 02H,11900
09/6/2021 01H,11500
09/6/2021 00H,11102
09/5/2021 23H,10927
09/5/2021 22H,10355
09/5/2021 21H,9384
09/5/2021 20H,8605
09/5/2021 19H,7557
09/5/2021 18H,6692
09/5/2021 17H,6082
09/5/2021 16H,5886
09/5/2021 15H,6012
09/5/2021 14H,6039
09/5/2021 13H,6409
09/5/2021 12H,6858
09/5/2021 11H,6929
09/5/2021 10H,7622
09/5/2021 09H,7766
09/5/2021 08H,8317
09/5/2021 07H,9328
09/5/2021 06H,10154
09/5/2021 05H,11256
09/5/2021 04H,11917
09/5/2021 03H,12378
09/5/2021 02H,12287
09/5/2021 01H,11750
09/5/2021 00H,11200
09/4/2021 23H,10509
09/4/2021 22H,10101
09/4/2021 21H,9413
09/4/2021 20H,8754
09/4/2021 19H,7312
09/4/2021 18H,6400
09/4/2021 17H,5979
09/4/2021 16H,5727
09/4/2021 15H,5977
09/4/2021 14H,6321
09/4/2021 13H,6730
09/4/2021 12H,6716
09/4/2021 11H,6567
09/4/2021 10H,7014
09/4/2021 09H,7769
09/4/2021 08H,8220
09/4/2021 07H,9205
09/4/2021 06H,10352
09/4/2021 05H,10671
09/4/2021 04H,11295
09/4/2021 03H,11968
09/4/2021 02H,12122
09/4/2021 01H,11678
09/4/2021 00H,11186
09/3/2021 23H,11071
09/3/2021 22H,10516
09/3/2021 21H,9970
09/3/2021 20H,9517
09/3/2021 19H,8425
09/3/2021 18H,7887
09/3/2021 17H,7156
09/3/2021 16H,6784
09/3/2021 15H,7128
09/3/2021 14H,6882
09/3/2021 13H,6695
09/3/2021 12H,6341
09/3/2021 11H,6486
09/3/2021 10H,6602
09/3/2021 09H,6964
09/3/2021 08H,8148
09/3/2021 07H,9240
09/3/2021 06H,9917
09/3/2021 05H,10485
09/3/2021 04H,10750
09/3/2021 03H,11099
09/3/2021 02H,11312
09/3/2021 01H,11134
09/3/2021 00H,10544
09/2/2021 23H,9952
09/2/2021 22H,9173
09/2/2021 21H,8492
09/2/2021 20H,7691
09/2/2021 19H,7014
09/2/2021 18H,6879
09/2/2021 17H,6669
09/2/2021 16H,6551
09/2/2021 15H,6702
09/2/2021 14H,6998
09/2/2021 13H,6977
09/2/2021 12H,6658
09/2/2021 11H,6382
09/2/2021 10H,6594
09/2/2021 09H,6900
09/2/2021 08H,7139
09/2/2021 07H,8044
09/2/2021 06H,9553
09/2/2021 05H,10186
09/2/2021 04H,10789
09/2/2021 03H,11046
09/2/2021 02H,11089
09/2/2021 01H,10445
09/2/2021 00H,9678
09/1/2021 23H,9586
09/1/2021 22H,9335
09/1/2021 21H,8733
09/1/2021 20H,8020
09/1/2021 19H,9030
09/1/2021 18H,12007
09/1/2021 17H,7060
09/1/2021 16H,7027
09/1/2021 15H,7471
09/1/2021 14H,7529
09/1/2021 13H,7045
09/1/2021 12H,6811
09/1/2021 11H,6717
09/1/2021 10H,6568
09/1/2021 09H,6797
09/1/2021 08H,7115
09/1/2021 07H,7973
09/1/2021 06H,8849
09/1/2021 05H,9368
09/1/2021 04H,10342
09/1/2021 03H,10515
09/1/2021 02H,10667
09/1/2021 01H,11323
09/1/2021 00H,11450
08/31/2021 23H,11295
08/31/2021 22H,11462
08/31/2021 21H,10872
08/31/2021 20H,10592
08/31/2021 19H,9760
08/31/2021 18H,8817
08/31/2021 17H,8244
08/31/2021 16H,7930
08/31/2021 15H,8069
08/31/2021 14H,7960
08/31/2021 13H,7901
08/31/2021 12H,7316
08/31/2021 11H,7237
08/31/2021 10H,7361
08/31/2021 09H,7336
08/31/2021 08H,8282
08/31/2021 07H,8840
08/31/2021 06H,9946
08/31/2021 05H,10817
08/31/2021 04H,11896
08/31/2021 03H,12647
08/31/2021 02H,12929
08/31/2021 01H,12954
08/31/2021 00H,12997
08/30/2021 23H,12848
08/30/2021 22H,12482
08/30/2021 21H,11652
08/30/2021 20H,10525
08/30/2021 19H,9345
08/30/2021 18H,8631
08/30/2021 17H,7524
08/30/2021 16H,7167
08/30/2021 15H,7523
08/30/2021 14H,7733
08/30/2021 13H,7430
08/30/2021 12H,7375
08/30/2021 11H,7278
08/30/2021 10H,7359
08/30/2021 09H,7789
08/30/2021 08H,8085
08/30/2021 07H,8861
08/30/2021 06H,10082
08/30/2021 05H,11124
08/30/2021 04H,12389
08/30/2021 03H,12855
08/30/2021 02H,12981
08/30/2021 01H,12654
08/30/2021 00H,12485
08/29/2021 23H,12204
08/29/2021 22H,11710
08/29/2021 21H,10740
08/29/2021 20H,9548
08/29/2021 19H,8746
08/29/2021 18H,7533
08/29/2021 17H,6155
08/29/2021 16H,5569
08/29/2021 15H,5647
08/29/2021 14H,5978
08/29/2021 13H,6254
08/29/2021 12H,6270
08/29/2021 11H,6398
08/29/2021 10H,6490
08/29/2021 09H,6885
08/29/2021 08H,7766
08/29/2021 07H,9429
08/29/2021 06H,10277
08/29/2021 05H,10593
08/29/2021 04H,11531
08/29/2021 03H,12342
08/29/2021 02H,12382
08/29/2021 01H,12026
08/29/2021 00H,11941
08/28/2021 23H,11944
08/28/2021 22H,11187
08/28/2021 21H,10282
08/28/2021 20H,9366
08/28/2021 19H,8574
08/28/2021 18H,7639
08/28/2021 17H,6562
08/28/2021 16H,6194
08/28/2021 15H,6466
08/28/2021 14H,7057
08/28/2021 13H,7811
08/28/2021 12H,7883
08/28/2021 11H,8011
08/28/2021 10H,8506
08/28/2021 09H,9016
08/28/2021 08H,9525
08/28/2021 07H,10805
08/28/2021 06H,11579
08/28/2021 05H,12184
08/28/2021 04H,12827
08/28/2021 03H,12956
08/28/2021 02H,13285
08/28/2021 01H,12879
08/28/2021 00H,12881
08/27/2021 23H,12448
08/27/2021 22H,11958
08/27/2021 21H,11378
08/27/2021 20H,10565
08/27/2021 19H,9109
08/27/2021 18H,7966
08/27/2021 17H,6879
08/27/2021 16H,6643
08/27/2021 15H,6895
08/27/2021 14H,7147
08/27/2021 13H,7353
08/27/2021 12H,7044
08/27/2021 11H,6843
08/27/2021 10H,6960
08/27/2021 09H,7389
08/27/2021 08H,7998
08/27/2021 07H,8870
08/27/2021 06H,10196
08/27/2021 05H,11373
08/27/2021 04H,12556
08/27/2021 03H,13203
08/27/2021 02H,13292
08/27/2021 01H,13140
08/27/2021 00H,12868
08/26/2021 23H,12366
08/26/2021 22H,11992
08/26/2021 21H,11427
08/26/2021 20H,10347
08/26/2021 19H,9154
08/26/2021 18H,7813
08/26/2021 17H,6711
08/26/2021 16H,6346
08/26/2021 15H,6357
08/26/2021 14H,6140
08/26/2021 13H,6684
08/26/2021 12H,6491
08/26/2021 11H,6728
08/26/2021 10H,7292
08/26/2021 09H,7697
08/26/2021 08H,8451
08/26/2021 07H,9054
08/26/2021 06H,10101
08/26/2021 05H,11318
08/26/2021 04H,12355
08/26/2021 03H,13056
08/26/2021 02H,13309
08/26/2021 01H,12823
08/26/2021 00H,12663
08/25/2021 23H,12249
08/25/2021 22H,11583
08/25/2021 21H,10491
08/25/2021 20H,9230
08/25/2021 19H,8153
08/25/2021 18H,7179
08/25/2021 17H,6449
08/25/2021 16H,6091
08/25/2021 15H,6204
08/25/2021 14H,6284
08/25/2021 13H,6720
08/25/2021 12H,6484
08/25/2021 11H,6353
08/25/2021 10H,6540
08/25/2021 09H,6668
08/25/2021 08H,7156
08/25/2021 07H,7920
08/25/2021 06H,9464
08/25/2021 05H,10519
08/25/2021 04H,11815
08/25/2021 03H,12305
08/25/2021 02H,12301
08/25/2021 01H,11993
08/25/2021 00H,11667
08/24/2021 23H,11162
08/24/2021 22H,10756
08/24/2021 21H,10204
08/24/2021 20H,9189
08/24/2021 19H,7975
08/24/2021 18H,6554
08/24/2021 17H,5759
08/24/2021 16H,5418
08/24/2021 15H,6036
08/24/2021 14H,6381
08/24/2021 13H,6604
08/24/2021 12H,6350
08/24/2021 11H,6251
08/24/2021 10H,6327
08/24/2021 09H,6243
08/24/2021 08H,6499
08/24/2021 07H,7525
08/24/2021 06H,8872
08/24/2021 05H,10027
08/24/2021 04H,11276
08/24/2021 03H,11811
08/24/2021 02H,11816
08/24/2021 01H,11466
08/24/2021 00H,10968
08/23/2021 23H,10669
08/23/2021 22H,10199
08/23/2021 21H,9294
08/23/2021 20H,8692
08/23/2021 19H,7546
08/23/2021 18H,6491
08/23/2021 17H,5883
08/23/2021 16H,5689
08/23/2021 15H,5831
08/23/2021 14H,5577
08/23/2021 13H,5415
