Net generation from natural gas for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.NG.H
19:20:20 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.NG.H megawatthours
04/30/2021 19H,12820
04/30/2021 18H,12542
04/30/2021 17H,12342
04/30/2021 16H,11891
04/30/2021 15H,11344
04/30/2021 14H,11107
04/30/2021 13H,10867
04/30/2021 12H,10606
04/30/2021 11H,10071
04/30/2021 10H,9414
04/30/2021 09H,9012
04/30/2021 08H,9212
04/30/2021 07H,9484
04/30/2021 06H,9912
04/30/2021 05H,10571
04/30/2021 04H,12298
04/30/2021 03H,14458
04/30/2021 02H,15450
04/30/2021 01H,15758
04/30/2021 00H,16063
04/29/2021 23H,15761
04/29/2021 22H,15875
04/29/2021 21H,15686
04/29/2021 20H,15463
04/29/2021 19H,15132
04/29/2021 18H,14383
04/29/2021 17H,13760
04/29/2021 16H,12885
04/29/2021 15H,12219
04/29/2021 14H,11840
04/29/2021 13H,11677
04/29/2021 12H,11525
04/29/2021 11H,10569
04/29/2021 10H,9520
04/29/2021 09H,8935
04/29/2021 08H,8810
04/29/2021 07H,9018
04/29/2021 06H,9717
04/29/2021 05H,10487
04/29/2021 04H,12029
04/29/2021 03H,13951
04/29/2021 02H,15358
04/29/2021 01H,15775
04/29/2021 00H,16094
04/28/2021 23H,16311
04/28/2021 22H,16542
04/28/2021 21H,16374
04/28/2021 20H,15910
04/28/2021 19H,15512
04/28/2021 18H,14838
04/28/2021 17H,13559
04/28/2021 16H,12749
04/28/2021 15H,12095
04/28/2021 14H,11680
04/28/2021 13H,11044
04/28/2021 12H,10572
04/28/2021 11H,10011
04/28/2021 10H,8867
04/28/2021 09H,8508
04/28/2021 08H,8364
04/28/2021 07H,8613
04/28/2021 06H,9623
04/28/2021 05H,10392
04/28/2021 04H,11375
04/28/2021 03H,13080
04/28/2021 02H,14330
04/28/2021 01H,14630
04/28/2021 00H,14784
04/27/2021 23H,14916
04/27/2021 22H,14910
04/27/2021 21H,14613
04/27/2021 20H,14059
04/27/2021 19H,13718
04/27/2021 18H,12926
04/27/2021 17H,12299
04/27/2021 16H,11344
04/27/2021 15H,10820
04/27/2021 14H,10690
04/27/2021 13H,10520
04/27/2021 12H,10837
04/27/2021 11H,10141
04/27/2021 10H,9316
04/27/2021 09H,8738
04/27/2021 08H,8589
04/27/2021 07H,8586
04/27/2021 06H,9128
04/27/2021 05H,10268
04/27/2021 04H,11368
04/27/2021 03H,12537
04/27/2021 02H,13334
04/27/2021 01H,13594
04/27/2021 00H,13812
04/26/2021 23H,13776
04/26/2021 22H,13503
04/26/2021 21H,12905
04/26/2021 20H,11827
04/26/2021 19H,11050
04/26/2021 18H,10652
04/26/2021 17H,10361
04/26/2021 16H,10237
04/26/2021 15H,10241
04/26/2021 14H,10456
04/26/2021 13H,10906
04/26/2021 12H,10532
04/26/2021 11H,9283
04/26/2021 10H,8548
04/26/2021 09H,7849
04/26/2021 08H,7699
04/26/2021 07H,7768
04/26/2021 06H,7834
04/26/2021 05H,8467
04/26/2021 04H,9637
04/26/2021 03H,10965
04/26/2021 02H,12212
04/26/2021 01H,12349
04/26/2021 00H,11735
04/25/2021 23H,11346
04/25/2021 22H,10843
04/25/2021 21H,10346
04/25/2021 20H,10005
04/25/2021 19H,9745
04/25/2021 18H,9250
04/25/2021 17H,8911
04/25/2021 16H,8725
04/25/2021 15H,8769
04/25/2021 14H,8312
04/25/2021 13H,7750
04/25/2021 12H,7632
04/25/2021 11H,7408
04/25/2021 10H,7246
04/25/2021 09H,7196
04/25/2021 08H,7362
04/25/2021 07H,7648
04/25/2021 06H,8043
04/25/2021 05H,9157
04/25/2021 04H,10043
04/25/2021 03H,10729
04/25/2021 02H,11422
04/25/2021 01H,11750
04/25/2021 00H,12070
04/24/2021 23H,12525
04/24/2021 22H,12549
04/24/2021 21H,12110
04/24/2021 20H,11867
04/24/2021 19H,11815
04/24/2021 18H,11858
04/24/2021 17H,11993
04/24/2021 16H,11685
04/24/2021 15H,11491
04/24/2021 14H,11135
04/24/2021 13H,10388
04/24/2021 12H,9674
04/24/2021 11H,9427
04/24/2021 10H,9472
04/24/2021 09H,9360
04/24/2021 08H,9413
04/24/2021 07H,9628
04/24/2021 06H,9561
04/24/2021 05H,9983
04/24/2021 04H,10959
04/24/2021 03H,11894
04/24/2021 02H,12614
04/24/2021 01H,12465
04/24/2021 00H,12180
04/23/2021 23H,11895
04/23/2021 22H,11606
04/23/2021 21H,11177
04/23/2021 20H,11064
04/23/2021 19H,11220
04/23/2021 18H,11630
04/23/2021 17H,12008
04/23/2021 16H,12652
04/23/2021 15H,13139
04/23/2021 14H,13717
04/23/2021 13H,14103
04/23/2021 12H,14170
04/23/2021 11H,13265
04/23/2021 10H,12071
04/23/2021 09H,11422
04/23/2021 08H,11101
04/23/2021 07H,11043
04/23/2021 06H,11022
04/23/2021 05H,11401
04/23/2021 04H,12151
04/23/2021 03H,13454
04/23/2021 02H,14195
04/23/2021 01H,13935
04/23/2021 00H,13118
04/22/2021 23H,12251
04/22/2021 22H,12067
04/22/2021 21H,11836
04/22/2021 20H,11852
04/22/2021 19H,11987
04/22/2021 18H,12155
04/22/2021 17H,12299
04/22/2021 16H,13025
04/22/2021 15H,13538
04/22/2021 14H,14316
04/22/2021 13H,15086
04/22/2021 12H,15268
04/22/2021 11H,14056
04/22/2021 10H,12690
04/22/2021 09H,11661
04/22/2021 08H,11583
04/22/2021 07H,11604
04/22/2021 06H,11703
04/22/2021 05H,11580
04/22/2021 04H,12124
04/22/2021 03H,13524
04/22/2021 02H,14418
04/22/2021 01H,14272
04/22/2021 00H,13694
04/21/2021 23H,13063
04/21/2021 22H,12651
04/21/2021 21H,12596
04/21/2021 20H,12536
04/21/2021 19H,12635
04/21/2021 18H,12662
04/21/2021 17H,12705
04/21/2021 16H,12875
04/21/2021 15H,13039
04/21/2021 14H,13256
04/21/2021 13H,13422
04/21/2021 12H,13677
04/21/2021 11H,12405
04/21/2021 10H,11208
04/21/2021 09H,10441
04/21/2021 08H,10288
04/21/2021 07H,10526
04/21/2021 06H,10925
04/21/2021 05H,11089
04/21/2021 04H,12427
04/21/2021 03H,13854
04/21/2021 02H,14925
04/21/2021 01H,15020
04/21/2021 00H,15052
04/20/2021 23H,14898
04/20/2021 22H,14584
04/20/2021 21H,14108
04/20/2021 20H,13737
04/20/2021 19H,13696
04/20/2021 18H,13502
04/20/2021 17H,13254
04/20/2021 16H,13016
04/20/2021 15H,13328
04/20/2021 14H,13533
04/20/2021 13H,13333
04/20/2021 12H,13059
04/20/2021 11H,11738
04/20/2021 10H,10559
04/20/2021 09H,9754
04/20/2021 08H,9668
04/20/2021 07H,9771
04/20/2021 06H,10022
04/20/2021 05H,10645
04/20/2021 04H,11637
04/20/2021 03H,13046
04/20/2021 02H,13857
04/20/2021 01H,14112
04/20/2021 00H,13761
04/19/2021 23H,13397
04/19/2021 22H,13150
04/19/2021 21H,13013
04/19/2021 20H,12819
04/19/2021 19H,12534
04/19/2021 18H,12390
04/19/2021 17H,12297
04/19/2021 16H,12608
04/19/2021 15H,12520
04/19/2021 14H,12519
04/19/2021 13H,12487
04/19/2021 12H,12412
04/19/2021 11H,11040
04/19/2021 10H,9761
04/19/2021 09H,9155
04/19/2021 08H,9022
04/19/2021 07H,9175
04/19/2021 06H,9601
04/19/2021 05H,10192
04/19/2021 04H,10904
04/19/2021 03H,11810
04/19/2021 02H,12575
04/19/2021 01H,12582
04/19/2021 00H,11981
04/18/2021 23H,11887
04/18/2021 22H,11573
04/18/2021 21H,11041
04/18/2021 20H,10424
04/18/2021 19H,9942
04/18/2021 18H,9687
04/18/2021 17H,9345
04/18/2021 16H,9422
04/18/2021 15H,9544
04/18/2021 14H,9432
04/18/2021 13H,9205
04/18/2021 12H,8684
04/18/2021 11H,8563
04/18/2021 10H,8484
04/18/2021 09H,8451
04/18/2021 08H,8507
04/18/2021 07H,8742
04/18/2021 06H,8699
04/18/2021 05H,9492
04/18/2021 04H,10610
04/18/2021 03H,11404
04/18/2021 02H,11841
04/18/2021 01H,12101
04/18/2021 00H,11709
04/17/2021 23H,11943
04/17/2021 22H,11771
04/17/2021 21H,11727
04/17/2021 20H,11438
04/17/2021 19H,11162
04/17/2021 18H,10865
04/17/2021 17H,10802
04/17/2021 16H,10653
04/17/2021 15H,10739
04/17/2021 14H,10730
04/17/2021 13H,10540
04/17/2021 12H,9941
04/17/2021 11H,9568
04/17/2021 10H,9266
04/17/2021 09H,9089
04/17/2021 08H,9170
04/17/2021 07H,9450
04/17/2021 06H,9655
04/17/2021 05H,10207
04/17/2021 04H,11011
04/17/2021 03H,11957
04/17/2021 02H,12364
04/17/2021 01H,12659
04/17/2021 00H,12302
04/16/2021 23H,12428
04/16/2021 22H,12395
04/16/2021 21H,12258
04/16/2021 20H,12141
04/16/2021 19H,12122
04/16/2021 18H,12323
04/16/2021 17H,12412
04/16/2021 16H,12578
04/16/2021 15H,12809
04/16/2021 14H,12767
04/16/2021 13H,12620
04/16/2021 12H,12136
04/16/2021 11H,10954
04/16/2021 10H,10014
04/16/2021 09H,9426
04/16/2021 08H,9401
04/16/2021 07H,9552
04/16/2021 06H,9929
04/16/2021 05H,10803
04/16/2021 04H,12175
04/16/2021 03H,13141
04/16/2021 02H,14031
04/16/2021 01H,14189
04/16/2021 00H,13994
04/15/2021 23H,13996
04/15/2021 22H,14200
04/15/2021 21H,14133
04/15/2021 20H,13954
04/15/2021 19H,13858
04/15/2021 18H,13921
04/15/2021 17H,13969
04/15/2021 16H,14172
04/15/2021 15H,13990
04/15/2021 14H,13723
04/15/2021 13H,13380
04/15/2021 12H,13005
04/15/2021 11H,11992
04/15/2021 10H,11126
04/15/2021 09H,10666
04/15/2021 08H,10679
04/15/2021 07H,10728
04/15/2021 06H,10997
04/15/2021 05H,11688
04/15/2021 04H,13289
04/15/2021 03H,14723
04/15/2021 02H,15105
04/15/2021 01H,15174
04/15/2021 00H,15113
04/14/2021 23H,15167
04/14/2021 22H,15408
04/14/2021 21H,15474
04/14/2021 20H,15174
04/14/2021 19H,14936
04/14/2021 18H,14510
04/14/2021 17H,14085
04/14/2021 16H,13611
04/14/2021 15H,13276
04/14/2021 14H,13200
04/14/2021 13H,13197
04/14/2021 12H,13107
04/14/2021 11H,12055
04/14/2021 10H,11204
04/14/2021 09H,10668
04/14/2021 08H,10580
04/14/2021 07H,10693
04/14/2021 06H,10899
04/14/2021 05H,11539
04/14/2021 04H,12799
04/14/2021 03H,14670
04/14/2021 02H,15764
04/14/2021 01H,16512
04/14/2021 00H,16666
04/13/2021 23H,16860
04/13/2021 22H,16819
04/13/2021 21H,16337
04/13/2021 20H,15701
04/13/2021 19H,15380
04/13/2021 18H,14831
04/13/2021 17H,14145
04/13/2021 16H,13532
04/13/2021 15H,13000
04/13/2021 14H,12998
04/13/2021 13H,13186
04/13/2021 12H,13129
04/13/2021 11H,12185
04/13/2021 10H,11363
04/13/2021 09H,10755
04/13/2021 08H,10638
04/13/2021 07H,10983
04/13/2021 06H,11081
04/13/2021 05H,11785
04/13/2021 04H,13172
04/13/2021 03H,14705
04/13/2021 02H,15868
04/13/2021 01H,15848
04/13/2021 00H,15674
04/12/2021 23H,15359
04/12/2021 22H,14748
04/12/2021 21H,14165
04/12/2021 20H,13566
04/12/2021 19H,13223
04/12/2021 18H,13006
04/12/2021 17H,12444
04/12/2021 16H,12049
04/12/2021 15H,11953
04/12/2021 14H,12185
04/12/2021 13H,12246
04/12/2021 12H,12223
04/12/2021 11H,11286
04/12/2021 10H,10258
04/12/2021 09H,9434
04/12/2021 08H,9158
04/12/2021 07H,9184
04/12/2021 06H,9509
04/12/2021 05H,9947
04/12/2021 04H,11523
04/12/2021 03H,12966
04/12/2021 02H,13718
04/12/2021 01H,13848
04/12/2021 00H,13814
04/11/2021 23H,13751
04/11/2021 22H,13474
04/11/2021 21H,12674
04/11/2021 20H,12169
04/11/2021 19H,11934
04/11/2021 18H,11891
04/11/2021 17H,11795
04/11/2021 16H,11883
04/11/2021 15H,11842
04/11/2021 14H,11427
04/11/2021 13H,10761
04/11/2021 12H,10456
04/11/2021 11H,9659
04/11/2021 10H,9265
04/11/2021 09H,9187
04/11/2021 08H,9337
04/11/2021 07H,9753
04/11/2021 06H,10546
04/11/2021 05H,11247
04/11/2021 04H,12374
04/11/2021 03H,13375
04/11/2021 02H,13807
04/11/2021 01H,13891
04/11/2021 00H,13550
04/10/2021 23H,13465
04/10/2021 22H,13389
04/10/2021 21H,13352
04/10/2021 20H,13482
04/10/2021 19H,13613
04/10/2021 18H,13600
04/10/2021 17H,13583
04/10/2021 16H,13253
04/10/2021 15H,12788
04/10/2021 14H,12326
04/10/2021 13H,11873
04/10/2021 12H,11103
04/10/2021 11H,10764
04/10/2021 10H,10723
04/10/2021 09H,10560
04/10/2021 08H,10760
04/10/2021 07H,10680
04/10/2021 06H,10909
04/10/2021 05H,11701
04/10/2021 04H,12683
04/10/2021 03H,13416
04/10/2021 02H,14112
04/10/2021 01H,14355
04/10/2021 00H,14356
04/9/2021 23H,14423
04/9/2021 22H,14717
04/9/2021 21H,14675
04/9/2021 20H,14783
04/9/2021 19H,14941
04/9/2021 18H,15007
04/9/2021 17H,15070
04/9/2021 16H,14738
04/9/2021 15H,14191
04/9/2021 14H,13678
04/9/2021 13H,13213
04/9/2021 12H,12897
04/9/2021 11H,12067
04/9/2021 10H,11395
04/9/2021 09H,10844
04/9/2021 08H,10628
04/9/2021 07H,11020
04/9/2021 06H,11450
04/9/2021 05H,11988
04/9/2021 04H,13199
04/9/2021 03H,14744
04/9/2021 02H,15665
04/9/2021 01H,15921
04/9/2021 00H,15711
04/8/2021 23H,15538
04/8/2021 22H,15431
04/8/2021 21H,14969
04/8/2021 20H,14475
04/8/2021 19H,14192
04/8/2021 18H,13858
04/8/2021 17H,13584
04/8/2021 16H,13256
04/8/2021 15H,13179
04/8/2021 14H,12837
04/8/2021 13H,12638
04/8/2021 12H,12058
04/8/2021 11H,11296
04/8/2021 10H,10481
04/8/2021 09H,9890
04/8/2021 08H,9691
04/8/2021 07H,9874
04/8/2021 06H,10787
04/8/2021 05H,11291
04/8/2021 04H,12581
04/8/2021 03H,13597
04/8/2021 02H,14324
04/8/2021 01H,14446
04/8/2021 00H,14447
04/7/2021 23H,14578
04/7/2021 22H,14195
04/7/2021 21H,13902
04/7/2021 20H,13605
04/7/2021 19H,13199
04/7/2021 18H,12470
04/7/2021 17H,11861
04/7/2021 16H,11510
04/7/2021 15H,11393
04/7/2021 14H,11391
04/7/2021 13H,11417
04/7/2021 12H,11217
04/7/2021 11H,10694
04/7/2021 10H,9723
04/7/2021 09H,9040
04/7/2021 08H,8778
04/7/2021 07H,8769
04/7/2021 06H,9345
04/7/2021 05H,10294
04/7/2021 04H,11532
04/7/2021 03H,13010
04/7/2021 02H,13943
04/7/2021 01H,14408
04/7/2021 00H,14351
04/6/2021 23H,13924
04/6/2021 22H,13367
04/6/2021 21H,12870
04/6/2021 20H,12563
04/6/2021 19H,12210
04/6/2021 18H,11942
04/6/2021 17H,11535
04/6/2021 16H,11137
04/6/2021 15H,10802
04/6/2021 14H,11093
04/6/2021 13H,11798
04/6/2021 12H,11639
04/6/2021 11H,10482
04/6/2021 10H,9199
04/6/2021 09H,8314
04/6/2021 08H,8042
04/6/2021 07H,8189
04/6/2021 06H,8597
04/6/2021 05H,9301
04/6/2021 04H,10554
04/6/2021 03H,11998
04/6/2021 02H,12823
04/6/2021 01H,13216
04/6/2021 00H,12721
04/5/2021 23H,12112
04/5/2021 22H,11743
04/5/2021 21H,11445
04/5/2021 20H,11146
04/5/2021 19H,10922
04/5/2021 18H,10600
04/5/2021 17H,10457
04/5/2021 16H,10557
04/5/2021 15H,10911
04/5/2021 14H,11269
04/5/2021 13H,12082
04/5/2021 12H,12141
04/5/2021 11H,10784
04/5/2021 10H,9787
04/5/2021 09H,8728
04/5/2021 08H,7993
04/5/2021 07H,7858
04/5/2021 06H,8111
04/5/2021 05H,8331
04/5/2021 04H,9023
04/5/2021 03H,9845
04/5/2021 02H,10449
04/5/2021 01H,10438
04/5/2021 00H,9926
04/4/2021 23H,9012
04/4/2021 22H,8444
04/4/2021 21H,8226
04/4/2021 20H,7997
04/4/2021 19H,7863
04/4/2021 18H,8003
04/4/2021 17H,8536
04/4/2021 16H,8849
04/4/2021 15H,9946
04/4/2021 14H,10800
04/4/2021 13H,11774
04/4/2021 12H,11761
04/4/2021 11H,11108
04/4/2021 10H,10684
04/4/2021 09H,10133
04/4/2021 08H,9826
04/4/2021 07H,9800
04/4/2021 06H,9861
04/4/2021 05H,10121
04/4/2021 04H,10663
04/4/2021 03H,11058
04/4/2021 02H,11450
04/4/2021 01H,11092
04/4/2021 00H,10072
04/3/2021 23H,9137
04/3/2021 22H,8616
04/3/2021 21H,8288
04/3/2021 20H,8113
04/3/2021 19H,8321
04/3/2021 18H,8846
04/3/2021 17H,9757
04/3/2021 16H,10947
04/3/2021 15H,12300
04/3/2021 14H,13395
04/3/2021 13H,15107
04/3/2021 12H,15200
04/3/2021 11H,14413
04/3/2021 10H,13664
04/3/2021 09H,13266
04/3/2021 08H,12787
04/3/2021 07H,12620
04/3/2021 06H,12654
04/3/2021 05H,12730
04/3/2021 04H,13009
04/3/2021 03H,13565
04/3/2021 02H,13744
04/3/2021 01H,13333
04/3/2021 00H,11958
04/2/2021 23H,10571
04/2/2021 22H,10007
04/2/2021 21H,9990
04/2/2021 20H,10135
04/2/2021 19H,11011
04/2/2021 18H,11604
04/2/2021 17H,12358
04/2/2021 16H,13089
04/2/2021 15H,13931
04/2/2021 14H,14661
04/2/2021 13H,16030
04/2/2021 12H,16301
04/2/2021 11H,15099
04/2/2021 10H,14059
04/2/2021 09H,13188
04/2/2021 08H,12518
04/2/2021 07H,12317
04/2/2021 06H,12303
04/2/2021 05H,12665
04/2/2021 04H,13211
04/2/2021 03H,14110
04/2/2021 02H,14721
04/2/2021 01H,14474
04/2/2021 00H,12800
04/1/2021 23H,11181
04/1/2021 22H,10517
04/1/2021 21H,10519
04/1/2021 20H,10753
04/1/2021 19H,11276
04/1/2021 18H,11902
04/1/2021 17H,12392
04/1/2021 16H,13104
04/1/2021 15H,13815
04/1/2021 14H,14543
04/1/2021 13H,15555
04/1/2021 12H,15185
04/1/2021 11H,13533
04/1/2021 10H,11722
04/1/2021 09H,10729
04/1/2021 08H,10181
04/1/2021 07H,10287
04/1/2021 06H,10628
04/1/2021 05H,11271
04/1/2021 04H,12111
04/1/2021 03H,13476
04/1/2021 02H,14297
04/1/2021 01H,14554
04/1/2021 00H,14562
03/31/2021 23H,14438
03/31/2021 22H,14320
03/31/2021 21H,14377
03/31/2021 20H,14148
03/31/2021 19H,13818
03/31/2021 18H,13602
03/31/2021 17H,13239
03/31/2021 16H,13115
03/31/2021 15H,13130
03/31/2021 14H,13008
03/31/2021 13H,12541
03/31/2021 12H,12258
03/31/2021 11H,11429
03/31/2021 10H,10457
03/31/2021 09H,9806
03/31/2021 08H,9679
03/31/2021 07H,9912
03/31/2021 06H,10388
03/31/2021 05H,10809
03/31/2021 04H,11909
03/31/2021 03H,13298
03/31/2021 02H,14096
03/31/2021 01H,14243
03/31/2021 00H,13826
03/30/2021 23H,13332
03/30/2021 22H,13136
03/30/2021 21H,13057
03/30/2021 20H,12767
03/30/2021 19H,12365
03/30/2021 18H,11846
03/30/2021 17H,12088
03/30/2021 16H,11934
03/30/2021 15H,12383
03/30/2021 14H,12984
03/30/2021 13H,13204
03/30/2021 12H,13000
03/30/2021 11H,11991
03/30/2021 10H,10511
03/30/2021 09H,9230
03/30/2021 08H,8852
03/30/2021 07H,8900
03/30/2021 06H,9290
03/30/2021 05H,10061
03/30/2021 04H,10842
03/30/2021 03H,12129
03/30/2021 02H,13151
03/30/2021 01H,13403
03/30/2021 00H,13070
03/29/2021 23H,12307
03/29/2021 22H,11480
03/29/2021 21H,11104
03/29/2021 20H,11058
03/29/2021 19H,11159
03/29/2021 18H,11415
03/29/2021 17H,11329
03/29/2021 16H,11602
03/29/2021 15H,11857
03/29/2021 14H,12464
03/29/2021 13H,13419
03/29/2021 12H,13389
03/29/2021 11H,11823
03/29/2021 10H,10207
03/29/2021 09H,9047
03/29/2021 08H,8645
03/29/2021 07H,8674
03/29/2021 06H,9022
03/29/2021 05H,9665
03/29/2021 04H,10289
03/29/2021 03H,11788
03/29/2021 02H,12603
03/29/2021 01H,12942
03/29/2021 00H,12649
03/28/2021 23H,12638
03/28/2021 22H,12556
03/28/2021 21H,12154
03/28/2021 20H,12189
03/28/2021 19H,12281
03/28/2021 18H,12311
03/28/2021 17H,11865
03/28/2021 16H,11450
03/28/2021 15H,11002
03/28/2021 14H,10552
03/28/2021 13H,10097
03/28/2021 12H,9265
03/28/2021 11H,8722
03/28/2021 10H,8275
03/28/2021 09H,8501
03/28/2021 08H,8925
03/28/2021 07H,9132
03/28/2021 06H,9589
03/28/2021 05H,10133
03/28/2021 04H,11334
03/28/2021 03H,12974
03/28/2021 02H,13632
03/28/2021 01H,13808
03/28/2021 00H,13629
03/27/2021 23H,13498
03/27/2021 22H,13415
03/27/2021 21H,13234
03/27/2021 20H,13030
03/27/2021 19H,12441
03/27/2021 18H,11925
03/27/2021 17H,11615
03/27/2021 16H,11463
03/27/2021 15H,11300
03/27/2021 14H,11132
03/27/2021 13H,10583
03/27/2021 12H,10163
03/27/2021 11H,9479
03/27/2021 10H,9125
03/27/2021 09H,8787
03/27/2021 08H,8937
03/27/2021 07H,9388
03/27/2021 06H,9701
03/27/2021 05H,10170
03/27/2021 04H,11195
03/27/2021 03H,12414
03/27/2021 02H,13097
03/27/2021 01H,13558
03/27/2021 00H,13385
03/26/2021 23H,13495
03/26/2021 22H,13577
03/26/2021 21H,13691
03/26/2021 20H,13596
03/26/2021 19H,13443
03/26/2021 18H,13105
03/26/2021 17H,12835
03/26/2021 16H,12697
03/26/2021 15H,12692
03/26/2021 14H,12534
03/26/2021 13H,12379
03/26/2021 12H,12135
03/26/2021 11H,11157
03/26/2021 10H,10170
03/26/2021 09H,9665
03/26/2021 08H,9830
03/26/2021 07H,10051
03/26/2021 06H,10307
03/26/2021 05H,10528
03/26/2021 04H,11121
03/26/2021 03H,12215
03/26/2021 02H,12792
03/26/2021 01H,13054
03/26/2021 00H,12990
03/25/2021 23H,12765
03/25/2021 22H,12756
03/25/2021 21H,12746
03/25/2021 20H,12607
03/25/2021 19H,12576
03/25/2021 18H,12403
03/25/2021 17H,12336
03/25/2021 16H,12261
03/25/2021 15H,12342
03/25/2021 14H,12185
03/25/2021 13H,12141
03/25/2021 12H,11840
03/25/2021 11H,10972
03/25/2021 10H,9669
03/25/2021 09H,9084
03/25/2021 08H,8880
03/25/2021 07H,9127
03/25/2021 06H,9795
03/25/2021 05H,10149
03/25/2021 04H,10663
03/25/2021 03H,11908
03/25/2021 02H,12727
03/25/2021 01H,12915
03/25/2021 00H,12434
03/24/2021 23H,11773
03/24/2021 22H,11704
03/24/2021 21H,11821
03/24/2021 20H,11499
03/24/2021 19H,11561
03/24/2021 18H,11551
03/24/2021 17H,11626
03/24/2021 16H,11728
03/24/2021 15H,11786
03/24/2021 14H,11965
03/24/2021 13H,11839
03/24/2021 12H,11560
03/24/2021 11H,10850
03/24/2021 10H,9778
03/24/2021 09H,8770
03/24/2021 08H,8712
03/24/2021 07H,9054
03/24/2021 06H,9510
03/24/2021 05H,9986
03/24/2021 04H,10526
03/24/2021 03H,11549
03/24/2021 02H,12339
03/24/2021 01H,12830
03/24/2021 00H,12386
03/23/2021 23H,12234
03/23/2021 22H,11838
03/23/2021 21H,11506
03/23/2021 20H,11272
03/23/2021 19H,11296
03/23/2021 18H,11582
03/23/2021 17H,11752
03/23/2021 16H,11759
03/23/2021 15H,11882
03/23/2021 14H,12045
03/23/2021 13H,11892
03/23/2021 12H,11719
03/23/2021 11H,11280
03/23/2021 10H,10484
03/23/2021 09H,9711
03/23/2021 08H,9450
03/23/2021 07H,9583
03/23/2021 06H,9784
03/23/2021 05H,10193
03/23/2021 04H,10754
03/23/2021 03H,11193
03/23/2021 02H,12111
03/23/2021 01H,12533
03/23/2021 00H,12198
03/22/2021 23H,11738
03/22/2021 22H,11405
03/22/2021 21H,10957
03/22/2021 20H,10383
03/22/2021 19H,10259
03/22/2021 18H,10230
03/22/2021 17H,10395
03/22/2021 16H,10604
03/22/2021 15H,10728
03/22/2021 14H,11046
03/22/2021 13H,12052
03/22/2021 12H,12268
03/22/2021 11H,11245
03/22/2021 10H,10105
03/22/2021 09H,9648
03/22/2021 08H,9091
03/22/2021 07H,9041
03/22/2021 06H,9312
03/22/2021 05H,9611
03/22/2021 04H,10262
03/22/2021 03H,11325
03/22/2021 02H,11982
03/22/2021 01H,12163
03/22/2021 00H,11537
03/21/2021 23H,10951
03/21/2021 22H,10254
03/21/2021 21H,9881
03/21/2021 20H,9829
03/21/2021 19H,10270
03/21/2021 18H,10674
03/21/2021 17H,11320
03/21/2021 16H,11634
03/21/2021 15H,11911
03/21/2021 14H,12053
03/21/2021 13H,11955
03/21/2021 12H,11767
03/21/2021 11H,11347
03/21/2021 10H,11118
03/21/2021 09H,10978
03/21/2021 08H,10916
03/21/2021 07H,10741
03/21/2021 06H,10743
03/21/2021 05H,10899
03/21/2021 04H,11045
03/21/2021 03H,11541
03/21/2021 02H,11916
03/21/2021 01H,12126
03/21/2021 00H,11472
03/20/2021 23H,10522
03/20/2021 22H,9900
03/20/2021 21H,9430
03/20/2021 20H,8943
03/20/2021 19H,9220
03/20/2021 18H,10097
03/20/2021 17H,10727
03/20/2021 16H,11185
03/20/2021 15H,11581
03/20/2021 14H,11597
03/20/2021 13H,11427
03/20/2021 12H,11206
03/20/2021 11H,10757
03/20/2021 10H,10492
03/20/2021 09H,10298
03/20/2021 08H,10112
03/20/2021 07H,10120
03/20/2021 06H,10042
03/20/2021 05H,10308
03/20/2021 04H,10867
03/20/2021 03H,11623
03/20/2021 02H,11980
03/20/2021 01H,12040
03/20/2021 00H,11868
03/19/2021 23H,11778
03/19/2021 22H,11649
03/19/2021 21H,11554
03/19/2021 20H,11487
03/19/2021 19H,11714
03/19/2021 18H,11863
03/19/2021 17H,11936
03/19/2021 16H,12205
03/19/2021 15H,12425
03/19/2021 14H,12769
03/19/2021 13H,12850
03/19/2021 12H,12334
03/19/2021 11H,11087
03/19/2021 10H,9856
03/19/2021 09H,9556
03/19/2021 08H,9355
03/19/2021 07H,9371
03/19/2021 06H,9560
03/19/2021 05H,9758
03/19/2021 04H,10470
03/19/2021 03H,10757
03/19/2021 02H,11540
03/19/2021 01H,11634
03/19/2021 00H,11309
03/18/2021 23H,11005
03/18/2021 22H,10820
