Net generation from nuclear for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.NUC.H
19:20:26 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.NUC.H megawatthours
10/8/2021 06H,5143
10/8/2021 05H,5139
10/8/2021 04H,5134
10/8/2021 03H,5140
10/8/2021 02H,5137
10/8/2021 01H,5132
10/8/2021 00H,5131
10/7/2021 23H,5131
10/7/2021 22H,5074
10/7/2021 21H,4989
10/7/2021 20H,4945
10/7/2021 19H,4909
10/7/2021 18H,4859
10/7/2021 17H,4677
10/7/2021 16H,4668
10/7/2021 15H,4670
10/7/2021 14H,4671
10/7/2021 13H,4677
10/7/2021 12H,4674
10/7/2021 11H,4669
10/7/2021 10H,4676
10/7/2021 09H,4675
10/7/2021 08H,4677
10/7/2021 07H,4667
10/7/2021 06H,4672
10/7/2021 05H,4675
10/7/2021 04H,4668
10/7/2021 03H,4667
10/7/2021 02H,4664
10/7/2021 01H,4666
10/7/2021 00H,4664
10/6/2021 23H,4661
10/6/2021 22H,4657
10/6/2021 21H,4659
10/6/2021 20H,4658
10/6/2021 19H,4654
10/6/2021 18H,4651
10/6/2021 17H,4653
10/6/2021 16H,4657
10/6/2021 15H,4672
10/6/2021 14H,4674
10/6/2021 13H,4683
10/6/2021 12H,4676
10/6/2021 11H,4676
10/6/2021 10H,4677
10/6/2021 09H,4678
10/6/2021 08H,4678
10/6/2021 07H,4678
10/6/2021 06H,4679
10/6/2021 05H,4674
10/6/2021 04H,4677
10/6/2021 03H,4671
10/6/2021 02H,4670
10/6/2021 01H,4654
10/6/2021 00H,4664
10/5/2021 23H,4671
10/5/2021 22H,4671
10/5/2021 21H,4664
10/5/2021 20H,4668
10/5/2021 19H,4676
10/5/2021 18H,4679
10/5/2021 17H,4672
10/5/2021 16H,4677
10/5/2021 15H,4690
10/5/2021 14H,4689
10/5/2021 13H,4685
10/5/2021 12H,4702
10/5/2021 11H,4695
10/5/2021 10H,4690
10/5/2021 09H,4684
10/5/2021 08H,4690
10/5/2021 07H,4687
10/5/2021 06H,4687
10/5/2021 05H,4686
10/5/2021 04H,4686
10/5/2021 03H,4683
10/5/2021 02H,4696
10/5/2021 01H,4689
10/5/2021 00H,4695
10/4/2021 23H,4697
10/4/2021 22H,4697
10/4/2021 21H,4691
10/4/2021 20H,4680
10/4/2021 19H,4682
10/4/2021 18H,4688
10/4/2021 17H,4684
10/4/2021 16H,4694
10/4/2021 15H,4697
10/4/2021 14H,4706
10/4/2021 13H,4695
10/4/2021 12H,4709
10/4/2021 11H,4712
10/4/2021 10H,4704
10/4/2021 09H,4714
10/4/2021 08H,4711
10/4/2021 07H,4707
10/4/2021 06H,4705
10/4/2021 05H,4704
10/4/2021 04H,4700
10/4/2021 03H,4701
10/4/2021 02H,4703
10/4/2021 01H,4690
10/4/2021 00H,4706
10/3/2021 23H,4704
10/3/2021 22H,4702
10/3/2021 21H,4711
10/3/2021 20H,4709
10/3/2021 19H,4723
10/3/2021 18H,4713
10/3/2021 17H,4720
10/3/2021 16H,4718
10/3/2021 15H,4724
10/3/2021 14H,4733
10/3/2021 13H,4725
10/3/2021 12H,4733
10/3/2021 11H,4732
10/3/2021 10H,4733
10/3/2021 09H,4726
10/3/2021 08H,4736
10/3/2021 07H,4725
10/3/2021 06H,4729
10/3/2021 05H,4721
10/3/2021 04H,4719
10/3/2021 03H,4710
10/3/2021 02H,4714
10/3/2021 01H,4704
10/3/2021 00H,4707
10/2/2021 23H,4701
10/2/2021 22H,4707
10/2/2021 21H,4708
10/2/2021 20H,4705
10/2/2021 19H,4713
10/2/2021 18H,4701
10/2/2021 17H,4705
10/2/2021 16H,4705
10/2/2021 15H,4713
10/2/2021 14H,4730
10/2/2021 13H,4719
10/2/2021 12H,4728
10/2/2021 11H,4724
10/2/2021 10H,4727
10/2/2021 09H,4723
10/2/2021 08H,4718
10/2/2021 07H,4722
10/2/2021 06H,4709
10/2/2021 05H,4718
10/2/2021 04H,4718
10/2/2021 03H,4715
10/2/2021 02H,4699
10/2/2021 01H,4683
10/2/2021 00H,4689
10/1/2021 23H,4694
10/1/2021 22H,4688
10/1/2021 21H,4694
10/1/2021 20H,4703
10/1/2021 19H,4702
10/1/2021 18H,4697
10/1/2021 17H,4701
10/1/2021 16H,4708
10/1/2021 15H,4715
10/1/2021 14H,4731
10/1/2021 13H,4729
10/1/2021 12H,4732
10/1/2021 11H,4738
10/1/2021 10H,4733
10/1/2021 09H,4724
10/1/2021 08H,4734
10/1/2021 07H,4726
10/1/2021 06H,4726
10/1/2021 05H,4723
10/1/2021 04H,4724
10/1/2021 03H,4715
10/1/2021 02H,4719
10/1/2021 01H,4707
10/1/2021 00H,4713
09/30/2021 23H,4717
09/30/2021 22H,4717
09/30/2021 21H,4717
09/30/2021 20H,4719
09/30/2021 19H,4715
09/30/2021 18H,4716
09/30/2021 17H,4718
09/30/2021 16H,4721
09/30/2021 15H,4737
09/30/2021 14H,4740
09/30/2021 13H,4732
09/30/2021 12H,4751
09/30/2021 11H,4743
09/30/2021 10H,4746
09/30/2021 09H,4746
09/30/2021 08H,4739
09/30/2021 07H,4740
09/30/2021 06H,4732
09/30/2021 05H,4734
09/30/2021 04H,4729
09/30/2021 03H,4724
09/30/2021 02H,4730
09/30/2021 01H,4715
09/30/2021 00H,4723
09/29/2021 23H,4726
09/29/2021 22H,4722
09/29/2021 21H,4721
09/29/2021 20H,4725
09/29/2021 19H,4727
09/29/2021 18H,4729
09/29/2021 17H,4727
09/29/2021 16H,4726
09/29/2021 15H,4739
09/29/2021 14H,4746
09/29/2021 13H,4754
09/29/2021 12H,4754
09/29/2021 11H,4749
09/29/2021 10H,4742
09/29/2021 09H,4744
09/29/2021 08H,4741
09/29/2021 07H,4732
09/29/2021 06H,4742
09/29/2021 05H,4737
09/29/2021 04H,4739
09/29/2021 03H,4730
09/29/2021 02H,4730
09/29/2021 01H,4729
09/29/2021 00H,4732
09/28/2021 23H,4729
09/28/2021 22H,4730
09/28/2021 21H,4730
09/28/2021 20H,4731
09/28/2021 19H,4726
09/28/2021 18H,4724
09/28/2021 17H,4729
09/28/2021 16H,4732
09/28/2021 15H,4733
09/28/2021 14H,4745
09/28/2021 13H,4747
09/28/2021 12H,4757
09/28/2021 11H,4750
09/28/2021 10H,4746
09/28/2021 09H,4751
09/28/2021 08H,4741
09/28/2021 07H,4742
09/28/2021 06H,4742
09/28/2021 05H,4739
09/28/2021 04H,4734
09/28/2021 03H,4738
09/28/2021 02H,4740
09/28/2021 01H,4740
09/28/2021 00H,4743
09/27/2021 23H,4737
09/27/2021 22H,4737
09/27/2021 21H,4735
09/27/2021 20H,4736
09/27/2021 19H,4737
09/27/2021 18H,4739
09/27/2021 17H,4740
09/27/2021 16H,4739
09/27/2021 15H,4750
09/27/2021 14H,4769
09/27/2021 13H,4769
09/27/2021 12H,4773
09/27/2021 11H,4771
09/27/2021 10H,4768
09/27/2021 09H,4772
09/27/2021 08H,4763
09/27/2021 07H,4761
09/27/2021 06H,4760
09/27/2021 05H,4760
09/27/2021 04H,4744
09/27/2021 03H,4750
09/27/2021 02H,4750
09/27/2021 01H,4747
09/27/2021 00H,4747
09/26/2021 23H,4747
09/26/2021 22H,4749
09/26/2021 21H,4752
09/26/2021 20H,4750
09/26/2021 19H,4751
09/26/2021 18H,4752
09/26/2021 17H,4756
09/26/2021 16H,4753
09/26/2021 15H,4762
09/26/2021 14H,4776
09/26/2021 13H,4782
09/26/2021 12H,4782
09/26/2021 11H,4774
09/26/2021 10H,4779
09/26/2021 09H,4774
09/26/2021 08H,4775
09/26/2021 07H,4770
09/26/2021 06H,4770
09/26/2021 05H,4768
09/26/2021 04H,4763
09/26/2021 03H,4763
09/26/2021 02H,4759
09/26/2021 01H,4744
09/26/2021 00H,4750
09/25/2021 23H,4752
09/25/2021 22H,4750
09/25/2021 21H,4754
09/25/2021 20H,4758
09/25/2021 19H,4748
09/25/2021 18H,4756
09/25/2021 17H,4756
09/25/2021 16H,4764
09/25/2021 15H,4773
09/25/2021 14H,4772
09/25/2021 13H,4788
09/25/2021 12H,4781
09/25/2021 11H,4784
09/25/2021 10H,4779
09/25/2021 09H,4779
09/25/2021 08H,4777
09/25/2021 07H,4775
09/25/2021 06H,4778
09/25/2021 05H,4767
09/25/2021 04H,4772
09/25/2021 03H,4764
09/25/2021 02H,4765
09/25/2021 01H,4754
09/25/2021 00H,4760
09/24/2021 23H,4757
09/24/2021 22H,4757
09/24/2021 21H,4761
09/24/2021 20H,4763
09/24/2021 19H,4762
09/24/2021 18H,4769
09/24/2021 17H,4762
09/24/2021 16H,4771
09/24/2021 15H,4768
09/24/2021 14H,4785
09/24/2021 13H,4784
09/24/2021 12H,4785
09/24/2021 11H,4780
09/24/2021 10H,4779
09/24/2021 09H,4782
09/24/2021 08H,4778
09/24/2021 07H,4777
09/24/2021 06H,4772
09/24/2021 05H,4770
09/24/2021 04H,4773
09/24/2021 03H,4764
09/24/2021 02H,4762
09/24/2021 01H,4761
09/24/2021 00H,4763
09/23/2021 23H,4763
09/23/2021 22H,4764
09/23/2021 21H,4757
09/23/2021 20H,4766
09/23/2021 19H,4764
09/23/2021 18H,4767
09/23/2021 17H,4774
09/23/2021 16H,4777
09/23/2021 15H,4778
09/23/2021 14H,4783
09/23/2021 13H,4778
09/23/2021 12H,4780
09/23/2021 11H,4773
09/23/2021 10H,4773
09/23/2021 09H,4772
09/23/2021 08H,4762
09/23/2021 07H,4756
09/23/2021 06H,4762
09/23/2021 05H,4760
09/23/2021 04H,4747
09/23/2021 03H,4744
09/23/2021 02H,4725
09/23/2021 01H,4719
09/23/2021 00H,4695
09/22/2021 23H,4695
09/22/2021 22H,4686
09/22/2021 21H,4677
09/22/2021 20H,4666
09/22/2021 19H,4665
09/22/2021 18H,4673
09/22/2021 17H,4686
09/22/2021 16H,4692
09/22/2021 15H,4703
09/22/2021 14H,4706
09/22/2021 13H,4715
09/22/2021 12H,4709
09/22/2021 11H,4711
09/22/2021 10H,4711
09/22/2021 09H,4709
09/22/2021 08H,4705
09/22/2021 07H,4711
09/22/2021 06H,4703
09/22/2021 05H,4698
09/22/2021 04H,4697
09/22/2021 03H,4700
09/22/2021 02H,4688
09/22/2021 01H,4686
09/22/2021 00H,4688
09/21/2021 23H,4695
09/21/2021 22H,4697
09/21/2021 21H,4694
09/21/2021 20H,4696
09/21/2021 19H,4697
09/21/2021 18H,4699
09/21/2021 17H,4676
09/21/2021 16H,4700
09/21/2021 15H,4700
09/21/2021 14H,4709
09/21/2021 13H,4712
09/21/2021 12H,4715
09/21/2021 11H,4717
09/21/2021 10H,4720
09/21/2021 09H,4710
09/21/2021 08H,4712
09/21/2021 07H,4709
09/21/2021 06H,4712
09/21/2021 05H,4704
09/21/2021 04H,4705
09/21/2021 03H,4706
09/21/2021 02H,4706
09/21/2021 01H,4708
09/21/2021 00H,4702
09/20/2021 23H,4694
09/20/2021 22H,4688
09/20/2021 21H,4691
09/20/2021 20H,4692
09/20/2021 19H,4694
09/20/2021 18H,4700
09/20/2021 17H,4699
09/20/2021 16H,4703
09/20/2021 15H,4679
09/20/2021 14H,4657
09/20/2021 13H,4669
09/20/2021 12H,4661
09/20/2021 11H,4661
09/20/2021 10H,4670
09/20/2021 09H,4641
09/20/2021 08H,4579
09/20/2021 07H,4510
09/20/2021 06H,4435
09/20/2021 05H,4424
09/20/2021 04H,4420
09/20/2021 03H,4425
09/20/2021 02H,4423
09/20/2021 01H,4424
09/20/2021 00H,4417
09/19/2021 23H,4420
09/19/2021 22H,4418
09/19/2021 21H,4405
09/19/2021 20H,4403
09/19/2021 19H,4401
09/19/2021 18H,4397
09/19/2021 17H,4405
09/19/2021 16H,4397
09/19/2021 15H,4435
09/19/2021 14H,4482
09/19/2021 13H,4608
09/19/2021 12H,4721
09/19/2021 11H,4716
09/19/2021 10H,4718
09/19/2021 09H,4718
09/19/2021 08H,4711
09/19/2021 07H,4716
09/19/2021 06H,4706
09/19/2021 05H,4706
09/19/2021 04H,4707
09/19/2021 03H,4702
09/19/2021 02H,4704
09/19/2021 01H,4700
09/19/2021 00H,4701
09/18/2021 23H,4689
09/18/2021 22H,4686
09/18/2021 21H,4696
09/18/2021 20H,4691
09/18/2021 19H,4693
09/18/2021 18H,4686
09/18/2021 17H,4693
09/18/2021 16H,4699
09/18/2021 15H,4697
09/18/2021 14H,4714
09/18/2021 13H,4717
09/18/2021 12H,4718
09/18/2021 11H,4721
09/18/2021 10H,4687
09/18/2021 09H,4664
09/18/2021 08H,4666
09/18/2021 07H,4662
09/18/2021 06H,4668
09/18/2021 05H,4710
09/18/2021 04H,4703
09/18/2021 03H,4704
09/18/2021 02H,4702
09/18/2021 01H,4697
09/18/2021 00H,4697
09/17/2021 23H,4706
09/17/2021 22H,4697
09/17/2021 21H,4703
09/17/2021 20H,4699
09/17/2021 19H,4696
09/17/2021 18H,4706
09/17/2021 17H,4705
09/17/2021 16H,4717
09/17/2021 15H,4719
09/17/2021 14H,4730
09/17/2021 13H,4733
09/17/2021 12H,4733
09/17/2021 11H,4730
09/17/2021 10H,4727
09/17/2021 09H,4722
09/17/2021 08H,4731
09/17/2021 07H,4724
09/17/2021 06H,4724
09/17/2021 05H,4719
09/17/2021 04H,4707
09/17/2021 03H,4719
09/17/2021 02H,4719
09/17/2021 01H,4718
09/17/2021 00H,4711
09/16/2021 23H,4710
09/16/2021 22H,4711
09/16/2021 21H,4720
09/16/2021 20H,4711
09/16/2021 19H,4697
09/16/2021 18H,4701
09/16/2021 17H,4695
09/16/2021 16H,4693
09/16/2021 15H,4711
09/16/2021 14H,4721
09/16/2021 13H,4721
09/16/2021 12H,4720
09/16/2021 11H,4724
09/16/2021 10H,4724
09/16/2021 09H,4721
09/16/2021 08H,4718
09/16/2021 07H,4721
09/16/2021 06H,4723
09/16/2021 05H,4721
09/16/2021 04H,4723
09/16/2021 03H,4723
09/16/2021 02H,4718
09/16/2021 01H,4719
09/16/2021 00H,4718
09/15/2021 23H,4719
09/15/2021 22H,4715
09/15/2021 21H,4711
09/15/2021 20H,4704
09/15/2021 19H,4695
09/15/2021 18H,4691
09/15/2021 17H,4686
09/15/2021 16H,4692
09/15/2021 15H,4700
09/15/2021 14H,4705
09/15/2021 13H,4715
09/15/2021 12H,4708
09/15/2021 11H,4717
09/15/2021 10H,4718
09/15/2021 09H,4716
09/15/2021 08H,4714
09/15/2021 07H,4717
09/15/2021 06H,4710
09/15/2021 05H,4711
09/15/2021 04H,4709
09/15/2021 03H,4714
09/15/2021 02H,4716
09/15/2021 01H,4717
09/15/2021 00H,4714
09/14/2021 23H,4712
09/14/2021 22H,4712
09/14/2021 21H,4703
09/14/2021 20H,4701
09/14/2021 19H,4697
09/14/2021 18H,4703
09/14/2021 17H,4690
09/14/2021 16H,4696
09/14/2021 15H,4681
09/14/2021 14H,4629
09/14/2021 13H,4620
09/14/2021 12H,4625
09/14/2021 11H,4623
09/14/2021 10H,4636
09/14/2021 09H,4704
09/14/2021 08H,4736
09/14/2021 07H,4739
09/14/2021 06H,4729
09/14/2021 05H,4734
09/14/2021 04H,4721
09/14/2021 03H,4729
09/14/2021 02H,4728
09/14/2021 01H,4726
09/14/2021 00H,4728
09/13/2021 23H,4726
09/13/2021 22H,4720
09/13/2021 21H,4714
09/13/2021 20H,4723
09/13/2021 19H,4698
09/13/2021 18H,4679
09/13/2021 17H,4691
09/13/2021 16H,4716
09/13/2021 15H,4714
09/13/2021 14H,4733
09/13/2021 13H,4740
09/13/2021 12H,4739
09/13/2021 11H,4743
09/13/2021 10H,4739
09/13/2021 09H,4724
09/13/2021 08H,4726
09/13/2021 07H,4719
09/13/2021 06H,4722
09/13/2021 05H,4731
09/13/2021 04H,4716
09/13/2021 03H,4719
09/13/2021 02H,4716
09/13/2021 01H,4715
09/13/2021 00H,4706
09/12/2021 23H,4707
09/12/2021 22H,4704
09/12/2021 21H,4704
09/12/2021 20H,4707
09/12/2021 19H,4701
09/12/2021 18H,4690
09/12/2021 17H,4691
09/12/2021 16H,4688
09/12/2021 15H,4700
09/12/2021 14H,4706
09/12/2021 13H,4719
09/12/2021 12H,4720
09/12/2021 11H,4711
09/12/2021 10H,4716
09/12/2021 09H,4956
09/12/2021 08H,5066
09/12/2021 07H,5158
09/12/2021 06H,5258
09/12/2021 05H,5355
09/12/2021 04H,5452
09/12/2021 03H,5533
09/12/2021 02H,5617
09/12/2021 01H,5652
09/12/2021 00H,5587
09/11/2021 23H,5554
09/11/2021 22H,5558
09/11/2021 21H,5560
09/11/2021 20H,5549
09/11/2021 19H,5558
09/11/2021 18H,5558
09/11/2021 17H,5561
09/11/2021 16H,5560
09/11/2021 15H,5576
09/11/2021 14H,5587
09/11/2021 13H,5595
09/11/2021 12H,5604
09/11/2021 11H,5600
09/11/2021 10H,5681
09/11/2021 09H,5683
09/11/2021 08H,5698
09/11/2021 07H,5722
09/11/2021 06H,5792
09/11/2021 05H,5866
09/11/2021 04H,5874
09/11/2021 03H,5885
09/11/2021 02H,5878
09/11/2021 01H,5875
09/11/2021 00H,5882
09/10/2021 23H,5875
09/10/2021 22H,5883
09/10/2021 21H,5876
09/10/2021 20H,5873
09/10/2021 19H,5871
09/10/2021 18H,5871
09/10/2021 17H,5872
09/10/2021 16H,5881
09/10/2021 15H,5887
09/10/2021 14H,5898
09/10/2021 13H,5897
09/10/2021 12H,5901
09/10/2021 11H,5898
09/10/2021 10H,5894
09/10/2021 09H,5892
09/10/2021 08H,5896
09/10/2021 07H,5888
09/10/2021 06H,5874
09/10/2021 05H,5876
09/10/2021 04H,5866
09/10/2021 03H,5868
09/10/2021 02H,5857
09/10/2021 01H,5847
09/10/2021 00H,5830
09/9/2021 23H,5826
09/9/2021 22H,5823
09/9/2021 21H,5813
09/9/2021 20H,5820
09/9/2021 19H,5824
09/9/2021 18H,5822
09/9/2021 17H,5835
09/9/2021 16H,5842
09/9/2021 15H,5849
09/9/2021 14H,5864
09/9/2021 13H,5862
09/9/2021 12H,5872
09/9/2021 11H,5863
09/9/2021 10H,5865
09/9/2021 09H,5857
09/9/2021 08H,5853
09/9/2021 07H,5857
09/9/2021 06H,5854
09/9/2021 05H,5856
09/9/2021 04H,5854
09/9/2021 03H,5852
09/9/2021 02H,5847
09/9/2021 01H,5844
09/9/2021 00H,5855
09/8/2021 23H,5847
09/8/2021 22H,5841
09/8/2021 21H,5837
09/8/2021 20H,5834
09/8/2021 19H,5832
09/8/2021 18H,5820
09/8/2021 17H,5834
09/8/2021 16H,5837
09/8/2021 15H,5842
09/8/2021 14H,5843
09/8/2021 13H,5855
09/8/2021 12H,5855
09/8/2021 11H,5854
09/8/2021 10H,5844
09/8/2021 09H,5849
09/8/2021 08H,5851
09/8/2021 07H,5857
09/8/2021 06H,5856
09/8/2021 05H,5851
09/8/2021 04H,5847
09/8/2021 03H,5840
09/8/2021 02H,5833
09/8/2021 01H,5824
09/8/2021 00H,5829
09/7/2021 23H,5823
09/7/2021 22H,5829
09/7/2021 21H,5826
09/7/2021 20H,5828
09/7/2021 19H,5819
09/7/2021 18H,5829
09/7/2021 17H,5843
09/7/2021 16H,5848
09/7/2021 15H,5848
09/7/2021 14H,5858
09/7/2021 13H,5869
09/7/2021 12H,5870
09/7/2021 11H,5868
09/7/2021 10H,5866
09/7/2021 09H,5872
09/7/2021 08H,5870
09/7/2021 07H,5868
09/7/2021 06H,5859
09/7/2021 05H,5854
09/7/2021 04H,5849
09/7/2021 03H,5842
09/7/2021 02H,5845
09/7/2021 01H,5849
09/7/2021 00H,5847
09/6/2021 23H,5844
09/6/2021 22H,5834
09/6/2021 21H,5842
09/6/2021 20H,5846
09/6/2021 19H,5842
09/6/2021 18H,5843
09/6/2021 17H,5851
09/6/2021 16H,5845
09/6/2021 15H,5876
09/6/2021 14H,5889
09/6/2021 13H,5907
09/6/2021 12H,5912
09/6/2021 11H,5903
09/6/2021 10H,5918
09/6/2021 09H,5908
09/6/2021 08H,5908
09/6/2021 07H,5908
09/6/2021 06H,5904
09/6/2021 05H,5899
09/6/2021 04H,5891
09/6/2021 03H,5889
09/6/2021 02H,5896
09/6/2021 01H,5885
09/6/2021 00H,5878
09/5/2021 23H,5878
09/5/2021 22H,5874
09/5/2021 21H,5878
09/5/2021 20H,5877
09/5/2021 19H,5880
09/5/2021 18H,5887
09/5/2021 17H,5884
09/5/2021 16H,5885
09/5/2021 15H,5894
09/5/2021 14H,5918
09/5/2021 13H,5927
09/5/2021 12H,5932
09/5/2021 11H,5923
09/5/2021 10H,5920
09/5/2021 09H,5922
09/5/2021 08H,5915
09/5/2021 07H,5911
09/5/2021 06H,5900
09/5/2021 05H,5901
09/5/2021 04H,5898
09/5/2021 03H,5898
09/5/2021 02H,5889
09/5/2021 01H,5893
09/5/2021 00H,5894
09/4/2021 23H,5904
09/4/2021 22H,5897
09/4/2021 21H,5894
09/4/2021 20H,5898
09/4/2021 19H,5905
09/4/2021 18H,5894
09/4/2021 17H,5902
09/4/2021 16H,5899
09/4/2021 15H,5912
09/4/2021 14H,5930
09/4/2021 13H,5941
09/4/2021 12H,5948
09/4/2021 11H,5932
09/4/2021 10H,5938
09/4/2021 09H,5930
09/4/2021 08H,5932
09/4/2021 07H,5930
09/4/2021 06H,5924
09/4/2021 05H,5917
09/4/2021 04H,5911
09/4/2021 03H,5910
09/4/2021 02H,5906
09/4/2021 01H,5906
09/4/2021 00H,5892
09/3/2021 23H,5892
09/3/2021 22H,5892
09/3/2021 21H,5893
09/3/2021 20H,5893
09/3/2021 19H,5891
09/3/2021 18H,5894
09/3/2021 17H,5887
09/3/2021 16H,5888
09/3/2021 15H,5886
09/3/2021 14H,5905
09/3/2021 13H,5919
09/3/2021 12H,5915
09/3/2021 11H,5910
09/3/2021 10H,5911
09/3/2021 09H,5909
09/3/2021 08H,5905
09/3/2021 07H,5890
09/3/2021 06H,5892
09/3/2021 05H,5882
09/3/2021 04H,5880
09/3/2021 03H,5874
09/3/2021 02H,5866
09/3/2021 01H,5867
09/3/2021 00H,5858
09/2/2021 23H,5851
09/2/2021 22H,5862
09/2/2021 21H,5861
09/2/2021 20H,5870
09/2/2021 19H,5871
09/2/2021 18H,5876
09/2/2021 17H,5881
09/2/2021 16H,5882
09/2/2021 15H,5890
09/2/2021 14H,5891
09/2/2021 13H,5886
09/2/2021 12H,5884
09/2/2021 11H,5879
09/2/2021 10H,5884
09/2/2021 09H,5885
09/2/2021 08H,5876
09/2/2021 07H,5869
09/2/2021 06H,5878
09/2/2021 05H,5864
09/2/2021 04H,5856
09/2/2021 03H,5846
09/2/2021 02H,5835
09/2/2021 01H,5845
09/2/2021 00H,5836
09/1/2021 23H,5840
09/1/2021 22H,5820
09/1/2021 21H,5825
09/1/2021 20H,5828
09/1/2021 19H,5826
09/1/2021 18H,5834
09/1/2021 17H,5835
09/1/2021 16H,5846
09/1/2021 15H,5844
09/1/2021 14H,5841
09/1/2021 13H,5860
09/1/2021 12H,5864
09/1/2021 11H,5855
09/1/2021 10H,5850
09/1/2021 09H,5855
09/1/2021 08H,5856
09/1/2021 07H,5856
09/1/2021 06H,5861
09/1/2021 05H,5859
09/1/2021 04H,5849
09/1/2021 03H,5861
09/1/2021 02H,5852
09/1/2021 01H,5853
09/1/2021 00H,5850
08/31/2021 23H,5855
08/31/2021 22H,5847
08/31/2021 21H,5844
08/31/2021 20H,5840
08/31/2021 19H,5835
08/31/2021 18H,5832
08/31/2021 17H,5831
08/31/2021 16H,5832
08/31/2021 15H,5836
08/31/2021 14H,5855
08/31/2021 13H,5859
08/31/2021 12H,5857
08/31/2021 11H,5861
08/31/2021 10H,5860
08/31/2021 09H,5857
08/31/2021 08H,5855
08/31/2021 07H,5852
08/31/2021 06H,5866
08/31/2021 05H,5850
08/31/2021 04H,5845
08/31/2021 03H,5845
08/31/2021 02H,5839
08/31/2021 01H,5845
08/31/2021 00H,5846
08/30/2021 23H,5844
08/30/2021 22H,5851
08/30/2021 21H,5847
08/30/2021 20H,5835
08/30/2021 19H,5825
08/30/2021 18H,5833
08/30/2021 17H,5828
08/30/2021 16H,5834
08/30/2021 15H,5839
08/30/2021 14H,5849
08/30/2021 13H,5864
08/30/2021 12H,5869
08/30/2021 11H,5867
08/30/2021 10H,5861
08/30/2021 09H,5861
08/30/2021 08H,5861
08/30/2021 07H,5864
08/30/2021 06H,5859
08/30/2021 05H,5852
08/30/2021 04H,5852
08/30/2021 03H,5838
08/30/2021 02H,5838
08/30/2021 01H,5840
08/30/2021 00H,5839
08/29/2021 23H,5836
08/29/2021 22H,5827
08/29/2021 21H,5837
08/29/2021 20H,5842
08/29/2021 19H,5849
08/29/2021 18H,5837
08/29/2021 17H,5827
08/29/2021 16H,5829
08/29/2021 15H,5828
08/29/2021 14H,5853
08/29/2021 13H,5855
08/29/2021 12H,5861
08/29/2021 11H,5858
08/29/2021 10H,5852
08/29/2021 09H,5851
08/29/2021 08H,5854
08/29/2021 07H,5863
08/29/2021 06H,5860
08/29/2021 05H,5865
08/29/2021 04H,5855
08/29/2021 03H,5843
08/29/2021 02H,5845
08/29/2021 01H,5839
08/29/2021 00H,5826
08/28/2021 23H,5812
08/28/2021 22H,5822
08/28/2021 21H,5809
08/28/2021 20H,5804
08/28/2021 19H,5809
08/28/2021 18H,5809
08/28/2021 17H,5812
08/28/2021 16H,5821
08/28/2021 15H,5831
08/28/2021 14H,5841
08/28/2021 13H,5855
08/28/2021 12H,5852
08/28/2021 11H,5849
08/28/2021 10H,5859
08/28/2021 09H,5860
08/28/2021 08H,5858
08/28/2021 07H,5858
08/28/2021 06H,5856
08/28/2021 05H,5850
08/28/2021 04H,5848
08/28/2021 03H,5843
08/28/2021 02H,5834
08/28/2021 01H,5828
08/28/2021 00H,5824
08/27/2021 23H,5813
08/27/2021 22H,5816
08/27/2021 21H,5812
08/27/2021 20H,5812
08/27/2021 19H,5810
08/27/2021 18H,5819
08/27/2021 17H,5817
08/27/2021 16H,5815
08/27/2021 15H,5820
08/27/2021 14H,5832
08/27/2021 13H,5847
08/27/2021 12H,5859
08/27/2021 11H,5859
08/27/2021 10H,5857
08/27/2021 09H,5858
08/27/2021 08H,5853
08/27/2021 07H,5858
08/27/2021 06H,5854
08/27/2021 05H,5851
08/27/2021 04H,5845
08/27/2021 03H,5844
08/27/2021 02H,5842
08/27/2021 01H,5834
08/27/2021 00H,5825
08/26/2021 23H,5822
08/26/2021 22H,5813
08/26/2021 21H,5825
08/26/2021 20H,5815
08/26/2021 19H,5818
08/26/2021 18H,5824
08/26/2021 17H,5826
08/26/2021 16H,5837
08/26/2021 15H,5839
08/26/2021 14H,5858
08/26/2021 13H,5872
08/26/2021 12H,5878
08/26/2021 11H,5877
08/26/2021 10H,5879
08/26/2021 09H,5869
08/26/2021 08H,5872
08/26/2021 07H,5875
08/26/2021 06H,5872
08/26/2021 05H,5861
08/26/2021 04H,5867
08/26/2021 03H,5859
08/26/2021 02H,5856
08/26/2021 01H,5851
08/26/2021 00H,5851
08/25/2021 23H,5850
08/25/2021 22H,5854
08/25/2021 21H,5843
08/25/2021 20H,5827
08/25/2021 19H,5823
08/25/2021 18H,5825
08/25/2021 17H,5823
08/25/2021 16H,5827
08/25/2021 15H,5845
08/25/2021 14H,5866
08/25/2021 13H,5870
08/25/2021 12H,5869
08/25/2021 11H,5871
08/25/2021 10H,5867
08/25/2021 09H,5868
08/25/2021 08H,5862
08/25/2021 07H,5859
08/25/2021 06H,5860
08/25/2021 05H,5857
08/25/2021 04H,5855
08/25/2021 03H,5846
08/25/2021 02H,5854
08/25/2021 01H,5836
08/25/2021 00H,5830
08/24/2021 23H,5814
08/24/2021 22H,5815
