Net generation from natural gas for California (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390106&sdid=EBA.CAL-ALL.NG.NG.H
19:04:28 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAL-ALL.NG.NG.H megawatthours
10/6/2021 21H,9695
10/6/2021 20H,9550
10/6/2021 19H,9530
10/6/2021 18H,9952
10/6/2021 17H,10010
10/6/2021 16H,10764
10/6/2021 15H,12083
10/6/2021 14H,13035
10/6/2021 13H,11646
10/6/2021 12H,10662
10/6/2021 11H,10217
10/6/2021 10H,10031
10/6/2021 09H,10398
10/6/2021 08H,11204
10/6/2021 07H,12986
10/6/2021 06H,13527
10/6/2021 05H,14280
10/6/2021 04H,14787
10/6/2021 03H,15425
10/6/2021 02H,16177
10/6/2021 01H,15841
10/6/2021 00H,13636
10/5/2021 23H,12663
10/5/2021 22H,11401
10/5/2021 21H,10781
10/5/2021 20H,10342
10/5/2021 19H,10814
10/5/2021 18H,10263
10/5/2021 17H,10634
10/5/2021 16H,11564
10/5/2021 15H,13556
10/5/2021 14H,13649
10/5/2021 13H,12914
10/5/2021 12H,12642
10/5/2021 11H,11894
10/5/2021 10H,12566
10/5/2021 09H,12461
10/5/2021 08H,12833
10/5/2021 07H,13835
10/5/2021 06H,15098
10/5/2021 05H,16186
10/5/2021 04H,17842
10/5/2021 03H,19794
10/5/2021 02H,20756
10/5/2021 01H,20996
10/5/2021 00H,19601
10/4/2021 23H,17781
10/4/2021 22H,16041
10/4/2021 21H,14710
10/4/2021 20H,14292
10/4/2021 19H,13425
10/4/2021 18H,13191
10/4/2021 17H,12887
10/4/2021 16H,13135
10/4/2021 15H,13363
10/4/2021 14H,12966
10/4/2021 13H,12569
10/4/2021 12H,12010
10/4/2021 11H,11826
10/4/2021 10H,11804
10/4/2021 09H,11829
10/4/2021 08H,12245
10/4/2021 07H,13008
10/4/2021 06H,14459
10/4/2021 05H,15325
10/4/2021 04H,16613
10/4/2021 03H,17733
10/4/2021 02H,19822
10/4/2021 01H,19346
10/4/2021 00H,16039
10/3/2021 23H,13236
10/3/2021 22H,11360
10/3/2021 21H,9798
10/3/2021 20H,8034
10/3/2021 19H,7044
10/3/2021 18H,6908
10/3/2021 17H,6616
10/3/2021 16H,6433
10/3/2021 15H,8741
10/3/2021 14H,11240
10/3/2021 13H,11164
10/3/2021 12H,11119
10/3/2021 11H,11044
10/3/2021 10H,11626
10/3/2021 09H,12510
10/3/2021 08H,13746
10/3/2021 07H,14210
10/3/2021 06H,14737
10/3/2021 05H,14743
10/3/2021 04H,15551
10/3/2021 03H,16405
10/3/2021 02H,17945
10/3/2021 01H,17151
10/3/2021 00H,14369
10/2/2021 23H,12093
10/2/2021 22H,10816
10/2/2021 21H,9438
10/2/2021 20H,9004
10/2/2021 19H,9338
10/2/2021 18H,9343
10/2/2021 17H,8829
10/2/2021 16H,9181
10/2/2021 15H,10314
10/2/2021 14H,12780
10/2/2021 13H,12575
10/2/2021 12H,12284
10/2/2021 11H,12012
10/2/2021 10H,12240
10/2/2021 09H,12805
10/2/2021 08H,13495
10/2/2021 07H,14071
10/2/2021 06H,14728
10/2/2021 05H,15305
10/2/2021 04H,15752
10/2/2021 03H,16650
10/2/2021 02H,17556
10/2/2021 01H,17226
10/2/2021 00H,15251
10/1/2021 23H,13330
10/1/2021 22H,11926
10/1/2021 21H,11175
10/1/2021 20H,10664
10/1/2021 19H,10499
10/1/2021 18H,10000
10/1/2021 17H,9046
10/1/2021 16H,9483
10/1/2021 15H,10702
10/1/2021 14H,13095
10/1/2021 13H,12281
10/1/2021 12H,11841
10/1/2021 11H,11192
10/1/2021 10H,11303
10/1/2021 09H,11707
10/1/2021 08H,12550
10/1/2021 07H,12803
10/1/2021 06H,14053
10/1/2021 05H,14773
10/1/2021 04H,14854
10/1/2021 03H,15506
10/1/2021 02H,15971
10/1/2021 01H,15081
10/1/2021 00H,12090
09/30/2021 23H,10522
09/30/2021 22H,9754
09/30/2021 21H,9479
09/30/2021 20H,9077
09/30/2021 19H,7095
09/30/2021 18H,6964
09/30/2021 17H,6972
09/30/2021 16H,6970
09/30/2021 15H,8307
09/30/2021 14H,10694
09/30/2021 13H,10701
09/30/2021 12H,10249
09/30/2021 11H,10513
09/30/2021 10H,10171
09/30/2021 09H,10428
09/30/2021 08H,11278
09/30/2021 07H,11791
09/30/2021 06H,12322
09/30/2021 05H,12187
09/30/2021 04H,12375
09/30/2021 03H,12623
09/30/2021 02H,12276
09/30/2021 01H,11211
09/30/2021 00H,9421
09/29/2021 23H,8816
09/29/2021 22H,8401
09/29/2021 21H,7641
09/29/2021 20H,7668
09/29/2021 19H,7716
09/29/2021 18H,7563
09/29/2021 17H,7270
09/29/2021 16H,7933
09/29/2021 15H,9017
09/29/2021 14H,9517
09/29/2021 13H,8796
09/29/2021 12H,8527
09/29/2021 11H,8050
09/29/2021 10H,8080
09/29/2021 09H,7937
09/29/2021 08H,8374
09/29/2021 07H,9104
09/29/2021 06H,9331
09/29/2021 05H,10205
09/29/2021 04H,9612
09/29/2021 03H,10261
09/29/2021 02H,10205
09/29/2021 01H,8939
09/29/2021 00H,7151
09/28/2021 23H,6274
09/28/2021 22H,5611
09/28/2021 21H,5577
09/28/2021 20H,5909
09/28/2021 19H,5866
09/28/2021 18H,6082
09/28/2021 17H,6353
09/28/2021 16H,6807
09/28/2021 15H,8789
09/28/2021 14H,9359
09/28/2021 13H,9024
09/28/2021 12H,8138
09/28/2021 11H,7645
09/28/2021 10H,7769
09/28/2021 09H,7944
09/28/2021 08H,8765
09/28/2021 07H,9921
09/28/2021 06H,10870
09/28/2021 05H,11803
09/28/2021 04H,12017
09/28/2021 03H,11665
09/28/2021 02H,11496
09/28/2021 01H,10992
09/28/2021 00H,9013
09/27/2021 23H,7873
09/27/2021 22H,7530
09/27/2021 21H,7263
09/27/2021 20H,7262
09/27/2021 19H,7719
09/27/2021 18H,7933
09/27/2021 17H,7846
09/27/2021 16H,8276
09/27/2021 15H,10006
09/27/2021 14H,10852
09/27/2021 13H,9388
09/27/2021 12H,8314
09/27/2021 11H,7294
09/27/2021 10H,7675
09/27/2021 09H,7573
09/27/2021 08H,7997
09/27/2021 07H,9075
09/27/2021 06H,10173
09/27/2021 05H,11072
09/27/2021 04H,11103
09/27/2021 03H,11201
09/27/2021 02H,11095
09/27/2021 01H,10557
09/27/2021 00H,8898
09/26/2021 23H,7728
09/26/2021 22H,6709
09/26/2021 21H,6055
09/26/2021 20H,5813
09/26/2021 19H,5752
09/26/2021 18H,6116
09/26/2021 17H,6647
09/26/2021 16H,7043
09/26/2021 15H,7821
09/26/2021 14H,8068
09/26/2021 13H,8263
09/26/2021 12H,7828
09/26/2021 11H,7920
09/26/2021 10H,8191
09/26/2021 09H,9124
09/26/2021 08H,9501
09/26/2021 07H,10481
09/26/2021 06H,12065
09/26/2021 05H,12943
09/26/2021 04H,13429
09/26/2021 03H,13496
09/26/2021 02H,13618
09/26/2021 01H,14004
09/26/2021 00H,12279
09/25/2021 23H,10591
09/25/2021 22H,9146
09/25/2021 21H,8068
09/25/2021 20H,7293
09/25/2021 19H,7150
09/25/2021 18H,6796
09/25/2021 17H,6856
09/25/2021 16H,7586
09/25/2021 15H,8575
09/25/2021 14H,10522
09/25/2021 13H,11349
09/25/2021 12H,11312
09/25/2021 11H,11422
09/25/2021 10H,11764
09/25/2021 09H,12750
09/25/2021 08H,13752
09/25/2021 07H,15152
09/25/2021 06H,16699
09/25/2021 05H,16899
09/25/2021 04H,17119
09/25/2021 03H,17616
09/25/2021 02H,18057
09/25/2021 01H,18881
09/25/2021 00H,17753
09/24/2021 23H,16832
09/24/2021 22H,15826
09/24/2021 21H,14375
09/24/2021 20H,13220
09/24/2021 19H,12263
09/24/2021 18H,12015
09/24/2021 17H,11520
09/24/2021 16H,12608
09/24/2021 15H,13904
09/24/2021 14H,14689
09/24/2021 13H,14617
09/24/2021 12H,13807
09/24/2021 11H,13373
09/24/2021 10H,13448
09/24/2021 09H,13964
09/24/2021 08H,14593
09/24/2021 07H,15408
09/24/2021 06H,16858
09/24/2021 05H,17974
09/24/2021 04H,18661
09/24/2021 03H,19490
09/24/2021 02H,20336
09/24/2021 01H,20287
09/24/2021 00H,20427
09/23/2021 23H,18442
09/23/2021 22H,17448
09/23/2021 21H,16307
09/23/2021 20H,14838
09/23/2021 19H,12686
09/23/2021 18H,12161
09/23/2021 17H,11756
09/23/2021 16H,11598
09/23/2021 15H,12411
09/23/2021 14H,13302
09/23/2021 13H,12473
09/23/2021 12H,11345
09/23/2021 11H,11313
09/23/2021 10H,11664
09/23/2021 09H,11769
09/23/2021 08H,12898
09/23/2021 07H,14465
09/23/2021 06H,17036
09/23/2021 05H,18826
09/23/2021 04H,19546
09/23/2021 03H,21540
09/23/2021 02H,23636
09/23/2021 01H,23670
09/23/2021 00H,20044
09/22/2021 23H,18533
09/22/2021 22H,18278
09/22/2021 21H,16433
09/22/2021 20H,14047
09/22/2021 19H,11841
09/22/2021 18H,11054
09/22/2021 17H,10308
09/22/2021 16H,10156
09/22/2021 15H,12891
09/22/2021 14H,14861
09/22/2021 13H,14015
09/22/2021 12H,13485
09/22/2021 11H,13272
09/22/2021 10H,14023
09/22/2021 09H,14742
09/22/2021 08H,15433
09/22/2021 07H,16132
09/22/2021 06H,16924
09/22/2021 05H,18985
09/22/2021 04H,21044
09/22/2021 03H,23226
09/22/2021 02H,25396
09/22/2021 01H,25292
09/22/2021 00H,21155
09/21/2021 23H,18924
09/21/2021 22H,17468
09/21/2021 21H,14989
09/21/2021 20H,13514
09/21/2021 19H,10989
09/21/2021 18H,9749
09/21/2021 17H,9568
09/21/2021 16H,9548
09/21/2021 15H,10002
09/21/2021 14H,12886
09/21/2021 13H,11857
09/21/2021 12H,11057
09/21/2021 11H,10984
09/21/2021 10H,11614
09/21/2021 09H,12086
09/21/2021 08H,12561
09/21/2021 07H,13169
09/21/2021 06H,14399
09/21/2021 05H,15396
09/21/2021 04H,16354
09/21/2021 03H,17372
09/21/2021 02H,18219
09/21/2021 01H,17120
09/21/2021 00H,13899
09/20/2021 23H,12125
09/20/2021 22H,10303
09/20/2021 21H,8674
09/20/2021 20H,8018
09/20/2021 19H,7897
09/20/2021 18H,7327
09/20/2021 17H,6768
09/20/2021 16H,7150
09/20/2021 15H,8652
09/20/2021 14H,10576
09/20/2021 13H,9480
09/20/2021 12H,8898
09/20/2021 11H,8456
09/20/2021 10H,7963
09/20/2021 09H,8030
09/20/2021 08H,7752
09/20/2021 07H,8323
09/20/2021 06H,9280
09/20/2021 05H,10471
09/20/2021 04H,11209
09/20/2021 03H,11095
09/20/2021 02H,11017
09/20/2021 01H,9887
09/20/2021 00H,7141
09/19/2021 23H,6052
09/19/2021 22H,5448
09/19/2021 21H,5351
09/19/2021 20H,5007
09/19/2021 19H,5170
09/19/2021 18H,5487
09/19/2021 17H,5093
09/19/2021 16H,5115
09/19/2021 15H,4931
09/19/2021 14H,6830
09/19/2021 13H,7149
09/19/2021 12H,6758
09/19/2021 11H,6612
09/19/2021 10H,6968
09/19/2021 09H,7501
09/19/2021 08H,7628
09/19/2021 07H,8837
09/19/2021 06H,9721
09/19/2021 05H,10151
09/19/2021 04H,9662
09/19/2021 03H,9718
09/19/2021 02H,9795
09/19/2021 01H,8562
09/19/2021 00H,7359
09/18/2021 23H,6177
09/18/2021 22H,5052
09/18/2021 21H,4798
09/18/2021 20H,4588
09/18/2021 19H,4619
09/18/2021 18H,4899
09/18/2021 17H,5049
09/18/2021 16H,4655
09/18/2021 15H,6685
09/18/2021 14H,8586
09/18/2021 13H,8859
09/18/2021 12H,8526
09/18/2021 11H,8583
09/18/2021 10H,8854
09/18/2021 09H,9557
09/18/2021 08H,10515
09/18/2021 07H,11672
09/18/2021 06H,12491
09/18/2021 05H,12787
09/18/2021 04H,12471
09/18/2021 03H,13254
09/18/2021 02H,13520
09/18/2021 01H,12677
09/18/2021 00H,10726
09/17/2021 23H,9578
09/17/2021 22H,9112
09/17/2021 21H,8383
09/17/2021 20H,8649
09/17/2021 19H,8950
09/17/2021 18H,8982
09/17/2021 17H,8732
09/17/2021 16H,9167
09/17/2021 15H,10507
09/17/2021 14H,11814
09/17/2021 13H,11319
09/17/2021 12H,10693
09/17/2021 11H,10712
09/17/2021 10H,10605
09/17/2021 09H,11145
09/17/2021 08H,11887
09/17/2021 07H,12156
09/17/2021 06H,12248
09/17/2021 05H,13150
09/17/2021 04H,13604
09/17/2021 03H,14153
09/17/2021 02H,14630
09/17/2021 01H,13647
09/17/2021 00H,10897
09/16/2021 23H,9624
09/16/2021 22H,8940
09/16/2021 21H,7873
09/16/2021 20H,7960
09/16/2021 19H,8104
09/16/2021 18H,8277
09/16/2021 17H,7995
09/16/2021 16H,7874
09/16/2021 15H,8600
09/16/2021 14H,10677
09/16/2021 13H,9515
09/16/2021 12H,8796
09/16/2021 11H,9022
09/16/2021 10H,9287
09/16/2021 09H,9531
09/16/2021 08H,10126
09/16/2021 07H,11305
09/16/2021 06H,11889
09/16/2021 05H,13451
09/16/2021 04H,14293
09/16/2021 03H,14619
09/16/2021 02H,15762
09/16/2021 01H,14714
09/16/2021 00H,11845
09/15/2021 23H,10738
09/15/2021 22H,9516
09/15/2021 21H,8754
09/15/2021 20H,7266
09/15/2021 19H,7753
09/15/2021 18H,7665
09/15/2021 17H,7220
09/15/2021 16H,8318
09/15/2021 15H,9370
09/15/2021 14H,10809
09/15/2021 13H,10033
09/15/2021 12H,9321
09/15/2021 11H,9018
09/15/2021 10H,9608
09/15/2021 09H,10200
09/15/2021 08H,11070
09/15/2021 07H,12617
09/15/2021 06H,14793
09/15/2021 05H,16738
09/15/2021 04H,17823
09/15/2021 03H,19742
09/15/2021 02H,21225
09/15/2021 01H,20363
09/15/2021 00H,18236
09/14/2021 23H,16873
09/14/2021 22H,15474
09/14/2021 21H,14018
09/14/2021 20H,11726
09/14/2021 19H,10776
09/14/2021 18H,10388
09/14/2021 17H,9896
09/14/2021 16H,10104
09/14/2021 15H,11830
09/14/2021 14H,13212
09/14/2021 13H,12455
09/14/2021 12H,11495
09/14/2021 11H,10875
09/14/2021 10H,10902
09/14/2021 09H,11560
09/14/2021 08H,12277
09/14/2021 07H,13658
09/14/2021 06H,15694
09/14/2021 05H,17857
09/14/2021 04H,20096
09/14/2021 03H,21485
09/14/2021 02H,23246
09/14/2021 01H,22830
09/14/2021 00H,19819
09/13/2021 23H,18677
09/13/2021 22H,17263
09/13/2021 21H,15681
09/13/2021 20H,15539
09/13/2021 19H,13998
09/13/2021 18H,12098
09/13/2021 17H,11249
09/13/2021 16H,11171
09/13/2021 15H,12301
09/13/2021 14H,13376
09/13/2021 13H,12562
09/13/2021 12H,11522
09/13/2021 11H,11131
09/13/2021 10H,12084
09/13/2021 09H,12473
09/13/2021 08H,13190
09/13/2021 07H,13094
09/13/2021 06H,15361
09/13/2021 05H,17084
09/13/2021 04H,19029
09/13/2021 03H,20699
09/13/2021 02H,22517
09/13/2021 01H,20994
09/13/2021 00H,17917
09/12/2021 23H,16359
09/12/2021 22H,15570
09/12/2021 21H,14503
09/12/2021 20H,11484
09/12/2021 19H,10338
09/12/2021 18H,9515
09/12/2021 17H,9749
09/12/2021 16H,9504
09/12/2021 15H,10806
09/12/2021 14H,12429
09/12/2021 13H,13196
09/12/2021 12H,12876
09/12/2021 11H,12920
09/12/2021 10H,13293
09/12/2021 09H,14048
09/12/2021 08H,15197
09/12/2021 07H,16227
09/12/2021 06H,17769
09/12/2021 05H,18574
09/12/2021 04H,19886
09/12/2021 03H,21083
09/12/2021 02H,23132
09/12/2021 01H,22054
09/12/2021 00H,18949
09/11/2021 23H,17521
09/11/2021 22H,16447
09/11/2021 21H,14565
09/11/2021 20H,13189
09/11/2021 19H,10952
09/11/2021 18H,9947
09/11/2021 17H,9513
09/11/2021 16H,9338
09/11/2021 15H,10409
09/11/2021 14H,11778
09/11/2021 13H,12691
09/11/2021 12H,12383
09/11/2021 11H,12001
09/11/2021 10H,12021
09/11/2021 09H,12643
09/11/2021 08H,13777
09/11/2021 07H,15662
09/11/2021 06H,17583
09/11/2021 05H,19690
09/11/2021 04H,20880
09/11/2021 03H,22220
09/11/2021 02H,23700
09/11/2021 01H,24008
09/11/2021 00H,21970
09/10/2021 23H,21008
09/10/2021 22H,19279
09/10/2021 21H,18574
09/10/2021 20H,17006
09/10/2021 19H,16582
09/10/2021 18H,15599
09/10/2021 17H,14223
09/10/2021 16H,14862
09/10/2021 15H,16044
09/10/2021 14H,16341
09/10/2021 13H,16101
09/10/2021 12H,15263
09/10/2021 11H,14445
09/10/2021 10H,14712
09/10/2021 09H,15107
09/10/2021 08H,15914
09/10/2021 07H,17288
09/10/2021 06H,19182
09/10/2021 05H,22591
09/10/2021 04H,25200
09/10/2021 03H,27597
09/10/2021 02H,29838
09/10/2021 01H,30543
09/10/2021 00H,28821
09/9/2021 23H,27884
09/9/2021 22H,25980
09/9/2021 21H,23697
09/9/2021 20H,21297
09/9/2021 19H,19093
09/9/2021 18H,17680
09/9/2021 17H,16684
09/9/2021 16H,16079
09/9/2021 15H,16539
09/9/2021 14H,17891
09/9/2021 13H,17172
09/9/2021 12H,16102
09/9/2021 11H,15866
09/9/2021 10H,16060
09/9/2021 09H,16550
09/9/2021 08H,16839
09/9/2021 07H,18465
09/9/2021 06H,20988
09/9/2021 05H,23871
09/9/2021 04H,26448
09/9/2021 03H,27856
09/9/2021 02H,29952
09/9/2021 01H,29893
09/9/2021 00H,27576
09/8/2021 23H,26202
09/8/2021 22H,23765
09/8/2021 21H,21528
09/8/2021 20H,19306
09/8/2021 19H,16533
09/8/2021 18H,14884
09/8/2021 17H,13959
09/8/2021 16H,13781
09/8/2021 15H,15378
09/8/2021 14H,16464
09/8/2021 13H,15408
09/8/2021 12H,12992
09/8/2021 11H,12390
09/8/2021 10H,12616
09/8/2021 09H,13994
09/8/2021 08H,15277
09/8/2021 07H,16847
09/8/2021 06H,19652
09/8/2021 05H,22180
09/8/2021 04H,24576
09/8/2021 03H,27064
09/8/2021 02H,28771
09/8/2021 01H,28254
09/8/2021 00H,26033
09/7/2021 23H,24337
09/7/2021 22H,22206
09/7/2021 21H,19376
09/7/2021 20H,17846
09/7/2021 19H,16428
09/7/2021 18H,15733
09/7/2021 17H,14913
09/7/2021 16H,14817
09/7/2021 15H,15604
09/7/2021 14H,16661
09/7/2021 13H,15643
09/7/2021 12H,14132
09/7/2021 11H,13830
09/7/2021 10H,14136
09/7/2021 09H,14351
09/7/2021 08H,15127
09/7/2021 07H,16288
09/7/2021 06H,18291
09/7/2021 05H,20794
09/7/2021 04H,22307
09/7/2021 03H,23779
09/7/2021 02H,25520
09/7/2021 01H,25141
09/7/2021 00H,21967
09/6/2021 23H,20207
09/6/2021 22H,17809
09/6/2021 21H,15708
09/6/2021 20H,13903
09/6/2021 19H,12741
09/6/2021 18H,11705
09/6/2021 17H,10475
09/6/2021 16H,10517
09/6/2021 15H,11038
09/6/2021 14H,12131
09/6/2021 13H,12465
09/6/2021 12H,12163
09/6/2021 11H,12304
09/6/2021 10H,12968
09/6/2021 09H,13484
09/6/2021 08H,14995
09/6/2021 07H,16316
09/6/2021 06H,17535
09/6/2021 05H,18982
09/6/2021 04H,20302
09/6/2021 03H,21366
09/6/2021 02H,22805
09/6/2021 01H,21648
09/6/2021 00H,18068
09/5/2021 23H,16700
09/5/2021 22H,14519
09/5/2021 21H,12544
09/5/2021 20H,10607
09/5/2021 19H,10123
09/5/2021 18H,9165
09/5/2021 17H,8657
09/5/2021 16H,8376
09/5/2021 15H,8786
09/5/2021 14H,9647
09/5/2021 13H,10641
09/5/2021 12H,10687
09/5/2021 11H,10833
09/5/2021 10H,11392
09/5/2021 09H,11906
09/5/2021 08H,13411
09/5/2021 07H,14715
09/5/2021 06H,15896
09/5/2021 05H,16877
09/5/2021 04H,17282
09/5/2021 03H,18804
09/5/2021 02H,20612
09/5/2021 01H,18638
09/5/2021 00H,15421
09/4/2021 23H,13598
09/4/2021 22H,11896
09/4/2021 21H,9845
09/4/2021 20H,9006
09/4/2021 19H,8660
09/4/2021 18H,7958
09/4/2021 17H,7920
09/4/2021 16H,7935
09/4/2021 15H,8541
09/4/2021 14H,9737
09/4/2021 13H,11005
09/4/2021 12H,11001
09/4/2021 11H,11179
09/4/2021 10H,11506
09/4/2021 09H,12099
09/4/2021 08H,12567
09/4/2021 07H,14007
09/4/2021 06H,14871
09/4/2021 05H,15741
09/4/2021 04H,15864
09/4/2021 03H,16557
09/4/2021 02H,17637
09/4/2021 01H,16203
09/4/2021 00H,13918
09/3/2021 23H,12119
09/3/2021 22H,10914
09/3/2021 21H,9683
09/3/2021 20H,9637
09/3/2021 19H,9839
09/3/2021 18H,9735
09/3/2021 17H,9683
09/3/2021 16H,9919
09/3/2021 15H,10670
09/3/2021 14H,12159
09/3/2021 13H,12170
09/3/2021 12H,11993
09/3/2021 11H,11714
09/3/2021 10H,11262
09/3/2021 09H,11338
09/3/2021 08H,12271
09/3/2021 07H,12736
09/3/2021 06H,13229
09/3/2021 05H,13852
09/3/2021 04H,14521
09/3/2021 03H,14541
09/3/2021 02H,14995
09/3/2021 01H,13070
09/3/2021 00H,11273
09/2/2021 23H,10646
09/2/2021 22H,10124
09/2/2021 21H,9503
09/2/2021 20H,9693
09/2/2021 19H,9861
09/2/2021 18H,9818
09/2/2021 17H,9569
09/2/2021 16H,9489
09/2/2021 15H,9963
09/2/2021 14H,11308
09/2/2021 13H,11180
09/2/2021 12H,10299
09/2/2021 11H,10155
09/2/2021 10H,10662
09/2/2021 09H,11259
09/2/2021 08H,11130
09/2/2021 07H,11483
09/2/2021 06H,12105
09/2/2021 05H,12571
09/2/2021 04H,13054
09/2/2021 03H,13554
09/2/2021 02H,13809
09/2/2021 01H,11455
09/2/2021 00H,10317
09/1/2021 23H,9335
09/1/2021 22H,9354
09/1/2021 21H,7994
09/1/2021 20H,7880
09/1/2021 19H,9202
09/1/2021 18H,9270
09/1/2021 17H,9014
09/1/2021 16H,8482
09/1/2021 15H,9695
09/1/2021 14H,10399
09/1/2021 13H,10609
09/1/2021 12H,10521
09/1/2021 11H,11069
09/1/2021 10H,11161
09/1/2021 09H,11525
09/1/2021 08H,11499
09/1/2021 07H,12014
09/1/2021 06H,11930
09/1/2021 05H,13862
09/1/2021 04H,14999
09/1/2021 03H,16312
09/1/2021 02H,17203
09/1/2021 01H,16130
09/1/2021 00H,16066
08/31/2021 23H,14886
08/31/2021 22H,14812
08/31/2021 21H,12638
08/31/2021 20H,12538
08/31/2021 19H,11900
08/31/2021 18H,11296
08/31/2021 17H,11756
08/31/2021 16H,11805
08/31/2021 15H,11908
08/31/2021 14H,13109
08/31/2021 13H,12945
08/31/2021 12H,10987
08/31/2021 11H,10739
08/31/2021 10H,10419
08/31/2021 09H,12333
08/31/2021 08H,12592
08/31/2021 07H,13983
08/31/2021 06H,16068
08/31/2021 05H,19036
08/31/2021 04H,20684
08/31/2021 03H,22203
08/31/2021 02H,23780
08/31/2021 01H,21939
08/31/2021 00H,19706
08/30/2021 23H,19216
08/30/2021 22H,18614
08/30/2021 21H,17054
08/30/2021 20H,15314
08/30/2021 19H,14923
08/30/2021 18H,14058
08/30/2021 17H,13925
08/30/2021 16H,13336
08/30/2021 15H,13613
08/30/2021 14H,13640
08/30/2021 13H,13109
08/30/2021 12H,12967
08/30/2021 11H,13578
08/30/2021 10H,13493
08/30/2021 09H,13671
08/30/2021 08H,14316
08/30/2021 07H,15336
08/30/2021 06H,16971
08/30/2021 05H,19025
08/30/2021 04H,20531
08/30/2021 03H,22069
08/30/2021 02H,23882
08/30/2021 01H,22243
08/30/2021 00H,20080
08/29/2021 23H,19214
08/29/2021 22H,17724
08/29/2021 21H,16375
08/29/2021 20H,14592
08/29/2021 19H,13841
08/29/2021 18H,12923
08/29/2021 17H,11553
08/29/2021 16H,11532
08/29/2021 15H,12309
08/29/2021 14H,12331
08/29/2021 13H,12610
08/29/2021 12H,12958
08/29/2021 11H,13605
08/29/2021 10H,14345
08/29/2021 09H,14446
08/29/2021 08H,15119
08/29/2021 07H,16521
08/29/2021 06H,19416
08/29/2021 05H,19568
08/29/2021 04H,20394
08/29/2021 03H,22380
08/29/2021 02H,24041
08/29/2021 01H,22569
08/29/2021 00H,19716
08/28/2021 23H,18038
08/28/2021 22H,16853
08/28/2021 21H,15336
08/28/2021 20H,13565
08/28/2021 19H,12880
08/28/2021 18H,11242
08/28/2021 17H,10348
08/28/2021 16H,10465
08/28/2021 15H,11043
08/28/2021 14H,11291
08/28/2021 13H,12286
08/28/2021 12H,12231
08/28/2021 11H,12067
08/28/2021 10H,13068
08/28/2021 09H,14258
08/28/2021 08H,14770
08/28/2021 07H,16192
08/28/2021 06H,17548
08/28/2021 05H,20096
08/28/2021 04H,21718
08/28/2021 03H,23638
08/28/2021 02H,25746
08/28/2021 01H,22797
08/28/2021 00H,20478
08/27/2021 23H,19455
08/27/2021 22H,17578
08/27/2021 21H,16261
08/27/2021 20H,14748
08/27/2021 19H,13800
08/27/2021 18H,12821
08/27/2021 17H,12070
08/27/2021 16H,11349
08/27/2021 15H,11534
08/27/2021 14H,12452
08/27/2021 13H,12113
08/27/2021 12H,11966
08/27/2021 11H,11919
08/27/2021 10H,11538
08/27/2021 09H,12374
08/27/2021 08H,13795
08/27/2021 07H,14684
08/27/2021 06H,15754
08/27/2021 05H,18308
08/27/2021 04H,19890
08/27/2021 03H,22428
08/27/2021 02H,23258
08/27/2021 01H,21686
08/27/2021 00H,19392
08/26/2021 23H,18433
08/26/2021 22H,17393
08/26/2021 21H,16310
08/26/2021 20H,13865
08/26/2021 19H,12128
08/26/2021 18H,11495
08/26/2021 17H,10591
08/26/2021 16H,10997
08/26/2021 15H,10732
08/26/2021 14H,11547
08/26/2021 13H,11918
08/26/2021 12H,11435
08/26/2021 11H,10823
08/26/2021 10H,11015
08/26/2021 09H,11974
08/26/2021 08H,13205
08/26/2021 07H,14402
08/26/2021 06H,15452
08/26/2021 05H,16681
08/26/2021 04H,17906
08/26/2021 03H,19121
08/26/2021 02H,20052
08/26/2021 01H,19111
08/26/2021 00H,17045
08/25/2021 23H,16935
08/25/2021 22H,14526
08/25/2021 21H,12649
08/25/2021 20H,11034
08/25/2021 19H,10051
08/25/2021 18H,10150
08/25/2021 17H,10395
08/25/2021 16H,10287
08/25/2021 15H,11252
08/25/2021 14H,12564
08/25/2021 13H,12662
08/25/2021 12H,12063
08/25/2021 11H,11860
08/25/2021 10H,12667
08/25/2021 09H,12932
08/25/2021 08H,14185
08/25/2021 07H,15125
08/25/2021 06H,15938
08/25/2021 05H,16368
08/25/2021 04H,17392
08/25/2021 03H,18195
08/25/2021 02H,18295
08/25/2021 01H,16817
08/25/2021 00H,14607
08/24/2021 23H,13137
08/24/2021 22H,11701
08/24/2021 21H,10401
08/24/2021 20H,9589
08/24/2021 19H,9186
08/24/2021 18H,9328
08/24/2021 17H,9208
08/24/2021 16H,9226
08/24/2021 15H,10908
08/24/2021 14H,12237
08/24/2021 13H,11868
08/24/2021 12H,11453
08/24/2021 11H,11225
08/24/2021 10H,10906
08/24/2021 09H,11638
08/24/2021 08H,12856
08/24/2021 07H,13128
08/24/2021 06H,14328
08/24/2021 05H,14766
08/24/2021 04H,15515
08/24/2021 03H,16409
08/24/2021 02H,16296
08/24/2021 01H,15133
08/24/2021 00H,12975
08/23/2021 23H,11414
08/23/2021 22H,9466
