Net generation from coal for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.COL.H
19:01:56 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.COL.H megawatthours
12/25/2018 23H,118852
12/25/2018 22H,117395
12/25/2018 21H,117527
12/25/2018 20H,119013
12/25/2018 19H,122922
12/25/2018 18H,126367
12/25/2018 17H,129379
12/25/2018 16H,130334
12/25/2018 15H,130262
12/25/2018 14H,128786
12/25/2018 13H,126491
12/25/2018 12H,123575
12/25/2018 11H,119463
12/25/2018 10H,116439
12/25/2018 09H,116008
12/25/2018 08H,116428
12/25/2018 07H,117831
12/25/2018 06H,119674
12/25/2018 05H,121502
12/25/2018 04H,121889
12/25/2018 03H,122245
12/25/2018 02H,122597
12/25/2018 01H,124755
12/25/2018 00H,124130
12/24/2018 23H,118053
12/24/2018 22H,114072
12/24/2018 21H,114226
12/24/2018 20H,115145
12/24/2018 19H,117345
12/24/2018 18H,120000
12/24/2018 17H,123100
12/24/2018 16H,124916
12/24/2018 15H,124666
12/24/2018 14H,123879
12/24/2018 13H,120082
12/24/2018 12H,116914
12/24/2018 11H,112198
12/24/2018 10H,110486
12/24/2018 09H,109436
12/24/2018 08H,110754
12/24/2018 07H,115004
12/24/2018 06H,119324
12/24/2018 05H,126169
12/24/2018 04H,127617
12/24/2018 03H,130543
12/24/2018 02H,131986
12/24/2018 01H,132819
12/24/2018 00H,131030
12/23/2018 23H,125983
12/23/2018 22H,121193
12/23/2018 21H,118845
12/23/2018 20H,119217
12/23/2018 19H,120817
12/23/2018 18H,123942
12/23/2018 17H,128155
12/23/2018 16H,130385
12/23/2018 15H,130475
12/23/2018 14H,128798
12/23/2018 13H,123436
12/23/2018 12H,117586
12/23/2018 11H,112607
12/23/2018 10H,109559
12/23/2018 09H,109072
12/23/2018 08H,110223
12/23/2018 07H,112744
12/23/2018 06H,116427
12/23/2018 05H,117303
12/23/2018 04H,122380
12/23/2018 03H,122996
12/23/2018 02H,124253
12/23/2018 01H,128906
12/23/2018 00H,127826
12/22/2018 23H,122840
12/22/2018 22H,118618
12/22/2018 21H,116047
12/22/2018 20H,117643
12/22/2018 19H,121565
12/22/2018 18H,126959
12/22/2018 17H,130363
12/22/2018 16H,129855
12/22/2018 15H,126772
12/22/2018 14H,124619
12/22/2018 13H,121316
12/22/2018 12H,118253
12/22/2018 11H,115430
12/22/2018 10H,112568
12/22/2018 09H,111580
12/22/2018 08H,111555
12/22/2018 07H,112873
12/22/2018 06H,115867
12/22/2018 05H,117405
12/22/2018 04H,121030
12/22/2018 03H,122985
12/22/2018 02H,125024
12/22/2018 01H,126742
12/22/2018 00H,127858
12/21/2018 23H,126158
12/21/2018 22H,124634
12/21/2018 21H,124836
12/21/2018 20H,127002
12/21/2018 19H,129163
12/21/2018 18H,130490
12/21/2018 17H,131481
12/21/2018 16H,133185
12/21/2018 15H,133428
12/21/2018 14H,131955
12/21/2018 13H,128554
12/21/2018 12H,122423
12/21/2018 11H,115727
12/21/2018 10H,112222
12/21/2018 09H,111070
12/21/2018 08H,111320
12/21/2018 07H,112642
12/21/2018 06H,115637
12/21/2018 05H,119811
12/21/2018 04H,124048
12/21/2018 03H,127921
12/21/2018 02H,129819
12/21/2018 01H,129994
12/21/2018 00H,124897
12/20/2018 23H,119944
12/20/2018 22H,117778
12/20/2018 21H,117355
12/20/2018 20H,118336
12/20/2018 19H,119012
12/20/2018 18H,119855
12/20/2018 17H,121583
12/20/2018 16H,123886
12/20/2018 15H,124503
12/20/2018 14H,123089
12/20/2018 13H,117466
12/20/2018 12H,108567
12/20/2018 11H,101297
12/20/2018 10H,97336
12/20/2018 09H,97918
12/20/2018 08H,99963
12/20/2018 07H,103715
12/20/2018 06H,110386
12/20/2018 05H,117987
12/20/2018 04H,123089
12/20/2018 03H,127762
12/20/2018 02H,130459
12/20/2018 01H,132612
12/20/2018 00H,131752
12/19/2018 23H,128021
12/19/2018 22H,123579
12/19/2018 21H,122232
12/19/2018 20H,123258
12/19/2018 19H,124784
12/19/2018 18H,126631
12/19/2018 17H,129717
12/19/2018 16H,130984
12/19/2018 15H,133711
12/19/2018 14H,135645
12/19/2018 13H,131400
12/19/2018 12H,125832
12/19/2018 11H,117928
12/19/2018 10H,113860
12/19/2018 09H,110909
12/19/2018 08H,110482
12/19/2018 07H,112284
12/19/2018 06H,115548
12/19/2018 05H,120181
12/19/2018 04H,126854
12/19/2018 03H,132712
12/19/2018 02H,136550
12/19/2018 01H,138331
12/19/2018 00H,136848
12/18/2018 23H,131831
12/18/2018 22H,127991
12/18/2018 21H,126388
12/18/2018 20H,126438
12/18/2018 19H,126513
12/18/2018 18H,127640
12/18/2018 17H,129105
12/18/2018 16H,130318
12/18/2018 15H,132001
12/18/2018 14H,132892
12/18/2018 13H,130268
12/18/2018 12H,124333
12/18/2018 11H,117214
12/18/2018 10H,112466
12/18/2018 09H,111565
12/18/2018 08H,111558
12/18/2018 07H,113284
12/18/2018 06H,117212
12/18/2018 05H,119528
12/18/2018 04H,125961
12/18/2018 03H,131285
12/18/2018 02H,133857
12/18/2018 01H,134302
12/18/2018 00H,134398
12/17/2018 23H,130789
12/17/2018 22H,128179
12/17/2018 21H,128219
12/17/2018 20H,128671
12/17/2018 19H,130847
12/17/2018 18H,131242
12/17/2018 17H,132284
12/17/2018 16H,133117
12/17/2018 15H,134978
12/17/2018 14H,136181
12/17/2018 13H,135513
12/17/2018 12H,130143
12/17/2018 11H,123332
12/17/2018 10H,119383
12/17/2018 09H,117292
12/17/2018 08H,117182
12/17/2018 07H,117969
12/17/2018 06H,119742
12/17/2018 05H,124261
12/17/2018 04H,127364
12/17/2018 03H,130603
12/17/2018 02H,132983
12/17/2018 01H,133591
12/17/2018 00H,132138
12/16/2018 23H,127824
12/16/2018 22H,124350
12/16/2018 21H,123197
12/16/2018 20H,124115
12/16/2018 19H,124780
12/16/2018 18H,126209
12/16/2018 17H,125892
12/16/2018 16H,124254
12/16/2018 15H,123254
12/16/2018 14H,122338
12/16/2018 13H,120028
12/16/2018 12H,116744
12/16/2018 11H,114300
12/16/2018 10H,113117
12/16/2018 09H,112206
12/16/2018 08H,111190
12/16/2018 07H,112347
12/16/2018 06H,114528
12/16/2018 05H,120420
12/16/2018 04H,120447
12/16/2018 03H,122952
12/16/2018 02H,124269
12/16/2018 01H,126415
12/16/2018 00H,126208
12/15/2018 23H,123703
12/15/2018 22H,121833
12/15/2018 21H,121800
12/15/2018 20H,123466
12/15/2018 19H,125432
12/15/2018 18H,126683
12/15/2018 17H,128019
12/15/2018 16H,129081
12/15/2018 15H,128914
12/15/2018 14H,127948
12/15/2018 13H,124096
12/15/2018 12H,120799
12/15/2018 11H,118270
12/15/2018 10H,116814
12/15/2018 09H,117053
12/15/2018 08H,118217
12/15/2018 07H,120863
12/15/2018 06H,126744
12/15/2018 05H,135157
12/15/2018 04H,136092
12/15/2018 03H,139069
12/15/2018 02H,141212
12/15/2018 01H,141809
12/15/2018 00H,142847
12/14/2018 23H,141024
12/14/2018 22H,139309
12/14/2018 21H,137963
12/14/2018 20H,138184
12/14/2018 19H,139099
12/14/2018 18H,140747
12/14/2018 17H,141788
12/14/2018 16H,141753
12/14/2018 15H,140673
12/14/2018 14H,140045
12/14/2018 13H,135818
12/14/2018 12H,128618
12/14/2018 11H,120169
12/14/2018 10H,116591
12/14/2018 09H,116569
12/14/2018 08H,116851
12/14/2018 07H,119962
12/14/2018 06H,125128
12/14/2018 05H,133778
12/14/2018 04H,136029
12/14/2018 03H,140379
12/14/2018 02H,143786
12/14/2018 01H,145149
12/14/2018 00H,144024
12/13/2018 23H,139953
12/13/2018 22H,136631
12/13/2018 21H,136747
12/13/2018 20H,138004
12/13/2018 19H,139554
12/13/2018 18H,141934
12/13/2018 17H,144602
12/13/2018 16H,147468
12/13/2018 15H,148497
12/13/2018 14H,149364
12/13/2018 13H,147050
12/13/2018 12H,139787
12/13/2018 11H,131401
12/13/2018 10H,127641
12/13/2018 09H,126797
12/13/2018 08H,128727
12/13/2018 07H,132025
12/13/2018 06H,137478
12/13/2018 05H,144851
12/13/2018 04H,149490
12/13/2018 03H,150115
12/13/2018 02H,152362
12/13/2018 01H,154824
12/13/2018 00H,153904
12/12/2018 23H,151912
12/12/2018 22H,148005
12/12/2018 21H,146735
12/12/2018 20H,146423
12/12/2018 19H,147557
12/12/2018 18H,148179
12/12/2018 17H,150580
12/12/2018 16H,153568
12/12/2018 15H,155911
12/12/2018 14H,156964
12/12/2018 13H,153690
12/12/2018 12H,147138
12/12/2018 11H,140915
12/12/2018 10H,138080
12/12/2018 09H,137346
12/12/2018 08H,137940
12/12/2018 07H,136958
12/12/2018 06H,140538
12/12/2018 05H,146557
12/12/2018 04H,148321
12/12/2018 03H,149948
12/12/2018 02H,150369
12/12/2018 01H,151464
12/12/2018 00H,150635
12/11/2018 23H,147715
12/11/2018 22H,143213
12/11/2018 21H,142147
12/11/2018 20H,143605
12/11/2018 19H,146159
12/11/2018 18H,149113
12/11/2018 17H,152120
12/11/2018 16H,153564
12/11/2018 15H,154467
12/11/2018 14H,156129
12/11/2018 13H,155260
12/11/2018 12H,150346
12/11/2018 11H,144568
12/11/2018 10H,140910
12/11/2018 09H,138661
12/11/2018 08H,138001
12/11/2018 07H,139009
12/11/2018 06H,142633
12/11/2018 05H,144239
12/11/2018 04H,150462
12/11/2018 03H,154838
12/11/2018 02H,158954
12/11/2018 01H,160413
12/11/2018 00H,159897
12/10/2018 23H,158775
12/10/2018 22H,155959
12/10/2018 21H,154460
12/10/2018 20H,154599
12/10/2018 19H,155398
12/10/2018 18H,156481
12/10/2018 17H,158108
12/10/2018 16H,159079
12/10/2018 15H,159432
12/10/2018 14H,159690
12/10/2018 13H,158289
12/10/2018 12H,155248
12/10/2018 11H,151424
12/10/2018 10H,147875
12/10/2018 09H,146493
12/10/2018 08H,146597
12/10/2018 07H,147696
12/10/2018 06H,149055
12/10/2018 05H,150853
12/10/2018 04H,153694
12/10/2018 03H,156080
12/10/2018 02H,157471
12/10/2018 01H,157184
12/10/2018 00H,156033
12/9/2018 23H,154005
12/9/2018 22H,151569
12/9/2018 21H,149794
12/9/2018 20H,149185
12/9/2018 19H,149719
12/9/2018 18H,149941
12/9/2018 17H,150266
12/9/2018 16H,149375
12/9/2018 15H,148194
12/9/2018 14H,145730
12/9/2018 13H,142914
12/9/2018 12H,140884
12/9/2018 11H,138330
12/9/2018 10H,135872
12/9/2018 09H,134791
12/9/2018 08H,135432
12/9/2018 07H,137560
12/9/2018 06H,140600
12/9/2018 05H,143154
12/9/2018 04H,145917
12/9/2018 03H,148459
12/9/2018 02H,150682
12/9/2018 01H,151899
12/9/2018 00H,152089
12/8/2018 23H,152115
12/8/2018 22H,150378
12/8/2018 21H,148942
12/8/2018 20H,148950
12/8/2018 19H,149264
12/8/2018 18H,148953
12/8/2018 17H,150063
12/8/2018 16H,150918
12/8/2018 15H,150768
12/8/2018 14H,149124
12/8/2018 13H,147693
12/8/2018 12H,144957
12/8/2018 11H,141453
12/8/2018 10H,139137
12/8/2018 09H,138319
12/8/2018 08H,138245
12/8/2018 07H,140269
12/8/2018 06H,142941
12/8/2018 05H,145644
12/8/2018 04H,148238
12/8/2018 03H,152388
12/8/2018 02H,154900
12/8/2018 01H,155833
12/8/2018 00H,155801
12/7/2018 23H,155174
12/7/2018 22H,152170
12/7/2018 21H,149860
12/7/2018 20H,149470
12/7/2018 19H,149975
12/7/2018 18H,150753
12/7/2018 17H,152041
12/7/2018 16H,153051
12/7/2018 15H,153666
12/7/2018 14H,155301
12/7/2018 13H,154448
12/7/2018 12H,150859
12/7/2018 11H,145226
12/7/2018 10H,141239
12/7/2018 09H,140097
12/7/2018 08H,140141
12/7/2018 07H,142785
12/7/2018 06H,146678
12/7/2018 05H,148993
12/7/2018 04H,151380
12/7/2018 03H,153108
12/7/2018 02H,155474
12/7/2018 01H,156630
12/7/2018 00H,156226
12/6/2018 23H,154025
12/6/2018 22H,149996
12/6/2018 21H,147513
12/6/2018 20H,147408
12/6/2018 19H,147436
12/6/2018 18H,146999
12/6/2018 17H,149442
12/6/2018 16H,149202
12/6/2018 15H,150083
12/6/2018 14H,151259
12/6/2018 13H,149580
12/6/2018 12H,143973
12/6/2018 11H,137060
12/6/2018 10H,134147
12/6/2018 09H,132556
12/6/2018 08H,132546
12/6/2018 07H,133044
12/6/2018 06H,133937
12/6/2018 05H,135887
12/6/2018 04H,142865
12/6/2018 03H,146403
12/6/2018 02H,147866
12/6/2018 01H,148393
12/6/2018 00H,147824
12/5/2018 23H,145198
12/5/2018 22H,142856
12/5/2018 21H,139473
12/5/2018 20H,143344
12/5/2018 19H,143991
12/5/2018 18H,144121
12/5/2018 17H,145466
12/5/2018 16H,145158
12/5/2018 15H,145193
12/5/2018 14H,145894
12/5/2018 13H,145113
12/5/2018 12H,140404
12/5/2018 11H,135018
12/5/2018 10H,130402
12/5/2018 09H,129302
12/5/2018 08H,128628
12/5/2018 07H,130377
12/5/2018 06H,135252
12/5/2018 05H,136081
12/5/2018 04H,141410
12/5/2018 03H,143452
12/5/2018 02H,144579
12/5/2018 01H,144115
12/5/2018 00H,143266
12/4/2018 23H,141805
12/4/2018 22H,141052
12/4/2018 21H,140587
12/4/2018 20H,139965
12/4/2018 19H,139784
12/4/2018 18H,138682
12/4/2018 17H,139076
12/4/2018 16H,138788
12/4/2018 15H,138910
12/4/2018 14H,140298
12/4/2018 13H,139619
12/4/2018 12H,136490
12/4/2018 11H,131636
12/4/2018 10H,128307
12/4/2018 09H,126591
12/4/2018 08H,126340
12/4/2018 07H,127924
12/4/2018 06H,130072
12/4/2018 05H,129963
12/4/2018 04H,135120
12/4/2018 03H,137141
12/4/2018 02H,138600
12/4/2018 01H,138756
12/4/2018 00H,137812
12/3/2018 23H,136773
12/3/2018 22H,134985
12/3/2018 21H,133989
12/3/2018 20H,133723
12/3/2018 19H,133764
12/3/2018 18H,134160
12/3/2018 17H,134664
12/3/2018 16H,135013
12/3/2018 15H,134854
12/3/2018 14H,133644
12/3/2018 13H,130402
12/3/2018 12H,122782
12/3/2018 11H,116009
12/3/2018 10H,113596
12/3/2018 09H,111823
12/3/2018 08H,112326
12/3/2018 07H,113342
12/3/2018 06H,116225
12/3/2018 05H,120941
12/3/2018 04H,125654
12/3/2018 03H,128523
12/3/2018 02H,130003
12/3/2018 01H,130528
12/3/2018 00H,128954
12/2/2018 23H,123438
12/2/2018 22H,119322
12/2/2018 21H,116758
12/2/2018 20H,116565
12/2/2018 19H,116983
12/2/2018 18H,116079
12/2/2018 17H,114303
12/2/2018 16H,116717
12/2/2018 15H,115788
12/2/2018 14H,111961
12/2/2018 13H,106677
12/2/2018 12H,102766
12/2/2018 11H,99255
12/2/2018 10H,97049
12/2/2018 09H,96829
12/2/2018 08H,99436
12/2/2018 07H,102174
12/2/2018 06H,104823
12/2/2018 05H,112174
12/2/2018 04H,114555
12/2/2018 03H,119311
12/2/2018 02H,122109
12/2/2018 01H,122582
12/2/2018 00H,121367
12/1/2018 23H,116934
12/1/2018 22H,116000
12/1/2018 21H,115737
12/1/2018 20H,114900
12/1/2018 19H,115146
12/1/2018 18H,114969
12/1/2018 17H,116345
12/1/2018 16H,115712
12/1/2018 15H,113062
12/1/2018 14H,108837
12/1/2018 13H,105125
12/1/2018 12H,101643
12/1/2018 11H,98014
12/1/2018 10H,96547
12/1/2018 09H,97235
12/1/2018 08H,100852
12/1/2018 07H,106382
12/1/2018 06H,114148
12/1/2018 05H,126874
12/1/2018 04H,131397
12/1/2018 03H,135517
12/1/2018 02H,137406
12/1/2018 01H,138739
12/1/2018 00H,139969
11/30/2018 23H,138008
11/30/2018 22H,135523
11/30/2018 21H,136268
11/30/2018 20H,137042
11/30/2018 19H,138380
11/30/2018 18H,139345
11/30/2018 17H,139776
11/30/2018 16H,140604
11/30/2018 15H,140771
11/30/2018 14H,139891
11/30/2018 13H,137630
11/30/2018 12H,130412
11/30/2018 11H,123278
11/30/2018 10H,119528
11/30/2018 09H,119375
11/30/2018 08H,120532
11/30/2018 07H,125134
11/30/2018 06H,132257
11/30/2018 05H,141596
11/30/2018 04H,144122
11/30/2018 03H,146949
11/30/2018 02H,149354
11/30/2018 01H,150843
11/30/2018 00H,150781
11/29/2018 23H,148808
11/29/2018 22H,146315
11/29/2018 21H,145697
11/29/2018 20H,145522
11/29/2018 19H,145909
11/29/2018 18H,146334
11/29/2018 17H,147293
11/29/2018 16H,147814
11/29/2018 15H,148373
11/29/2018 14H,147824
11/29/2018 13H,145906
11/29/2018 12H,142399
11/29/2018 11H,138412
11/29/2018 10H,134445
11/29/2018 09H,133352
11/29/2018 08H,132812
11/29/2018 07H,135695
11/29/2018 06H,138510
11/29/2018 05H,141010
11/29/2018 04H,146536
11/29/2018 03H,148859
11/29/2018 02H,149516
11/29/2018 01H,149769
11/29/2018 00H,149100
11/28/2018 23H,147509
11/28/2018 22H,145594
11/28/2018 21H,144118
11/28/2018 20H,143943
11/28/2018 19H,144854
11/28/2018 18H,146216
11/28/2018 17H,147616
11/28/2018 16H,148425
11/28/2018 15H,147348
11/28/2018 14H,147340
11/28/2018 13H,144986
11/28/2018 12H,140980
11/28/2018 11H,137047
11/28/2018 10H,133031
11/28/2018 09H,130994
11/28/2018 08H,130172
11/28/2018 07H,131059
11/28/2018 06H,133580
11/28/2018 05H,134688
11/28/2018 04H,141636
11/28/2018 03H,143953
11/28/2018 02H,145529
11/28/2018 01H,145732
11/28/2018 00H,145063
11/27/2018 23H,144611
11/27/2018 22H,143499
11/27/2018 21H,143314
11/27/2018 20H,142872
11/27/2018 19H,143272
11/27/2018 18H,142636
11/27/2018 17H,142790
11/27/2018 16H,144504
11/27/2018 15H,145173
11/27/2018 14H,143373
11/27/2018 13H,142284
11/27/2018 12H,139398
11/27/2018 11H,135178
11/27/2018 10H,133212
11/27/2018 09H,131792
11/27/2018 08H,133046
11/27/2018 07H,137898
11/27/2018 06H,141644
11/27/2018 05H,142431
11/27/2018 04H,146666
11/27/2018 03H,148032
11/27/2018 02H,149299
11/27/2018 01H,149793
11/27/2018 00H,149044
11/26/2018 23H,146869
11/26/2018 22H,145069
11/26/2018 21H,144800
11/26/2018 20H,144751
11/26/2018 19H,144929
11/26/2018 18H,144802
11/26/2018 17H,145301
11/26/2018 16H,145305
11/26/2018 15H,144814
11/26/2018 14H,142323
11/26/2018 13H,139528
11/26/2018 12H,135422
11/26/2018 11H,127519
11/26/2018 10H,120417
11/26/2018 09H,118091
11/26/2018 08H,118378
11/26/2018 07H,118921
11/26/2018 06H,122929
11/26/2018 05H,126074
11/26/2018 04H,130783
11/26/2018 03H,133780
11/26/2018 02H,136413
11/26/2018 01H,134982
11/26/2018 00H,128524
11/25/2018 23H,121672
11/25/2018 22H,118483
11/25/2018 21H,116379
11/25/2018 20H,115623
11/25/2018 19H,116032
11/25/2018 18H,116607
11/25/2018 17H,117342
11/25/2018 16H,118291
11/25/2018 15H,117975
11/25/2018 14H,114771
11/25/2018 13H,111019
11/25/2018 12H,107228
11/25/2018 11H,104418
11/25/2018 10H,102924
11/25/2018 09H,103166
11/25/2018 08H,105078
11/25/2018 07H,108278
11/25/2018 06H,111826
11/25/2018 05H,116911
11/25/2018 04H,121154
11/25/2018 03H,125921
11/25/2018 02H,127920
11/25/2018 01H,131103
11/25/2018 00H,132346
11/24/2018 23H,128636
11/24/2018 22H,125004
11/24/2018 21H,125100
11/24/2018 20H,127207
11/24/2018 19H,130533
11/24/2018 18H,134157
11/24/2018 17H,136085
11/24/2018 16H,135391
11/24/2018 15H,132516
11/24/2018 14H,128621
11/24/2018 13H,125118
11/24/2018 12H,121456
11/24/2018 11H,117745
11/24/2018 10H,116130
11/24/2018 09H,115039
11/24/2018 08H,116695
11/24/2018 07H,119324
11/24/2018 06H,123632
11/24/2018 05H,127850
11/24/2018 04H,130476
11/24/2018 03H,134462
11/24/2018 02H,135876
11/24/2018 01H,137651
11/24/2018 00H,135912
11/23/2018 23H,131343
11/23/2018 22H,125609
11/23/2018 21H,123182
11/23/2018 20H,120633
11/23/2018 19H,119303
11/23/2018 18H,119461
11/23/2018 17H,121474
11/23/2018 16H,123296
11/23/2018 15H,122197
11/23/2018 14H,120543
11/23/2018 13H,118356
11/23/2018 12H,115109
11/23/2018 11H,110614
11/23/2018 10H,107430
11/23/2018 09H,105792
11/23/2018 08H,107237
11/23/2018 07H,109762
11/23/2018 06H,112080
11/23/2018 05H,117189
11/23/2018 04H,118260
11/23/2018 03H,121343
11/23/2018 02H,123193
11/23/2018 01H,124485
11/23/2018 00H,123192
11/22/2018 23H,119477
11/22/2018 22H,119043
11/22/2018 21H,121089
11/22/2018 20H,125386
11/22/2018 19H,131701
11/22/2018 18H,138057
11/22/2018 17H,142123
11/22/2018 16H,142235
11/22/2018 15H,141174
11/22/2018 14H,140893
11/22/2018 13H,139090
11/22/2018 12H,136906
11/22/2018 11H,132229
11/22/2018 10H,129050
11/22/2018 09H,128251
11/22/2018 08H,129642
11/22/2018 07H,131449
11/22/2018 06H,134097
11/22/2018 05H,137781
11/22/2018 04H,142104
11/22/2018 03H,144535
11/22/2018 02H,146161
11/22/2018 01H,147667
11/22/2018 00H,148873
11/21/2018 23H,147536
11/21/2018 22H,145979
11/21/2018 21H,144586
11/21/2018 20H,144231
11/21/2018 19H,145304
11/21/2018 18H,146289
11/21/2018 17H,147412
11/21/2018 16H,148951
11/21/2018 15H,149112
11/21/2018 14H,149086
11/21/2018 13H,147854
11/21/2018 12H,144507
11/21/2018 11H,139138
11/21/2018 10H,134802
11/21/2018 09H,132546
11/21/2018 08H,131570
11/21/2018 07H,132582
11/21/2018 06H,134730
11/21/2018 05H,137717
11/21/2018 04H,140568
11/21/2018 03H,143508
11/21/2018 02H,144149
11/21/2018 01H,145027
11/21/2018 00H,145203
11/20/2018 23H,143733
11/20/2018 22H,140701
11/20/2018 21H,139913
11/20/2018 20H,140560
11/20/2018 19H,141436
11/20/2018 18H,143115
11/20/2018 17H,144754
11/20/2018 16H,145429
11/20/2018 15H,145518
11/20/2018 14H,144934
11/20/2018 13H,142184
11/20/2018 12H,139012
11/20/2018 11H,134346
11/20/2018 10H,131302
11/20/2018 09H,131135
11/20/2018 08H,131495
11/20/2018 07H,133484
11/20/2018 06H,136113
11/20/2018 05H,138816
11/20/2018 04H,142277
11/20/2018 03H,143629
11/20/2018 02H,145602
11/20/2018 01H,146423
11/20/2018 00H,145707
11/19/2018 23H,144574
11/19/2018 22H,142413
11/19/2018 21H,140746
11/19/2018 20H,141178
11/19/2018 19H,141157
11/19/2018 18H,141813
11/19/2018 17H,143792
11/19/2018 16H,144640
11/19/2018 15H,145019
11/19/2018 14H,144462
11/19/2018 13H,142170
11/19/2018 12H,138002
11/19/2018 11H,133588
11/19/2018 10H,129603
11/19/2018 09H,127436
11/19/2018 08H,127221
11/19/2018 07H,128376
11/19/2018 06H,130716
11/19/2018 05H,132494
11/19/2018 04H,136965
11/19/2018 03H,139893
11/19/2018 02H,142282
11/19/2018 01H,143775
11/19/2018 00H,143633
11/18/2018 23H,140736
11/18/2018 22H,136684
11/18/2018 21H,135051
11/18/2018 20H,135045
11/18/2018 19H,136097
11/18/2018 18H,137766
11/18/2018 17H,139446
11/18/2018 16H,141181
11/18/2018 15H,141621
11/18/2018 14H,139849
11/18/2018 13H,137655
11/18/2018 12H,134881
11/18/2018 11H,129919
11/18/2018 10H,125374
11/18/2018 09H,123459
11/18/2018 08H,123853
11/18/2018 07H,125875
11/18/2018 06H,128458
11/18/2018 05H,134181
11/18/2018 04H,133293
11/18/2018 03H,134879
11/18/2018 02H,136355
11/18/2018 01H,136883
11/18/2018 00H,135064
11/17/2018 23H,131995
11/17/2018 22H,128522
11/17/2018 21H,127045
11/17/2018 20H,128324
11/17/2018 19H,130484
11/17/2018 18H,132029
11/17/2018 17H,136243
11/17/2018 16H,138010
11/17/2018 15H,138365
11/17/2018 14H,137887
11/17/2018 13H,134864
11/17/2018 12H,130737
11/17/2018 11H,126632
11/17/2018 10H,123489
11/17/2018 09H,121791
11/17/2018 08H,122886
11/17/2018 07H,123481
11/17/2018 06H,125804
11/17/2018 05H,128789
11/17/2018 04H,132152
11/17/2018 03H,135014
11/17/2018 02H,138069
11/17/2018 01H,141197
11/17/2018 00H,142312
11/16/2018 23H,141051
11/16/2018 22H,139933
11/16/2018 21H,140326
11/16/2018 20H,140030
11/16/2018 19H,140932
11/16/2018 18H,140867
11/16/2018 17H,142837
11/16/2018 16H,144571
11/16/2018 15H,145052
11/16/2018 14H,145112
11/16/2018 13H,143243
11/16/2018 12H,139817
11/16/2018 11H,135873
11/16/2018 10H,133283
11/16/2018 09H,131892
11/16/2018 08H,131619
11/16/2018 07H,132718
11/16/2018 06H,135312
11/16/2018 05H,139327
11/16/2018 04H,144721
11/16/2018 03H,146087
11/16/2018 02H,147507
11/16/2018 01H,148356
11/16/2018 00H,146752
11/15/2018 23H,144188
11/15/2018 22H,140849
11/15/2018 21H,141533
11/15/2018 20H,143126
11/15/2018 19H,143830
11/15/2018 18H,144170
11/15/2018 17H,144412
11/15/2018 16H,145032
11/15/2018 15H,144406
11/15/2018 14H,142989
11/15/2018 13H,140810
11/15/2018 12H,136497
11/15/2018 11H,131856
11/15/2018 10H,128177
11/15/2018 09H,126528
11/15/2018 08H,125776
11/15/2018 07H,128799
11/15/2018 06H,131405
11/15/2018 05H,135836
11/15/2018 04H,139173
11/15/2018 03H,143043
11/15/2018 02H,145297
11/15/2018 01H,146942
11/15/2018 00H,145814
11/14/2018 23H,144106
11/14/2018 22H,142150
11/14/2018 21H,141754
11/14/2018 20H,141816
11/14/2018 19H,142447
11/14/2018 18H,143046
11/14/2018 17H,143740
11/14/2018 16H,143891
11/14/2018 15H,144656
11/14/2018 14H,144756
11/14/2018 13H,144181
11/14/2018 12H,141268
11/14/2018 11H,138231
11/14/2018 10H,136057
11/14/2018 09H,133442
11/14/2018 08H,132965
11/14/2018 07H,134544
11/14/2018 06H,137708
11/14/2018 05H,140400
11/14/2018 04H,143186
11/14/2018 03H,145474
11/14/2018 02H,146099
11/14/2018 01H,145336
11/14/2018 00H,144963
11/13/2018 23H,143960
11/13/2018 22H,143099
11/13/2018 21H,141941
11/13/2018 20H,142095
11/13/2018 19H,141973
11/13/2018 18H,141095
11/13/2018 17H,141816
11/13/2018 16H,142049
11/13/2018 15H,141674
11/13/2018 14H,142030
11/13/2018 13H,140264
11/13/2018 12H,136126
11/13/2018 11H,131897
11/13/2018 10H,126806
11/13/2018 09H,124925
11/13/2018 08H,126335
11/13/2018 07H,122129
11/13/2018 06H,124749
11/13/2018 05H,128240
11/13/2018 04H,132232
11/13/2018 03H,135200
11/13/2018 02H,135148
11/13/2018 01H,134793
11/13/2018 00H,134045
11/12/2018 23H,129641
11/12/2018 22H,127773
11/12/2018 21H,126468
11/12/2018 20H,126317
11/12/2018 19H,125097
11/12/2018 18H,125717
11/12/2018 17H,126590
11/12/2018 16H,126343
11/12/2018 15H,124742
11/12/2018 14H,122549
11/12/2018 13H,117526
11/12/2018 12H,111188
11/12/2018 11H,107464
11/12/2018 10H,106153
11/12/2018 09H,106727
11/12/2018 08H,108227
11/12/2018 07H,111610
11/12/2018 06H,104407
11/12/2018 05H,107729
11/12/2018 04H,111483
11/12/2018 03H,114552
11/12/2018 02H,115910
11/12/2018 01H,114990
11/12/2018 00H,112412
11/11/2018 23H,108610
11/11/2018 22H,105201
11/11/2018 21H,103103
11/11/2018 20H,103056
11/11/2018 19H,103157
11/11/2018 18H,104494
11/11/2018 17H,106726
11/11/2018 16H,109249
11/11/2018 15H,110444
