Net generation from natural gas for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.NG.H
19:02:14 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.NG.H megawatthours
12/8/2018 16H,145447
12/8/2018 15H,145618
12/8/2018 14H,141080
12/8/2018 13H,133209
12/8/2018 12H,125953
12/8/2018 11H,120091
12/8/2018 10H,117397
12/8/2018 09H,117346
12/8/2018 08H,118228
12/8/2018 07H,122245
12/8/2018 06H,129065
12/8/2018 05H,136776
12/8/2018 04H,149807
12/8/2018 03H,158907
12/8/2018 02H,166586
12/8/2018 01H,169894
12/8/2018 00H,168911
12/7/2018 23H,161901
12/7/2018 22H,155734
12/7/2018 21H,150107
12/7/2018 20H,146926
12/7/2018 19H,147453
12/7/2018 18H,150303
12/7/2018 17H,153035
12/7/2018 16H,157446
12/7/2018 15H,161718
12/7/2018 14H,162973
12/7/2018 13H,159818
12/7/2018 12H,149229
12/7/2018 11H,132437
12/7/2018 10H,122262
12/7/2018 09H,119116
12/7/2018 08H,116796
12/7/2018 07H,119282
12/7/2018 06H,124917
12/7/2018 05H,134151
12/7/2018 04H,147314
12/7/2018 03H,159351
12/7/2018 02H,165322
12/7/2018 01H,167640
12/7/2018 00H,164844
12/6/2018 23H,156431
12/6/2018 22H,148075
12/6/2018 21H,140401
12/6/2018 20H,137876
12/6/2018 19H,138857
12/6/2018 18H,142170
12/6/2018 17H,147307
12/6/2018 16H,155071
12/6/2018 15H,162483
12/6/2018 14H,166236
12/6/2018 13H,163726
12/6/2018 12H,151957
12/6/2018 11H,132364
12/6/2018 10H,121433
12/6/2018 09H,116284
12/6/2018 08H,114232
12/6/2018 07H,115930
12/6/2018 06H,119009
12/6/2018 05H,131515
12/6/2018 04H,141051
12/6/2018 03H,153207
12/6/2018 02H,160865
12/6/2018 01H,163833
12/6/2018 00H,159881
12/5/2018 23H,148934
12/5/2018 22H,141239
12/5/2018 21H,135726
12/5/2018 20H,134827
12/5/2018 19H,136730
12/5/2018 18H,141891
12/5/2018 17H,151380
12/5/2018 16H,157274
12/5/2018 15H,164924
12/5/2018 14H,171339
12/5/2018 13H,170933
12/5/2018 12H,155890
12/5/2018 11H,137154
12/5/2018 10H,126944
12/5/2018 09H,124262
12/5/2018 08H,124374
12/5/2018 07H,126250
12/5/2018 06H,132460
12/5/2018 05H,135157
12/5/2018 04H,155577
12/5/2018 03H,168553
12/5/2018 02H,178351
12/5/2018 01H,180859
12/5/2018 00H,175557
12/4/2018 23H,165473
12/4/2018 22H,155957
12/4/2018 21H,149358
12/4/2018 20H,146435
12/4/2018 19H,149021
12/4/2018 18H,152188
12/4/2018 17H,156424
12/4/2018 16H,160325
12/4/2018 15H,165984
12/4/2018 14H,166544
12/4/2018 13H,159905
12/4/2018 12H,145565
12/4/2018 11H,126897
12/4/2018 10H,114732
12/4/2018 09H,109793
12/4/2018 08H,108753
12/4/2018 07H,110771
12/4/2018 06H,116848
12/4/2018 05H,121769
12/4/2018 04H,142673
12/4/2018 03H,154479
12/4/2018 02H,163870
12/4/2018 01H,168934
12/4/2018 00H,163911
12/3/2018 23H,152836
12/3/2018 22H,145625
12/3/2018 21H,141090
12/3/2018 20H,139970
12/3/2018 19H,138344
12/3/2018 18H,137673
12/3/2018 17H,138440
12/3/2018 16H,140482
12/3/2018 15H,142552
12/3/2018 14H,141015
12/3/2018 13H,134890
12/3/2018 12H,122353
12/3/2018 11H,105621
12/3/2018 10H,92390
12/3/2018 09H,87472
12/3/2018 08H,88343
12/3/2018 07H,90374
12/3/2018 06H,93479
12/3/2018 05H,103516
12/3/2018 04H,109290
12/3/2018 03H,118537
12/3/2018 02H,127405
12/3/2018 01H,131497
12/3/2018 00H,128506
12/2/2018 23H,120434
12/2/2018 22H,113188
12/2/2018 21H,109149
12/2/2018 20H,106566
12/2/2018 19H,105340
12/2/2018 18H,104751
12/2/2018 17H,104897
12/2/2018 16H,104315
12/2/2018 15H,101652
12/2/2018 14H,94096
12/2/2018 13H,86517
12/2/2018 12H,81118
12/2/2018 11H,77006
12/2/2018 10H,73728
12/2/2018 09H,72963
12/2/2018 08H,75382
12/2/2018 07H,79609
12/2/2018 06H,84585
12/2/2018 05H,95108
12/2/2018 04H,97884
12/2/2018 03H,104697
12/2/2018 02H,112141
12/2/2018 01H,114513
12/2/2018 00H,113361
12/1/2018 23H,107981
12/1/2018 22H,102810
12/1/2018 21H,100043
12/1/2018 20H,97275
12/1/2018 19H,96695
12/1/2018 18H,95992
12/1/2018 17H,96690
12/1/2018 16H,96725
12/1/2018 15H,96590
12/1/2018 14H,93373
12/1/2018 13H,88008
12/1/2018 12H,83516
12/1/2018 11H,79747
12/1/2018 10H,77789
12/1/2018 09H,76469
12/1/2018 08H,76529
12/1/2018 07H,81414
12/1/2018 06H,86791
12/1/2018 05H,102917
12/1/2018 04H,105035
12/1/2018 03H,114383
12/1/2018 02H,122261
12/1/2018 01H,127490
12/1/2018 00H,128075
11/30/2018 23H,124382
11/30/2018 22H,121317
11/30/2018 21H,120304
11/30/2018 20H,119133
11/30/2018 19H,119831
11/30/2018 18H,122061
11/30/2018 17H,125364
11/30/2018 16H,127001
11/30/2018 15H,128736
11/30/2018 14H,129485
11/30/2018 13H,130192
11/30/2018 12H,122290
11/30/2018 11H,106404
11/30/2018 10H,99722
11/30/2018 09H,98152
11/30/2018 08H,98976
11/30/2018 07H,98471
11/30/2018 06H,108918
11/30/2018 05H,119418
11/30/2018 04H,132242
11/30/2018 03H,147374
11/30/2018 02H,158683
11/30/2018 01H,162764
11/30/2018 00H,161517
11/29/2018 23H,154673
11/29/2018 22H,145622
11/29/2018 21H,138596
11/29/2018 20H,136752
11/29/2018 19H,135628
11/29/2018 18H,138233
11/29/2018 17H,143544
11/29/2018 16H,147362
11/29/2018 15H,149704
11/29/2018 14H,154729
11/29/2018 13H,157030
11/29/2018 12H,146407
11/29/2018 11H,128831
11/29/2018 10H,119143
11/29/2018 09H,113830
11/29/2018 08H,114016
11/29/2018 07H,116974
11/29/2018 06H,120494
11/29/2018 05H,127410
11/29/2018 04H,139910
11/29/2018 03H,154285
11/29/2018 02H,165553
11/29/2018 01H,170884
11/29/2018 00H,169494
11/28/2018 23H,156723
11/28/2018 22H,144712
11/28/2018 21H,135942
11/28/2018 20H,135694
11/28/2018 19H,137473
11/28/2018 18H,140438
11/28/2018 17H,144964
11/28/2018 16H,152998
11/28/2018 15H,160845
11/28/2018 14H,167959
11/28/2018 13H,169099
11/28/2018 12H,158340
11/28/2018 11H,138585
11/28/2018 10H,123772
11/28/2018 09H,120023
11/28/2018 08H,117864
11/28/2018 07H,119199
11/28/2018 06H,125001
11/28/2018 05H,127367
11/28/2018 04H,144571
11/28/2018 03H,156988
11/28/2018 02H,166188
11/28/2018 01H,174284
11/28/2018 00H,175615
11/27/2018 23H,164657
11/27/2018 22H,152593
11/27/2018 21H,144944
11/27/2018 20H,143550
11/27/2018 19H,145194
11/27/2018 18H,148771
11/27/2018 17H,154224
11/27/2018 16H,160161
11/27/2018 15H,164485
11/27/2018 14H,167456
11/27/2018 13H,163683
11/27/2018 12H,149372
11/27/2018 11H,130562
11/27/2018 10H,118152
11/27/2018 09H,113099
11/27/2018 08H,111465
11/27/2018 07H,113435
11/27/2018 06H,119010
11/27/2018 05H,123463
11/27/2018 04H,146863
11/27/2018 03H,160537
11/27/2018 02H,172275
11/27/2018 01H,176418
11/27/2018 00H,171322
11/26/2018 23H,156765
11/26/2018 22H,146068
11/26/2018 21H,140884
11/26/2018 20H,139394
11/26/2018 19H,140239
11/26/2018 18H,140486
11/26/2018 17H,140905
11/26/2018 16H,145220
11/26/2018 15H,145915
11/26/2018 14H,142341
11/26/2018 13H,132609
11/26/2018 12H,118174
11/26/2018 11H,100137
11/26/2018 10H,88021
11/26/2018 09H,83996
11/26/2018 08H,83010
11/26/2018 07H,86343
11/26/2018 06H,89132
11/26/2018 05H,98738
11/26/2018 04H,102972
11/26/2018 03H,111214
11/26/2018 02H,117969
11/26/2018 01H,119454
11/26/2018 00H,118052
11/25/2018 23H,107577
11/25/2018 22H,98134
11/25/2018 21H,90657
11/25/2018 20H,88573
11/25/2018 19H,86988
11/25/2018 18H,86619
11/25/2018 17H,85636
11/25/2018 16H,85395
11/25/2018 15H,86386
11/25/2018 14H,84373
11/25/2018 13H,80544
11/25/2018 12H,77311
11/25/2018 11H,75097
11/25/2018 10H,73498
11/25/2018 09H,73734
11/25/2018 08H,75326
11/25/2018 07H,77442
11/25/2018 06H,80971
11/25/2018 05H,89927
11/25/2018 04H,91935
11/25/2018 03H,98592
11/25/2018 02H,102449
11/25/2018 01H,106212
11/25/2018 00H,106392
11/24/2018 23H,102466
11/24/2018 22H,98033
11/24/2018 21H,95685
11/24/2018 20H,95962
11/24/2018 19H,97798
11/24/2018 18H,100334
11/24/2018 17H,104104
11/24/2018 16H,104774
11/24/2018 15H,103603
11/24/2018 14H,99613
11/24/2018 13H,94297
11/24/2018 12H,87570
11/24/2018 11H,82405
11/24/2018 10H,80113
11/24/2018 09H,79090
11/24/2018 08H,79705
11/24/2018 07H,82292
11/24/2018 06H,87693
11/24/2018 05H,97465
11/24/2018 04H,100892
11/24/2018 03H,108845
11/24/2018 02H,113356
11/24/2018 01H,117737
11/24/2018 00H,116581
11/23/2018 23H,112273
11/23/2018 22H,106228
11/23/2018 21H,100946
11/23/2018 20H,97277
11/23/2018 19H,95384
11/23/2018 18H,94655
11/23/2018 17H,95729
11/23/2018 16H,98390
11/23/2018 15H,100997
11/23/2018 14H,98533
11/23/2018 13H,95259
11/23/2018 12H,91435
11/23/2018 11H,85700
11/23/2018 10H,83161
11/23/2018 09H,81359
11/23/2018 08H,81150
11/23/2018 07H,82721
11/23/2018 06H,82705
11/23/2018 05H,84646
11/23/2018 04H,93120
11/23/2018 03H,96645
11/23/2018 02H,98493
11/23/2018 01H,98662
11/23/2018 00H,97113
11/22/2018 23H,93467
11/22/2018 22H,93327
11/22/2018 21H,92499
11/22/2018 20H,94424
11/22/2018 19H,98855
11/22/2018 18H,108387
11/22/2018 17H,115778
11/22/2018 16H,119509
11/22/2018 15H,120198
11/22/2018 14H,117679
11/22/2018 13H,109474
11/22/2018 12H,102870
11/22/2018 11H,95033
11/22/2018 10H,89386
11/22/2018 09H,89789
11/22/2018 08H,91229
11/22/2018 07H,94070
11/22/2018 06H,99675
11/22/2018 05H,107975
11/22/2018 04H,118304
11/22/2018 03H,128966
11/22/2018 02H,136557
11/22/2018 01H,143302
11/22/2018 00H,146113
11/21/2018 23H,141847
11/21/2018 22H,136954
11/21/2018 21H,132580
11/21/2018 20H,131321
11/21/2018 19H,134550
11/21/2018 18H,137479
11/21/2018 17H,143201
11/21/2018 16H,146806
11/21/2018 15H,152043
11/21/2018 14H,154373
11/21/2018 13H,148490
11/21/2018 12H,136596
11/21/2018 11H,121203
11/21/2018 10H,110136
11/21/2018 09H,105421
11/21/2018 08H,104939
11/21/2018 07H,104950
11/21/2018 06H,107969
11/21/2018 05H,114972
11/21/2018 04H,128047
11/21/2018 03H,138964
11/21/2018 02H,148300
11/21/2018 01H,154234
11/21/2018 00H,151539
11/20/2018 23H,142158
11/20/2018 22H,137291
11/20/2018 21H,134151
11/20/2018 20H,134448
11/20/2018 19H,135821
11/20/2018 18H,139561
11/20/2018 17H,144876
11/20/2018 16H,150453
11/20/2018 15H,152456
11/20/2018 14H,151385
11/20/2018 13H,144470
11/20/2018 12H,131553
11/20/2018 11H,115371
11/20/2018 10H,103521
11/20/2018 09H,102802
11/20/2018 08H,103942
11/20/2018 07H,108280
11/20/2018 06H,116750
11/20/2018 05H,127719
11/20/2018 04H,139529
11/20/2018 03H,150040
11/20/2018 02H,160119
11/20/2018 01H,163922
11/20/2018 00H,162284
11/19/2018 23H,153881
11/19/2018 22H,148985
11/19/2018 21H,145200
11/19/2018 20H,142888
11/19/2018 19H,144804
11/19/2018 18H,146417
11/19/2018 17H,150474
11/19/2018 16H,151465
11/19/2018 15H,150806
11/19/2018 14H,149517
11/19/2018 13H,142667
11/19/2018 12H,131422
11/19/2018 11H,117149
11/19/2018 10H,106045
11/19/2018 09H,100348
11/19/2018 08H,101334
11/19/2018 07H,104549
11/19/2018 06H,108721
11/19/2018 05H,120001
11/19/2018 04H,125680
11/19/2018 03H,134164
11/19/2018 02H,142591
11/19/2018 01H,145342
11/19/2018 00H,142218
11/18/2018 23H,134385
11/18/2018 22H,125527
11/18/2018 21H,118189
11/18/2018 20H,116361
11/18/2018 19H,116780
11/18/2018 18H,116622
11/18/2018 17H,118373
11/18/2018 16H,118291
11/18/2018 15H,118821
11/18/2018 14H,115553
11/18/2018 13H,108063
11/18/2018 12H,101304
11/18/2018 11H,95288
11/18/2018 10H,93090
11/18/2018 09H,93700
11/18/2018 08H,94377
11/18/2018 07H,95908
11/18/2018 06H,98557
11/18/2018 05H,102028
11/18/2018 04H,105880
11/18/2018 03H,114795
11/18/2018 02H,118620
11/18/2018 01H,121818
11/18/2018 00H,123700
11/17/2018 23H,117254
11/17/2018 22H,111632
11/17/2018 21H,104971
11/17/2018 20H,102585
11/17/2018 19H,103239
11/17/2018 18H,104968
11/17/2018 17H,108321
11/17/2018 16H,113546
11/17/2018 15H,118671
11/17/2018 14H,120614
11/17/2018 13H,116085
11/17/2018 12H,110776
11/17/2018 11H,103034
11/17/2018 10H,97860
11/17/2018 09H,96308
11/17/2018 08H,97518
11/17/2018 07H,100417
11/17/2018 06H,105027
11/17/2018 05H,111706
11/17/2018 04H,117694
11/17/2018 03H,127544
11/17/2018 02H,136036
11/17/2018 01H,143166
11/17/2018 00H,143892
11/16/2018 23H,138168
11/16/2018 22H,131196
11/16/2018 21H,129092
11/16/2018 20H,129785
11/16/2018 19H,133824
11/16/2018 18H,140571
11/16/2018 17H,149226
11/16/2018 16H,157170
11/16/2018 15H,166065
11/16/2018 14H,172245
11/16/2018 13H,166911
11/16/2018 12H,154565
11/16/2018 11H,133201
11/16/2018 10H,120054
11/16/2018 09H,114801
11/16/2018 08H,113940
11/16/2018 07H,116252
11/16/2018 06H,122818
11/16/2018 05H,132621
11/16/2018 04H,146161
11/16/2018 03H,159426
11/16/2018 02H,170987
11/16/2018 01H,178361
11/16/2018 00H,177776
11/15/2018 23H,173057
11/15/2018 22H,165164
11/15/2018 21H,159132
11/15/2018 20H,162142
11/15/2018 19H,165362
11/15/2018 18H,169320
11/15/2018 17H,174747
11/15/2018 16H,177525
11/15/2018 15H,178928
11/15/2018 14H,178243
11/15/2018 13H,175231
11/15/2018 12H,160104
11/15/2018 11H,142897
11/15/2018 10H,132312
11/15/2018 09H,129079
11/15/2018 08H,130070
11/15/2018 07H,132903
11/15/2018 06H,141572
11/15/2018 05H,153837
11/15/2018 04H,169642
11/15/2018 03H,182402
11/15/2018 02H,191522
11/15/2018 01H,195277
11/15/2018 00H,193045
11/14/2018 23H,186042
11/14/2018 22H,178217
11/14/2018 21H,172761
11/14/2018 20H,171222
11/14/2018 19H,171814
11/14/2018 18H,173394
11/14/2018 17H,179802
11/14/2018 16H,185793
11/14/2018 15H,190906
11/14/2018 14H,193116
11/14/2018 13H,190153
11/14/2018 12H,174869
11/14/2018 11H,155319
11/14/2018 10H,142236
11/14/2018 09H,139220
11/14/2018 08H,139726
11/14/2018 07H,141032
11/14/2018 06H,147137
11/14/2018 05H,155793
11/14/2018 04H,171520
11/14/2018 03H,186381
11/14/2018 02H,196112
11/14/2018 01H,200742
11/14/2018 00H,197398
11/13/2018 23H,184864
11/13/2018 22H,176178
11/13/2018 21H,171936
11/13/2018 20H,170999
11/13/2018 19H,173315
11/13/2018 18H,175534
11/13/2018 17H,175852
11/13/2018 16H,177614
11/13/2018 15H,177223
11/13/2018 14H,175141
11/13/2018 13H,167594
11/13/2018 12H,150965
11/13/2018 11H,132293
11/13/2018 10H,120707
11/13/2018 09H,117507
11/13/2018 08H,117883
11/13/2018 07H,119931
11/13/2018 06H,127243
11/13/2018 05H,139013
11/13/2018 04H,150037
11/13/2018 03H,161850
11/13/2018 02H,171386
11/13/2018 01H,178669
11/13/2018 00H,174531
11/12/2018 23H,162829
11/12/2018 22H,155702
11/12/2018 21H,150716
11/12/2018 20H,148084
11/12/2018 19H,146428
11/12/2018 18H,146024
11/12/2018 17H,145582
11/12/2018 16H,145387
11/12/2018 15H,148316
11/12/2018 14H,145713
11/12/2018 13H,142715
11/12/2018 12H,131515
11/12/2018 11H,117906
11/12/2018 10H,108127
11/12/2018 09H,105153
11/12/2018 08H,106175
11/12/2018 07H,107421
11/12/2018 06H,99677
11/12/2018 05H,107592
11/12/2018 04H,114156
11/12/2018 03H,122822
11/12/2018 02H,129774
11/12/2018 01H,134048
11/12/2018 00H,130921
11/11/2018 23H,122817
11/11/2018 22H,113514
11/11/2018 21H,106322
11/11/2018 20H,103181
11/11/2018 19H,102170
11/11/2018 18H,102447
11/11/2018 17H,104146
11/11/2018 16H,108051
11/11/2018 15H,113242
11/11/2018 14H,113986
11/11/2018 13H,110949
11/11/2018 12H,107599
11/11/2018 11H,104249
11/11/2018 10H,101845
11/11/2018 09H,102028
11/11/2018 08H,101614
11/11/2018 07H,105849
11/11/2018 06H,124432
11/11/2018 05H,124427
11/11/2018 04H,140061
11/11/2018 03H,145227
11/11/2018 02H,152069
11/11/2018 01H,163149
11/11/2018 00H,149486
11/10/2018 23H,138249
11/10/2018 22H,128236
11/10/2018 21H,121685
11/10/2018 20H,119976
11/10/2018 19H,121139
11/10/2018 18H,123797
11/10/2018 17H,127208
11/10/2018 16H,130955
11/10/2018 15H,133750
11/10/2018 14H,133837
11/10/2018 13H,124876
11/10/2018 12H,117124
11/10/2018 11H,109746
11/10/2018 10H,106279
11/10/2018 09H,103405
11/10/2018 08H,104428
11/10/2018 07H,114391
11/10/2018 06H,118084
11/10/2018 05H,128177
11/10/2018 04H,136239
11/10/2018 03H,146046
11/10/2018 02H,154645
11/10/2018 01H,159774
11/10/2018 00H,157013
11/9/2018 23H,149476
11/9/2018 22H,147384
11/9/2018 21H,145814
11/9/2018 20H,143656
11/9/2018 19H,144579
11/9/2018 18H,145304
11/9/2018 17H,145139
11/9/2018 16H,145309
11/9/2018 15H,145257
11/9/2018 14H,142293
11/9/2018 13H,137874
11/9/2018 12H,127628
11/9/2018 11H,116563
11/9/2018 10H,107471
11/9/2018 09H,104533
11/9/2018 08H,105194
11/9/2018 07H,107420
11/9/2018 06H,114114
11/9/2018 05H,123068
11/9/2018 04H,140574
11/9/2018 03H,151954
11/9/2018 02H,162288
11/9/2018 01H,169766
11/9/2018 00H,171045
11/8/2018 23H,166158
11/8/2018 22H,160462
11/8/2018 21H,158680
11/8/2018 20H,156560
11/8/2018 19H,155942
11/8/2018 18H,155171
11/8/2018 17H,155749
11/8/2018 16H,157704
11/8/2018 15H,157712
11/8/2018 14H,155900
11/8/2018 13H,150353
11/8/2018 12H,143854
11/8/2018 11H,120538
11/8/2018 10H,110601
11/8/2018 09H,108710
11/8/2018 08H,109312
11/8/2018 07H,112606
11/8/2018 06H,117780
11/8/2018 05H,126424
11/8/2018 04H,140289
11/8/2018 03H,154614
11/8/2018 02H,162106
11/8/2018 01H,169340
11/8/2018 00H,167411
11/7/2018 23H,159799
11/7/2018 22H,156165
11/7/2018 21H,151837
11/7/2018 20H,149433
11/7/2018 19H,147388
11/7/2018 18H,144021
11/7/2018 17H,139895
11/7/2018 16H,137657
11/7/2018 15H,137143
11/7/2018 14H,135768
11/7/2018 13H,131874
11/7/2018 12H,122386
11/7/2018 11H,108594
11/7/2018 10H,99919
11/7/2018 09H,96999
11/7/2018 08H,97787
11/7/2018 07H,99810
11/7/2018 06H,107301
11/7/2018 05H,116033
11/7/2018 04H,129641
11/7/2018 03H,143639
11/7/2018 02H,156512
11/7/2018 01H,164202
11/7/2018 00H,164903
11/6/2018 23H,159206
11/6/2018 22H,154529
11/6/2018 21H,151837
11/6/2018 20H,150524
11/6/2018 19H,148966
11/6/2018 18H,146818
11/6/2018 17H,144248
11/6/2018 16H,141547
11/6/2018 15H,140760
11/6/2018 14H,135998
11/6/2018 13H,130574
11/6/2018 12H,119084
11/6/2018 11H,104841
11/6/2018 10H,96282
11/6/2018 09H,95658
11/6/2018 08H,95529
11/6/2018 07H,98729
11/6/2018 06H,106905
11/6/2018 05H,116371
11/6/2018 04H,130391
11/6/2018 03H,145371
11/6/2018 02H,158028
11/6/2018 01H,166360
11/6/2018 00H,167456
11/5/2018 23H,160474
11/5/2018 22H,152884
11/5/2018 21H,146426
11/5/2018 20H,143756
11/5/2018 19H,141396
11/5/2018 18H,138485
11/5/2018 17H,136595
11/5/2018 16H,135748
11/5/2018 15H,133951
11/5/2018 14H,130793
11/5/2018 13H,124903
11/5/2018 12H,114919
11/5/2018 11H,98425
11/5/2018 10H,87892
11/5/2018 09H,84997
11/5/2018 08H,83651
11/5/2018 07H,86367
11/5/2018 06H,79673
11/5/2018 05H,93745
11/5/2018 04H,101095
11/5/2018 03H,107708
11/5/2018 02H,118507
11/5/2018 01H,124330
11/5/2018 00H,124483
11/4/2018 23H,120364
11/4/2018 22H,116430
11/4/2018 21H,113418
11/4/2018 20H,110476
11/4/2018 19H,109433
11/4/2018 18H,109183
11/4/2018 17H,109657
11/4/2018 16H,109817
11/4/2018 15H,110135
11/4/2018 14H,107017
11/4/2018 13H,101964
11/4/2018 12H,97718
11/4/2018 11H,93731
11/4/2018 10H,91324
11/4/2018 09H,91103
11/4/2018 08H,91801
11/4/2018 07H,93608
11/4/2018 06H,94801
11/4/2018 05H,98072
11/4/2018 04H,108036
11/4/2018 03H,112538
11/4/2018 02H,118723
11/4/2018 01H,123071
11/4/2018 00H,122592
11/3/2018 23H,116437
11/3/2018 22H,111329
11/3/2018 21H,104117
11/3/2018 20H,101540
11/3/2018 19H,100868
11/3/2018 18H,101237
11/3/2018 17H,104058
11/3/2018 16H,107460
11/3/2018 15H,111699
11/3/2018 14H,110934
11/3/2018 13H,106664
11/3/2018 12H,100564
11/3/2018 11H,96102
11/3/2018 10H,90641
11/3/2018 09H,88372
11/3/2018 08H,89722
11/3/2018 07H,91528
11/3/2018 06H,97394
11/3/2018 05H,105144
11/3/2018 04H,112977
11/3/2018 03H,124402
11/3/2018 02H,135369
11/3/2018 01H,144304
11/3/2018 00H,148473
11/2/2018 23H,146284
11/2/2018 22H,145439
11/2/2018 21H,144257
11/2/2018 20H,144879
11/2/2018 19H,145854
11/2/2018 18H,146919
11/2/2018 17H,147709
11/2/2018 16H,148093
11/2/2018 15H,148983
11/2/2018 14H,147913
11/2/2018 13H,142317
11/2/2018 12H,136877
11/2/2018 11H,123539
11/2/2018 10H,109343
11/2/2018 09H,101334
11/2/2018 08H,99675
11/2/2018 07H,101475
11/2/2018 06H,106472
11/2/2018 05H,106433
11/2/2018 04H,117966
11/2/2018 03H,129667
11/2/2018 02H,141740
11/2/2018 01H,150602
11/2/2018 00H,149781
11/1/2018 23H,144648
11/1/2018 22H,142421
11/1/2018 21H,139537
11/1/2018 20H,138645
11/1/2018 19H,137309
11/1/2018 18H,135067
11/1/2018 17H,133441
11/1/2018 16H,133843
11/1/2018 15H,134930
11/1/2018 14H,132968
11/1/2018 13H,127040
11/1/2018 12H,122038
11/1/2018 11H,112284
11/1/2018 10H,99592
11/1/2018 09H,92531
11/1/2018 08H,92379
11/1/2018 07H,94293
11/1/2018 06H,97582
11/1/2018 05H,103018
11/1/2018 04H,110989
11/1/2018 03H,120922
11/1/2018 02H,133046
11/1/2018 01H,138447
11/1/2018 00H,138656
10/31/2018 23H,136505
10/31/2018 22H,133393
10/31/2018 21H,128415
10/31/2018 20H,125578
10/31/2018 19H,125175
10/31/2018 18H,124129
10/31/2018 17H,123821
10/31/2018 16H,123979
10/31/2018 15H,125911
10/31/2018 14H,126619
10/31/2018 13H,126549
10/31/2018 12H,123665
10/31/2018 11H,115084
10/31/2018 10H,102791
10/31/2018 09H,96143
10/31/2018 08H,93183
10/31/2018 07H,93725
10/31/2018 06H,98703
10/31/2018 05H,106070
10/31/2018 04H,116954
10/31/2018 03H,127619
10/31/2018 02H,141202
10/31/2018 01H,149611
10/31/2018 00H,150577
10/30/2018 23H,146800
10/30/2018 22H,142326
10/30/2018 21H,139039
10/30/2018 20H,135752
10/30/2018 19H,130240
10/30/2018 18H,126300
10/30/2018 17H,123925
10/30/2018 16H,122224
10/30/2018 15H,124264
10/30/2018 14H,123615
10/30/2018 13H,122636
10/30/2018 12H,121415
10/30/2018 11H,111010
10/30/2018 10H,96146
10/30/2018 09H,90161
10/30/2018 08H,87756
10/30/2018 07H,88089
10/30/2018 06H,92089
10/30/2018 05H,106613
10/30/2018 04H,113532
10/30/2018 03H,127899
10/30/2018 02H,139445
10/30/2018 01H,149861
10/30/2018 00H,154418
10/29/2018 23H,151932
10/29/2018 22H,149050
10/29/2018 21H,144161
10/29/2018 20H,140525
10/29/2018 19H,139377
10/29/2018 18H,137164
10/29/2018 17H,135972
10/29/2018 16H,137709
10/29/2018 15H,137214
10/29/2018 14H,135871
10/29/2018 13H,134200
10/29/2018 12H,128998
10/29/2018 11H,118914
10/29/2018 10H,105650
10/29/2018 09H,99581
10/29/2018 08H,97504
10/29/2018 07H,98200
10/29/2018 06H,100212
10/29/2018 05H,108100
10/29/2018 04H,120470
10/29/2018 03H,130290
10/29/2018 02H,139933
10/29/2018 01H,148476
10/29/2018 00H,150535
10/28/2018 23H,146795
10/28/2018 22H,140975
10/28/2018 21H,135033
10/28/2018 20H,129727
10/28/2018 19H,125359
10/28/2018 18H,120373
10/28/2018 17H,116988
10/28/2018 16H,114524
10/28/2018 15H,114816
10/28/2018 14H,112960
10/28/2018 13H,107094
10/28/2018 12H,102736
10/28/2018 11H,101419
10/28/2018 10H,98094
10/28/2018 09H,98852
10/28/2018 08H,98691
10/28/2018 07H,101063
10/28/2018 06H,106034
10/28/2018 05H,111303
10/28/2018 04H,120697
10/28/2018 03H,128425
10/28/2018 02H,140048
10/28/2018 01H,149564
10/28/2018 00H,152176
10/27/2018 23H,148803
10/27/2018 22H,147892
10/27/2018 21H,147125
10/27/2018 20H,146186
10/27/2018 19H,146943
10/27/2018 18H,147465
10/27/2018 17H,147388
10/27/2018 16H,147547
10/27/2018 15H,146256
10/27/2018 14H,142442
10/27/2018 13H,135271
10/27/2018 12H,128381
10/27/2018 11H,120797
10/27/2018 10H,115881
10/27/2018 09H,114739
10/27/2018 08H,115398
10/27/2018 07H,118443
10/27/2018 06H,123849
10/27/2018 05H,130816
10/27/2018 04H,142529
10/27/2018 03H,151652
10/27/2018 02H,162956
10/27/2018 01H,168987
10/27/2018 00H,170507
10/26/2018 23H,166172
10/26/2018 22H,164974
10/26/2018 21H,163506
10/26/2018 20H,163343
10/26/2018 19H,162832
10/26/2018 18H,163434
10/26/2018 17H,163970
10/26/2018 16H,165327
10/26/2018 15H,165622
10/26/2018 14H,163664
10/26/2018 13H,159985
10/26/2018 12H,154689
10/26/2018 11H,141906
10/26/2018 10H,127578
10/26/2018 09H,121682
10/26/2018 08H,120837
10/26/2018 07H,124210
10/26/2018 06H,128156
10/26/2018 05H,135833
10/26/2018 04H,145716
10/26/2018 03H,159468
10/26/2018 02H,170422
10/26/2018 01H,177138
10/26/2018 00H,176614
10/25/2018 23H,169264
10/25/2018 22H,163561
10/25/2018 21H,159830
10/25/2018 20H,159820
10/25/2018 19H,158112
10/25/2018 18H,158914
10/25/2018 17H,159202
10/25/2018 16H,160629
10/25/2018 15H,162330
10/25/2018 14H,161261
10/25/2018 13H,159367
10/25/2018 12H,155497
10/25/2018 11H,142766
10/25/2018 10H,126792
10/25/2018 09H,118175
10/25/2018 08H,117935
