Net generation from wind for New England (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390112&sdid=EBA.NE-ALL.NG.WND.H
19:16:29 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.NG.WND.H megawatthours
10/4/2021 23H,145
10/4/2021 22H,128
10/4/2021 21H,128
10/4/2021 20H,129
10/4/2021 19H,124
10/4/2021 18H,127
10/4/2021 17H,131
10/4/2021 16H,136
10/4/2021 15H,137
10/4/2021 14H,140
10/4/2021 13H,169
10/4/2021 12H,199
10/4/2021 11H,193
10/4/2021 10H,193
10/4/2021 09H,201
10/4/2021 08H,203
10/4/2021 07H,211
10/4/2021 06H,219
10/4/2021 05H,205
10/4/2021 04H,172
10/4/2021 03H,132
10/4/2021 02H,89
10/4/2021 01H,82
10/4/2021 00H,58
10/3/2021 23H,31
10/3/2021 22H,22
10/3/2021 21H,14
10/3/2021 20H,12
10/3/2021 19H,8
10/3/2021 18H,5
10/3/2021 17H,5
10/3/2021 16H,7
10/3/2021 15H,12
10/3/2021 14H,18
10/3/2021 13H,25
10/3/2021 12H,35
10/3/2021 11H,46
10/3/2021 10H,48
10/3/2021 09H,62
10/3/2021 08H,79
10/3/2021 07H,92
10/3/2021 06H,96
10/3/2021 05H,100
10/3/2021 04H,99
10/3/2021 03H,110
10/3/2021 02H,113
10/3/2021 01H,104
10/3/2021 00H,105
10/2/2021 23H,90
10/2/2021 22H,83
10/2/2021 21H,93
10/2/2021 20H,90
10/2/2021 19H,86
10/2/2021 18H,84
10/2/2021 17H,105
10/2/2021 16H,102
10/2/2021 15H,102
10/2/2021 14H,130
10/2/2021 13H,184
10/2/2021 12H,226
10/2/2021 11H,232
10/2/2021 10H,221
10/2/2021 09H,267
10/2/2021 08H,269
10/2/2021 07H,254
10/2/2021 06H,219
10/2/2021 05H,228
10/2/2021 04H,207
10/2/2021 03H,251
10/2/2021 02H,298
10/2/2021 01H,321
10/2/2021 00H,329
10/1/2021 23H,362
10/1/2021 22H,411
10/1/2021 21H,436
10/1/2021 20H,462
10/1/2021 19H,467
10/1/2021 18H,508
10/1/2021 17H,460
10/1/2021 16H,441
10/1/2021 15H,385
10/1/2021 14H,402
10/1/2021 13H,469
10/1/2021 12H,527
10/1/2021 11H,567
10/1/2021 10H,553
10/1/2021 09H,505
10/1/2021 08H,461
10/1/2021 07H,368
10/1/2021 06H,331
10/1/2021 05H,339
10/1/2021 04H,355
10/1/2021 03H,358
10/1/2021 02H,398
10/1/2021 01H,394
10/1/2021 00H,355
09/30/2021 23H,357
09/30/2021 22H,336
09/30/2021 21H,372
09/30/2021 20H,303
09/30/2021 19H,306
09/30/2021 18H,261
09/30/2021 17H,233
09/30/2021 16H,176
09/30/2021 15H,158
09/30/2021 14H,161
09/30/2021 13H,198
09/30/2021 12H,217
09/30/2021 11H,196
09/30/2021 10H,175
09/30/2021 09H,152
09/30/2021 08H,126
09/30/2021 07H,109
09/30/2021 06H,89
09/30/2021 05H,92
09/30/2021 04H,89
09/30/2021 03H,108
09/30/2021 02H,139
09/30/2021 01H,163
09/30/2021 00H,166
09/29/2021 23H,177
09/29/2021 22H,162
09/29/2021 21H,164
09/29/2021 20H,126
09/29/2021 19H,126
09/29/2021 18H,112
09/29/2021 17H,107
09/29/2021 16H,81
09/29/2021 15H,59
09/29/2021 14H,63
09/29/2021 13H,156
09/29/2021 12H,223
09/29/2021 11H,231
09/29/2021 10H,237
09/29/2021 09H,276
09/29/2021 08H,349
09/29/2021 07H,358
09/29/2021 06H,375
09/29/2021 05H,395
09/29/2021 04H,443
09/29/2021 03H,467
09/29/2021 02H,450
09/29/2021 01H,408
09/29/2021 00H,317
09/28/2021 23H,195
09/28/2021 22H,131
09/28/2021 21H,108
09/28/2021 20H,99
09/28/2021 19H,96
09/28/2021 18H,107
09/28/2021 17H,145
09/28/2021 16H,142
09/28/2021 15H,90
09/28/2021 14H,94
09/28/2021 13H,101
09/28/2021 12H,108
09/28/2021 11H,99
09/28/2021 10H,114
09/28/2021 09H,138
09/28/2021 08H,161
09/28/2021 07H,177
09/28/2021 06H,193
09/28/2021 05H,245
09/28/2021 04H,303
09/28/2021 03H,384
09/28/2021 02H,481
09/28/2021 01H,510
09/28/2021 00H,511
09/27/2021 23H,513
09/27/2021 22H,472
09/27/2021 21H,386
09/27/2021 20H,352
09/27/2021 19H,318
09/27/2021 18H,344
09/27/2021 17H,371
09/27/2021 16H,358
09/27/2021 15H,283
09/27/2021 14H,266
09/27/2021 13H,354
09/27/2021 12H,457
09/27/2021 11H,451
09/27/2021 10H,462
09/27/2021 09H,483
09/27/2021 08H,487
09/27/2021 07H,546
09/27/2021 06H,592
09/27/2021 05H,654
09/27/2021 04H,725
09/27/2021 03H,716
09/27/2021 02H,699
09/27/2021 01H,653
09/27/2021 00H,755
09/26/2021 23H,756
09/26/2021 22H,807
09/26/2021 21H,752
09/26/2021 20H,690
09/26/2021 19H,685
09/26/2021 18H,630
09/26/2021 17H,582
09/26/2021 16H,492
09/26/2021 15H,333
09/26/2021 14H,353
09/26/2021 13H,402
09/26/2021 12H,305
09/26/2021 11H,250
09/26/2021 10H,201
09/26/2021 09H,131
09/26/2021 08H,134
09/26/2021 07H,151
09/26/2021 06H,157
09/26/2021 05H,158
09/26/2021 04H,162
09/26/2021 03H,152
09/26/2021 02H,135
09/26/2021 01H,123
09/26/2021 00H,91
09/25/2021 23H,32
09/25/2021 22H,22
09/25/2021 21H,18
09/25/2021 20H,18
09/25/2021 19H,13
09/25/2021 18H,8
09/25/2021 17H,6
09/25/2021 16H,7
09/25/2021 15H,5
09/25/2021 14H,7
09/25/2021 13H,8
09/25/2021 12H,19
09/25/2021 11H,43
09/25/2021 10H,90
09/25/2021 09H,99
09/25/2021 08H,155
09/25/2021 07H,213
09/25/2021 06H,336
09/25/2021 05H,433
09/25/2021 04H,494
09/25/2021 03H,562
09/25/2021 02H,0
09/25/2021 01H,672
09/25/2021 00H,722
09/24/2021 23H,732
09/24/2021 22H,731
09/24/2021 21H,765
09/24/2021 20H,798
09/24/2021 19H,814
09/24/2021 18H,766
09/24/2021 17H,691
09/24/2021 16H,661
09/24/2021 15H,633
09/24/2021 14H,581
09/24/2021 13H,560
09/24/2021 12H,544
09/24/2021 11H,539
09/24/2021 10H,515
09/24/2021 09H,496
09/24/2021 08H,527
09/24/2021 07H,508
09/24/2021 06H,500
09/24/2021 05H,466
09/24/2021 04H,457
09/24/2021 03H,438
09/24/2021 02H,411
09/24/2021 01H,425
09/24/2021 00H,439
09/23/2021 23H,418
09/23/2021 22H,400
09/23/2021 21H,453
09/23/2021 20H,419
09/23/2021 19H,436
09/23/2021 18H,435
09/23/2021 17H,458
09/23/2021 16H,409
09/23/2021 15H,385
09/23/2021 14H,372
09/23/2021 13H,378
09/23/2021 12H,426
09/23/2021 11H,433
09/23/2021 10H,418
09/23/2021 09H,422
09/23/2021 08H,373
09/23/2021 07H,377
09/23/2021 06H,390
09/23/2021 05H,393
09/23/2021 04H,410
09/23/2021 03H,384
09/23/2021 02H,402
09/23/2021 01H,371
09/23/2021 00H,375
09/22/2021 23H,362
09/22/2021 22H,391
09/22/2021 21H,396
09/22/2021 20H,384
09/22/2021 19H,364
09/22/2021 18H,358
09/22/2021 17H,330
09/22/2021 16H,266
09/22/2021 15H,245
09/22/2021 14H,227
09/22/2021 13H,233
09/22/2021 12H,273
09/22/2021 11H,288
09/22/2021 10H,290
09/22/2021 09H,277
09/22/2021 08H,305
09/22/2021 07H,377
09/22/2021 06H,396
09/22/2021 05H,389
09/22/2021 04H,454
09/22/2021 03H,463
09/22/2021 02H,489
09/22/2021 01H,491
09/22/2021 00H,462
09/21/2021 23H,436
09/21/2021 22H,408
09/21/2021 21H,409
09/21/2021 20H,360
09/21/2021 19H,347
09/21/2021 18H,324
09/21/2021 17H,259
09/21/2021 16H,205
09/21/2021 15H,139
09/21/2021 14H,141
09/21/2021 13H,190
09/21/2021 12H,286
09/21/2021 11H,351
09/21/2021 10H,385
09/21/2021 09H,406
09/21/2021 08H,445
09/21/2021 07H,465
09/21/2021 06H,448
09/21/2021 05H,413
09/21/2021 04H,380
09/21/2021 03H,326
09/21/2021 02H,309
09/21/2021 01H,250
09/21/2021 00H,174
09/20/2021 23H,82
09/20/2021 22H,57
09/20/2021 21H,36
09/20/2021 20H,25
09/20/2021 19H,15
09/20/2021 18H,7
09/20/2021 17H,11
09/20/2021 16H,10
09/20/2021 15H,6
09/20/2021 14H,8
09/20/2021 13H,34
09/20/2021 12H,55
09/20/2021 11H,39
09/20/2021 10H,35
09/20/2021 09H,41
09/20/2021 08H,43
09/20/2021 07H,61
09/20/2021 06H,65
09/20/2021 05H,104
09/20/2021 04H,117
09/20/2021 03H,136
09/20/2021 02H,181
09/20/2021 01H,214
09/20/2021 00H,164
09/19/2021 23H,161
09/19/2021 22H,213
09/19/2021 21H,228
09/19/2021 20H,232
09/19/2021 19H,274
09/19/2021 18H,281
09/19/2021 17H,273
09/19/2021 16H,274
09/19/2021 15H,204
09/19/2021 14H,206
09/19/2021 13H,322
09/19/2021 12H,468
09/19/2021 11H,528
09/19/2021 10H,541
09/19/2021 09H,505
09/19/2021 08H,490
09/19/2021 07H,496
09/19/2021 06H,443
09/19/2021 05H,472
09/19/2021 04H,482
09/19/2021 03H,486
09/19/2021 02H,533
09/19/2021 01H,445
09/19/2021 00H,363
09/18/2021 23H,322
09/18/2021 22H,253
09/18/2021 21H,237
09/18/2021 20H,201
09/18/2021 19H,171
09/18/2021 18H,113
09/18/2021 17H,102
09/18/2021 16H,82
09/18/2021 15H,83
09/18/2021 14H,106
09/18/2021 13H,130
09/18/2021 12H,129
09/18/2021 11H,143
09/18/2021 10H,132
09/18/2021 09H,180
09/18/2021 08H,203
09/18/2021 07H,224
09/18/2021 06H,253
09/18/2021 05H,318
09/18/2021 04H,330
09/18/2021 03H,284
09/18/2021 02H,300
09/18/2021 01H,292
09/18/2021 00H,258
09/17/2021 23H,221
09/17/2021 22H,166
09/17/2021 21H,152
09/17/2021 20H,146
09/17/2021 19H,151
09/17/2021 18H,150
09/17/2021 17H,128
09/17/2021 16H,143
09/17/2021 15H,131
09/17/2021 14H,131
09/17/2021 13H,144
09/17/2021 12H,140
09/17/2021 11H,99
09/17/2021 10H,82
09/17/2021 09H,81
09/17/2021 08H,86
09/17/2021 07H,98
09/17/2021 06H,102
09/17/2021 05H,102
09/17/2021 04H,131
09/17/2021 03H,147
09/17/2021 02H,146
09/17/2021 01H,76
09/17/2021 00H,48
09/16/2021 23H,35
09/16/2021 22H,22
09/16/2021 21H,16
09/16/2021 20H,14
09/16/2021 19H,14
09/16/2021 18H,12
09/16/2021 17H,15
09/16/2021 16H,36
09/16/2021 15H,41
09/16/2021 14H,70
09/16/2021 13H,120
09/16/2021 12H,191
09/16/2021 11H,235
09/16/2021 10H,240
09/16/2021 09H,258
09/16/2021 08H,269
09/16/2021 07H,270
09/16/2021 06H,314
09/16/2021 05H,281
09/16/2021 04H,305
09/16/2021 03H,305
09/16/2021 02H,266
09/16/2021 01H,264
09/16/2021 00H,267
09/15/2021 23H,311
09/15/2021 22H,420
09/15/2021 21H,416
09/15/2021 20H,378
09/15/2021 19H,366
09/15/2021 18H,385
09/15/2021 17H,426
09/15/2021 16H,440
09/15/2021 15H,436
09/15/2021 14H,467
09/15/2021 13H,577
09/15/2021 12H,609
09/15/2021 11H,625
09/15/2021 10H,615
09/15/2021 09H,649
09/15/2021 08H,585
09/15/2021 07H,557
09/15/2021 06H,510
09/15/2021 05H,513
09/15/2021 04H,507
09/15/2021 03H,436
09/15/2021 02H,391
09/15/2021 01H,358
09/15/2021 00H,283
09/14/2021 23H,163
09/14/2021 22H,98
09/14/2021 21H,56
09/14/2021 20H,37
09/14/2021 19H,31
09/14/2021 18H,0
09/14/2021 17H,33
09/14/2021 16H,37
09/14/2021 15H,16
09/14/2021 14H,37
09/14/2021 13H,89
09/14/2021 12H,153
09/14/2021 11H,154
09/14/2021 10H,177
09/14/2021 09H,188
09/14/2021 08H,247
09/14/2021 07H,229
09/14/2021 06H,233
09/14/2021 05H,315
09/14/2021 04H,349
09/14/2021 03H,461
09/14/2021 02H,472
09/14/2021 01H,483
09/14/2021 00H,539
09/13/2021 23H,492
09/13/2021 22H,601
09/13/2021 21H,623
09/13/2021 20H,642
09/13/2021 19H,697
09/13/2021 18H,702
09/13/2021 17H,706
09/13/2021 16H,665
09/13/2021 15H,475
09/13/2021 14H,332
09/13/2021 13H,299
09/13/2021 12H,273
09/13/2021 11H,179
09/13/2021 10H,129
09/13/2021 09H,96
09/13/2021 08H,107
09/13/2021 07H,149
09/13/2021 06H,191
09/13/2021 05H,297
09/13/2021 04H,381
09/13/2021 03H,454
09/13/2021 02H,559
09/13/2021 01H,522
09/13/2021 00H,643
09/12/2021 23H,708
09/12/2021 22H,736
09/12/2021 21H,690
09/12/2021 20H,658
09/12/2021 19H,658
09/12/2021 18H,617
09/12/2021 17H,614
09/12/2021 16H,632
09/12/2021 15H,669
09/12/2021 14H,704
09/12/2021 13H,737
09/12/2021 12H,751
09/12/2021 11H,689
09/12/2021 10H,716
09/12/2021 09H,706
09/12/2021 08H,679
09/12/2021 07H,672
09/12/2021 06H,605
09/12/2021 05H,570
09/12/2021 04H,555
09/12/2021 03H,531
09/12/2021 02H,538
09/12/2021 01H,495
09/12/2021 00H,393
09/11/2021 23H,238
09/11/2021 22H,185
09/11/2021 21H,274
09/11/2021 20H,331
09/11/2021 19H,374
09/11/2021 18H,399
09/11/2021 17H,413
09/11/2021 16H,374
09/11/2021 15H,339
09/11/2021 14H,359
09/11/2021 13H,461
09/11/2021 12H,568
09/11/2021 11H,631
09/11/2021 10H,723
09/11/2021 09H,722
09/11/2021 08H,734
09/11/2021 07H,756
09/11/2021 06H,765
09/11/2021 05H,779
09/11/2021 04H,769
09/11/2021 03H,791
09/11/2021 02H,870
09/11/2021 01H,922
09/11/2021 00H,894
09/10/2021 23H,884
09/10/2021 22H,767
09/10/2021 21H,690
09/10/2021 20H,691
09/10/2021 19H,625
09/10/2021 18H,550
09/10/2021 17H,474
09/10/2021 16H,409
09/10/2021 15H,359
09/10/2021 14H,302
09/10/2021 13H,260
09/10/2021 12H,242
09/10/2021 11H,350
09/10/2021 10H,469
09/10/2021 09H,339
09/10/2021 08H,314
09/10/2021 07H,240
09/10/2021 06H,216
09/10/2021 05H,214
09/10/2021 04H,137
09/10/2021 03H,61
09/10/2021 02H,22
09/10/2021 01H,21
09/10/2021 00H,25
09/9/2021 23H,51
09/9/2021 22H,130
09/9/2021 21H,204
09/9/2021 20H,160
09/9/2021 19H,147
09/9/2021 18H,160
09/9/2021 17H,228
09/9/2021 16H,244
09/9/2021 15H,225
09/9/2021 14H,250
09/9/2021 13H,217
09/9/2021 12H,267
09/9/2021 11H,316
09/9/2021 10H,359
09/9/2021 09H,352
09/9/2021 08H,372
09/9/2021 07H,376
09/9/2021 06H,395
09/9/2021 05H,464
09/9/2021 04H,488
09/9/2021 03H,523
09/9/2021 02H,620
09/9/2021 01H,608
09/9/2021 00H,640
09/8/2021 23H,639
09/8/2021 22H,623
09/8/2021 21H,622
09/8/2021 20H,613
09/8/2021 19H,621
09/8/2021 18H,577
09/8/2021 17H,547
09/8/2021 16H,456
09/8/2021 15H,318
09/8/2021 14H,319
09/8/2021 13H,376
09/8/2021 12H,435
09/8/2021 11H,392
09/8/2021 10H,335
09/8/2021 09H,311
09/8/2021 08H,280
09/8/2021 07H,239
09/8/2021 06H,196
09/8/2021 05H,147
09/8/2021 04H,155
09/8/2021 03H,148
09/8/2021 02H,157
09/8/2021 01H,155
09/8/2021 00H,131
09/7/2021 23H,126
09/7/2021 22H,185
09/7/2021 21H,264
09/7/2021 20H,363
09/7/2021 19H,438
09/7/2021 18H,501
09/7/2021 17H,524
09/7/2021 16H,548
09/7/2021 15H,581
09/7/2021 14H,568
09/7/2021 13H,593
09/7/2021 12H,653
09/7/2021 11H,697
09/7/2021 10H,733
09/7/2021 09H,691
09/7/2021 08H,721
09/7/2021 07H,716
09/7/2021 06H,734
09/7/2021 05H,768
09/7/2021 04H,716
09/7/2021 03H,719
09/7/2021 02H,671
09/7/2021 01H,570
09/7/2021 00H,560
09/6/2021 23H,571
09/6/2021 22H,559
09/6/2021 21H,450
09/6/2021 20H,325
09/6/2021 19H,241
09/6/2021 18H,165
09/6/2021 17H,90
09/6/2021 16H,45
09/6/2021 15H,34
09/6/2021 14H,35
09/6/2021 13H,58
09/6/2021 12H,95
09/6/2021 11H,124
09/6/2021 10H,181
09/6/2021 09H,263
09/6/2021 08H,328
09/6/2021 07H,349
09/6/2021 06H,352
09/6/2021 05H,448
09/6/2021 04H,483
09/6/2021 03H,445
09/6/2021 02H,410
09/6/2021 01H,413
09/6/2021 00H,410
09/5/2021 23H,407
09/5/2021 22H,369
09/5/2021 21H,331
09/5/2021 20H,283
09/5/2021 19H,232
09/5/2021 18H,204
09/5/2021 17H,193
09/5/2021 16H,197
09/5/2021 15H,203
09/5/2021 14H,231
09/5/2021 13H,266
09/5/2021 12H,247
09/5/2021 11H,204
09/5/2021 10H,155
09/5/2021 09H,102
09/5/2021 08H,61
09/5/2021 07H,33
09/5/2021 06H,19
09/5/2021 05H,10
09/5/2021 04H,15
09/5/2021 03H,31
09/5/2021 02H,75
09/5/2021 01H,117
09/5/2021 00H,128
09/4/2021 23H,184
09/4/2021 22H,259
09/4/2021 21H,357
09/4/2021 20H,417
09/4/2021 19H,470
09/4/2021 18H,505
09/4/2021 17H,542
09/4/2021 16H,584
09/4/2021 15H,591
09/4/2021 14H,545
09/4/2021 13H,513
09/4/2021 12H,587
09/4/2021 11H,621
09/4/2021 10H,620
09/4/2021 09H,504
09/4/2021 08H,408
09/4/2021 07H,402
09/4/2021 06H,407
09/4/2021 05H,365
09/4/2021 04H,367
09/4/2021 03H,368
09/4/2021 02H,418
09/4/2021 01H,414
09/4/2021 00H,404
09/3/2021 23H,488
09/3/2021 22H,549
09/3/2021 21H,523
09/3/2021 20H,487
09/3/2021 19H,392
09/3/2021 18H,344
09/3/2021 17H,351
09/3/2021 16H,403
09/3/2021 15H,472
09/3/2021 14H,515
09/3/2021 13H,536
09/3/2021 12H,556
09/3/2021 11H,510
09/3/2021 10H,491
09/3/2021 09H,533
09/3/2021 08H,541
09/3/2021 07H,590
09/3/2021 06H,587
09/3/2021 05H,626
09/3/2021 04H,678
09/3/2021 03H,742
09/3/2021 02H,808
09/3/2021 01H,779
09/3/2021 00H,815
09/2/2021 23H,783
09/2/2021 22H,739
09/2/2021 21H,712
09/2/2021 20H,666
09/2/2021 19H,584
09/2/2021 18H,531
09/2/2021 17H,516
09/2/2021 16H,443
09/2/2021 15H,356
09/2/2021 14H,362
09/2/2021 13H,351
09/2/2021 12H,382
09/2/2021 11H,431
09/2/2021 10H,355
09/2/2021 09H,377
09/2/2021 08H,374
09/2/2021 07H,275
09/2/2021 06H,238
09/2/2021 05H,148
09/2/2021 04H,127
09/2/2021 03H,126
09/2/2021 02H,146
09/2/2021 01H,103
09/2/2021 00H,69
09/1/2021 23H,69
09/1/2021 22H,80
09/1/2021 21H,104
09/1/2021 20H,123
09/1/2021 19H,122
09/1/2021 18H,147
09/1/2021 17H,212
09/1/2021 16H,239
09/1/2021 15H,293
09/1/2021 14H,321
09/1/2021 13H,238
09/1/2021 12H,266
09/1/2021 11H,284
09/1/2021 10H,324
09/1/2021 09H,319
09/1/2021 08H,312
09/1/2021 07H,348
09/1/2021 06H,318
09/1/2021 05H,379
09/1/2021 04H,383
09/1/2021 03H,446
09/1/2021 02H,482
09/1/2021 01H,484
09/1/2021 00H,389
08/31/2021 23H,377
08/31/2021 22H,358
08/31/2021 21H,392
08/31/2021 20H,429
08/31/2021 19H,392
08/31/2021 18H,341
08/31/2021 17H,260
08/31/2021 16H,216
08/31/2021 15H,163
08/31/2021 14H,166
08/31/2021 13H,215
08/31/2021 12H,293
08/31/2021 11H,359
08/31/2021 10H,325
08/31/2021 09H,319
08/31/2021 08H,318
08/31/2021 07H,362
08/31/2021 06H,423
08/31/2021 05H,470
08/31/2021 04H,489
08/31/2021 03H,514
08/31/2021 02H,548
08/31/2021 01H,460
08/31/2021 00H,368
08/30/2021 23H,320
08/30/2021 22H,347
08/30/2021 21H,354
08/30/2021 20H,306
08/30/2021 19H,297
08/30/2021 18H,312
08/30/2021 17H,265
08/30/2021 16H,263
08/30/2021 15H,248
08/30/2021 14H,247
08/30/2021 13H,241
08/30/2021 12H,258
08/30/2021 11H,253
08/30/2021 10H,261
08/30/2021 09H,285
08/30/2021 08H,303
08/30/2021 07H,280
08/30/2021 06H,250
08/30/2021 05H,220
08/30/2021 04H,239
08/30/2021 03H,211
08/30/2021 02H,207
08/30/2021 01H,182
08/30/2021 00H,162
08/29/2021 23H,173
08/29/2021 22H,151
08/29/2021 21H,129
08/29/2021 20H,113
08/29/2021 19H,118
08/29/2021 18H,129
08/29/2021 17H,145
08/29/2021 16H,157
08/29/2021 15H,161
08/29/2021 14H,148
08/29/2021 13H,159
08/29/2021 12H,202
08/29/2021 11H,244
08/29/2021 10H,241
08/29/2021 09H,226
08/29/2021 08H,223
08/29/2021 07H,211
08/29/2021 06H,187
08/29/2021 05H,165
08/29/2021 04H,146
08/29/2021 03H,143
08/29/2021 02H,154
08/29/2021 01H,148
08/29/2021 00H,110
08/28/2021 23H,98
08/28/2021 22H,106
08/28/2021 21H,108
08/28/2021 20H,106
08/28/2021 19H,81
08/28/2021 18H,79
08/28/2021 17H,80
08/28/2021 16H,100
08/28/2021 15H,120
08/28/2021 14H,151
08/28/2021 13H,162
08/28/2021 12H,244
08/28/2021 11H,287
08/28/2021 10H,283
08/28/2021 09H,287
08/28/2021 08H,324
08/28/2021 07H,328
08/28/2021 06H,381
08/28/2021 05H,405
08/28/2021 04H,391
08/28/2021 03H,401
08/28/2021 02H,419
08/28/2021 01H,434
08/28/2021 00H,317
08/27/2021 23H,304
08/27/2021 22H,382
08/27/2021 21H,383
08/27/2021 20H,412
08/27/2021 19H,409
08/27/2021 18H,348
08/27/2021 17H,339
08/27/2021 16H,252
08/27/2021 15H,168
08/27/2021 14H,114
08/27/2021 13H,131
08/27/2021 12H,205
08/27/2021 11H,252
08/27/2021 10H,235
08/27/2021 09H,280
08/27/2021 08H,388
08/27/2021 07H,484
08/27/2021 06H,495
08/27/2021 05H,552
08/27/2021 04H,570
08/27/2021 03H,608
08/27/2021 02H,630
08/27/2021 01H,629
08/27/2021 00H,565
08/26/2021 23H,450
08/26/2021 22H,402
08/26/2021 21H,380
08/26/2021 20H,344
08/26/2021 19H,314
08/26/2021 18H,274
08/26/2021 17H,229
08/26/2021 16H,157
08/26/2021 15H,103
08/26/2021 14H,87
08/26/2021 13H,106
08/26/2021 12H,120
08/26/2021 11H,122
08/26/2021 10H,123
08/26/2021 09H,103
08/26/2021 08H,118
08/26/2021 07H,142
08/26/2021 06H,124
08/26/2021 05H,114
08/26/2021 04H,132
08/26/2021 03H,127
08/26/2021 02H,109
08/26/2021 01H,74
08/26/2021 00H,58
08/25/2021 23H,45
08/25/2021 22H,31
08/25/2021 21H,38
08/25/2021 20H,47
08/25/2021 19H,40
08/25/2021 18H,34
08/25/2021 17H,36
08/25/2021 16H,36
08/25/2021 15H,38
08/25/2021 14H,37
08/25/2021 13H,73
08/25/2021 12H,129
08/25/2021 11H,149
08/25/2021 10H,141
08/25/2021 09H,148
08/25/2021 08H,176
08/25/2021 07H,218
08/25/2021 06H,241
08/25/2021 05H,220
08/25/2021 04H,289
08/25/2021 03H,407
08/25/2021 02H,454
08/25/2021 01H,422
08/25/2021 00H,292
08/24/2021 23H,243
08/24/2021 22H,221
08/24/2021 21H,190
08/24/2021 20H,142
08/24/2021 19H,86
08/24/2021 18H,62
08/24/2021 17H,43
08/24/2021 16H,42
08/24/2021 15H,47
08/24/2021 14H,64
08/24/2021 13H,96
08/24/2021 12H,135
08/24/2021 11H,176
08/24/2021 10H,174
08/24/2021 09H,147
08/24/2021 08H,105
08/24/2021 07H,61
08/24/2021 06H,42
08/24/2021 05H,41
08/24/2021 04H,47
08/24/2021 03H,60
08/24/2021 02H,82
08/24/2021 01H,86
08/24/2021 00H,83
08/23/2021 23H,94
08/23/2021 22H,88
08/23/2021 21H,113
08/23/2021 20H,150
08/23/2021 19H,163
08/23/2021 18H,166
08/23/2021 17H,154
08/23/2021 16H,148
08/23/2021 15H,132
08/23/2021 14H,125
08/23/2021 13H,142
08/23/2021 12H,130
08/23/2021 11H,144
08/23/2021 10H,163
08/23/2021 09H,192
08/23/2021 08H,240
08/23/2021 07H,322
08/23/2021 06H,411
08/23/2021 05H,522
08/23/2021 04H,615
08/23/2021 03H,651
08/23/2021 02H,619
08/23/2021 01H,596
08/23/2021 00H,548
08/22/2021 23H,511
08/22/2021 22H,485
08/22/2021 21H,440
08/22/2021 20H,389
08/22/2021 19H,394
08/22/2021 18H,377
08/22/2021 17H,317
08/22/2021 16H,230
08/22/2021 15H,204
08/22/2021 14H,215
08/22/2021 13H,215
08/22/2021 12H,205
08/22/2021 11H,185
08/22/2021 10H,130
08/22/2021 09H,91
08/22/2021 08H,88
08/22/2021 07H,78
08/22/2021 06H,119
08/22/2021 05H,145
08/22/2021 04H,166
08/22/2021 03H,202
08/22/2021 02H,197
08/22/2021 01H,146
08/22/2021 00H,125
08/21/2021 23H,138
08/21/2021 22H,110
08/21/2021 21H,109
08/21/2021 20H,85
08/21/2021 19H,49
08/21/2021 18H,32
08/21/2021 17H,23
08/21/2021 16H,24
08/21/2021 15H,14
08/21/2021 14H,22
08/21/2021 13H,40
08/21/2021 12H,71
08/21/2021 11H,90
08/21/2021 10H,89
08/21/2021 09H,112
08/21/2021 08H,125
08/21/2021 07H,129
08/21/2021 06H,116
08/21/2021 05H,127
08/21/2021 04H,108
08/21/2021 03H,99
08/21/2021 02H,90
08/21/2021 01H,72
08/21/2021 00H,61
08/20/2021 23H,45
08/20/2021 22H,30
08/20/2021 21H,27
08/20/2021 20H,27
08/20/2021 19H,15
08/20/2021 18H,12
08/20/2021 17H,24
08/20/2021 16H,34
08/20/2021 15H,52
08/20/2021 14H,79
08/20/2021 13H,129
08/20/2021 12H,161
08/20/2021 11H,142
08/20/2021 10H,103
08/20/2021 09H,119
08/20/2021 08H,95
08/20/2021 07H,89
08/20/2021 06H,115
08/20/2021 05H,134
08/20/2021 04H,129
08/20/2021 03H,127
08/20/2021 02H,135
08/20/2021 01H,132
08/20/2021 00H,128
08/19/2021 23H,134
08/19/2021 22H,161
08/19/2021 21H,145
08/19/2021 20H,127
08/19/2021 19H,119
08/19/2021 18H,100
08/19/2021 17H,96
08/19/2021 16H,101
08/19/2021 15H,116
08/19/2021 14H,107
08/19/2021 13H,119
08/19/2021 12H,126
08/19/2021 11H,119
08/19/2021 10H,99
08/19/2021 09H,96
08/19/2021 08H,114
08/19/2021 07H,116
08/19/2021 06H,127
08/19/2021 05H,99
08/19/2021 04H,98
08/19/2021 03H,137
08/19/2021 02H,185
08/19/2021 01H,158
08/19/2021 00H,142
08/18/2021 23H,138
08/18/2021 22H,111
08/18/2021 21H,94
08/18/2021 20H,87
08/18/2021 19H,85
08/18/2021 18H,52
08/18/2021 17H,40
08/18/2021 16H,32
08/18/2021 15H,26
08/18/2021 14H,33
08/18/2021 13H,49
08/18/2021 12H,67
08/18/2021 11H,80
08/18/2021 10H,100
08/18/2021 09H,109
08/18/2021 08H,129
08/18/2021 07H,145
08/18/2021 06H,160
08/18/2021 05H,184
08/18/2021 04H,213
08/18/2021 03H,220
08/18/2021 02H,270
08/18/2021 01H,287
08/18/2021 00H,220
08/17/2021 23H,163
08/17/2021 22H,108
